"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
"-1","2","_576511","substance",,,"C6H9O6",,,,"2-Dehydro-3-deoxy-D-gluconate",,"_576511",,"2-Dehydro-3-deoxy-D-gluconate",,"e","M_2ddglcn_e","species","species",,"false","2-Dehydro-3-deoxy-D-gluconate",,,,
,,"_581160","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1A141pp_FLUX_VALUE","Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",,"_581160",,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)","false",,"R_PLIPA1A141pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)","Glycerophospholipid Metabolism",,,
"0","2","_576514","substance",,,"C8H8O3",,,,"3,4-Dihydroxyphenylacetaldehyde",,"_576514",,"3,4-Dihydroxyphenylacetaldehyde",,"e","M_34dhpac_e","species","species",,"false","3,4-Dihydroxyphenylacetaldehyde",,,,
,,"_578756","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG120tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)",,"_578756",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG120tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
"-2","2","_576517","substance",,,"C10H12N5O7P",,,,"3'-AMP",,"_576517",,"3'-AMP",,"e","M_3amp_e","species","species",,"false","3'-AMP",,,,
,,"_578282","mmol_per_gDW_per_hr","",,,"",,"R_EX_arab_DASH_L_LPAREN_e_RPAREN__FLUX_VALUE","L-Arabinose exchange",,"_578282",,"L-Arabinose exchange","true",,"R_EX_arab_DASH_L_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","L-Arabinose exchange","",,,
,,"_579875","mmol_per_gDW_per_hr","",,,"b3844",,"R_FE3Ri_FLUX_VALUE","Fe(III) reduction",,"_579875",,"Fe(III) reduction","false",,"R_FE3Ri","reaction","reaction irreversible",,"false","Fe(III) reduction","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_578945","mmol_per_gDW_per_hr","4.1.3.18",,,"((b3670 and b3671) or (b0077 and b0078))",,"R_ACLS_FLUX_VALUE","acetolactate synthase",,"_578945",,"acetolactate synthase","false",,"R_ACLS","reaction","reaction irreversible",,"false","acetolactate synthase","Valine, Leucine, and Isoleucine Metabolism",,,
"-2","2","_576520","substance",,,"C9H12N3O8P",,,,"3'-cmp",,"_576520",,"3'-cmp",,"e","M_3cmp_e","species","species",,"false","3'-cmp",,,,
,,"_580967","mmol_per_gDW_per_hr","",,,"",,"R_OMMBLHX3_FLUX_VALUE","2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",,"_580967",,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)","false",,"R_OMMBLHX3","reaction","reaction irreversible",,"false","2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_579126","mmol_per_gDW_per_hr","",,,"b1192",,"R_AM4PCP_FLUX_VALUE","anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",,"_579126",,"anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase","false",,"R_AM4PCP","reaction","reaction irreversible",,"false","anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase","Murein Recycling",,,
,,"_580206","mmol_per_gDW_per_hr","",,,"b1277",,"R_GTPCII2_FLUX_VALUE","GTP cyclohydrolase II (25drapp)",,"_580206",,"GTP cyclohydrolase II (25drapp)","false",,"R_GTPCII2","reaction","reaction irreversible",,"false","GTP cyclohydrolase II (25drapp)","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_579700","mmol_per_gDW_per_hr","",,,"b0173",,"R_DXPRIi_FLUX_VALUE","1-deoxy-D-xylulose reductoisomerase",,"_579700",,"1-deoxy-D-xylulose reductoisomerase","false",,"R_DXPRIi","reaction","reaction irreversible",,"false","1-deoxy-D-xylulose reductoisomerase","Cofactor and Prosthetic Group Biosynthesis",,,
"-2","2","_576523","substance",,,"C10H12N5O8P",,,,"3'-GMP",,"_576523",,"3'-GMP",,"e","M_3gmp_e","species","species",,"false","3'-GMP",,,,
,,"_580773","mmol_per_gDW_per_hr","1.6.5.3",,,"(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)",,"R_NADH16pp_FLUX_VALUE","NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)",,"_580773",,"NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)","false",,"R_NADH16pp","reaction","reaction irreversible",,"false","NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)","Oxidative Phosphorylation",,,
"-1","2","_576526","substance",,,"C9H7O3",,,,"3-hydroxycinnamic acid",,"_576526",,"3-hydroxycinnamic acid",,"e","M_3hcinnm_e","species","species",,"false","3-hydroxycinnamic acid",,,,
,,"_580033","mmol_per_gDW_per_hr","1.2.1.21",,,"b1415",,"R_GCALDD_FLUX_VALUE","Glycolaldehyde dehydrogenase",,"_580033",,"Glycolaldehyde dehydrogenase","false",,"R_GCALDD","reaction","reaction irreversible",,"false","Glycolaldehyde dehydrogenase","Folate Metabolism",,,
,,"_578523","mmol_per_gDW_per_hr","",,,"",,"R_EX_maltttr_LPAREN_e_RPAREN__FLUX_VALUE","Maltotetraose exchange",,"_578523",,"Maltotetraose exchange","true",,"R_EX_maltttr_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Maltotetraose exchange","",,,
,,"_581358","mmol_per_gDW_per_hr","",,,"(b2215 or b0929 or b1377 or b0241)",,"R_PYDAMtex_FLUX_VALUE","pyridoxamine transport via diffusion (extracellular)",,"_581358",,"pyridoxamine transport via diffusion (extracellular)","true",,"R_PYDAMtex","reaction","reaction reversible",,"false","pyridoxamine transport via diffusion (extracellular)","Transport, Outer Membrane Porin",,,
,,"_580400","mmol_per_gDW_per_hr","1.1.1.86",,,"b3774",,"R_KARA1_FLUX_VALUE","ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",,"_580400",,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)","true",,"R_KARA1","reaction","reaction reversible",,"false","ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)","Valine, Leucine, and Isoleucine Metabolism",,,
"-1","2","_576529","substance",,,"C3H5O3",,,,"3-Hydroxypropanoate",,"_576529",,"3-Hydroxypropanoate",,"e","M_3hpp_e","species","species",,"false","3-Hydroxypropanoate",,,,
,,"_581759","mmol_per_gDW_per_hr","",,,"(b4544 and b2258)",,"R_ULA4Ntppi_FLUX_VALUE","transport (cytoplasm to periplasm)",,"_581759",,"transport (cytoplasm to periplasm)","false",,"R_ULA4Ntppi","reaction","reaction irreversible",,"false","transport (cytoplasm to periplasm)","Lipopolysaccharide Biosynthesis / Recycling",,,
,,"_580577","mmol_per_gDW_per_hr","",,,"(b4034 and b4033 and b4032 and b4035)",,"R_MALTTTRabcpp_FLUX_VALUE","maltotetraose transport via ABC system (periplasm)",,"_580577",,"maltotetraose transport via ABC system (periplasm)","false",,"R_MALTTTRabcpp","reaction","reaction irreversible",,"false","maltotetraose transport via ABC system (periplasm)","Transport, Inner Membrane",,,
,,"_579303","mmol_per_gDW_per_hr","2.5.1.17",,,"b1270",,"R_CBLAT_FLUX_VALUE","cob(I)alamin adenosyltransferase",,"_579303",,"cob(I)alamin adenosyltransferase","true",,"R_CBLAT","reaction","reaction reversible",,"false","cob(I)alamin adenosyltransferase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","2","_576532","substance",,,"C9H9O3",,,,"3-(3-hydroxy-phenyl)propionate",,"_576532",,"3-(3-hydroxy-phenyl)propionate",,"e","M_3hpppn_e","species","species",,"false","3-(3-hydroxy-phenyl)propionate",,,,
,,"_581559","mmol_per_gDW_per_hr","",,,"(b0936 and b0933 and b0934)",,"R_SULFACabcpp_FLUX_VALUE","sulfoacetate transport via ABC system (periplasm)",,"_581559",,"sulfoacetate transport via ABC system (periplasm)","false",,"R_SULFACabcpp","reaction","reaction irreversible",,"false","sulfoacetate transport via ABC system (periplasm)","Transport, Inner Membrane",,,
"-2","2","_576535","substance",,,"C9H11N2O9P",,,,"3'-UMP",,"_576535",,"3'-UMP",,"e","M_3ump_e","species","species",,"false","3'-UMP",,,,
"0","2","_576538","substance",,,"C4H9NO2",,,,"4-Aminobutanoate",,"_576538",,"4-Aminobutanoate",,"e","M_4abut_e","species","species",,"false","4-Aminobutanoate",,,,
,,"_579482","mmol_per_gDW_per_hr","",,,"(b0429 and b0430 and b0431 and b0432)",,"R_CYTBO3_4pp_FLUX_VALUE","cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)",,"_579482",,"cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)","false",,"R_CYTBO3_4pp","reaction","reaction irreversible",,"false","cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)","Oxidative Phosphorylation",,,
"0","2","_576541","substance",,,"C8H8O2",,,,"4-Hydroxyphenylacetaldehyde",,"_576541",,"4-Hydroxyphenylacetaldehyde",,"e","M_4hoxpacd_e","species","species",,"false","4-Hydroxyphenylacetaldehyde",,,,
,,"_581161","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1A160pp_FLUX_VALUE","Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",,"_581161",,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)","false",,"R_PLIPA1A160pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)","Glycerophospholipid Metabolism",,,
,,"_578757","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG140tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)",,"_578757",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG140tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
,,"_578283","mmol_per_gDW_per_hr","",,,"",,"R_EX_arbt_LPAREN_e_RPAREN__FLUX_VALUE","Arbutin exchange",,"_578283",,"Arbutin exchange","true",,"R_EX_arbt_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Arbutin exchange","",,,
"-1","2","_576544","substance",,,"C6H9O7",,,,"5-Dehydro-D-gluconate",,"_576544",,"5-Dehydro-D-gluconate",,"e","M_5dglcn_e","species","species",,"false","5-Dehydro-D-gluconate",,,,
"0","2","_576547","substance",,,"C6H12O4S",,,,"5-Methylthio-D-ribose",,"_576547",,"5-Methylthio-D-ribose",,"e","M_5mtr_e","species","species",,"false","5-Methylthio-D-ribose",,,,
,,"_578946","mmol_per_gDW_per_hr","",,,"b2428",,"R_ACM6PH_FLUX_VALUE","N-acetylmuramate 6-phosphate hydrolase",,"_578946",,"N-acetylmuramate 6-phosphate hydrolase","false",,"R_ACM6PH","reaction","reaction irreversible",,"false","N-acetylmuramate 6-phosphate hydrolase","Alternate Carbon Metabolism",,,
,,"_579876","mmol_per_gDW_per_hr","",,,"",,"R_FE3abcpp_FLUX_VALUE","iron (III) transport via ABC system (periplasm to cytoplasm)",,"_579876",,"iron (III) transport via ABC system (periplasm to cytoplasm)","false",,"R_FE3abcpp","reaction","reaction irreversible",,"false","iron (III) transport via ABC system (periplasm to cytoplasm)","Inorganic Ion Transport and Metabolism",,,
"-1","2","_576550","substance",,,"C8H13N2O5",,,,"L-alanine-D-glutamate",,"_576550",,"L-alanine-D-glutamate",,"e","M_LalaDglu_e","species","species",,"false","L-alanine-D-glutamate",,,,
,,"_579127","mmol_per_gDW_per_hr","2.4.1.25",,,"b3416",,"R_AMALT1_FLUX_VALUE","Amylomaltase (maltotriose)",,"_579127",,"Amylomaltase (maltotriose)","false",,"R_AMALT1","reaction","reaction irreversible",,"false","Amylomaltase (maltotriose)","Alternate Carbon Metabolism",,,
,,"_578525","mmol_per_gDW_per_hr","",,,"",,"R_EX_man_LPAREN_e_RPAREN__FLUX_VALUE","D-Mannose exchange",,"_578525",,"D-Mannose exchange","true",,"R_EX_man_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","D-Mannose exchange","",,,
"-1","2","_576553","substance",,,"C15H25N4O8",,,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",,"_576553",,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",,"e","M_LalaDgluMdap_e","species","species",,"false","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",,,,
,,"_579701","mmol_per_gDW_per_hr","",,,"b0420",,"R_DXPS_FLUX_VALUE","1-deoxy-D-xylulose 5-phosphate synthase",,"_579701",,"1-deoxy-D-xylulose 5-phosphate synthase","false",,"R_DXPS","reaction","reaction irreversible",,"false","1-deoxy-D-xylulose 5-phosphate synthase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580208","mmol_per_gDW_per_hr","3.6.1.40",,,"b3779",,"R_GTPDPDP_FLUX_VALUE","guanosine-5'-triphosphate,3'-diphosphate diphosphatase",,"_580208",,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase","false",,"R_GTPDPDP","reaction","reaction irreversible",,"false","guanosine-5'-triphosphate,3'-diphosphate diphosphatase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","2","_576556","substance",,,"C18H30N5O9",,,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,"_576556",,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,"e","M_LalaDgluMdapDala_e","species","species",,"false","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,,,
,,"_581360","mmol_per_gDW_per_hr","",,,"",,"R_PYDAMtpp_FLUX_VALUE","pyridoxamine import",,"_581360",,"pyridoxamine import","false",,"R_PYDAMtpp","reaction","reaction irreversible",,"false","pyridoxamine import","Transport, Inner Membrane",,,
,,"_580968","mmol_per_gDW_per_hr","4.1.1.23",,,"b1281",,"R_OMPDC_FLUX_VALUE","orotidine-5'-phosphate decarboxylase",,"_580968",,"orotidine-5'-phosphate decarboxylase","false",,"R_OMPDC","reaction","reaction irreversible",,"false","orotidine-5'-phosphate decarboxylase","Purine and Pyrimidine Biosynthesis",,,
,,"_580401","mmol_per_gDW_per_hr","1.1.1.86",,,"b3774",,"R_KARA2_FLUX_VALUE","ketol-acid reductoisomerase (2-Acetolactate)",,"_580401",,"ketol-acid reductoisomerase (2-Acetolactate)","true",,"R_KARA2","reaction","reaction reversible",,"false","ketol-acid reductoisomerase (2-Acetolactate)","Valine, Leucine, and Isoleucine Metabolism",,,
,,"_581760","mmol_per_gDW_per_hr","",,,"b4233",,"R_UM3PL_FLUX_VALUE","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase",,"_581760",,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase","false",,"R_UM3PL","reaction","reaction irreversible",,"false","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase","Murein Recycling",,,
,,"_580775","mmol_per_gDW_per_hr","1.6.5.3",,,"(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)",,"R_NADH17pp_FLUX_VALUE","NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)",,"_580775",,"NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)","false",,"R_NADH17pp","reaction","reaction irreversible",,"false","NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)","Oxidative Phosphorylation",,,
"-1","2","_576559","substance",,,"C8H13N2O5",,,,"L-alanine-L-glutamate",,"_576559",,"L-alanine-L-glutamate",,"e","M_LalaLglu_e","species","species",,"false","L-alanine-L-glutamate",,,,
,,"_580034","mmol_per_gDW_per_hr","",,,"b2052",,"R_GDMANE_FLUX_VALUE","GDP-4-dehydro-6-deoxy-D-mannose epimerase",,"_580034",,"GDP-4-dehydro-6-deoxy-D-mannose epimerase","false",,"R_GDMANE","reaction","reaction irreversible",,"false","GDP-4-dehydro-6-deoxy-D-mannose epimerase","Cell Envelope Biosynthesis",,,
"-1","2","_576562","substance",,,"C2H3O2",,,,"Acetate",,"_576562",,"Acetate",,"e","M_ac_e","species","species",,"false","Acetate",,,,
,,"_580578","mmol_per_gDW_per_hr","",,,"b4036",,"R_MALTTTRtexi_FLUX_VALUE","maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible",,"_580578",,"maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible","false",,"R_MALTTTRtexi","reaction","reaction irreversible",,"false","maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible","Transport, Outer Membrane",,,
,,"_579305","mmol_per_gDW_per_hr","",,,"s0001",,"R_CBMD_FLUX_VALUE","carbamate deaminase",,"_579305",,"carbamate deaminase","false",,"R_CBMD","reaction","reaction irreversible",,"false","carbamate deaminase","Nucleotide Salvage Pathway",,,
"-1","2","_576565","substance",,,"C4H5O3",,,,"Acetoacetate",,"_576565",,"Acetoacetate",,"e","M_acac_e","species","species",,"false","Acetoacetate",,,,
"0","2","_576568","substance",,,"C2H4O",,,,"Acetaldehyde",,"_576568",,"Acetaldehyde",,"e","M_acald_e","species","species",,"false","Acetaldehyde",,,,
,,"_578285","mmol_per_gDW_per_hr","",,,"",,"R_EX_arbtn_LPAREN_e_RPAREN__FLUX_VALUE","aerobactin minus Fe3 exchange",,"_578285",,"aerobactin minus Fe3 exchange","true",,"R_EX_arbtn_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","aerobactin minus Fe3 exchange","",,,
,,"_581561","mmol_per_gDW_per_hr","",,,"(b1377 or b2215 or b0241 or b0929)",,"R_SULFACtex_FLUX_VALUE","sulfoaceate transport via diffusion (extracellular to periplasm)",,"_581561",,"sulfoaceate transport via diffusion (extracellular to periplasm)","true",,"R_SULFACtex","reaction","reaction reversible",,"false","sulfoaceate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_578759","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG141tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)",,"_578759",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG141tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
"0","2","_576571","substance",,,"C8H15NO6",,,,"N-Acetyl-D-galactosamine",,"_576571",,"N-Acetyl-D-galactosamine",,"e","M_acgal_e","species","species",,"false","N-Acetyl-D-galactosamine",,,,
,,"_581162","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1A161pp_FLUX_VALUE","Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",,"_581162",,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)","false",,"R_PLIPA1A161pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)","Glycerophospholipid Metabolism",,,
,,"_579483","mmol_per_gDW_per_hr","3.5.4.5",,,"b2143",,"R_CYTD_FLUX_VALUE","cytidine deaminase",,"_579483",,"cytidine deaminase","false",,"R_CYTD","reaction","reaction irreversible",,"false","cytidine deaminase","Nucleotide Salvage Pathway",,,
"-2","2","_576574","substance",,,"C8H14NO9P",,,,"N-Acetyl-D-galactosamine 1-phosphate",,"_576574",,"N-Acetyl-D-galactosamine 1-phosphate",,"e","M_acgal1p_e","species","species",,"false","N-Acetyl-D-galactosamine 1-phosphate",,,,
"0","2","_576577","substance",,,"C8H15NO6",,,,"N-Acetyl-D-glucosamine",,"_576577",,"N-Acetyl-D-glucosamine",,"e","M_acgam_e","species","species",,"false","N-Acetyl-D-glucosamine",,,,
,,"_578526","mmol_per_gDW_per_hr","",,,"",,"R_EX_man6p_LPAREN_e_RPAREN__FLUX_VALUE","D-Mannose 6-phosphate exchange",,"_578526",,"D-Mannose 6-phosphate exchange","true",,"R_EX_man6p_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","D-Mannose 6-phosphate exchange","",,,
,,"_578947","mmol_per_gDW_per_hr","",,,"b3794",,"R_ACMAMUT_FLUX_VALUE","UDP-N-acetyl-D-mannosaminuronic acid transferase",,"_578947",,"UDP-N-acetyl-D-mannosaminuronic acid transferase","false",,"R_ACMAMUT","reaction","reaction irreversible",,"false","UDP-N-acetyl-D-mannosaminuronic acid transferase","Cell Envelope Biosynthesis",,,
"-2","2","_576580","substance",,,"C8H14NO9P",,,,"N-Acetyl-D-glucosamine 1-phosphate",,"_576580",,"N-Acetyl-D-glucosamine 1-phosphate",,"e","M_acgam1p_e","species","species",,"false","N-Acetyl-D-glucosamine 1-phosphate",,,,
,,"_581361","mmol_per_gDW_per_hr","2.7.1.35",,,"(b1636 or b2418)",,"R_PYDXK_FLUX_VALUE","pyridoxal kinase",,"_581361",,"pyridoxal kinase","false",,"R_PYDXK","reaction","reaction irreversible",,"false","pyridoxal kinase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_579129","mmol_per_gDW_per_hr","2.4.1.25",,,"b3416",,"R_AMALT2_FLUX_VALUE","Amylomaltase (maltotetraose)",,"_579129",,"Amylomaltase (maltotetraose)","false",,"R_AMALT2","reaction","reaction irreversible",,"false","Amylomaltase (maltotetraose)","Alternate Carbon Metabolism",,,
"0","2","_576583","substance",,,"C8H15NO6",,,,"N-Acetyl-D-mannosamine",,"_576583",,"N-Acetyl-D-mannosamine",,"e","M_acmana_e","species","species",,"false","N-Acetyl-D-mannosamine",,,,
,,"_579877","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_FE3tex_FLUX_VALUE","iron (III) transport via diffusion (extracellular to periplasm)",,"_579877",,"iron (III) transport via diffusion (extracellular to periplasm)","true",,"R_FE3tex","reaction","reaction reversible",,"false","iron (III) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579703","mmol_per_gDW_per_hr","",,,"b3564",,"R_DXYLK_FLUX_VALUE","1-Deoxy-D-xylulose kinase",,"_579703",,"1-Deoxy-D-xylulose kinase","false",,"R_DXYLK","reaction","reaction irreversible",,"false","1-Deoxy-D-xylulose kinase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","2","_576586","substance",,,"C11H18NO8",,,,"N-Acetylmuramate",,"_576586",,"N-Acetylmuramate",,"e","M_acmum_e","species","species",,"false","N-Acetylmuramate",,,,
,,"_580209","mmol_per_gDW_per_hr","2.7.6.5",,,"b2784",,"R_GTPDPK_FLUX_VALUE","GTP diphosphokinase",,"_580209",,"GTP diphosphokinase","false",,"R_GTPDPK","reaction","reaction irreversible",,"false","GTP diphosphokinase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580035","mmol_per_gDW_per_hr","",,,"(b2784 or b3650)",,"R_GDPDPK_FLUX_VALUE","GDP diphosphokinase",,"_580035",,"GDP diphosphokinase","false",,"R_GDPDPK","reaction","reaction irreversible",,"false","GDP diphosphokinase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580970","mmol_per_gDW_per_hr","",,,"b2907",,"R_OMPHHX_FLUX_VALUE","2-octaprenyl-6-methoxyphenol hydroxylase",,"_580970",,"2-octaprenyl-6-methoxyphenol hydroxylase","false",,"R_OMPHHX","reaction","reaction irreversible",,"false","2-octaprenyl-6-methoxyphenol hydroxylase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","2","_576589","substance",,,"C11H18NO9",,,,"N-Acetylneuraminate",,"_576589",,"N-Acetylneuraminate",,"e","M_acnam_e","species","species",,"false","N-Acetylneuraminate",,,,
,,"_580580","mmol_per_gDW_per_hr","",,,"(b4034 and b4033 and b4032 and b4035)",,"R_MALTabcpp_FLUX_VALUE","maltose transport via ABC system (periplasm)",,"_580580",,"maltose transport via ABC system (periplasm)","false",,"R_MALTabcpp","reaction","reaction irreversible",,"false","maltose transport via ABC system (periplasm)","Transport, Inner Membrane",,,
,,"_580402","mmol_per_gDW_per_hr","2.3.1.41",,,"(b2323 or b1095)",,"R_KAS14_FLUX_VALUE","beta-ketoacyl-ACP synthase",,"_580402",,"beta-ketoacyl-ACP synthase","false",,"R_KAS14","reaction","reaction irreversible",,"false","beta-ketoacyl-ACP synthase","Membrane Lipid Metabolism",,,
,,"_581762","mmol_per_gDW_per_hr","",,,"b1192",,"R_UM4PCP_FLUX_VALUE","UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",,"_581762",,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase","false",,"R_UM4PCP","reaction","reaction irreversible",,"false","UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase","Murein Recycling",,,
,,"_580776","mmol_per_gDW_per_hr","1.6.5.3",,,"(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)",,"R_NADH18pp_FLUX_VALUE","NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)",,"_580776",,"NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)","false",,"R_NADH18pp","reaction","reaction irreversible",,"false","NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)","Oxidative Phosphorylation",,,
"-9","2","_576592","substance",,,"C181H314N3O103P4",,,,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A",,"_576592",,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A",,"e","M_acolipa_e","species","species",,"false","4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A",,,,
,,"_579306","mmol_per_gDW_per_hr","2.7.2.2",,,"(b0521 or b0323 or b2874)",,"R_CBMKr_FLUX_VALUE","Carbamate kinase",,"_579306",,"Carbamate kinase","true",,"R_CBMKr","reaction","reaction reversible",,"false","Carbamate kinase","Unassigned",,,
,,"_581562","mmol_per_gDW_per_hr","1.8.2.2",,,"(b2763 and b2764)",,"R_SULRi_FLUX_VALUE","sulfite reductase (NADPH2)",,"_581562",,"sulfite reductase (NADPH2)","false",,"R_SULRi","reaction","reaction irreversible",,"false","sulfite reductase (NADPH2)","Cysteine Metabolism",,,
,,"_578286","mmol_per_gDW_per_hr","",,,"",,"R_EX_arbtn_DASH_fe3_LPAREN_e_RPAREN__FLUX_VALUE","Aerobactin exchange",,"_578286",,"Aerobactin exchange","true",,"R_EX_arbtn_DASH_fe3_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Aerobactin exchange","",,,
