"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","processprocess","us","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","connection_onoff"
"Similar genomic context","Moxifloxacin_Novobiocin",1.4,23.4,23.4,28.2,25.8,"1","Moxifloxacin","Novobiocin","MXF","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.2126646,0.1991707,0.09410865,-0.03932986,0.02728028,-0.04635133,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","R","S","R","R","SS","SS","SR","SS","RR","SR",-1,-1,0,-1,1,0,-2,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,20,20,20,20,20,20,"connected"
"Similar genomic context","Moxifloxacin_Penicillin G",2.5833,17.8333,17.8333,27.75,22.7917,"1","Moxifloxacin","Penicillin G","MXF","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.08133145,0.05552798,0.09293838,0.05871403,-0.2155594,0.03610461,"Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","R","S","R","S","S","S","R","R","SR","SS","SS","SS","RR","SR",0,-1,-1,-1,1,0,-2,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,5,5,1.25,1.25,10,10,"connected"
"Similar genomic context","Moxifloxacin_Piperacillin",2.5833,17.8333,17.8333,27.75,22.7917,"1","Moxifloxacin","Piperacillin","MXF","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.113802,0.04268135,0.1240064,0.06816039,0.06240476,0.1330864,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","R","S","S","S","S","S","SR","SS","SS","SS","RS","SS",0,-1,-1,-1,0,-1,-4,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,0.3,0.3,1,1,2,3,"connected"
"Similar genomic context","Moxifloxacin_Rifampicin",2.875,20.625,20.625,26.625,23.625,"0","Moxifloxacin","Rifampicin","MXF","RIF","quinolones","RNA polymerase","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.2501972,0.07967937,0.04260489,0.08549949,0.06232676,0.09171243,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","R","SS","SS","SS","SS","RS","SR",-1,-1,-1,-1,0,0,-4,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,8,8,8,8,16,20,"connected"
"Similar genomic context","Moxifloxacin_Sulfamonomethoxine",2,17,17,26.25,21.625,"0","Moxifloxacin","Sulfamonomethoxine","MXF","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.03076059,0.03767403,0.06273743,0.03901616,0.02936024,-0.06180629,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,50,50,50,50,100,100,"connected"
"Similar genomic context","Moxifloxacin_Trimethoprim",2.75,11,11,26.25,18.625,"0","Moxifloxacin","Trimethoprim","MXF","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.1469812,0.1290434,0.07974947,-0.0277103,-0.01633751,-0.05219951,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Novobiocin_Penicillin G",2.6667,17,17,26.3333,21.6667,"1","Novobiocin","Penicillin G","NVB","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.03745407,0.027633383,0.044083906,-0.041259192,-0.083605694,-0.029289325,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","S","S","S","R","R","SR","SS","RS","SS","RR","RR",0,-1,0,-1,1,1,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,5,1.25,1.25,10,10,"connected"
"Similar genomic context","Novobiocin_Piperacillin",2.6667,17,17,26.3333,21.6667,"1","Novobiocin","Piperacillin","NVB","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.065526063,-0.092736608,-0.082676808,-0.037692327,-0.054464223,-0.035052801,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","S","S","S","S","S","SR","SS","RS","SS","RS","RS",0,-1,0,-1,0,0,-2,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.3,0.3,1,1,2,3,"connected"
"Similar genomic context","Novobiocin_Rifampicin",2.5,20.25,20.25,24.75,22.5,"0","Novobiocin","Rifampicin","NVB","RIF","quinolones","RNA polymerase","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.140183451,-0.10857574,0.175236921,-0.130045183,-0.033497087,-0.036506249,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","S","R","R","S","S","S","S","S","R","SS","SS","RS","SS","RS","RR",-1,-1,0,-1,0,1,-2,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,8,8,8,8,16,20,"connected"
"Similar genomic context","Novobiocin_Sulfamonomethoxine",2,17,17,24,20.5,"0","Novobiocin","Sulfamonomethoxine","NVB","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.066328647,0.038095469,0.082967085,0.049561465,0.039456728,-0.035011491,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","R","R","R","R","R","SR","SR","RR","SR","RR","RR",0,0,1,0,1,1,3,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,50,50,50,50,100,100,"connected"
"Similar genomic context","Novobiocin_Triclosan",3,22.5,22.5,25.5,24,"0","Novobiocin","Triclosan","NVB","TRI","quinolones","other membrane","DNA","membrane","antibiotic","anti-infective","DNA-membrane",0,"anti-infective-antibiotic",0.056867496,-0.072267537,-0.174185559,0.071407499,0.027329343,0.056102306,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","R","R","R","R","R","SR","SR","RR","SR","RR","RR",0,0,1,0,1,1,3,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar genomic context","Novobiocin_Trimethoprim",2.5,11,11,24,17.5,"0","Novobiocin","Trimethoprim","NVB","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.087234887,0.140252539,0.077579694,-0.081899442,0.03274008,0.028000642,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","R","S","R","R","S","S","S","S","R","R","SS","SS","RS","SS","RR","RR",-1,-1,0,-1,1,1,-1,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Penicillin G_Piperacillin",3.0667,13.1333,13.1333,25.5333,19.3333,"0","Penicillin G","Piperacillin","PEN","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.044091277,-0.137293835,0.074192917,-0.061017442,0.083031273,0.03624487,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"R","S","S","S","R","R","R","S","S","S","S","S","RR","SS","SS","SS","RS","RS",1,-1,-1,-1,0,0,-2,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.3,0.3,1,1,2,3,"connected"
"Similar genomic context","Penicillin G_Rifampicin",3,15.75,15.75,24.5833,20.1667,"0","Penicillin G","Rifampicin","PEN","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.04077101,0.104780232,0.056680908,0.097064846,-0.059158196,0.022936913,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","R","R","S","S","S","S","S","R","RS","SS","SS","SS","RS","RR",0,-1,-1,-1,0,1,-2,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,8,8,8,8,16,20,"connected"
"Similar genomic context","Penicillin G_Sulfamonomethoxine",2.8333,13.8333,13.8333,22.5,18.1667,"1","Penicillin G","Sulfamonomethoxine","PEN","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.035618895,-0.030967843,0.038458864,-0.072433899,-0.046694612,0.019693989,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","R","R","R","R","R","R","R","R","RR","SR","SR","SR","RR","RR",1,0,0,0,1,1,3,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,50,50,50,50,100,100,"connected"
"Similar genomic context","Penicillin G_Triclosan",3.1667,17.1667,17.1667,26.1667,21.6667,"0","Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","R","R","R","R","R","R","R","R","RR","SR","SR","SR","RR","RR",1,0,0,0,1,1,3,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar genomic context","Penicillin G_Trimethoprim",3,10.3333,10.3333,20,15.1667,"0","Penicillin G","Trimethoprim","PEN","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.075644948,0.10892675,0.10066855,-0.054725617,-0.066753153,0.032539234,"Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"R","S","S","S","R","R","S","S","S","S","R","R","RS","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Piperacillin_Rifampicin",3,15.75,15.75,24.5833,20.1667,"0","Piperacillin","Rifampicin","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","S","S","S","S","S","S","S","R","RS","SS","SS","SS","SS","SR",0,-1,-1,-1,-1,0,-4,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,8,8,8,8,16,20,"connected"
"Similar genomic context","Piperacillin_Sulfamonomethoxine",2.8333,13.8333,13.8333,22.5,18.1667,"1","Piperacillin","Sulfamonomethoxine","PIP","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.052301078,-0.090997928,0.041127167,0.058950166,-0.062381801,0.055110438,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","S","S","R","R","R","R","R","R","RR","SR","SR","SR","SR","SR",1,0,0,0,0,0,1,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,50,50,50,50,100,100,"connected"
"Similar genomic context","Piperacillin_Triclosan",3.1667,17.1667,17.1667,26.1667,21.6667,"0","Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","S","S","R","R","R","R","R","R","RR","SR","SR","SR","SR","SR",1,0,0,0,0,0,1,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar genomic context","Piperacillin_Trimethoprim",3,10.3333,10.3333,20,15.1667,"0","Piperacillin","Trimethoprim","PIP","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.082761594,0.115617685,0.180282662,0.126745567,0.028767429,0.074772315,"Additivity","Additivity","Additivity",0,0,1,1,0,0,2,"R","S","S","S","S","S","S","S","S","S","R","R","RS","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Rifampicin_Sulfamonomethoxine",3,17,17,21,19,"0","Rifampicin","Sulfamonomethoxine","RIF","SMM","RNA polymerase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.166935419,-0.11132964,0.029679918,-0.064421154,-0.094867374,0.057344029,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","R","R","R","R","R","R","R","SR","SR","SR","SR","SR","RR",0,0,0,0,0,1,1,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,50,50,50,50,100,100,"connected"
"Similar genomic context","Rifampicin_Triclosan",3,21,21,24,22.5,"0","Rifampicin","Triclosan","RIF","TRI","RNA polymerase","other membrane","DNA","membrane","antibiotic","anti-infective","DNA-membrane",0,"anti-infective-antibiotic",0.04912331,-0.088564652,0.059825685,0.039101588,-0.05560506,0.033723707,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","R","R","R","R","R","R","R","SR","SR","SR","SR","SR","RR",0,0,0,0,0,1,1,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar genomic context","Rifampicin_Trimethoprim",3,11,11,21,16,"0","Rifampicin","Trimethoprim","RIF","TMP","RNA polymerase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.100343238,0.086510085,-0.082656192,0.059395663,0.021436908,0.064482895,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","R","S","S","S","S","R","R","SS","SS","SS","SS","SR","RR",-1,-1,-1,-1,0,1,-3,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Sulfamonomethoxine_Triclosan",3,17,17,24,20.5,"0","Sulfamonomethoxine","Triclosan","SMM","TRI","folic acid biosynthesis","other membrane","DNA","membrane","antibiotic","anti-infective","DNA-membrane",0,"anti-infective-antibiotic",-0.07167953,-0.06022302,-0.04591838,-0.05911292,-0.02988899,0.02101191,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar genomic context","Sulfamonomethoxine_Trimethoprim",3,11,11,17,14,"0","Sulfamonomethoxine","Trimethoprim","SMM","TMP","folic acid biosynthesis","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.5004405,-0.3418864,-0.1171872,-0.182299,0.04507774,0.05121222,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar genomic context","Triclosan_Trimethoprim",3,11,11,24,17.5,"0","Triclosan","Trimethoprim","TRI","TMP","other membrane","folic acid biosynthesis","membrane","DNA","anti-infective","antibiotic","DNA-membrane",0,"anti-infective-antibiotic",-0.08241139,0.02331654,-0.09653844,0.05882453,0.01754148,0.07104337,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar phylogenetic profiles","A22_Amoxicillin",5,1.5,1.75,25,13.375,"0","A22","Amoxicillin","A22","AMX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.144406458,-0.107771087,-0.122702154,-0.089881073,0.047542801,-0.13341336,"Synergy","Additivity","Synergy",-1,0,0,0,0,-1,-2,"S","S","S","S","R","S","S","S","R","R","R","R","SS","SS","SR","SR","RR","SR",-1,-1,0,0,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,0.3,0.3,4,4,"connected"
"Similar phylogenetic profiles","A22_Aztreonam",5,1.5,1.75,25,13.375,"0","A22","Aztreonam","A22","ATM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.116819962,-0.239493987,-0.131668911,-0.072461879,0.040283817,-0.069617853,"Additivity","Additivity","Synergy",0,-1,0,0,0,-1,-2,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.05,0.05,0.05,0.05,3,5,"connected"
"Similar phylogenetic profiles","A22_Cefaclor",5,1.5,1.75,25,13.375,"0","A22","Cefaclor","A22","CEC","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.160561269,-0.110830537,-0.260404099,-0.25570745,-0.031969583,-0.053619229,"Synergy","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,1,1,0.5,0.5,4,4,"connected"
"Similar phylogenetic profiles","A22_Cefotaxime",5,1.5,1.75,25,13.375,"0","A22","Cefotaxime","A22","CTX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.142714926,-0.179266974,-0.245271572,-0.165740597,-0.073620896,-0.133296097,"Additivity","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","S","S","R","R","S","R","SS","SS","SR","SR","RS","SR",-1,-1,0,0,0,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.01,0.01,5,5,"connected"
"Similar phylogenetic profiles","A22_Cephalexin",5,1.5,1.75,25,13.375,"0","A22","Cephalexin","A22","LEX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,"connected"
"Similar phylogenetic profiles","A22_Ciprofloxacin",2,8,8,25,16.5,"0","A22","Ciprofloxacin","A22","CIP","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,"connected"
"Similar phylogenetic profiles","A22_Clindamycin",3,18,18,25,21.5,"0","A22","Clindamycin","A22","CLI","other cell wall","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","research used drug","antibiotic","cell wall-protein synthesis inhibitor",0,"antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,"connected"
"Similar phylogenetic profiles","A22_Imipenem",5,1.5,1.75,25,13.375,"0","A22","Imipenem","A22","IPM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.179297277,-0.119598323,-0.162337066,-0.066061951,-0.025180084,-0.144688639,"Synergy","Additivity","Synergy",-1,0,-1,0,0,-1,-3,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Similar phylogenetic profiles","A22_Levofloxacin",2,8.25,8.25,25,16.625,"0","A22","Levofloxacin","A22","LCX","other cell wall","DNA gyrase","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.048183781,-0.069538508,0.057621053,0.116429698,-0.033825992,0,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.04,0.04,0.08,0.08,2,0.5,"connected"
"Similar phylogenetic profiles","A22_Mecillinam",7,1,2,25,13.5,"0","A22","Mecillinam","A22","MEC","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.175348504,-0.087425732,0.150147598,-0.049278723,0.025530002,0.039390317,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.06,0.06,0.06,0.06,2,2,"connected"
"Similar phylogenetic profiles","A22_Meropenem",5,1.5,1.75,25,13.375,"0","A22","Meropenem","A22","MEM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.23572914,-0.215070783,-0.259392902,-0.219074205,0.027208239,-0.047575083,"Synergy","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Similar phylogenetic profiles","A22_Metformin",3,2,2,25,13.5,"0","A22","Metformin","A22","MF","other cell wall","human drug","cell wall","human","research used drug","human-targeted drug","cell wall-human",0,"human-targeted drug-research used drug",0.446933915,0.045644805,0.13394796,0.11039833,0.022641089,0.127400147,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,12916,12916,38748,38748,25832,25832,"connected"
"Similar phylogenetic profiles","A22_Moxifloxacin",2,8.25,8.25,25,16.625,"0","A22","Moxifloxacin","A22","MXF","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",0.140610664,0.092193184,0.215826495,-0.042947388,-0.023823212,0.064888849,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"Similar phylogenetic profiles","A22_Novobiocin",2,8,8,25,16.5,"0","A22","Novobiocin","A22","NVB","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.104017215,-0.200428236,-0.229780853,-0.037197669,-0.026186098,-0.038617664,"Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","R","S","R","R","SS","SS","SR","SS","RR","SR",-1,-1,0,-1,1,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,20,20,20,20,20,20,"connected"
"Similar phylogenetic profiles","A22_Penicillin G",5,1.5,1.75,25,13.375,"0","A22","Penicillin G","A22","PEN","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.065813147,-0.086284579,-0.220256659,-0.093585884,-0.054171887,-0.093553057,"Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","S","R","S","S","S","R","R","SR","SS","SS","SS","RR","SR",0,-1,-1,-1,1,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,5,5,1.25,1.25,10,10,"connected"
