"drug1","drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","Drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","Drug1","Drug2","rates","network_type"
"Cefaclor","Imipenem","CEC","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefaclor-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Imipenem",3,2,2,7,5,"Cefaclor","Imipenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Cephalexin","CEC","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,"Cefaclor_Cephalexin",3,2,2,7,5,"Cefaclor","Cephalexin",55.7681600364824,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Cephalexin","CEC","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.066321953,-0.029873516,-0.097987431,-0.043807158,-0.04474955,0.021518299,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,"Cefaclor_Cephalexin",3,2,2,7,5,"Cefaclor","Cephalexin",55.7681600364824,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Rifampicin","CEC","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.120612932,-0.06301094,0.050128408,-0.029090456,-0.021023158,0.044823608,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",5,"Cefaclor_Rifampicin",4,2,3,5,4,"Cefaclor","Rifampicin",14.1236090198648,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Rifampicin","CEC","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.120612932,-0.06301094,0.050128408,-0.029090456,-0.021023158,0.044823608,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",5,"Cefaclor_Rifampicin",4,2,3,8,5,"Cefaclor","Rifampicin",14.1236090198648,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Levofloxacin","CEC","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",9,"Cefaclor_Levofloxacin",5,2,2,6,4,"Cefaclor","Levofloxacin",6.88500340844481,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Clindamycin","CEC","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.046321413,-0.053127118,0.054480617,0.085484566,0.034362743,-0.027718244,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",9,"Cefaclor_Clindamycin",4,2,2,6,4,"Cefaclor","Clindamycin",6.88500340844481,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Clindamycin","CEC","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.046321413,-0.053127118,0.054480617,0.085484566,0.034362743,-0.027718244,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",9,"Cefaclor_Clindamycin",5,2,2,4,3,"Cefaclor","Clindamycin",6.88500340844481,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Meropenem","CEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Meropenem",3,2,2,7,5,"Cefaclor","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Meropenem","CEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefaclor-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Cefaclor_Meropenem",3,2,2,7,5,"Cefaclor","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Triclosan","CEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.078457379,-0.069077505,-0.050593308,-0.079213638,0.033967277,0.031549418,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cefaclor_Triclosan",4,1,1,5,3,"Cefaclor","Triclosan",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",6,1,1,5,3,"Cefaclor","Metformin",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,"Cefaclor_Moxifloxacin",5,2,2,6,4,"Cefaclor","Moxifloxacin",8.70765169285526,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin","Rifampicin","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",4,"Piperacillin_Rifampicin",4,2,3,5,4,"Piperacillin","Rifampicin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin","Rifampicin","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",4,"Piperacillin_Rifampicin",4,2,3,8,5,"Piperacillin","Rifampicin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",4,1,1,5,3,"Piperacillin","Triclosan",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",4,1,1,5,3,"Penicillin G","Triclosan",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",3,2,2,7,5,"Imipenem","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",3,2,2,7,5,"Imipenem","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",4,1,1,5,3,"Imipenem","Triclosan",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",6,1,1,5,3,"Imipenem","Metformin",11.0881580795294,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Imipenem_Moxifloxacin",5,2,2,6,4,"Imipenem","Moxifloxacin",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",3,2,2,7,5,"Aztreonam","Penicillin G",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",3,2,2,7,5,"Aztreonam","Penicillin G",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",3,2,2,7,5,"Aztreonam","Imipenem",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",3,2,2,7,5,"Aztreonam","Imipenem",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",3,2,2,7,5,"Aztreonam","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",3,2,2,7,5,"Aztreonam","Meropenem",58.2839777107382,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",4,1,1,5,3,"Aztreonam","Triclosan",4.16787487141325,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",6,1,1,5,3,"Aztreonam","Metformin",11.0881580795294,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Aztreonam_Moxifloxacin",5,2,2,6,4,"Aztreonam","Moxifloxacin",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",3,2,2,7,5,"Cephalexin","Penicillin G",1.6772799869663,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",3,2,2,7,5,"Cephalexin","Penicillin G",1.6772799869663,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",3,2,2,7,5,"Cephalexin","Imipenem",32.7677175887002,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",3,2,2,7,5,"Cephalexin","Imipenem",32.7677175887002,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Rifampicin","LEX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.038268879,0.059793209,-0.04485487,-0.059370062,0.119557235,0.026122388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,"Cephalexin_Rifampicin",4,2,3,5,4,"Cephalexin","Rifampicin",1.6772799869663,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Rifampicin","LEX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.038268879,0.059793209,-0.04485487,-0.059370062,0.119557235,0.026122388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,"Cephalexin_Rifampicin",4,2,3,8,5,"Cephalexin","Rifampicin",1.6772799869663,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",3,2,2,7,5,"Cephalexin","Meropenem",14.1236090198648,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",3,2,2,7,5,"Cephalexin","Meropenem",14.1236090198648,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",4,1,1,5,3,"Cephalexin","Triclosan",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",6,1,1,5,3,"Cephalexin","Metformin",11.0881580795294,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Cephalexin_Moxifloxacin",5,2,2,6,4,"Cephalexin","Moxifloxacin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Rifampicin","Triclosan","RIF","TRI","RNA polymerase","other membrane","DNA","membrane","antibiotic","anti-infective",0.04912331,-0.088564652,0.059825685,0.039101588,-0.05560506,0.033723707,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Rifampicin-Triclosan","other membrane-RNA polymerase","DNA-membrane","anti-infective-antibiotic",9,"Rifampicin_Triclosan",4,1,1,4,2,"Rifampicin","Triclosan",6.88500340844481,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Piperacillin","CIP","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.103971785,-0.105669288,-0.077545915,0.061773543,-0.124643756,0.116246564,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Ciprofloxacin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Ciprofloxacin_Piperacillin",6,2,3,8,6,"Ciprofloxacin","Piperacillin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Penicillin G","CIP","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.046470408,0.100093811,0.146711016,0.070763266,0.091695922,0.051641314,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Ciprofloxacin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Ciprofloxacin_Penicillin G",6,2,3,8,6,"Ciprofloxacin","Penicillin G",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Imipenem","CIP","IPM","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.089881439,0.052290926,0.207959219,0.050005023,0.123300732,0.053531839,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Ciprofloxacin-Imipenem","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Ciprofloxacin_Imipenem",6,2,3,8,6,"Ciprofloxacin","Imipenem",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Rifampicin","CIP","RIF","quinolones","RNA polymerase","DNA","DNA","antibiotic","antibiotic",0.211729475,0.224904361,-0.184551634,0.121953175,0.171186491,0.119645547,"Antagonism","Antagonism","Synergy","Antagonism","Antagonism","Antagonism","Different","Same","Same","Ciprofloxacin-Rifampicin","quinolones-RNA polymerase","DNA-DNA","antibiotic-antibiotic",2,"Ciprofloxacin_Rifampicin",4,2,3,8,5,"Ciprofloxacin","Rifampicin",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Novobiocin","CIP","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Ciprofloxacin-Novobiocin","quinolones-quinolones","DNA-DNA","antibiotic-antibiotic",4,"Ciprofloxacin_Novobiocin",1,1,1,12,6,"Ciprofloxacin","Novobiocin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Novobiocin","CIP","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic",-0.066018881,-0.057869103,-0.064854244,0.067427394,-0.080848402,-0.050312995,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Ciprofloxacin-Novobiocin","quinolones-quinolones","DNA-DNA","antibiotic-antibiotic",4,"Ciprofloxacin_Novobiocin",1,1,1,12,6,"Ciprofloxacin","Novobiocin",19.0992486962369,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Levofloxacin","CIP","LCX","quinolones","DNA gyrase","DNA","DNA","antibiotic","antibiotic",-0.02880967,0,-0.271589594,-0.007568607,-0.095595713,0,"Additivity","Synergy","Synergy","Synergy","Synergy","Additivity","Different","Same","Same","Ciprofloxacin-Levofloxacin","DNA gyrase-quinolones","DNA-DNA","antibiotic-antibiotic",3,"Ciprofloxacin_Levofloxacin",1,1,1,12,6,"Ciprofloxacin","Levofloxacin",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Levofloxacin","CIP","LCX","quinolones","DNA gyrase","DNA","DNA","antibiotic","antibiotic",-0.02880967,0,-0.271589594,-0.007568607,-0.095595713,0,"Additivity","Synergy","Synergy","Synergy","Synergy","Additivity","Different","Same","Same","Ciprofloxacin-Levofloxacin","DNA gyrase-quinolones","DNA-DNA","antibiotic-antibiotic",3,"Ciprofloxacin_Levofloxacin",5,1,1,8,4,"Ciprofloxacin","Levofloxacin",22.372110899671,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin","Clindamycin","CIP","CLI","quinolones","other protein synthesis inhibitor","DNA","protein synthesis inhibitor","antibiotic","antibiotic",0.054108179,0.104189278,0.05012452,0.066002113,0.032018336,0.020150367,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Ciprofloxacin-Clindamycin","other protein synthesis inhibitor-quinolones","DNA-protein synthesis inhibitor","antibiotic-antibiotic",2,"Ciprofloxacin_Clindamycin",4,2,2,7,4,"Ciprofloxacin","Clindamycin",14.799994220108,"LC.INT.EcoliNet.764gene.1073link.txt"
