"boundaryCondition","chebi","compartmentCode","constant","cyId","derivedUnits","ec-code","exponent","fast","go","iJO1366","isbn","kegg.compound","kegg.genes","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml initial concentration","sbml type","sbml type ext","sbo","scale","selected","shared name","size","uniprot","units","unitSid","value"
,,,,"meta_r_0014","invalid",,,"false",,,,,,,"cell*r_0014_Vmax*(s_0123*s_1334-s_0779*s_1333/r_0014_Keq)/(r_0014_Km0123*r_0014_Km1334)/(((1+s_0123/r_0014_Km0123)*(1+s_1334/r_0014_Km1334)+(1+s_0779/r_0014_Km0779)*(1+s_1333/r_0014_Km1333))-1)","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)",,"meta_r_0014",,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)","true",,"r_0014",,"reaction","reaction reversible","SBO:0000176",,"false","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)",,,,,
,"CHEBI:57623","1",,"meta_s_0779","substance",,,,,"M_dmpp_c",,"C00235",,,,"Dimethylallyl diphosphate",,"meta_s_0779",,"Dimethylallyl diphosphate",,"cell","s_0779","0.1","species","species","SBO:0000247",,"false","Dimethylallyl diphosphate",,,,,"0.1"
,,,,"meta_r_0419","invalid","2.7.7.41",,"false",,,,,,,"cell*r_0419_Vmax*(s_0575*s_0073-s_0512*s_0783/r_0419_Keq)/(r_0419_Km0575*r_0419_Km0073)/(((1+s_0575/r_0419_Km0575)*(1+s_0073/r_0419_Km0073)+(1+s_0512/r_0419_Km0512)*(1+s_0783/r_0419_Km0783))-1)","CDP-diacylglycerol synthetase (n-C16:1)",,"meta_r_0419",,"CDP-diacylglycerol synthetase (n-C16:1)","true",,"r_0419",,"reaction","reaction reversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C16:1)",,,,,
,"CHEBI:57739","1",,"meta_s_0073","substance",,,,,"M_pa161_c",,"C00416",,,,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",,"meta_s_0073",,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",,"cell","s_0073","0.1","species","species","SBO:0000247",,"false","1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0080","substance",,,,,,,,"eco:b0175",,,"cdsA",,"meta_e_0080",,"cdsA",,"cell","e_0080","0.001","species","species","SBO:0000252",,"false","cdsA",,"P0ABG1",,,"0.001"
,,,,"meta_r_0361","invalid","6.3.4.5",,"false",,,,,,,"cell*r_0361_Vmax*(s_1072*s_0467*s_1081-s_0454*s_1274*s_0783/r_0361_Keq)/(r_0361_Km1072*r_0361_Km0467*r_0361_Km1081)/(((1+s_1072/r_0361_Km1072)*(1+s_0467/r_0361_Km0467)*(1+s_1081/r_0361_Km1081)+(1+s_0454/r_0361_Km0454)*(1+s_1274/r_0361_Km1274)*(1+s_0783/r_0361_Km0783))-1)","argininosuccinate synthase",,"meta_r_0361",,"argininosuccinate synthase","true",,"r_0361",,"reaction","reaction reversible","SBO:0000176",,"false","argininosuccinate synthase",,,,,
,"CHEBI:16349","1",,"meta_s_1081","substance",,,,,"M_citr_DASH_L_c",,"C00327",,,,"L-Citrulline",,"meta_s_1081",,"L-Citrulline",,"cell","s_1081","0.1","species","species","SBO:0000247",,"false","L-Citrulline",,,,,"0.1"
,"CHEBI:57472","1",,"meta_s_1274","substance",,,,,"M_argsuc_c",,"C03406",,,,"N(omega)-(L-Arginino)succinate",,"meta_s_1274",,"N(omega)-(L-Arginino)succinate",,"cell","s_1274","0.1","species","species","SBO:0000247",,"false","N(omega)-(L-Arginino)succinate",,,,,"0.1"
"true",,"1","true","meta_e_0986","substance",,,,,,,,"eco:b3172",,,"argG",,"meta_e_0986",,"argG",,"cell","e_0986","0.001","species","species","SBO:0000252",,"false","argG",,"P0A6E4",,,"0.001"
,,,,"meta_r_0234","invalid","2.3.1.16",,"false",,,,,,,"cell*r_0234_Vmax*(s_0395*s_0984-s_0303*s_0555/r_0234_Keq)/(r_0234_Km0395*r_0234_Km0984)/(((1+s_0395/r_0234_Km0395)*(1+s_0984/r_0234_Km0984)+(1+s_0303/r_0234_Km0303)*(1+s_0555/r_0234_Km0555))-1)","acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)",,"meta_r_0234",,"acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)","true",,"r_0234",,"reaction","reaction reversible","SBO:0000176",,"false","acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)",,,,,
,"CHEBI:62619","1",,"meta_s_0303","substance",,,,,"M_3oocoa_c",,"C05267",,,,"3-Oxooctanoyl-CoA",,"meta_s_0303",,"3-Oxooctanoyl-CoA",,"cell","s_0303","0.1","species","species","SBO:0000247",,"false","3-Oxooctanoyl-CoA",,,,,"0.1"
,,,,"ca68af00_ee1f_4e74_9ade_0158ac57224f","invalid",,,"false",,,,,,,"cell*r_1393_Vmax*(s_1745*s_1777-s_1776*s_1733/r_1393_Keq)/(r_1393_Km1745*r_1393_Km1777)/(((1+s_1745/r_1393_Km1745)*(1+s_1777/r_1393_Km1777)+(1+s_1776/r_1393_Km1776)*(1+s_1733/r_1393_Km1733))-1)","UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase",,"ca68af00_ee1f_4e74_9ade_0158ac57224f",,"UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","true",,"r_1393",,"reaction","reaction reversible","SBO:0000176",,"false","UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase",,,,,
,"CHEBI:61388","1",,"meta_s_1776","substance",,,,,"M_uaagmda_c",,"C05898",,,,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",,"meta_s_1776",,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",,"cell","s_1776","0.1","species","species","SBO:0000247",,"false","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",,,,,"0.1"
,"CHEBI:57705","1",,"meta_s_1745","substance",,,,,"M_uacgam_c",,"C00043",,,,"UDP-N-acetyl-D-glucosamine",,"meta_s_1745",,"UDP-N-acetyl-D-glucosamine",,"cell","s_1745","0.1","species","species","SBO:0000247",,"false","UDP-N-acetyl-D-glucosamine",,,,,"0.1"
"true",,"1","true","meta_e_0041","substance",,,,,,,,"eco:b0090",,,"murG",,"meta_e_0041",,"murG",,"cell","e_0041","0.001","species","species","SBO:0000252",,"false","murG",,"P17443",,,"0.001"
,,,,"e3907bd5_137e_4b49_aead_0af568cd7ec4","invalid",,,"false",,,,,,,"cell*r_2195_Vmax*(s_0229*s_0467^2*s_1333-s_0226*s_0421^2*s_1334*s_1430^2/r_2195_Keq)/(r_2195_Km0229*r_2195_Km0467^2*r_2195_Km1333)/(((1+s_0229/r_2195_Km0229)*(1+s_0467/r_2195_Km0467)^2*(1+s_1333/r_2195_Km1333)+(1+s_0226/r_2195_Km0226)*(1+s_0421/r_2195_Km0421)^2*(1+s_1334/r_2195_Km1334)*(1+s_1430/r_2195_Km1430)^2)-1)","2-Octaprenylphenol hydroxylase (anaerobic)",,"e3907bd5_137e_4b49_aead_0af568cd7ec4",,"2-Octaprenylphenol hydroxylase (anaerobic)","true",,"r_2195",,"reaction","reaction reversible","SBO:0000176",,"false","2-Octaprenylphenol hydroxylase (anaerobic)",,,,,
,"CHEBI:40407","1",,"meta_s_0229","substance",,,,,"M_2oph_c",,"C05810",,,,"2-Octaprenylphenol",,"meta_s_0229",,"2-Octaprenylphenol",,"cell","s_0229","0.1","species","species","SBO:0000247",,"false","2-Octaprenylphenol",,,,,"0.1"
,,,,"meta_r_0101","invalid","4.1.2.15",,"false",,,,,,,"cell*r_0101_Vmax*(s_0621*s_1484-s_0195*s_1430/r_0101_Keq)/(r_0101_Km0621*r_0101_Km1484)/(((1+s_0621/r_0101_Km0621)*(1+s_1484/r_0101_Km1484)+(1+s_0195/r_0101_Km0195)*(1+s_1430/r_0101_Km1430))-1)","3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase",,"meta_r_0101",,"3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase","true",,"r_0101",,"reaction","reaction reversible","SBO:0000176",,"false","3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase",,,,,
,"CHEBI:58394","1",,"meta_s_0195","substance",,,,,"M_2dda7p_c",,"C04691",,,,"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",,"meta_s_0195",,"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",,"cell","s_0195","0.1","species","species","SBO:0000247",,"false","2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0263","substance",,,,,,,,"eco:b0754",,,"aroG",,"meta_e_0263",,"aroG",,"cell","e_0263","0.001","species","species","SBO:0000252",,"false","aroG",,"P0AB91",,,"0.001"
"true",,"1","true","meta_e_0827","substance",,,,,,,,"eco:b2601",,,"aroF",,"meta_e_0827",,"aroF",,"cell","e_0827","0.001","species","species","SBO:0000252",,"false","aroF",,"P00888",,,"0.001"
"true",,"1","true","meta_e_0544","substance",,,,,,,,"eco:b1704",,,"aroH",,"meta_e_0544",,"aroH",,"cell","e_0544","0.001","species","species","SBO:0000252",,"false","aroH",,"P00887",,,"0.001"
,,,,"meta_r_0764","invalid","3.1.3.15",,"false",,,,,,,"cell*r_0764_Vmax*(s_1110-s_1109*s_1430/r_0764_Keq)/r_0764_Km1110/((1+s_1110/r_0764_Km1110+(1+s_1109/r_0764_Km1109)*(1+s_1430/r_0764_Km1430))-1)","histidinol-phosphatase",,"meta_r_0764",,"histidinol-phosphatase","true",,"r_0764",,"reaction","reaction reversible","SBO:0000176",,"false","histidinol-phosphatase",,,,,
,"CHEBI:57699","1",,"meta_s_1109","substance",,,,,"M_histd_c",,"C00860",,,,"L-Histidinol",,"meta_s_1109",,"L-Histidinol",,"cell","s_1109","0.1","species","species","SBO:0000247",,"false","L-Histidinol",,,,,"0.1"
,,,,"meta_r_1006","invalid","2.7.1.23",,"false",,,,,,,"cell*r_1006_Vmax*(s_0467*s_1333-s_0421*s_1335/r_1006_Keq)/(r_1006_Km0467*r_1006_Km1333)/(((1+s_0467/r_1006_Km0467)*(1+s_1333/r_1006_Km1333)+(1+s_0421/r_1006_Km0421)*(1+s_1335/r_1006_Km1335))-1)","NAD kinase",,"meta_r_1006",,"NAD kinase","true",,"r_1006",,"reaction","reaction reversible","SBO:0000176",,"false","NAD kinase",,,,,
"true",,"1","true","meta_e_0828","substance",,,,,,,,"eco:b2615",,,"ppnK",,"meta_e_0828",,"ppnK",,"cell","e_0828","0.001","species","species","SBO:0000252",,"false","ppnK",,"P0A7B3",,,"0.001"
,,,,"meta_r_1153","invalid","5.4.2.1",,"false",,,,,,,"cell*r_1153_Vmax*(s_0306-s_0675/r_1153_Keq)/r_1153_Km0306/((1+s_0306/r_1153_Km0306+1+s_0675/r_1153_Km0675)-1)","phosphoglycerate mutase",,"meta_r_1153",,"phosphoglycerate mutase","true",,"r_1153",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoglycerate mutase",,,,,
,"CHEBI:58289","1",,"meta_s_0675","substance",,,,,"M_2pg_c",,"C00631",,,,"D-Glycerate 2-phosphate",,"meta_s_0675",,"D-Glycerate 2-phosphate",,"cell","s_0675","0.1","species","species","SBO:0000247",,"false","D-Glycerate 2-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0264","substance",,,,,,,,"eco:b0755",,,"gpmA",,"meta_e_0264",,"gpmA",,"cell","e_0264","0.001","species","species","SBO:0000252",,"false","gpmA",,"P62707",,,"0.001"
,"CHEBI:58272","1",,"meta_s_0306","substance",,,,,"M_3pg_c",,"C00197",,,,"3-Phospho-D-glycerate",,"meta_s_0306",,"3-Phospho-D-glycerate",,"cell","s_0306","0.1","species","species","SBO:0000247",,"false","3-Phospho-D-glycerate",,,,,"0.1"
"true",,"1","true","meta_e_1373","substance",,,,,,,,"eco:b4395",,,"gpmB",,"meta_e_1373",,"gpmB",,"cell","e_1373","0.001","species","species","SBO:0000252",,"false","gpmB",,"P0A7A2",,,"0.001"
"true",,"1","true","meta_e_1108","substance",,,,,,,,"eco:b3612",,,"gpmI",,"meta_e_1108",,"gpmI",,"cell","e_1108","0.001","species","species","SBO:0000252",,"false","gpmI",,"P37689",,,"0.001"
,,,,"meta_r_0799","invalid",,,"false",,,,,,,"cell*r_0799_Vmax*(s_1020-s_0378*s_1019/r_0799_Keq)/r_0799_Km1020/((1+s_1020/r_0799_Km1020+(1+s_0378/r_0799_Km0378)*(1+s_1019/r_0799_Km1019))-1)","ISC [2Fe-2S] Transfer",,"meta_r_0799",,"ISC [2Fe-2S] Transfer","true",,"r_0799",,"reaction","reaction reversible","SBO:0000176",,"false","ISC [2Fe-2S] Transfer",,,,,
,,"1",,"f1718096_1629_4f23_b3eb_ea0b923e1f08","substance",,,,,"M_iscu_DASH_2fe2s_c",,,,,,"IscU with bound [2Fe-2S] cluster",,"f1718096_1629_4f23_b3eb_ea0b923e1f08",,"IscU with bound [2Fe-2S] cluster",,"cell","s_1020","0.1","species","species","SBO:0000247",,"false","IscU with bound [2Fe-2S] cluster",,,,,"0.1"
,,,,"meta_r_1068","invalid","4.1.1.23",,"false",,,,,,,"cell*r_1068_Vmax*(s_1397-s_0543*s_1762/r_1068_Keq)/r_1068_Km1397/((1+s_1397/r_1068_Km1397+(1+s_0543/r_1068_Km0543)*(1+s_1762/r_1068_Km1762))-1)","orotidine-5'-phosphate decarboxylase",,"meta_r_1068",,"orotidine-5'-phosphate decarboxylase","true",,"r_1068",,"reaction","reaction reversible","SBO:0000176",,"false","orotidine-5'-phosphate decarboxylase",,,,,
,"CHEBI:57538","1",,"meta_s_1397","substance",,,,,"M_orot5p_c",,"C01103",,,,"Orotidine 5'-phosphate",,"meta_s_1397",,"Orotidine 5'-phosphate",,"cell","s_1397","0.1","species","species","SBO:0000247",,"false","Orotidine 5'-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0435","substance",,,,,,,,"eco:b1281",,,"pyrF",,"meta_e_0435",,"pyrF",,"cell","e_0435","0.001","species","species","SBO:0000252",,"false","pyrF",,"P08244",,,"0.001"
,,,,"meta_r_0499","invalid","4.1.1.20",,"false",,,,,,,"cell*r_0499_Vmax*(s_1242-s_0543*s_1131/r_0499_Keq)/r_0499_Km1242/((1+s_1242/r_0499_Km1242+(1+s_0543/r_0499_Km0543)*(1+s_1131/r_0499_Km1131))-1)","diaminopimelate decarboxylase",,"meta_r_0499",,"diaminopimelate decarboxylase","true",,"r_0499",,"reaction","reaction reversible","SBO:0000176",,"false","diaminopimelate decarboxylase",,,,,
"true",,"1","true","meta_e_0897","substance",,,,,,,,"eco:b2838",,,"lysA",,"meta_e_0897",,"lysA",,"cell","e_0897","0.001","species","species","SBO:0000252",,"false","lysA",,"P00861",,,"0.001"
,,,,"meta_r_0928","invalid","1.1.3.3",,"false",,,,,,,"cell*r_0928_Vmax*(s_0991*s_1399-s_1138*s_1372/r_0928_Keq)/(r_0928_Km0991*r_0928_Km1399)/(((1+s_0991/r_0928_Km0991)*(1+s_1399/r_0928_Km1399)+(1+s_1138/r_0928_Km1138)*(1+s_1372/r_0928_Km1372))-1)","malate oxidase",,"meta_r_0928",,"malate oxidase","true",,"r_0928",,"reaction","reaction reversible","SBO:0000176",,"false","malate oxidase",,,,,
,"CHEBI:15589","1",,"meta_s_1138","substance",,,,,"M_mal_DASH_L_c",,"C00149",,,,"L-Malate",,"meta_s_1138",,"L-Malate",,"cell","s_1138","0.1","species","species","SBO:0000247",,"false","L-Malate",,,,,"0.1"
,,,,"meta_r_1349","invalid","4.2.3.1",,"false",,,,,,,"cell*r_1349_Vmax*(s_1363-s_1430*s_1179/r_1349_Keq)/r_1349_Km1363/((1+s_1363/r_1349_Km1363+(1+s_1430/r_1349_Km1430)*(1+s_1179/r_1349_Km1179))-1)","threonine synthase",,"meta_r_1349",,"threonine synthase","true",,"r_1349",,"reaction","reaction reversible","SBO:0000176",,"false","threonine synthase",,,,,
"true",,"1","true","meta_e_0003","substance",,,,,,,,"eco:b0004",,,"thrC",,"meta_e_0003",,"thrC",,"cell","e_0003","0.001","species","species","SBO:0000252",,"false","thrC",,"P00934",,,"0.001"
,,,,"_23507bbe_190f_431d_8456_53bd50af82fb","invalid",,,"false",,,,,,,"cell*r_1259_Vmax*(s_0772*s_1005-s_1430*s_1537/r_1259_Keq)/(r_1259_Km0772*r_1259_Km1005)/(((1+s_0772/r_1259_Km0772)*(1+s_1005/r_1259_Km1005)+(1+s_1430/r_1259_Km1430)*(1+s_1537/r_1259_Km1537))-1)","quinolinate synthase",,"_23507bbe_190f_431d_8456_53bd50af82fb",,"quinolinate synthase","true",,"r_1259",,"reaction","reaction reversible","SBO:0000176",,"false","quinolinate synthase",,,,,
"true",,"1","true","meta_e_0260","substance",,,,,,,,"eco:b0750",,,"nadA",,"meta_e_0260",,"nadA",,"cell","e_0260","0.001","species","species","SBO:0000252",,"false","nadA",,"P11458",,,"0.001"
,,,,"meta_r_0538","invalid","4.2.1.11",,"false",,,,,,,"cell*r_0538_Vmax*(s_0675-s_1484/r_0538_Keq)/r_0538_Km0675/((1+s_0675/r_0538_Km0675+1+s_1484/r_0538_Km1484)-1)","enolase",,"meta_r_0538",,"enolase","true",,"r_0538",,"reaction","reaction reversible","SBO:0000176",,"false","enolase",,,,,
"true",,"1","true","meta_e_0875","substance",,,,,,,,"eco:b2779",,,"eno",,"meta_e_0875",,"eno",,"cell","e_0875","0.001","species","species","SBO:0000252",,"false","eno",,"P0A6P9",,,"0.001"
,,,,"meta_r_0707","invalid","2.3.1.15",,"false",,,,,,,"cell*r_0707_Vmax*(s_0920*s_0533-s_0119*s_0397/r_0707_Keq)/(r_0707_Km0920*r_0707_Km0533)/(((1+s_0920/r_0707_Km0920)*(1+s_0533/r_0707_Km0533)+(1+s_0119/r_0707_Km0119)*(1+s_0397/r_0707_Km0397))-1)","glycerol-3-phosphate acyltransferase (C16:1)",,"meta_r_0707",,"glycerol-3-phosphate acyltransferase (C16:1)","true",,"r_0707",,"reaction","reaction reversible","SBO:0000176",,"false","glycerol-3-phosphate acyltransferase (C16:1)",,,,,
,"CHEBI:57970","1",,"meta_s_0119","substance",,,,,"M_1hdec9eg3p_c",,"C00681",,,,"1-hexadec-9-enoyl-sn-glycerol 3-phosphate",,"meta_s_0119",,"1-hexadec-9-enoyl-sn-glycerol 3-phosphate",,"cell","s_0119","0.1","species","species","SBO:0000247",,"false","1-hexadec-9-enoyl-sn-glycerol 3-phosphate",,,,,"0.1"
,,"1",,"b7fbc5e3_1d4b_4d42_bb8f_e8ad0f5e2533","substance",,,,,"M_hdeACP_c",,,,,,"cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)",,"b7fbc5e3_1d4b_4d42_bb8f_e8ad0f5e2533",,"cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)",,"cell","s_0533","0.1","species","species","SBO:0000247",,"false","cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)",,,,,"0.1"
"true",,"1","true","meta_e_1273","substance",,,,,,,,"eco:b4041",,,"plsB",,"meta_e_1273",,"plsB",,"cell","e_1273","0.001","species","species","SBO:0000252",,"false","plsB",,"P0A7A7",,,"0.001"
,,,,"meta_r_1215","invalid","2.7.6.1",,"false",,,,,,,"cell*r_1215_Vmax*(s_0467*s_0446-s_0454*s_0360/r_1215_Keq)/(r_1215_Km0467*r_1215_Km0446)/(((1+s_0467/r_1215_Km0467)*(1+s_0446/r_1215_Km0446)+(1+s_0454/r_1215_Km0454)*(1+s_0360/r_1215_Km0360))-1)","phosphoribosylpyrophosphate synthetase",,"meta_r_1215",,"phosphoribosylpyrophosphate synthetase","true",,"r_1215",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoribosylpyrophosphate synthetase",,,,,
"true",,"1","true","meta_e_0403","substance",,,,,,,,"eco:b1207",,,"prs",,"meta_e_0403",,"prs",,"cell","e_0403","0.001","species","species","SBO:0000252",,"false","prs",,"P0A717",,,"0.001"
,,,,"e973f25a_ae9b_4534_bbf9_35407faca9ad","invalid",,,"false",,,,,,,"cell*r_2167_Vmax*(s_1806-s_1804)/r_2167_Km1806/((1+s_1806/r_2167_Km1806+1+s_1804/r_2167_Km1804)-1)","zinc (Zn+2) transport via diffusion (extracellular to periplasm)",,"e973f25a_ae9b_4534_bbf9_35407faca9ad",,"zinc (Zn+2) transport via diffusion (extracellular to periplasm)","true",,"r_2167",,"reaction","reaction reversible","SBO:0000185",,"false","zinc (Zn+2) transport via diffusion (extracellular to periplasm)",,,,,
,,,,"meta_r_0660","invalid","1.1.1.49",,"false",,,,,,,"cell*r_0660_Vmax*(s_0663*s_1335-s_0370*s_1336/r_0660_Keq)/(r_0660_Km0663*r_0660_Km1335)/(((1+s_0663/r_0660_Km0663)*(1+s_1335/r_0660_Km1335)+(1+s_0370/r_0660_Km0370)*(1+s_1336/r_0660_Km1336))-1)","glucose 6-phosphate dehydrogenase",,"meta_r_0660",,"glucose 6-phosphate dehydrogenase","true",,"r_0660",,"reaction","reaction reversible","SBO:0000176",,"false","glucose 6-phosphate dehydrogenase",,,,,
"true",,"1","true","meta_e_0580","substance",,,,,,,,"eco:b1852",,,"zwf",,"meta_e_0580",,"zwf",,"cell","e_0580","0.001","species","species","SBO:0000252",,"false","zwf",,"P0AC53",,,"0.001"
,,,,"_4ac81709_232a_4ccf_9bfc_37095547e641","invalid",,,"false",,,,,,,"cell*r_1307_Vmax*(s_0838*s_1578-s_1577/r_1307_Keq)/(r_1307_Km0838*r_1307_Km1578)/(((1+s_0838/r_1307_Km0838)*(1+s_1578/r_1307_Km1578)+1+s_1577/r_1307_Km1577)-1)","sirohydrochlorin ferrochelatase",,"_4ac81709_232a_4ccf_9bfc_37095547e641",,"sirohydrochlorin ferrochelatase","true",,"r_1307",,"reaction","reaction reversible","SBO:0000176",,"false","sirohydrochlorin ferrochelatase",,,,,
"true",,"1","true","meta_e_1019","substance",,,,,,,,"eco:b3368",,,"cysG",,"meta_e_1019",,"cysG",,"cell","e_1019","0.001","species","species","SBO:0000252",,"false","cysG",,"P0AEA8",,,"0.001"
,"CHEBI:18023","1",,"meta_s_1578","substance",,,,,"M_scl_c",,"C05778",,,,"sirohydrochlorin",,"meta_s_1578",,"sirohydrochlorin",,"cell","s_1578","0.1","species","species","SBO:0000247",,"false","sirohydrochlorin",,,,,"0.1"
,,,,"meta_r_0134","invalid","1.1.1.35",,"false",,,,,,,"cell*r_0134_Vmax*(s_0305*s_1334-s_0050*s_1333/r_0134_Keq)/(r_0134_Km0305*r_0134_Km1334)/(((1+s_0305/r_0134_Km0305)*(1+s_1334/r_0134_Km1334)+(1+s_0050/r_0134_Km0050)*(1+s_1333/r_0134_Km1333))-1)","3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)",,"meta_r_0134",,"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)","true",,"r_0134",,"reaction","reaction reversible","SBO:0000176",,"false","3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)",,,,,
,"CHEBI:62543","1",,"meta_s_0305","substance",,,,,"M_3otdcoa_c",,"C05261",,,,"3-Oxotetradecanoyl-CoA",,"meta_s_0305",,"3-Oxotetradecanoyl-CoA",,"cell","s_0305","0.1","species","species","SBO:0000247",,"false","3-Oxotetradecanoyl-CoA",,,,,"0.1"
,,,,"meta_r_1521","invalid","3.6.3.14",,"false",,,,,,,"cell*r_1521_Vmax*(s_0421*s_1430-s_0467/r_1521_Keq)/(r_1521_Km0421*r_1521_Km1430)/(((1+s_0421/r_1521_Km0421)*(1+s_1430/r_1521_Km1430)+1+s_0467/r_1521_Km0467)-1)","ATP synthase (four protons for one ATP) (periplasm)",,"meta_r_1521",,"ATP synthase (four protons for one ATP) (periplasm)","true",,"r_1521",,"reaction","reaction reversible","SBO:0000176",,"false","ATP synthase (four protons for one ATP) (periplasm)",,,,,
,,,,"meta_r_0268","invalid","1.3.99.3",,"false",,,,,,,"cell*r_0268_Vmax*(s_1670*s_0860-s_0790*s_0859/r_0268_Keq)/(r_0268_Km1670*r_0268_Km0860)/(((1+s_1670/r_0268_Km1670)*(1+s_0860/r_0268_Km0860)+(1+s_0790/r_0268_Km0790)*(1+s_0859/r_0268_Km0859))-1)","acyl-CoA dehydrogenase (dodecanoyl-CoA)",,"meta_r_0268",,"acyl-CoA dehydrogenase (dodecanoyl-CoA)","true",,"r_0268",,"reaction","reaction reversible","SBO:0000176",,"false","acyl-CoA dehydrogenase (dodecanoyl-CoA)",,,,,
,,,,"meta_r_0360","invalid","4.3.2.1",,"false",,,,,,,"cell*r_0360_Vmax*(s_1274-s_1061*s_0875/r_0360_Keq)/r_0360_Km1274/((1+s_1274/r_0360_Km1274+(1+s_1061/r_0360_Km1061)*(1+s_0875/r_0360_Km0875))-1)","argininosuccinate lyase",,"meta_r_0360",,"argininosuccinate lyase","true",,"r_0360",,"reaction","reaction reversible","SBO:0000176",,"false","argininosuccinate lyase",,,,,
"true",,"1","true","meta_e_1244","substance",,,,,,,,"eco:b3960",,,"argH",,"meta_e_1244",,"argH",,"cell","e_1244","0.001","species","species","SBO:0000252",,"false","argH",,"P11447",,,"0.001"
,,,,"meta_r_0013","invalid","2.3.1.51",,"false",,,,,,,"cell*r_0013_Vmax*(s_0121*s_1411-s_0397*s_0075/r_0013_Keq)/(r_0013_Km0121*r_0013_Km1411)/(((1+s_0121/r_0013_Km0121)*(1+s_1411/r_0013_Km1411)+(1+s_0397/r_0013_Km0397)*(1+s_0075/r_0013_Km0075))-1)","1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)",,"meta_r_0013",,"1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)","true",,"r_0013",,"reaction","reaction reversible","SBO:0000176",,"false","1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)",,,,,
,"CHEBI:57739","1",,"meta_s_0075","substance",,,,,"M_pa160_c",,"C00416",,,,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",,"meta_s_0075",,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",,"cell","s_0075","0.1","species","species","SBO:0000247",,"false","1,2-dihexadecanoyl-sn-glycerol 3-phosphate",,,,,"0.1"
,"CHEBI:57970","1",,"meta_s_0121","substance",,,,,"M_1hdecg3p_c",,"C00681",,,,"1-hexadecanoyl-sn-glycerol 3-phosphate",,"meta_s_0121",,"1-hexadecanoyl-sn-glycerol 3-phosphate",,"cell","s_0121","0.1","species","species","SBO:0000247",,"false","1-hexadecanoyl-sn-glycerol 3-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0953","substance",,,,,,,,"eco:b3018",,,"plsC",,"meta_e_0953",,"plsC",,"cell","e_0953","0.001","species","species","SBO:0000252",,"false","plsC",,"P26647",,,"0.001"
