"network";"DRUG_ID";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"drug_pair";"Drug1";"Drug2";"drugdrug";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"SET";"connection_onoff"
"Small/medium-scale PPI";"Mecillinam-Penicillin G";"3,250";"1,000";"1,000";"5,500";"3,250";"0";"0,000";"671,018";"335,509";"0,053";"0,053";"0,053";"0,008";"0,003";"Mecillinam_Penicillin G";"Mecillinam";"Penicillin G";"Mecillinam-Penicillin G";"MEC";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,090896389";"-0,154403650";"-0,248523125";"-0,137932539";"-0,031293357";"0,030800272";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"RR";"0";"-1";"-1";"-1";"1";"1";"-1";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Mecillinam-Penicillin G";"1,000";"49,400";"50,200";"72,000";"61,100";"1";"12645,600";"56411,220";"34528,410";"0,034";"0,034";"0,034";"0,008";"0,003";"Mecillinam_Penicillin G";"Mecillinam";"Penicillin G";"Mecillinam-Penicillin G";"MEC";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,090896389";"-0,154403650";"-0,248523125";"-0,137932539";"-0,031293357";"0,030800272";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"RR";"0";"-1";"-1";"-1";"1";"1";"-1";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Mecillinam-Piperacillin";"3,250";"1,000";"1,000";"5,500";"3,250";"0";"0,000";"671,018";"335,509";"0,053";"0,053";"0,053";"0,008";"0,009";"Mecillinam_Piperacillin";"Mecillinam";"Piperacillin";"Mecillinam-Piperacillin";"MEC";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,079257400";"-0,076516716";"-0,454982791";"-0,632539187";"0,065026932";"0,026155963";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"RS";"0";"-1";"-1";"-1";"0";"0";"-3";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Mecillinam-Piperacillin";"1,000";"49,400";"50,200";"72,000";"61,100";"1";"12645,600";"56411,220";"34528,410";"0,034";"0,034";"0,034";"0,008";"0,009";"Mecillinam_Piperacillin";"Mecillinam";"Piperacillin";"Mecillinam-Piperacillin";"MEC";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,079257400";"-0,076516716";"-0,454982791";"-0,632539187";"0,065026932";"0,026155963";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"RS";"0";"-1";"-1";"-1";"0";"0";"-3";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Mecillinam-Rifampicin";"3,000";"1,000";"1,000";"4,500";"2,750";"0";"0,000";"3314,320";"1657,160";"0,070";"0,070";"0,070";"0,004";"0,003";"Mecillinam_Rifampicin";"Mecillinam";"Rifampicin";"Mecillinam-Rifampicin";"MEC";"RIF";"0";"beta-lactam";"RNA polymerase";"beta-lactam-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,132687477";"0,295773878";"0,242164792";"0,217173178";"0,042675943";"0,029854301";"Additivity";"Antagonism";"Antagonism";"Antagonism";"Additivity";"Additivity";"0";"1";"1";"1";"0";"0";"3";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"RS";"RR";"-1";"-1";"-1";"-1";"0";"1";"-3";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Mecillinam-Sulfamonomethoxine";"1,000";"21,000";"21,000";"72,000";"46,500";"1";"5024,920";"56411,220";"30718,070";"0,040";"0,040";"0,040";"0,002";NA;"Mecillinam_Sulfamonomethoxine";"Mecillinam";"Sulfamonomethoxine";"Mecillinam-Sulfamonomethoxine";"MEC";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,115221769";"-0,050371040";"0,068151067";"-0,061268720";"0,037195599";"-0,038624628";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"RR";"0";"0";"0";"0";"1";"1";"2";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"7";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Small/medium-scale PPI";"Mecillinam-Triclosan";"4,000";"1,000";"1,000";"1,000";"1,000";"0";"0,000";"0,000";"0,000";"0,070";"0,070";"0,070";"0,002";NA;"Mecillinam_Triclosan";"Mecillinam";"Triclosan";"Mecillinam-Triclosan";"MEC";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,086380660";"-0,085778410";"-0,037504893";"-0,029923796";"-0,038245059";"0,039273208";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"RR";"0";"0";"0";"0";"1";"1";"2";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Mecillinam-Triclosan";"2,000";"17,000";"17,000";"72,000";"44,500";"0";"1764,640";"56411,220";"29087,930";"0,040";"0,040";"0,040";"0,002";NA;"Mecillinam_Triclosan";"Mecillinam";"Triclosan";"Mecillinam-Triclosan";"MEC";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,086380660";"-0,085778410";"-0,037504893";"-0,029923796";"-0,038245059";"0,039273208";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"RR";"0";"0";"0";"0";"1";"1";"2";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Mecillinam-Trimethoprim";"1,000";"32,000";"32,000";"72,000";"52,000";"1";"24687,850";"56411,220";"40549,535";"0,040";"0,040";"0,040";"0,002";"0,004";"Mecillinam_Trimethoprim";"Mecillinam";"Trimethoprim";"Mecillinam-Trimethoprim";"MEC";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,228821859";"0,091123237";"0,130445933";"0,127622320";"-0,046041549";"-0,034668575";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"-1";"0";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"RR";"RR";"-1";"-1";"-1";"-1";"1";"1";"-2";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"10";"0,002";"Additivity-Synergy";"7";"0,004";"TRUE";"connected"
"Small/medium-scale PPI";"Meropenem-Novobiocin";"5,500";"2,100";"2,800";"8,300";"5,550";"0";"268,407";"3002,687";"1635,547";"0,051";"0,051";"0,051";"0,001";"0,003";"Meropenem_Novobiocin";"Meropenem";"Novobiocin";"Meropenem-Novobiocin";"MEM";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,074089430";"-0,100042700";"-0,162022500";"-0,025125260";"0,049141060";"-0,035827300";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"SR";"SR";"-1";"-1";"0";"-1";"0";"0";"-3";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"4";"0,001";"Additivity";"2";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Meropenem-Novobiocin";"1,500";"20,000";"20,000";"53,833";"36,917";"1";"1165,260";"19939,870";"10552,565";"0,023";"0,023";"0,023";"0,001";"0,003";"Meropenem_Novobiocin";"Meropenem";"Novobiocin";"Meropenem-Novobiocin";"MEM";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,074089430";"-0,100042700";"-0,162022500";"-0,025125260";"0,049141060";"-0,035827300";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"SR";"SR";"-1";"-1";"0";"-1";"0";"0";"-3";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"4";"0,001";"Additivity";"2";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Meropenem-Penicillin G";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,008";"0,009";"Meropenem_Penicillin G";"Meropenem";"Penicillin G";"Meropenem-Penicillin G";"MEM";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,022390980";"-0,111268000";"-0,328360000";"-0,271991500";"-0,049163670";"0,025804090";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional(EcoCyc)";"Meropenem-Penicillin G";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"Meropenem_Penicillin G";"Meropenem";"Penicillin G";"Meropenem-Penicillin G";"MEM";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,022390980";"-0,111268000";"-0,328360000";"-0,271991500";"-0,049163670";"0,025804090";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Meropenem-Penicillin G";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,008";"0,009";"Meropenem_Penicillin G";"Meropenem";"Penicillin G";"Meropenem-Penicillin G";"MEM";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,022390980";"-0,111268000";"-0,328360000";"-0,271991500";"-0,049163670";"0,025804090";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Meropenem-Piperacillin";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,008";"0,009";"Meropenem_Piperacillin";"Meropenem";"Piperacillin";"Meropenem-Piperacillin";"MEM";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,073097920";"-0,161554200";"-0,442742400";"-0,296475500";"0,029460800";"-0,084089140";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"Additivity";"0";"-1";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional(EcoCyc)";"Meropenem-Piperacillin";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"Meropenem_Piperacillin";"Meropenem";"Piperacillin";"Meropenem-Piperacillin";"MEM";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,073097920";"-0,161554200";"-0,442742400";"-0,296475500";"0,029460800";"-0,084089140";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"Additivity";"0";"-1";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Meropenem-Piperacillin";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,008";"0,009";"Meropenem_Piperacillin";"Meropenem";"Piperacillin";"Meropenem-Piperacillin";"MEM";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,073097920";"-0,161554200";"-0,442742400";"-0,296475500";"0,029460800";"-0,084089140";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"Additivity";"0";"-1";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Meropenem-Rifampicin";"4,000";"2,200";"2,800";"6,300";"4,550";"0";"536,814";"3314,320";"1925,567";"0,044";"0,044";"0,044";"0,004";"0,003";"Meropenem_Rifampicin";"Meropenem";"Rifampicin";"Meropenem-Rifampicin";"MEM";"RIF";"0";"beta-lactam";"RNA polymerase";"beta-lactam-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,063167270";"0,317823100";"0,158610800";"-0,038737910";"-0,047064020";"-0,027586150";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"SS";"SR";"-1";"-1";"-1";"-1";"-1";"0";"-5";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"connected"
"Co-functional(EcoCyc)";"Meropenem-Sulfamonomethoxine";"Inf";"0,000";"3,000";"15,000";"9,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,002";NA;"Meropenem_Sulfamonomethoxine";"Meropenem";"Sulfamonomethoxine";"Meropenem-Sulfamonomethoxine";"MEM";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,028214520";"-0,105417500";"0,015901440";"-0,040127080";"-0,065655480";"0,046812540";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"7";"0,002";"Additivity";NA;NA;"FALSE";"disconnected"
"Co-functional (EcoCyc/GO-BP)";"Meropenem-Sulfamonomethoxine";"1,500";"21,000";"21,000";"53,833";"37,417";"1";"5024,920";"19939,870";"12482,395";"0,025";"0,025";"0,025";"0,002";NA;"Meropenem_Sulfamonomethoxine";"Meropenem";"Sulfamonomethoxine";"Meropenem-Sulfamonomethoxine";"MEM";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,028214520";"-0,105417500";"0,015901440";"-0,040127080";"-0,065655480";"0,046812540";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"7";"0,002";"Additivity";NA;NA;"FALSE";"connected"
"Co-functional(EcoCyc)";"Meropenem-Trimethoprim";"Inf";"0,000";"14,000";"15,000";"14,500";"0";"0,000";"142,670";"71,335";"0,020";"0,020";"0,020";"0,002";"0,003";"Meropenem_Trimethoprim";"Meropenem";"Trimethoprim";"Meropenem-Trimethoprim";"MEM";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,261899800";"-0,095179140";"-0,083575080";"-0,067121070";"0,054825360";"0,059001930";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"-1";"0";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"3";"0,002";"Additivity-Synergy";"2";"0,003";"TRUE";"disconnected"
