"Drug1_Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Ciprofloxacin_Piperacillin",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Rifampicin",2,52,52,76,64,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Sulfamonomethoxine",3,13,13,67,40,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Clindamycin_Rifampicin",1,73,73,135,104,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Fusidic acid",4,4,4,152,78,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Imipenem",2,11,11,152,81,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Levofloxacin",2,43,43,152,97,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Meropenem",2,11,11,152,81,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Metformin",2,33,33,152,92,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Moxifloxacin",2,43,43,152,97,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Novobiocin",2,43,43,152,97,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Penicillin G",2,11,11,152,81,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Piperacillin",2,11,11,152,81,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Rifampicin",2,73,73,152,112,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Fosfomycin",3,14,14,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Fusidic acid",4,3,3,16,9,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Imipenem",4,5,5,17,11,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Levofloxacin",4,8,8,32,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Meropenem",4,5,5,17,11,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Metformin",4,14,14,33,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Moxifloxacin",4,8,8,32,20,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Novobiocin",3,10,10,51,31,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Penicillin G",4,5,5,17,11,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Piperacillin",4,5,5,17,11,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Rifampicin",3,14,14,73,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Sulfamonomethoxine",4,8,8,20,14,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Fusidic acid",3,4,4,44,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Imipenem",2,11,11,44,28,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Levofloxacin",2,43,43,44,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Meropenem",2,11,11,44,28,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Metformin",3,33,33,44,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Moxifloxacin",2,43,43,44,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Novobiocin",2,43,43,44,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Penicillin G",2,11,11,44,28,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Piperacillin",2,11,11,44,28,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Rifampicin",2,44,44,73,58,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Rifampicin",4,4,4,73,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Meropenem",3,6,6,30,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Metformin",3,17,17,44,31,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Moxifloxacin",2,14,14,50,32,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Novobiocin",2,21,21,51,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Penicillin G",3,6,6,30,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Piperacillin",3,6,6,30,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Rifampicin",2,30,30,75,53,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Sulfamonomethoxine",3,10,10,31,21,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Meropenem",3,26,26,64,45,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Metformin",3,33,33,63,48,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Moxifloxacin",2,31,31,64,48,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Novobiocin",2,53,53,65,59,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Penicillin G",3,26,26,64,45,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Piperacillin",3,26,26,64,45,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Rifampicin",2,58,58,78,68,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Sulfamonomethoxine",3,13,13,63,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Triclosan",2,56,56,63,60,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Moxifloxacin",3,33,33,43,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Novobiocin",3,33,33,43,38,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Rifampicin",2,33,33,73,53,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Novobiocin",2,21,21,51,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Penicillin G",3,6,6,30,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Piperacillin",3,6,6,30,18,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Rifampicin",2,30,30,75,53,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Sulfamonomethoxine",3,10,10,31,21,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Penicillin G",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Piperacillin",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Rifampicin",2,52,52,76,64,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Sulfamonomethoxine",3,13,13,67,40,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Rifampicin",2,40,40,73,56,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Sulfamonomethoxine",3,13,13,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Triclosan",2,40,40,56,48,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Trimethoprim",3,9,9,40,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Aztreonam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cefaclor",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cefotaxime",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cephalexin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Imipenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cefaclor",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cefotaxime",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cephalexin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Imipenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Cefotaxime",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Cephalexin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Imipenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Cephalexin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Imipenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Imipenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cephalexin_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Mecillinam",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Meropenem",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Imipenem_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Penicillin G",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Meropenem_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"Penicillin G_Piperacillin",1,1,1,1,1,"DC.EcoliNet.2283gene.9643link.txt"
"A22_Amoxicillin",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Aztreonam",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Cefaclor",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Cefotaxime",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Cephalexin",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Ciprofloxacin",2,12,12,20,16,"EcoliNet.v1.benchmark.txt"
"A22_Doxycycline",4,12,12,13,12,"EcoliNet.v1.benchmark.txt"
"A22_Fusidic acid",5,1,1,12,6,"EcoliNet.v1.benchmark.txt"
"A22_Imipenem",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Levofloxacin",2,12,12,20,16,"EcoliNet.v1.benchmark.txt"
"A22_Meropenem",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Moxifloxacin",2,12,12,20,16,"EcoliNet.v1.benchmark.txt"
"A22_Novobiocin",2,12,12,20,16,"EcoliNet.v1.benchmark.txt"
"A22_Penicillin G",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"A22_Piperacillin",1,12,12,63,38,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Aztreonam",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cefaclor",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cefotaxime",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Cephalexin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Ciprofloxacin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Doxycycline",4,12,13,52,32,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Flucytosine",2,29,29,56,43,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Fosfomycin",1,27,27,52,40,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Fusidic acid",4,1,1,54,27,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Imipenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Amoxicillin_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cefaclor",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cefotaxime",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Cephalexin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Ciprofloxacin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Doxycycline",4,12,13,52,32,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Flucytosine",2,29,29,56,43,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Fosfomycin",1,27,27,52,40,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Fusidic acid",4,1,1,54,27,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Imipenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Aztreonam_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Cefotaxime",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Cephalexin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Ciprofloxacin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Doxycycline",4,12,13,52,32,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Flucytosine",2,29,29,56,43,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Fosfomycin",1,27,27,52,40,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Fusidic acid",4,1,1,54,27,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Imipenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Cefaclor_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Cephalexin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Ciprofloxacin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Doxycycline",4,12,13,52,32,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Flucytosine",2,29,29,56,43,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Fosfomycin",1,27,27,52,40,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Fusidic acid",4,1,1,54,27,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Imipenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Cefotaxime_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Ciprofloxacin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Doxycycline",4,12,13,52,32,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Flucytosine",2,29,29,56,43,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Fosfomycin",1,27,27,52,40,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Fusidic acid",4,1,1,54,27,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Imipenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Cephalexin_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Doxycycline",4,12,13,20,16,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Flucytosine",2,20,20,29,24,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Fosfomycin",2,20,20,27,24,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Fusidic acid",5,1,1,20,10,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Imipenem",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Levofloxacin",1,11,11,20,15,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Meropenem",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Moxifloxacin",1,11,11,20,15,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Novobiocin",1,20,20,20,20,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Penicillin G",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Piperacillin",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Ciprofloxacin_Sulfamonomethoxine",1,20,20,21,20,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Fusidic acid",4,1,1,13,7,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Imipenem",3,12,13,63,38,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Levofloxacin",4,12,13,20,16,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Meropenem",3,12,13,63,38,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Moxifloxacin",4,12,13,20,16,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Novobiocin",4,12,13,20,16,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Penicillin G",3,12,13,63,38,"EcoliNet.v1.benchmark.txt"
"Doxycycline_Piperacillin",3,12,13,63,38,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Fosfomycin",3,27,27,29,28,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Fusidic acid",6,1,1,29,15,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Imipenem",3,29,29,48,39,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Levofloxacin",3,11,11,29,20,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Meropenem",3,29,29,48,39,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Moxifloxacin",3,11,11,29,20,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Novobiocin",2,20,20,29,24,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Penicillin G",3,29,29,48,39,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Piperacillin",3,29,29,48,39,"EcoliNet.v1.benchmark.txt"
"Flucytosine_Sulfamonomethoxine",2,21,21,29,25,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Fusidic acid",5,1,1,27,14,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Imipenem",1,27,27,63,45,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Levofloxacin",2,20,20,27,24,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Meropenem",1,27,27,63,45,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Moxifloxacin",2,20,20,27,24,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Novobiocin",2,20,20,27,24,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Penicillin G",1,27,27,63,45,"EcoliNet.v1.benchmark.txt"
"Fosfomycin_Piperacillin",1,27,27,63,45,"EcoliNet.v1.benchmark.txt"
"Imipenem_Levofloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Imipenem_Mecillinam",1,56,56,72,64,"EcoliNet.v1.benchmark.txt"
"Imipenem_Meropenem",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Imipenem_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Imipenem_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
