"network","KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","path.length","K.edge","Degree1","Degree2","adjacency","mean_deg","min_deg","max_deg","min_bet","max_bet","mean_bet","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","Drug1","Drug2"
"1","eco:b3396_eco:b3426","eco:b3396","eco:b3426","Imipenem_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Imipenem-Metformin","IPM","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,2,0.000445773579760347,"Additivity","Imipenem","Metformin"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Imipenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Penicillin G","IPM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Imipenem","Penicillin G"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Imipenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Penicillin G","IPM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Imipenem","Penicillin G"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Imipenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Penicillin G","IPM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Imipenem","Penicillin G"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Imipenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Piperacillin","IPM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.036917094,-0.101216412,-0.144504898,-0.0625373,0.568022711,-0.063515816,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,15,0.00367000048246351,"Additivity-Antagonism","Imipenem","Piperacillin"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Imipenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Piperacillin","IPM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.036917094,-0.101216412,-0.144504898,-0.0625373,0.568022711,-0.063515816,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,15,0.00367000048246351,"Additivity-Antagonism","Imipenem","Piperacillin"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Imipenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Imipenem-Piperacillin","IPM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.036917094,-0.101216412,-0.144504898,-0.0625373,0.568022711,-0.063515816,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,15,0.00367000048246351,"Additivity-Antagonism","Imipenem","Piperacillin"
"1","eco:b0084_eco:b3177","eco:b0084","eco:b3177","Imipenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Imipenem-Sulfamonomethoxine","IPM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.056073715,-0.077024387,-0.071210632,-0.064659168,0.027881695,0.030955533,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,9,0.000821135662615308,"Additivity","Imipenem","Sulfamonomethoxine"
"1","eco:b0149_eco:b3177","eco:b0149","eco:b3177","Imipenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Imipenem-Sulfamonomethoxine","IPM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.056073715,-0.077024387,-0.071210632,-0.064659168,0.027881695,0.030955533,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,9,0.000821135662615308,"Additivity","Imipenem","Sulfamonomethoxine"
"1","eco:b3396_eco:b3177","eco:b3396","eco:b3177","Imipenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Imipenem-Sulfamonomethoxine","IPM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.056073715,-0.077024387,-0.071210632,-0.064659168,0.027881695,0.030955533,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,9,0.000821135662615308,"Additivity","Imipenem","Sulfamonomethoxine"
"1","eco:b0084_eco:b1288","eco:b0084","eco:b1288","Imipenem_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Imipenem-Triclosan","IPM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity-Synergy","Imipenem","Triclosan"
"1","eco:b0149_eco:b1288","eco:b0149","eco:b1288","Imipenem_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Imipenem-Triclosan","IPM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity-Synergy","Imipenem","Triclosan"
"1","eco:b1288_eco:b3396","eco:b1288","eco:b3396","Imipenem_Triclosan",Inf,0,14,15,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Imipenem-Triclosan","IPM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,8,0.00125600981887235,"Additivity-Synergy","Imipenem","Triclosan"
"1","eco:b0048_eco:b0084","eco:b0048","eco:b0084","Imipenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Imipenem-Trimethoprim","IPM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.209926531,-0.066841182,0.165331485,0.139693916,-0.026139103,0.045790427,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,5,0.000722353331276633,"Additivity-Synergy","Imipenem","Trimethoprim"
"1","eco:b0048_eco:b0149","eco:b0048","eco:b0149","Imipenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Imipenem-Trimethoprim","IPM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.209926531,-0.066841182,0.165331485,0.139693916,-0.026139103,0.045790427,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,5,0.000722353331276633,"Additivity-Synergy","Imipenem","Trimethoprim"
"1","eco:b0048_eco:b3396","eco:b0048","eco:b3396","Imipenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Imipenem-Trimethoprim","IPM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.209926531,-0.066841182,0.165331485,0.139693916,-0.026139103,0.045790427,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,5,0.000722353331276633,"Additivity-Synergy","Imipenem","Trimethoprim"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Meropenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Penicillin G"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Meropenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Penicillin G"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Meropenem_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Penicillin G"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Meropenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Piperacillin"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Meropenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Piperacillin"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Meropenem_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","Meropenem","Piperacillin"
"1","eco:b0084_eco:b3177","eco:b0084","eco:b3177","Meropenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Meropenem-Sulfamonomethoxine","MEM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02821452,-0.1054175,0.01590144,-0.04012708,-0.06565548,0.04681254,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,7,0.00242149473711998,"Additivity","Meropenem","Sulfamonomethoxine"
"1","eco:b0149_eco:b3177","eco:b0149","eco:b3177","Meropenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Meropenem-Sulfamonomethoxine","MEM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02821452,-0.1054175,0.01590144,-0.04012708,-0.06565548,0.04681254,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,7,0.00242149473711998,"Additivity","Meropenem","Sulfamonomethoxine"
"1","eco:b3396_eco:b3177","eco:b3396","eco:b3177","Meropenem_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Meropenem-Sulfamonomethoxine","MEM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02821452,-0.1054175,0.01590144,-0.04012708,-0.06565548,0.04681254,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,7,0.00242149473711998,"Additivity","Meropenem","Sulfamonomethoxine"
"1","eco:b0048_eco:b0084","eco:b0048","eco:b0084","Meropenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Meropenem-Trimethoprim","MEM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.2618998,-0.09517914,-0.08357508,-0.06712107,0.05482536,0.05900193,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,3,0.00214421771594242,"Additivity-Synergy","Meropenem","Trimethoprim"
"1","eco:b0048_eco:b0149","eco:b0048","eco:b0149","Meropenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Meropenem-Trimethoprim","MEM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.2618998,-0.09517914,-0.08357508,-0.06712107,0.05482536,0.05900193,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,3,0.00214421771594242,"Additivity-Synergy","Meropenem","Trimethoprim"
"1","eco:b0048_eco:b3396","eco:b0048","eco:b3396","Meropenem_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Meropenem-Trimethoprim","MEM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.2618998,-0.09517914,-0.08357508,-0.06712107,0.05482536,0.05900193,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,3,0.00214421771594242,"Additivity-Synergy","Meropenem","Trimethoprim"
"1","eco:b0084_eco:b3426","eco:b0084","eco:b3426","Metformin_Penicillin G",Inf,0,15,6,0,10.5,6,15,0,0,0,"Metformin-Penicillin G","MF","PEN",0,"human drug","beta-lactam","beta-lactam-human drug",0,"human","cell wall","cell wall-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.07392615,0.05044136,0.05393194,0.08149147,0.02486595,0.03839731,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity","Metformin","Penicillin G"
"1","eco:b0149_eco:b3426","eco:b0149","eco:b3426","Metformin_Penicillin G",Inf,0,15,6,0,10.5,6,15,0,0,0,"Metformin-Penicillin G","MF","PEN",0,"human drug","beta-lactam","beta-lactam-human drug",0,"human","cell wall","cell wall-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.07392615,0.05044136,0.05393194,0.08149147,0.02486595,0.03839731,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,1,0.00354172479112979,"Additivity","Metformin","Penicillin G"
