"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network"
"Novobiocin_Penicillin G","Novobiocin","Penicillin G",3,13,13,43,28,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Piperacillin","Novobiocin","Piperacillin",3,13,13,43,28,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Pseudomonic acid","Novobiocin","Pseudomonic acid",2,11,12,36,24,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Rifampicin","Novobiocin","Rifampicin",2,36,36,99,68,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",5,1,1,36,19,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Triclosan","Novobiocin","Triclosan",3,11,11,36,24,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",4,8,9,36,23,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Piperacillin","Penicillin G","Piperacillin",4,7,7,32,20,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",3,8,9,23,16,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Rifampicin","Penicillin G","Rifampicin",3,20,20,99,59,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",5,1,1,20,10,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Triclosan","Penicillin G","Triclosan",3,8,8,22,15,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",4,7,8,21,14,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",3,8,9,23,16,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Rifampicin","Piperacillin","Rifampicin",3,20,20,99,59,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",5,1,1,20,10,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Triclosan","Piperacillin","Triclosan",3,8,8,22,15,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",4,7,8,21,14,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Rifampicin","Pseudomonic acid","Rifampicin",2,11,12,99,56,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Sulfamonomethoxine","Pseudomonic acid","Sulfamonomethoxine",5,1,1,12,6,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Triclosan","Pseudomonic acid","Triclosan",4,11,11,12,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Trimethoprim","Pseudomonic acid","Trimethoprim",4,8,9,12,10,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",4,1,1,99,50,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Rifampicin_Triclosan","Rifampicin","Triclosan",3,11,11,99,55,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Rifampicin_Trimethoprim","Rifampicin","Trimethoprim",3,8,9,99,54,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",6,1,1,11,6,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",5,1,1,9,5,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Triclosan_Trimethoprim","Triclosan","Trimethoprim",3,8,9,11,10,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Amoxicillin","A22","Amoxicillin",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Aztreonam","A22","Aztreonam",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cefaclor","A22","Cefaclor",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cefotaxime","A22","Cefotaxime",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cephalexin","A22","Cephalexin",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Ciprofloxacin","A22","Ciprofloxacin",4,3,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Clindamycin","A22","Clindamycin",2,2,2,5,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Doxycycline","A22","Doxycycline",2,2,2,5,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Imipenem","A22","Imipenem",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Levofloxacin","A22","Levofloxacin",4,2,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Mecillinam","A22","Mecillinam",2,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Meropenem","A22","Meropenem",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Metformin","A22","Metformin",5,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Moxifloxacin","A22","Moxifloxacin",4,2,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Novobiocin","A22","Novobiocin",4,3,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Penicillin G","A22","Penicillin G",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Piperacillin","A22","Piperacillin",3,3,3,7,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Pseudomonic acid","A22","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Rifampicin","A22","Rifampicin",3,4,4,5,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Triclosan","A22","Triclosan",2,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Clindamycin","Amoxicillin","Clindamycin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Metformin","Amoxicillin","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Pseudomonic acid","Amoxicillin","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Rifampicin","Amoxicillin","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Triclosan","Amoxicillin","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Cefaclor","Aztreonam","Cefaclor",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Cephalexin","Aztreonam","Cephalexin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Clindamycin","Aztreonam","Clindamycin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Doxycycline","Aztreonam","Doxycycline",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Imipenem","Aztreonam","Imipenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Mecillinam","Aztreonam","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Meropenem","Aztreonam","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Metformin","Aztreonam","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Novobiocin","Aztreonam","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Penicillin G","Aztreonam","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Piperacillin","Aztreonam","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Pseudomonic acid","Aztreonam","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Rifampicin","Aztreonam","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Triclosan","Aztreonam","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Cephalexin","Cefaclor","Cephalexin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Clindamycin","Cefaclor","Clindamycin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Doxycycline","Cefaclor","Doxycycline",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Imipenem","Cefaclor","Imipenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Mecillinam","Cefaclor","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Meropenem","Cefaclor","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Metformin","Cefaclor","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Novobiocin","Cefaclor","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Penicillin G","Cefaclor","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Piperacillin","Cefaclor","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Pseudomonic acid","Cefaclor","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Rifampicin","Cefaclor","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Triclosan","Cefaclor","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Clindamycin","Cefotaxime","Clindamycin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Imipenem","Cefotaxime","Imipenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Meropenem","Cefotaxime","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Metformin","Cefotaxime","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Pseudomonic acid","Cefotaxime","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Rifampicin","Cefotaxime","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Triclosan","Cefotaxime","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Clindamycin","Cephalexin","Clindamycin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Doxycycline","Cephalexin","Doxycycline",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Imipenem","Cephalexin","Imipenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Mecillinam","Cephalexin","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Meropenem","Cephalexin","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Metformin","Cephalexin","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Novobiocin","Cephalexin","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Penicillin G","Cephalexin","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Piperacillin","Cephalexin","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Pseudomonic acid","Cephalexin","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Rifampicin","Cephalexin","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Triclosan","Cephalexin","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Clindamycin","Ciprofloxacin","Clindamycin",4,2,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Doxycycline","Ciprofloxacin","Doxycycline",4,1,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",5,1,1,8,4,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Mecillinam","Ciprofloxacin","Mecillinam",4,1,1,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Metformin","Ciprofloxacin","Metformin",4,1,1,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",5,1,1,8,4,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Novobiocin","Ciprofloxacin","Novobiocin",1,1,1,12,6,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Pseudomonic acid","Ciprofloxacin","Pseudomonic acid",4,1,1,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Rifampicin","Ciprofloxacin","Rifampicin",4,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Triclosan","Ciprofloxacin","Triclosan",6,1,1,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Doxycycline","Clindamycin","Doxycycline",2,2,2,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Imipenem","Clindamycin","Imipenem",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Levofloxacin","Clindamycin","Levofloxacin",4,1,1,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Mecillinam","Clindamycin","Mecillinam",4,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Meropenem","Clindamycin","Meropenem",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Metformin","Clindamycin","Metformin",5,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Moxifloxacin","Clindamycin","Moxifloxacin",4,1,1,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Novobiocin","Clindamycin","Novobiocin",4,2,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Penicillin G","Clindamycin","Penicillin G",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Piperacillin","Clindamycin","Piperacillin",4,2,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Pseudomonic acid","Clindamycin","Pseudomonic acid",2,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Rifampicin","Clindamycin","Rifampicin",2,2,2,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Triclosan","Clindamycin","Triclosan",4,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Levofloxacin","Doxycycline","Levofloxacin",4,1,1,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",3,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Metformin","Doxycycline","Metformin",6,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Moxifloxacin","Doxycycline","Moxifloxacin",4,1,1,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Novobiocin","Doxycycline","Novobiocin",4,1,2,7,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",4,1,2,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Pseudomonic acid","Doxycycline","Pseudomonic acid",3,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Rifampicin","Doxycycline","Rifampicin",3,2,2,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",4,1,1,2,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Levofloxacin","Imipenem","Levofloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Mecillinam","Imipenem","Mecillinam",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Meropenem","Imipenem","Meropenem",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Metformin","Imipenem","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Novobiocin","Imipenem","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Penicillin G","Imipenem","Penicillin G",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Piperacillin","Imipenem","Piperacillin",3,2,2,7,5,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Pseudomonic acid","Imipenem","Pseudomonic acid",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Rifampicin","Imipenem","Rifampicin",4,2,3,6,5,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Triclosan","Imipenem","Triclosan",4,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",5,1,1,4,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Meropenem","Levofloxacin","Meropenem",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Metformin","Levofloxacin","Metformin",6,1,1,4,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",6,1,1,6,4,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",5,1,1,8,4,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Pseudomonic acid","Levofloxacin","Pseudomonic acid",4,1,1,4,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Rifampicin","Levofloxacin","Rifampicin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Triclosan","Levofloxacin","Triclosan",6,1,1,4,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Meropenem","Mecillinam","Meropenem",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Metformin","Mecillinam","Metformin",5,1,1,1,1,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",5,1,1,4,2,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Novobiocin","Mecillinam","Novobiocin",4,1,1,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",3,1,1,6,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Pseudomonic acid","Mecillinam","Pseudomonic acid",4,1,1,1,1,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Rifampicin","Mecillinam","Rifampicin",3,1,1,4,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Mecillinam_Triclosan","Mecillinam","Triclosan",4,1,1,1,1,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Metformin","Meropenem","Metformin",6,1,1,5,3,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",5,2,2,6,4,0,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Novobiocin","Meropenem","Novobiocin",6,2,3,8,6,0,"LC.INT.EcoliNet.764gene.1073link.txt"
