"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Meropenem_Procaine","Meropenem","Procaine","Meropenem-Procaine","MEM","PRC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.197816666,0.138011177,0.030866881,0.217279956,0.100119943,0.079522247,"Additivity","Antagonism","Additivity","Additivity","Antagonism","Additivity",0,1,0,0,1,0,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Meropenem-Procaine",1,0.00161041532291776
"Meropenem_Theophylline","Meropenem","Theophylline","Meropenem-Theophylline","MEM","TPH",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.079445012,-0.035225554,-0.037761609,-0.06824269,-0.02269378,0.038457357,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Meropenem-Theophylline",2,0.00151654919727939
"Meropenem_Verapamil","Meropenem","Verapamil","Meropenem-Verapamil","MEM","VPM",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.076211745,-0.115737945,-0.045526099,-0.153092155,0.073078184,0.064097404,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Meropenem-Verapamil",2,0.00151654919727939
"Triclosan_Verapamil","Triclosan","Verapamil","Triclosan-Verapamil","TRI","VPM",0,"other membrane","human drug","human drug-other membrane",0,"membrane","human","human-membrane",0,"anti-infective","human-targeted drug","anti-infective-human-targeted drug",0.051142772,0.028415242,-0.05776537,-0.037922013,-0.056250337,-0.03698018,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Triclosan-Verapamil",4,0.00101849165039097
"Gentamicin_Imipenem","Gentamicin","Imipenem","Gentamicin-Imipenem","GEN","IPM",0,"aminoglycoside","beta-lactam","aminoglycoside-beta-lactam",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.047364486,0.08761125,0.10200313,-0.033285312,0.165928738,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Gentamicin-Imipenem",1,0.00161041532291776
"Gentamicin_Teicoplanin","Gentamicin","Teicoplanin","Gentamicin-Teicoplanin","GEN","TEC",0,"aminoglycoside","other cell wall","aminoglycoside-other cell wall",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.01076235,0.066548854,0.078800659,-0.091614264,0,0.006245166,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Gentamicin-Teicoplanin",7,0.00254252495318575
"Gentamicin_Metronidazole","Gentamicin","Metronidazole","Gentamicin-Metronidazole","GEN","MTZ",0,"aminoglycoside","other DNA","aminoglycoside-other DNA",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.016535688,0.06674597,0.053840622,-0.107961959,0.049996221,0.003644178,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Gentamicin-Metronidazole",7,0.00254252495318575
"Gentamicin_Mitomycin C","Gentamicin","Mitomycin C","Gentamicin-Mitomycin C","GEN","MMC",0,"aminoglycoside","other DNA","aminoglycoside-other DNA",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",0,"antibiotic","research used drug","antibiotic-research used drug",-0.139207795,-0.073814896,0.083164304,0.182628814,0,0.183067245,"Additivity","Additivity","Additivity","Antagonism","Additivity","Antagonism",0,0,0,1,0,1,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Gentamicin-Mitomycin C",3,0.000695499357720025
"Gentamicin_Levofloxacin","Gentamicin","Levofloxacin","Gentamicin-Levofloxacin","GEN","LCX",0,"aminoglycoside","DNA gyrase","aminoglycoside-DNA gyrase",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.088642294,0.130311096,0.087247839,0.082632543,0,0.311920524,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Gentamicin-Levofloxacin",1,0.00161041532291776
"Gentamicin_Sulfamonomethoxine","Gentamicin","Sulfamonomethoxine","Gentamicin-Sulfamonomethoxine","GEN","SMM",0,"aminoglycoside","folic acid biosynthesis","aminoglycoside-folic acid biosynthesis",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.070359971,-0.066701234,0.079482825,-0.089678058,0.031146271,0.011924055,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Gentamicin-Sulfamonomethoxine",2,0.00151654919727939
"Gentamicin_Nisin","Gentamicin","Nisin","Gentamicin-Nisin","GEN","NSN",0,"aminoglycoside","PMF","aminoglycoside-PMF",0,"protein synthesis inhibitor","PMF","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.038800949,0.079731299,0.071789755,-0.094699854,0.026198886,0.01225478,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Gentamicin-Nisin",7,0.00254252495318575
"Gentamicin_Nonactin","Gentamicin","Nonactin","Gentamicin-Nonactin","GEN","NON",0,"aminoglycoside","PMF","aminoglycoside-PMF",0,"protein synthesis inhibitor","PMF","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066874596,-0.052377478,0.044196262,0.024083049,0.01705479,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Gentamicin-Nonactin",3,0.000695499357720025
"Gentamicin_Paraquat","Gentamicin","Paraquat","Gentamicin-Paraquat","GEN","PQ",0,"aminoglycoside","oxidative stress","aminoglycoside-oxidative stress",0,"protein synthesis inhibitor","oxidative stress","oxidative stress-protein synthesis inhibitor",0,"antibiotic","research used drug","antibiotic-research used drug",0.054511414,0.042204995,-0.056115439,-0.122406091,-0.031208709,0.047099843,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Gentamicin-Paraquat",4,0.00101849165039097
"Gentamicin_Linezolid","Gentamicin","Linezolid","Gentamicin-Linezolid","GEN","LZD",0,"aminoglycoside","other protein synthesis inhibitor","aminoglycoside-other protein synthesis inhibitor",1,"protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.109882903,0.024078751,0.051758241,-0.093395298,0,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Gentamicin-Linezolid",2,0.00151654919727939
"Gentamicin_Tigecycline","Gentamicin","Tigecycline","Gentamicin-Tigecycline","GEN","TGC",0,"aminoglycoside","tetracycline","aminoglycoside-tetracycline",1,"protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.044840364,0.052171204,0.04885499,-0.109545205,0.198742305,0.032015449,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Gentamicin-Tigecycline",1,0.00161041532291776
"Gentamicin_Spiramycin","Gentamicin","Spiramycin","Gentamicin-Spiramycin","GEN","SPM",0,"aminoglycoside","macrolide","aminoglycoside-macrolide",1,"protein synthesis inhibitor","protein synthesis inhibitor","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.092597559,0.038175564,0.073742243,0.030609897,0,-0.004180103,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Gentamicin-Spiramycin",1,0.00161041532291776
"Gentamicin_Reserpine","Gentamicin","Reserpine","Gentamicin-Reserpine","GEN","RSP",0,"aminoglycoside","human drug","aminoglycoside-human drug",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.078853714,-0.029271752,-0.044703792,-0.113167839,0.089643694,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Gentamicin-Reserpine",2,0.00151654919727939
"Gentamicin_Procaine","Gentamicin","Procaine","Gentamicin-Procaine","GEN","PRC",0,"aminoglycoside","human drug","aminoglycoside-human drug",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.564247398,0.17950392,0.159489935,0.681990291,0.132706048,0,"Antagonism","Additivity","Additivity","Antagonism","Additivity","Additivity",1,0,0,1,0,0,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Gentamicin-Procaine",1,0.00161041532291776
"Gentamicin_Theophylline","Gentamicin","Theophylline","Gentamicin-Theophylline","GEN","TPH",0,"aminoglycoside","human drug","aminoglycoside-human drug",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.011229444,0.04826704,0.103318376,-0.086040412,0,0.016735959,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Gentamicin-Theophylline",7,0.00254252495318575
"Gentamicin_Verapamil","Gentamicin","Verapamil","Gentamicin-Verapamil","GEN","VPM",0,"aminoglycoside","human drug","aminoglycoside-human drug",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.016272442,0.090675888,0.030619727,-0.065181733,0.124280655,0.057329105,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Gentamicin-Verapamil",7,0.00254252495318575
"Berberine_Imipenem","Berberine","Imipenem","Berberine-Imipenem","BBR","IPM",0,"food additive","beta-lactam","beta-lactam-food additive",0,"human","cell wall","cell wall-human",0,"food additive","antibiotic","antibiotic-food additive",0.043147794,0.035466777,0.119149397,0.036656118,-0.088964118,0.02662512,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Berberine-Imipenem",1,0.00161041532291776
"Berberine_Cephalexin","Berberine","Cephalexin","Berberine-Cephalexin","BBR","LEX",0,"food additive","beta-lactam","beta-lactam-food additive",0,"human","cell wall","cell wall-human",0,"food additive","antibiotic","antibiotic-food additive",0.026611558,0.033129878,-0.030099431,-0.023977031,-0.037801324,-0.030616998,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,"Berberine-Cephalexin",4,0.00101849165039097
"Berberine_Teicoplanin","Berberine","Teicoplanin","Berberine-Teicoplanin","BBR","TEC",0,"food additive","other cell wall","food additive-other cell wall",0,"human","cell wall","cell wall-human",0,"food additive","antibiotic","antibiotic-food additive",-0.043159903,-0.025118186,0.02770219,-0.02489874,0.04048343,-0.017514142,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Berberine-Teicoplanin",2,0.00151654919727939
"Berberine_Metronidazole","Berberine","Metronidazole","Berberine-Metronidazole","BBR","MTZ",0,"food additive","other DNA","food additive-other DNA",0,"human","DNA","DNA-human",0,"food additive","antibiotic","antibiotic-food additive",0.040046991,0.038384302,-0.03062616,0.076103683,-0.045411964,0.031042934,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Berberine-Metronidazole",8,0.00215049609648241
"Berberine_Clofazimine","Berberine","Clofazimine","Berberine-Clofazimine","BBR","CLO",0,"food additive","other DNA","food additive-other DNA",0,"human","DNA","DNA-human",0,"food additive","antibiotic","antibiotic-food additive",0.055418154,0.0450357,-0.069735388,0.043257998,-0.072272712,-0.02891037,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,"Berberine-Clofazimine",8,0.00215049609648241
"Berberine_Doxorubicin","Berberine","Doxorubicin","Berberine-Doxorubicin","BBR","DXR",0,"food additive","other DNA","food additive-other DNA",0,"human","DNA","DNA-human",0,"food additive","human-targeted drug","food additive-human-targeted drug",0.066891339,0.059903909,0.027255834,0.100212948,0.037737756,0.027126165,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,"Berberine-Doxorubicin",1,0.00161041532291776
"Berberine_Mitomycin C","Berberine","Mitomycin C","Berberine-Mitomycin C","BBR","MMC",0,"food additive","other DNA","food additive-other DNA",0,"human","DNA","DNA-human",0,"food additive","research used drug","food additive-research used drug",0.056195086,0.223947913,-0.125400982,-0.309887362,0.047212007,0.093459348,"Additivity","Antagonism","Synergy","Synergy","Additivity","Additivity",0,1,-1,-1,0,0,-1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Berberine-Mitomycin C",4,0.00101849165039097
"Berberine_Ciprofloxacin","Berberine","Ciprofloxacin","Berberine-Ciprofloxacin","BBR","CIP",0,"food additive","quinolones","food additive-quinolones",0,"human","DNA","DNA-human",0,"food additive","antibiotic","antibiotic-food additive",0.055965432,0.085428618,0.099226736,0.066811882,0.288292147,0.434818417,"Additivity","Additivity","Additivity","Additivity","Antagonism","Antagonism",0,0,0,0,1,1,2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,"Berberine-Ciprofloxacin",1,0.00161041532291776
"Berberine_Levofloxacin","Berberine","Levofloxacin","Berberine-Levofloxacin","BBR","LCX",0,"food additive","DNA gyrase","DNA gyrase-food additive",0,"human","DNA","DNA-human",0,"food additive","antibiotic","antibiotic-food additive",0.048384184,0.053243406,0.02387475,0.13680966,0.363241421,0.70685036,"Additivity","Additivity","Additivity","Additivity","Antagonism","Antagonism",0,0,0,0,1,1,2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Berberine-Levofloxacin",1,0.00161041532291776
"Berberine_Sulfamonomethoxine","Berberine","Sulfamonomethoxine","Berberine-Sulfamonomethoxine","BBR","SMM",0,"food additive","folic acid biosynthesis","folic acid biosynthesis-food additive",0,"human","DNA","DNA-human",0,"food additive","antibiotic","antibiotic-food additive",0.032272532,0.058191139,-0.040554677,-0.059597548,-0.069657103,0.019047871,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Berberine-Sulfamonomethoxine",4,0.00101849165039097
"Berberine_Cerulenin","Berberine","Cerulenin","Berberine-Cerulenin","BBR","CER",0,"food additive","fatty acid biosynthesis","fatty acid biosynthesis-food additive",0,"human","membrane","human-membrane",0,"food additive","anti-infective","anti-infective-food additive",0.088684555,0.04906812,0.048950283,0.061114024,-0.031008799,0.028233242,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,"Berberine-Cerulenin",1,0.00161041532291776
"Berberine_Nisin","Berberine","Nisin","Berberine-Nisin","BBR","NSN",0,"food additive","PMF","food additive-PMF",0,"human","PMF","human-PMF",0,"food additive","antibiotic","antibiotic-food additive",0.075521515,0.030171542,-0.033366729,0.069477151,-0.035378611,-0.027621208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Berberine-Nisin",8,0.00215049609648241
"Berberine_Daptomycin","Berberine","Daptomycin","Berberine-Daptomycin","BBR","DAP",0,"food additive","PMF","food additive-PMF",0,"human","PMF","human-PMF",0,"food additive","antibiotic","antibiotic-food additive",0.047084118,0.038600829,-0.079961407,0.062922551,-0.029002859,0.031936377,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,"Berberine-Daptomycin",8,0.00215049609648241
"Berberine_Nonactin","Berberine","Nonactin","Berberine-Nonactin","BBR","NON",0,"food additive","PMF","food additive-PMF",0,"human","PMF","human-PMF",0,"food additive","antibiotic","antibiotic-food additive",-0.030421662,-0.034284102,-0.036310005,-0.048881426,-0.084740794,-0.048796354,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Berberine-Nonactin",6,0.00181682055372977
"Berberine_Paraquat","Berberine","Paraquat","Berberine-Paraquat","BBR","PQ",0,"food additive","oxidative stress","food additive-oxidative stress",0,"human","oxidative stress","human-oxidative stress",0,"food additive","research used drug","food additive-research used drug",0.116972145,0.149619102,0.031398265,0.063702964,-0.027703076,0.043061231,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Berberine-Paraquat",1,0.00161041532291776
"Berberine_Linezolid","Berberine","Linezolid","Berberine-Linezolid","BBR","LZD",0,"food additive","other protein synthesis inhibitor","food additive-other protein synthesis inhibitor",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"food additive","antibiotic","antibiotic-food additive",-0.035221377,-0.048581811,-0.03224015,-0.094866352,-0.085153183,0.029882783,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Berberine-Linezolid",2,0.00151654919727939
