"drugdrug","drug_pair","clusters"
"Bleomycin-Meropenem","Bleomycin_Meropenem",3
"Bleomycin-Colistin","Bleomycin_Colistin",13
"Bleomycin-CHIR-90","Bleomycin_CHIR-90",13
"Bleomycin-Triclosan","Bleomycin_Triclosan",3
"Bleomycin-Gentamicin","Bleomycin_Gentamicin",5
"Azithromycin-Bleomycin","Bleomycin_Azithromycin",12
"Bleomycin-Curcumin","Bleomycin_Curcumin",10
"Berberine-Bleomycin","Bleomycin_Berberine",12
"Bleomycin-Metformin","Bleomycin_Metformin",2
"Bleomycin-Phenformin","Bleomycin_Phenformin",4
"Bleomycin-Streptozotocin","Bleomycin_Streptozotocin",13
"Bleomycin-Diclofenac","Bleomycin_Diclofenac",11
"Acetylsalisylic acid-Bleomycin","Bleomycin_Acetylsalisylic acid",2
"Bleomycin-Ciclopirox","Bleomycin_Ciclopirox",11
"Bleomycin-Moxifloxacin","Bleomycin_Moxifloxacin",3
"Bleomycin-Phleomycin","Bleomycin_Phleomycin",5
"Cefotaxime-Polymyxin B","Polymyxin B_Cefotaxime",9
"Cefaclor-Polymyxin B","Polymyxin B_Cefaclor",2
"Cefsulodin-Polymyxin B","Polymyxin B_Cefsulodin",12
"Piperacillin-Polymyxin B","Polymyxin B_Piperacillin",4
"Penicillin G-Polymyxin B","Polymyxin B_Penicillin G",8
"Imipenem-Polymyxin B","Polymyxin B_Imipenem",6
"Mecillinam-Polymyxin B","Polymyxin B_Mecillinam",1
"Aztreonam-Polymyxin B","Polymyxin B_Aztreonam",1
"Cephalexin-Polymyxin B","Polymyxin B_Cephalexin",4
"A22-Polymyxin B","Polymyxin B_A22",1
"Polymyxin B-Teicoplanin","Polymyxin B_Teicoplanin",4
"Metronidazole-Polymyxin B","Polymyxin B_Metronidazole",4
"Clofazimine-Polymyxin B","Polymyxin B_Clofazimine",4
"Doxorubicin-Polymyxin B","Polymyxin B_Doxorubicin",9
"Mitomycin C-Polymyxin B","Polymyxin B_Mitomycin C",11
"Polymyxin B-Rifampicin","Polymyxin B_Rifampicin",13
"Levofloxacin-Polymyxin B","Polymyxin B_Levofloxacin",8
"Polymyxin B-Trimethoprim","Polymyxin B_Trimethoprim",9
"Polymyxin B-Sulfamonomethoxine","Polymyxin B_Sulfamonomethoxine",4
"Nitrofurantoin-Polymyxin B","Polymyxin B_Nitrofurantoin",10
"Bleomycin-Polymyxin B","Polymyxin B_Bleomycin",10
"Chlorhexidine-Polymyxin B","Polymyxin B_Chlorhexidine",5
"Benzalkonium-Polymyxin B","Polymyxin B_Benzalkonium",13
"EGCG-Polymyxin B","Polymyxin B_EGCG",6
"Cerulenin-Polymyxin B","Polymyxin B_Cerulenin",10
"Nisin-Polymyxin B","Polymyxin B_Nisin",6
"Daptomycin-Polymyxin B","Polymyxin B_Daptomycin",1
"CCCP-Polymyxin B","Polymyxin B_CCCP",13
"Nonactin-Polymyxin B","Polymyxin B_Nonactin",9
"Paraquat-Polymyxin B","Polymyxin B_Paraquat",5
"Fusidic acid-Polymyxin B","Polymyxin B_Fusidic acid",13
"Polymyxin B-Puromycin","Polymyxin B_Puromycin",4
"Linezolid-Polymyxin B","Polymyxin B_Linezolid",1
"Clindamycin-Polymyxin B","Polymyxin B_Clindamycin",13
"Minocycline-Polymyxin B","Polymyxin B_Minocycline",3
"Polymyxin B-Tigecycline","Polymyxin B_Tigecycline",7
"Amikacin-Polymyxin B","Polymyxin B_Amikacin",2
"Polymyxin B-Tobramycin","Polymyxin B_Tobramycin",2
"Polymyxin B-Spiramycin","Polymyxin B_Spiramycin",5
"Erythromycin-Polymyxin B","Polymyxin B_Erythromycin",13
"Clarithromycin-Polymyxin B","Polymyxin B_Clarithromycin",13
"Caffeine-Polymyxin B","Polymyxin B_Caffeine",4
"Polymyxin B-Vanillin","Polymyxin B_Vanillin",6
"Polymyxin B-Reserpine","Polymyxin B_Reserpine",6
"Polymyxin B-Procaine","Polymyxin B_Procaine",9
"Polymyxin B-Theophylline","Polymyxin B_Theophylline",4
"Loperamide-Polymyxin B","Polymyxin B_Loperamide",13
"Polymyxin B-Verapamil","Polymyxin B_Verapamil",13
"Meropenem-Polymyxin B","Polymyxin B_Meropenem",7
"Colistin-Polymyxin B","Polymyxin B_Colistin",10
"CHIR-90-Polymyxin B","Polymyxin B_CHIR-90",2
"Polymyxin B-Triclosan","Polymyxin B_Triclosan",13
"Gentamicin-Polymyxin B","Polymyxin B_Gentamicin",2
"Azithromycin-Polymyxin B","Polymyxin B_Azithromycin",3
"Curcumin-Polymyxin B","Polymyxin B_Curcumin",13
"Berberine-Polymyxin B","Polymyxin B_Berberine",6
"Metformin-Polymyxin B","Polymyxin B_Metformin",6
"Phenformin-Polymyxin B","Polymyxin B_Phenformin",10
"Polymyxin B-Streptozotocin","Polymyxin B_Streptozotocin",5
"Diclofenac-Polymyxin B","Polymyxin B_Diclofenac",2
"Acetylsalisylic acid-Polymyxin B","Polymyxin B_Acetylsalisylic acid",3
"Ciclopirox-Polymyxin B","Polymyxin B_Ciclopirox",6
"Moxifloxacin-Polymyxin B","Polymyxin B_Moxifloxacin",10
"Phleomycin-Polymyxin B","Polymyxin B_Phleomycin",2
"Chlorhexidine-Penicillin G","Chlorhexidine_Penicillin G",8
"Chlorhexidine-Imipenem","Chlorhexidine_Imipenem",9
"Aztreonam-Chlorhexidine","Chlorhexidine_Aztreonam",2
"Chlorhexidine-Metronidazole","Chlorhexidine_Metronidazole",4
"Chlorhexidine-Clofazimine","Chlorhexidine_Clofazimine",4
"Chlorhexidine-Doxorubicin","Chlorhexidine_Doxorubicin",4
"Chlorhexidine-Mitomycin C","Chlorhexidine_Mitomycin C",3
"Chlorhexidine-Rifampicin","Chlorhexidine_Rifampicin",13
"Bleomycin-Chlorhexidine","Chlorhexidine_Bleomycin",7
"Chlorhexidine-EGCG","Chlorhexidine_EGCG",8
"Cerulenin-Chlorhexidine","Chlorhexidine_Cerulenin",13
"Chlorhexidine-Nisin","Chlorhexidine_Nisin",4
"Chlorhexidine-Daptomycin","Chlorhexidine_Daptomycin",4
"Chlorhexidine-Nonactin","Chlorhexidine_Nonactin",2
"Chlorhexidine-Puromycin","Chlorhexidine_Puromycin",5
"Chlorhexidine-Linezolid","Chlorhexidine_Linezolid",8
"Chlorhexidine-Tigecycline","Chlorhexidine_Tigecycline",4
"Chlorhexidine-Clarithromycin","Chlorhexidine_Clarithromycin",13
"Caffeine-Chlorhexidine","Chlorhexidine_Caffeine",4
"Chlorhexidine-Reserpine","Chlorhexidine_Reserpine",4
"Chlorhexidine-Theophylline","Chlorhexidine_Theophylline",4
"Chlorhexidine-Meropenem","Chlorhexidine_Meropenem",4
"Chlorhexidine-Colistin","Chlorhexidine_Colistin",3
"CHIR-90-Chlorhexidine","Chlorhexidine_CHIR-90",13
"Chlorhexidine-Triclosan","Chlorhexidine_Triclosan",3
"Chlorhexidine-Gentamicin","Chlorhexidine_Gentamicin",2
"Azithromycin-Chlorhexidine","Chlorhexidine_Azithromycin",2
"Chlorhexidine-Curcumin","Chlorhexidine_Curcumin",2
"Berberine-Chlorhexidine","Chlorhexidine_Berberine",2
"Chlorhexidine-Metformin","Chlorhexidine_Metformin",9
"Chlorhexidine-Phenformin","Chlorhexidine_Phenformin",3
"Chlorhexidine-Streptozotocin","Chlorhexidine_Streptozotocin",8
"Chlorhexidine-Diclofenac","Chlorhexidine_Diclofenac",10
"Acetylsalisylic acid-Chlorhexidine","Chlorhexidine_Acetylsalisylic acid",11
"Chlorhexidine-Ciclopirox","Chlorhexidine_Ciclopirox",3
"Chlorhexidine-Moxifloxacin","Chlorhexidine_Moxifloxacin",13
"Chlorhexidine-Phleomycin","Chlorhexidine_Phleomycin",2
"Benzalkonium-Cefaclor","Benzalkonium_Cefaclor",6
"Benzalkonium-Cefsulodin","Benzalkonium_Cefsulodin",12
"Benzalkonium-Piperacillin","Benzalkonium_Piperacillin",2
"Benzalkonium-Penicillin G","Benzalkonium_Penicillin G",1
"Benzalkonium-Imipenem","Benzalkonium_Imipenem",10
"Benzalkonium-Mecillinam","Benzalkonium_Mecillinam",2
"Aztreonam-Benzalkonium","Benzalkonium_Aztreonam",1
"Benzalkonium-Cephalexin","Benzalkonium_Cephalexin",7
"A22-Benzalkonium","Benzalkonium_A22",7
"Benzalkonium-Teicoplanin","Benzalkonium_Teicoplanin",3
"Benzalkonium-Metronidazole","Benzalkonium_Metronidazole",11
"Benzalkonium-Clofazimine","Benzalkonium_Clofazimine",11
"Benzalkonium-Doxorubicin","Benzalkonium_Doxorubicin",12
"Benzalkonium-Mitomycin C","Benzalkonium_Mitomycin C",11
"Benzalkonium-Rifampicin","Benzalkonium_Rifampicin",11
"Benzalkonium-Levofloxacin","Benzalkonium_Levofloxacin",2
"Benzalkonium-Trimethoprim","Benzalkonium_Trimethoprim",6
"Benzalkonium-Sulfamonomethoxine","Benzalkonium_Sulfamonomethoxine",5
"Benzalkonium-Nitrofurantoin","Benzalkonium_Nitrofurantoin",5
"Benzalkonium-Bleomycin","Benzalkonium_Bleomycin",2
"Benzalkonium-Chlorhexidine","Benzalkonium_Chlorhexidine",13
"Benzalkonium-EGCG","Benzalkonium_EGCG",8
"Benzalkonium-Cerulenin","Benzalkonium_Cerulenin",12
"Benzalkonium-Nisin","Benzalkonium_Nisin",5
"Benzalkonium-Daptomycin","Benzalkonium_Daptomycin",12
"Benzalkonium-CCCP","Benzalkonium_CCCP",13
"Benzalkonium-Nonactin","Benzalkonium_Nonactin",7
"Benzalkonium-Paraquat","Benzalkonium_Paraquat",5
"Benzalkonium-Puromycin","Benzalkonium_Puromycin",9
"Benzalkonium-Linezolid","Benzalkonium_Linezolid",2
"Benzalkonium-Clindamycin","Benzalkonium_Clindamycin",2
"Benzalkonium-Minocycline","Benzalkonium_Minocycline",8
"Benzalkonium-Tigecycline","Benzalkonium_Tigecycline",7
"Benzalkonium-Tobramycin","Benzalkonium_Tobramycin",1
"Benzalkonium-Spiramycin","Benzalkonium_Spiramycin",6
"Benzalkonium-Erythromycin","Benzalkonium_Erythromycin",2
"Benzalkonium-Clarithromycin","Benzalkonium_Clarithromycin",2
"Benzalkonium-Caffeine","Benzalkonium_Caffeine",10
"Benzalkonium-Vanillin","Benzalkonium_Vanillin",5
"Benzalkonium-Reserpine","Benzalkonium_Reserpine",8
"Benzalkonium-Procaine","Benzalkonium_Procaine",13
"Benzalkonium-Theophylline","Benzalkonium_Theophylline",10
"Benzalkonium-Loperamide","Benzalkonium_Loperamide",3
"Benzalkonium-Verapamil","Benzalkonium_Verapamil",13
"Benzalkonium-Meropenem","Benzalkonium_Meropenem",12
"Benzalkonium-Colistin","Benzalkonium_Colistin",13
"Benzalkonium-CHIR-90","Benzalkonium_CHIR-90",2
"Benzalkonium-Triclosan","Benzalkonium_Triclosan",4
"Benzalkonium-Gentamicin","Benzalkonium_Gentamicin",2
"Azithromycin-Benzalkonium","Benzalkonium_Azithromycin",2
"Benzalkonium-Curcumin","Benzalkonium_Curcumin",2
"Benzalkonium-Berberine","Benzalkonium_Berberine",2
"Benzalkonium-Metformin","Benzalkonium_Metformin",10
"Benzalkonium-Phenformin","Benzalkonium_Phenformin",3
"Benzalkonium-Streptozotocin","Benzalkonium_Streptozotocin",2
"Benzalkonium-Diclofenac","Benzalkonium_Diclofenac",2
"Acetylsalisylic acid-Benzalkonium","Benzalkonium_Acetylsalisylic acid",11
"Benzalkonium-Ciclopirox","Benzalkonium_Ciclopirox",3
"Benzalkonium-Moxifloxacin","Benzalkonium_Moxifloxacin",5
"Benzalkonium-Phleomycin","Benzalkonium_Phleomycin",2
"EGCG-Penicillin G","EGCG_Penicillin G",6
"EGCG-Imipenem","EGCG_Imipenem",12
"Aztreonam-EGCG","EGCG_Aztreonam",2
"Clofazimine-EGCG","EGCG_Clofazimine",3
"Doxorubicin-EGCG","EGCG_Doxorubicin",4
"EGCG-Mitomycin C","EGCG_Mitomycin C",6
"EGCG-Rifampicin","EGCG_Rifampicin",5
"Bleomycin-EGCG","EGCG_Bleomycin",1
"Cerulenin-EGCG","EGCG_Cerulenin",6
"Daptomycin-EGCG","EGCG_Daptomycin",4
"EGCG-Nonactin","EGCG_Nonactin",3
"EGCG-Puromycin","EGCG_Puromycin",8
"EGCG-Linezolid","EGCG_Linezolid",3
"EGCG-Tigecycline","EGCG_Tigecycline",3
"Clarithromycin-EGCG","EGCG_Clarithromycin",3
"Caffeine-EGCG","EGCG_Caffeine",4
"EGCG-Reserpine","EGCG_Reserpine",3
"EGCG-Theophylline","EGCG_Theophylline",9
"EGCG-Meropenem","EGCG_Meropenem",7
"Colistin-EGCG","EGCG_Colistin",12
"CHIR-90-EGCG","EGCG_CHIR-90",6
"EGCG-Triclosan","EGCG_Triclosan",10
"EGCG-Gentamicin","EGCG_Gentamicin",2
"Azithromycin-EGCG","EGCG_Azithromycin",10
"Curcumin-EGCG","EGCG_Curcumin",12
"Berberine-EGCG","EGCG_Berberine",7
"EGCG-Metformin","EGCG_Metformin",12
"EGCG-Phenformin","EGCG_Phenformin",10
"EGCG-Streptozotocin","EGCG_Streptozotocin",6
"Diclofenac-EGCG","EGCG_Diclofenac",6
"Acetylsalisylic acid-EGCG","EGCG_Acetylsalisylic acid",3
"Ciclopirox-EGCG","EGCG_Ciclopirox",13
"EGCG-Moxifloxacin","EGCG_Moxifloxacin",2
"EGCG-Phleomycin","EGCG_Phleomycin",2
"Cerulenin-Mitomycin C","Cerulenin_Mitomycin C",6
"Cerulenin-Tigecycline","Cerulenin_Tigecycline",8
"Cerulenin-Meropenem","Cerulenin_Meropenem",13
"Cerulenin-Colistin","Cerulenin_Colistin",13
"Cerulenin-CHIR-90","Cerulenin_CHIR-90",2
"Cerulenin-Triclosan","Cerulenin_Triclosan",7
"Cerulenin-Gentamicin","Cerulenin_Gentamicin",10
"Azithromycin-Cerulenin","Cerulenin_Azithromycin",1
"Cerulenin-Curcumin","Cerulenin_Curcumin",6
"Berberine-Cerulenin","Cerulenin_Berberine",1
"Cerulenin-Metformin","Cerulenin_Metformin",3
"Cerulenin-Phenformin","Cerulenin_Phenformin",11
"Cerulenin-Streptozotocin","Cerulenin_Streptozotocin",7
"Cerulenin-Diclofenac","Cerulenin_Diclofenac",2
"Acetylsalisylic acid-Cerulenin","Cerulenin_Acetylsalisylic acid",7
"Cerulenin-Ciclopirox","Cerulenin_Ciclopirox",7
"Cerulenin-Moxifloxacin","Cerulenin_Moxifloxacin",12
"Cerulenin-Phleomycin","Cerulenin_Phleomycin",10
"Nisin-Penicillin G","Nisin_Penicillin G",8
"Imipenem-Nisin","Nisin_Imipenem",4
"Aztreonam-Nisin","Nisin_Aztreonam",5
"Clofazimine-Nisin","Nisin_Clofazimine",4
"Doxorubicin-Nisin","Nisin_Doxorubicin",1
"Mitomycin C-Nisin","Nisin_Mitomycin C",5
"Nisin-Rifampicin","Nisin_Rifampicin",5
"Bleomycin-Nisin","Nisin_Bleomycin",4
"EGCG-Nisin","Nisin_EGCG",8
"Cerulenin-Nisin","Nisin_Cerulenin",8
"Daptomycin-Nisin","Nisin_Daptomycin",8
"Nisin-Nonactin","Nisin_Nonactin",6
"Nisin-Puromycin","Nisin_Puromycin",4
"Linezolid-Nisin","Nisin_Linezolid",2
"Nisin-Tigecycline","Nisin_Tigecycline",5
"Clarithromycin-Nisin","Nisin_Clarithromycin",4
"Caffeine-Nisin","Nisin_Caffeine",9
"Nisin-Reserpine","Nisin_Reserpine",9
"Nisin-Theophylline","Nisin_Theophylline",12
"Meropenem-Nisin","Nisin_Meropenem",3
"Colistin-Nisin","Nisin_Colistin",3
"CHIR-90-Nisin","Nisin_CHIR-90",2
"Nisin-Triclosan","Nisin_Triclosan",10
"Gentamicin-Nisin","Nisin_Gentamicin",12
"Azithromycin-Nisin","Nisin_Azithromycin",7
"Curcumin-Nisin","Nisin_Curcumin",7
"Berberine-Nisin","Nisin_Berberine",6
"Metformin-Nisin","Nisin_Metformin",9
"Nisin-Phenformin","Nisin_Phenformin",3
"Nisin-Streptozotocin","Nisin_Streptozotocin",7
"Diclofenac-Nisin","Nisin_Diclofenac",1
"Acetylsalisylic acid-Nisin","Nisin_Acetylsalisylic acid",11
"Ciclopirox-Nisin","Nisin_Ciclopirox",3
"Moxifloxacin-Nisin","Nisin_Moxifloxacin",12
"Nisin-Phleomycin","Nisin_Phleomycin",9
"Daptomycin-Mitomycin C","Daptomycin_Mitomycin C",3
"Cerulenin-Daptomycin","Daptomycin_Cerulenin",8
"Daptomycin-Tigecycline","Daptomycin_Tigecycline",8
"Daptomycin-Meropenem","Daptomycin_Meropenem",3
"Colistin-Daptomycin","Daptomycin_Colistin",10
"CHIR-90-Daptomycin","Daptomycin_CHIR-90",7
"Daptomycin-Triclosan","Daptomycin_Triclosan",7
"Daptomycin-Gentamicin","Daptomycin_Gentamicin",12
"Azithromycin-Daptomycin","Daptomycin_Azithromycin",11
"Curcumin-Daptomycin","Daptomycin_Curcumin",4
"Berberine-Daptomycin","Daptomycin_Berberine",6
"Daptomycin-Metformin","Daptomycin_Metformin",8
"Daptomycin-Phenformin","Daptomycin_Phenformin",6
"Daptomycin-Streptozotocin","Daptomycin_Streptozotocin",12
"Daptomycin-Diclofenac","Daptomycin_Diclofenac",6
"Acetylsalisylic acid-Daptomycin","Daptomycin_Acetylsalisylic acid",7
"Ciclopirox-Daptomycin","Daptomycin_Ciclopirox",3
"Daptomycin-Moxifloxacin","Daptomycin_Moxifloxacin",5
"Daptomycin-Phleomycin","Daptomycin_Phleomycin",4
"CCCP-Penicillin G","CCCP_Penicillin G",6
"CCCP-Imipenem","CCCP_Imipenem",9
"CCCP-Mecillinam","CCCP_Mecillinam",3
"Aztreonam-CCCP","CCCP_Aztreonam",4
"CCCP-Cephalexin","CCCP_Cephalexin",10
"A22-CCCP","CCCP_A22",3
"CCCP-Teicoplanin","CCCP_Teicoplanin",9
"CCCP-Metronidazole","CCCP_Metronidazole",8
"CCCP-Clofazimine","CCCP_Clofazimine",4
"CCCP-Doxorubicin","CCCP_Doxorubicin",9
"CCCP-Mitomycin C","CCCP_Mitomycin C",11
"CCCP-Rifampicin","CCCP_Rifampicin",3
"Bleomycin-CCCP","CCCP_Bleomycin",9
"CCCP-Chlorhexidine","CCCP_Chlorhexidine",13
"CCCP-EGCG","CCCP_EGCG",5
"CCCP-Cerulenin","CCCP_Cerulenin",8
"CCCP-Nisin","CCCP_Nisin",8
"CCCP-Daptomycin","CCCP_Daptomycin",4
"CCCP-Nonactin","CCCP_Nonactin",6
"CCCP-Puromycin","CCCP_Puromycin",3
"CCCP-Linezolid","CCCP_Linezolid",10
"CCCP-Minocycline","CCCP_Minocycline",6
"CCCP-Tigecycline","CCCP_Tigecycline",4
"CCCP-Tobramycin","CCCP_Tobramycin",10
"CCCP-Clarithromycin","CCCP_Clarithromycin",10
"Caffeine-CCCP","CCCP_Caffeine",9
"CCCP-Reserpine","CCCP_Reserpine",6
"CCCP-Theophylline","CCCP_Theophylline",9
"CCCP-Loperamide","CCCP_Loperamide",13
"CCCP-Meropenem","CCCP_Meropenem",3
"CCCP-Colistin","CCCP_Colistin",13
"CCCP-CHIR-90","CCCP_CHIR-90",7
"CCCP-Triclosan","CCCP_Triclosan",10
"CCCP-Gentamicin","CCCP_Gentamicin",5
"Azithromycin-CCCP","CCCP_Azithromycin",7
"CCCP-Curcumin","CCCP_Curcumin",3
"Berberine-CCCP","CCCP_Berberine",9
"CCCP-Metformin","CCCP_Metformin",4
"CCCP-Phenformin","CCCP_Phenformin",7
"CCCP-Streptozotocin","CCCP_Streptozotocin",12
"CCCP-Diclofenac","CCCP_Diclofenac",6
"Acetylsalisylic acid-CCCP","CCCP_Acetylsalisylic acid",12
"CCCP-Ciclopirox","CCCP_Ciclopirox",3
"CCCP-Moxifloxacin","CCCP_Moxifloxacin",12
"CCCP-Phleomycin","CCCP_Phleomycin",4
"Imipenem-Nonactin","Nonactin_Imipenem",6
"Doxorubicin-Nonactin","Nonactin_Doxorubicin",2
"Mitomycin C-Nonactin","Nonactin_Mitomycin C",4
"Bleomycin-Nonactin","Nonactin_Bleomycin",1
"Cerulenin-Nonactin","Nonactin_Cerulenin",2
"Daptomycin-Nonactin","Nonactin_Daptomycin",3
"Linezolid-Nonactin","Nonactin_Linezolid",6
"Nonactin-Tigecycline","Nonactin_Tigecycline",11
"Meropenem-Nonactin","Nonactin_Meropenem",2
"Colistin-Nonactin","Nonactin_Colistin",5
"CHIR-90-Nonactin","Nonactin_CHIR-90",10
"Nonactin-Triclosan","Nonactin_Triclosan",5
"Gentamicin-Nonactin","Nonactin_Gentamicin",4
"Azithromycin-Nonactin","Nonactin_Azithromycin",5
"Curcumin-Nonactin","Nonactin_Curcumin",3
"Berberine-Nonactin","Nonactin_Berberine",3
"Metformin-Nonactin","Nonactin_Metformin",11
"Nonactin-Phenformin","Nonactin_Phenformin",10
"Nonactin-Streptozotocin","Nonactin_Streptozotocin",4
"Diclofenac-Nonactin","Nonactin_Diclofenac",7
"Acetylsalisylic acid-Nonactin","Nonactin_Acetylsalisylic acid",11
"Ciclopirox-Nonactin","Nonactin_Ciclopirox",3
"Moxifloxacin-Nonactin","Nonactin_Moxifloxacin",2
"Nonactin-Phleomycin","Nonactin_Phleomycin",7
"Paraquat-Piperacillin","Paraquat_Piperacillin",2
"Paraquat-Penicillin G","Paraquat_Penicillin G",5
"Imipenem-Paraquat","Paraquat_Imipenem",3
"Mecillinam-Paraquat","Paraquat_Mecillinam",10
"Aztreonam-Paraquat","Paraquat_Aztreonam",2
"Cephalexin-Paraquat","Paraquat_Cephalexin",5
"A22-Paraquat","Paraquat_A22",10
"Paraquat-Teicoplanin","Paraquat_Teicoplanin",5
"Metronidazole-Paraquat","Paraquat_Metronidazole",5
"Clofazimine-Paraquat","Paraquat_Clofazimine",10
"Doxorubicin-Paraquat","Paraquat_Doxorubicin",5
"Mitomycin C-Paraquat","Paraquat_Mitomycin C",2
"Paraquat-Rifampicin","Paraquat_Rifampicin",5
"Levofloxacin-Paraquat","Paraquat_Levofloxacin",2
"Nitrofurantoin-Paraquat","Paraquat_Nitrofurantoin",3
"Bleomycin-Paraquat","Paraquat_Bleomycin",1
"Chlorhexidine-Paraquat","Paraquat_Chlorhexidine",5
"EGCG-Paraquat","Paraquat_EGCG",1
"Cerulenin-Paraquat","Paraquat_Cerulenin",3
"Nisin-Paraquat","Paraquat_Nisin",5
"Daptomycin-Paraquat","Paraquat_Daptomycin",5
"CCCP-Paraquat","Paraquat_CCCP",4
"Nonactin-Paraquat","Paraquat_Nonactin",3
"Paraquat-Puromycin","Paraquat_Puromycin",2
"Linezolid-Paraquat","Paraquat_Linezolid",5
"Minocycline-Paraquat","Paraquat_Minocycline",5
"Paraquat-Tigecycline","Paraquat_Tigecycline",3
"Paraquat-Tobramycin","Paraquat_Tobramycin",3
"Clarithromycin-Paraquat","Paraquat_Clarithromycin",1
"Caffeine-Paraquat","Paraquat_Caffeine",3
"Paraquat-Vanillin","Paraquat_Vanillin",5
"Paraquat-Reserpine","Paraquat_Reserpine",4
"Paraquat-Procaine","Paraquat_Procaine",5
"Paraquat-Theophylline","Paraquat_Theophylline",3
"Loperamide-Paraquat","Paraquat_Loperamide",4
"Paraquat-Verapamil","Paraquat_Verapamil",5
"Meropenem-Paraquat","Paraquat_Meropenem",13
"Colistin-Paraquat","Paraquat_Colistin",5
"CHIR-90-Paraquat","Paraquat_CHIR-90",2
"Paraquat-Triclosan","Paraquat_Triclosan",4
"Gentamicin-Paraquat","Paraquat_Gentamicin",7
"Azithromycin-Paraquat","Paraquat_Azithromycin",2
"Curcumin-Paraquat","Paraquat_Curcumin",7
"Berberine-Paraquat","Paraquat_Berberine",1
"Metformin-Paraquat","Paraquat_Metformin",1
"Paraquat-Phenformin","Paraquat_Phenformin",3
"Paraquat-Streptozotocin","Paraquat_Streptozotocin",13
"Diclofenac-Paraquat","Paraquat_Diclofenac",7
"Acetylsalisylic acid-Paraquat","Paraquat_Acetylsalisylic acid",7
"Ciclopirox-Paraquat","Paraquat_Ciclopirox",9
"Moxifloxacin-Paraquat","Paraquat_Moxifloxacin",2
"Paraquat-Phleomycin","Paraquat_Phleomycin",2
"Cefotaxime-Fusidic acid","Fusidic acid_Cefotaxime",10
"Cefaclor-Fusidic acid","Fusidic acid_Cefaclor",4
"Cefsulodin-Fusidic acid","Fusidic acid_Cefsulodin",4
"Fusidic acid-Piperacillin","Fusidic acid_Piperacillin",3
"Fusidic acid-Penicillin G","Fusidic acid_Penicillin G",9
"Fusidic acid-Imipenem","Fusidic acid_Imipenem",10
"Fusidic acid-Mecillinam","Fusidic acid_Mecillinam",12
"Aztreonam-Fusidic acid","Fusidic acid_Aztreonam",12
"Cephalexin-Fusidic acid","Fusidic acid_Cephalexin",8
"A22-Fusidic acid","Fusidic acid_A22",10
"Fusidic acid-Teicoplanin","Fusidic acid_Teicoplanin",4
"Fusidic acid-Metronidazole","Fusidic acid_Metronidazole",4
"Clofazimine-Fusidic acid","Fusidic acid_Clofazimine",9
"Doxorubicin-Fusidic acid","Fusidic acid_Doxorubicin",4
"Fusidic acid-Mitomycin C","Fusidic acid_Mitomycin C",8
"Fusidic acid-Rifampicin","Fusidic acid_Rifampicin",10
"Fusidic acid-Levofloxacin","Fusidic acid_Levofloxacin",8
"Fusidic acid-Trimethoprim","Fusidic acid_Trimethoprim",2
"Fusidic acid-Sulfamonomethoxine","Fusidic acid_Sulfamonomethoxine",9
"Fusidic acid-Nitrofurantoin","Fusidic acid_Nitrofurantoin",9
"Bleomycin-Fusidic acid","Fusidic acid_Bleomycin",4
"Chlorhexidine-Fusidic acid","Fusidic acid_Chlorhexidine",13
"Benzalkonium-Fusidic acid","Fusidic acid_Benzalkonium",7
"EGCG-Fusidic acid","Fusidic acid_EGCG",12
"Cerulenin-Fusidic acid","Fusidic acid_Cerulenin",2
"Fusidic acid-Nisin","Fusidic acid_Nisin",8
"Daptomycin-Fusidic acid","Fusidic acid_Daptomycin",6
"CCCP-Fusidic acid","Fusidic acid_CCCP",4
"Fusidic acid-Nonactin","Fusidic acid_Nonactin",6
"Fusidic acid-Paraquat","Fusidic acid_Paraquat",12
"Fusidic acid-Puromycin","Fusidic acid_Puromycin",13
"Fusidic acid-Linezolid","Fusidic acid_Linezolid",4
"Clindamycin-Fusidic acid","Fusidic acid_Clindamycin",5
"Fusidic acid-Minocycline","Fusidic acid_Minocycline",4
"Fusidic acid-Tigecycline","Fusidic acid_Tigecycline",8
"Amikacin-Fusidic acid","Fusidic acid_Amikacin",5
"Fusidic acid-Tobramycin","Fusidic acid_Tobramycin",13
"Fusidic acid-Spiramycin","Fusidic acid_Spiramycin",8
"Erythromycin-Fusidic acid","Fusidic acid_Erythromycin",3
"Clarithromycin-Fusidic acid","Fusidic acid_Clarithromycin",13
"Caffeine-Fusidic acid","Fusidic acid_Caffeine",10
"Fusidic acid-Vanillin","Fusidic acid_Vanillin",1
"Fusidic acid-Reserpine","Fusidic acid_Reserpine",4
"Fusidic acid-Procaine","Fusidic acid_Procaine",13
"Fusidic acid-Theophylline","Fusidic acid_Theophylline",4
"Fusidic acid-Loperamide","Fusidic acid_Loperamide",4
"Fusidic acid-Verapamil","Fusidic acid_Verapamil",13
"Fusidic acid-Meropenem","Fusidic acid_Meropenem",7
"Colistin-Fusidic acid","Fusidic acid_Colistin",13
"CHIR-90-Fusidic acid","Fusidic acid_CHIR-90",13
"Fusidic acid-Triclosan","Fusidic acid_Triclosan",10
"Fusidic acid-Gentamicin","Fusidic acid_Gentamicin",13
"Azithromycin-Fusidic acid","Fusidic acid_Azithromycin",13
"Curcumin-Fusidic acid","Fusidic acid_Curcumin",9
"Berberine-Fusidic acid","Fusidic acid_Berberine",6
