drug_pair,Drug1,Drug2,clusters
Clarithromycin_Polymyxin B,Clarithromycin,Polymyxin B,2
Clarithromycin_Procaine,Clarithromycin,Procaine,2
Clarithromycin_Puromycin,Clarithromycin,Puromycin,1
Clarithromycin_Reserpine,Clarithromycin,Reserpine,2
Clarithromycin_Rifampicin,Clarithromycin,Rifampicin,1
Clarithromycin_Spectinomycin,Clarithromycin,Spectinomycin,1
Clarithromycin_Spiramycin,Clarithromycin,Spiramycin,1
Clarithromycin_Streptozotocin,Clarithromycin,Streptozotocin,3
Clarithromycin_Sulfamonomethoxine,Clarithromycin,Sulfamonomethoxine,3
Clarithromycin_Teicoplanin,Clarithromycin,Teicoplanin,2
Clarithromycin_Theophylline,Clarithromycin,Theophylline,3
Clarithromycin_Tigecycline,Clarithromycin,Tigecycline,1
Clarithromycin_Tobramycin,Clarithromycin,Tobramycin,1
Clarithromycin_Triclosan,Clarithromycin,Triclosan,2
Clarithromycin_Trimethoprim,Clarithromycin,Trimethoprim,1
Clarithromycin_Vanillin,Clarithromycin,Vanillin,1
Clarithromycin_Verapamil,Clarithromycin,Verapamil,3
Clindamycin_Clofazimine,Clindamycin,Clofazimine,1
Clindamycin_Colistin,Clindamycin,Colistin,2
Clindamycin_Curcumin,Clindamycin,Curcumin,1
Clindamycin_Cycloserine D,Clindamycin,Cycloserine D,4
Clindamycin_Daptomycin,Clindamycin,Daptomycin,3
Clindamycin_Diclofenac,Clindamycin,Diclofenac,1
Clindamycin_Doxorubicin,Clindamycin,Doxorubicin,3
Clindamycin_Doxycycline,Clindamycin,Doxycycline,2
Clindamycin_EGCG,Clindamycin,EGCG,2
Clindamycin_Erythromycin,Clindamycin,Erythromycin,3
Clindamycin_Fosfomycin,Clindamycin,Fosfomycin,1
Clindamycin_Fusidic acid,Clindamycin,Fusidic acid,2
Clindamycin_Gentamicin,Clindamycin,Gentamicin,1
Clindamycin_Imipenem,Clindamycin,Imipenem,4
Clindamycin_Levofloxacin,Clindamycin,Levofloxacin,3
Clindamycin_Linezolid,Clindamycin,Linezolid,2
Clindamycin_Loperamide,Clindamycin,Loperamide,1
Clindamycin_Mecillinam,Clindamycin,Mecillinam,2
Clindamycin_Meropenem,Clindamycin,Meropenem,3
Clindamycin_Metformin,Clindamycin,Metformin,1
Clindamycin_Metronidazole,Clindamycin,Metronidazole,2
Clindamycin_Minocycline,Clindamycin,Minocycline,3
Clindamycin_Mitomycin C,Clindamycin,Mitomycin C,1
Clindamycin_Moxifloxacin,Clindamycin,Moxifloxacin,2
Clindamycin_Nisin,Clindamycin,Nisin,3
Clindamycin_Nitrofurantoin,Clindamycin,Nitrofurantoin,1
Clindamycin_Nonactin,Clindamycin,Nonactin,2
Clindamycin_Novobiocin,Clindamycin,Novobiocin,2
Clindamycin_Oxacillin,Clindamycin,Oxacillin,3
Clindamycin_Paraquat,Clindamycin,Paraquat,1
Clindamycin_Penicillin G,Clindamycin,Penicillin G,1
Clindamycin_Phenformin,Clindamycin,Phenformin,2
Clindamycin_Phleomycin,Clindamycin,Phleomycin,1
Clindamycin_Piperacillin,Clindamycin,Piperacillin,3
Clindamycin_Polymyxin B,Clindamycin,Polymyxin B,2
Clindamycin_Procaine,Clindamycin,Procaine,2
Clindamycin_Puromycin,Clindamycin,Puromycin,1
Clindamycin_Reserpine,Clindamycin,Reserpine,2
Clindamycin_Rifampicin,Clindamycin,Rifampicin,2
Clindamycin_Spectinomycin,Clindamycin,Spectinomycin,1
Clindamycin_Spiramycin,Clindamycin,Spiramycin,3
Clindamycin_Streptozotocin,Clindamycin,Streptozotocin,4
Clindamycin_Sulfamonomethoxine,Clindamycin,Sulfamonomethoxine,3
Clindamycin_Teicoplanin,Clindamycin,Teicoplanin,2
Clindamycin_Theophylline,Clindamycin,Theophylline,2
Clindamycin_Tigecycline,Clindamycin,Tigecycline,3
Clindamycin_Tobramycin,Clindamycin,Tobramycin,1
Clindamycin_Triclosan,Clindamycin,Triclosan,2
Clindamycin_Trimethoprim,Clindamycin,Trimethoprim,2
Clindamycin_Vanillin,Clindamycin,Vanillin,1
Clindamycin_Verapamil,Clindamycin,Verapamil,2
Clofazimine_Colistin,Clofazimine,Colistin,4
Clofazimine_Curcumin,Clofazimine,Curcumin,2
Clofazimine_Cycloserine D,Clofazimine,Cycloserine D,1
Clofazimine_Daptomycin,Clofazimine,Daptomycin,1
Clofazimine_Diclofenac,Clofazimine,Diclofenac,1
Clofazimine_Doxorubicin,Clofazimine,Doxorubicin,1
Clofazimine_Doxycycline,Clofazimine,Doxycycline,1
Clofazimine_EGCG,Clofazimine,EGCG,2
Clofazimine_Erythromycin,Clofazimine,Erythromycin,1
Clofazimine_Fosfomycin,Clofazimine,Fosfomycin,4
Clofazimine_Fusidic acid,Clofazimine,Fusidic acid,1
Clofazimine_Gentamicin,Clofazimine,Gentamicin,2
Clofazimine_Imipenem,Clofazimine,Imipenem,2
Clofazimine_Levofloxacin,Clofazimine,Levofloxacin,3
Clofazimine_Linezolid,Clofazimine,Linezolid,3
Clofazimine_Loperamide,Clofazimine,Loperamide,1
Clofazimine_Mecillinam,Clofazimine,Mecillinam,1
Clofazimine_Meropenem,Clofazimine,Meropenem,2
Clofazimine_Metformin,Clofazimine,Metformin,3
Clofazimine_Metronidazole,Clofazimine,Metronidazole,3
Clofazimine_Minocycline,Clofazimine,Minocycline,3
Clofazimine_Mitomycin C,Clofazimine,Mitomycin C,1
Clofazimine_Moxifloxacin,Clofazimine,Moxifloxacin,4
Clofazimine_Nisin,Clofazimine,Nisin,3
Clofazimine_Nitrofurantoin,Clofazimine,Nitrofurantoin,1
Clofazimine_Nonactin,Clofazimine,Nonactin,1
Clofazimine_Novobiocin,Clofazimine,Novobiocin,1
Clofazimine_Oxacillin,Clofazimine,Oxacillin,1
Clofazimine_Paraquat,Clofazimine,Paraquat,4
Clofazimine_Penicillin G,Clofazimine,Penicillin G,1
Clofazimine_Phenformin,Clofazimine,Phenformin,2
Clofazimine_Phleomycin,Clofazimine,Phleomycin,3
Clofazimine_Piperacillin,Clofazimine,Piperacillin,1
Clofazimine_Polymyxin B,Clofazimine,Polymyxin B,3
Clofazimine_Procaine,Clofazimine,Procaine,2
Clofazimine_Puromycin,Clofazimine,Puromycin,1
Clofazimine_Reserpine,Clofazimine,Reserpine,2
Clofazimine_Rifampicin,Clofazimine,Rifampicin,4
Clofazimine_Spectinomycin,Clofazimine,Spectinomycin,1
Clofazimine_Spiramycin,Clofazimine,Spiramycin,3
Clofazimine_Streptozotocin,Clofazimine,Streptozotocin,4
Clofazimine_Sulfamonomethoxine,Clofazimine,Sulfamonomethoxine,3
Clofazimine_Teicoplanin,Clofazimine,Teicoplanin,3
Clofazimine_Theophylline,Clofazimine,Theophylline,4
Clofazimine_Tigecycline,Clofazimine,Tigecycline,1
Clofazimine_Tobramycin,Clofazimine,Tobramycin,1
Clofazimine_Triclosan,Clofazimine,Triclosan,4
Clofazimine_Trimethoprim,Clofazimine,Trimethoprim,3
Clofazimine_Vanillin,Clofazimine,Vanillin,2
Clofazimine_Verapamil,Clofazimine,Verapamil,3
Colistin_Cycloserine D,Colistin,Cycloserine D,4
Colistin_Daptomycin,Colistin,Daptomycin,4
Colistin_Doxorubicin,Colistin,Doxorubicin,4
Colistin_Doxycycline,Colistin,Doxycycline,2
Colistin_EGCG,Colistin,EGCG,1
Colistin_Erythromycin,Colistin,Erythromycin,2
Colistin_Fosfomycin,Colistin,Fosfomycin,1
Colistin_Fusidic acid,Colistin,Fusidic acid,2
Colistin_Imipenem,Colistin,Imipenem,1
Colistin_Levofloxacin,Colistin,Levofloxacin,1
Colistin_Linezolid,Colistin,Linezolid,2
Colistin_Loperamide,Colistin,Loperamide,2
Colistin_Mecillinam,Colistin,Mecillinam,1
Colistin_Metronidazole,Colistin,Metronidazole,2
Colistin_Minocycline,Colistin,Minocycline,2
Colistin_Mitomycin C,Colistin,Mitomycin C,3
Colistin_Nisin,Colistin,Nisin,2
Colistin_Nitrofurantoin,Colistin,Nitrofurantoin,2
Colistin_Nonactin,Colistin,Nonactin,2
Colistin_Novobiocin,Colistin,Novobiocin,2
Colistin_Oxacillin,Colistin,Oxacillin,4
Colistin_Paraquat,Colistin,Paraquat,2
Colistin_Penicillin G,Colistin,Penicillin G,3
Colistin_Piperacillin,Colistin,Piperacillin,2
Colistin_Polymyxin B,Colistin,Polymyxin B,4
Colistin_Procaine,Colistin,Procaine,2
Colistin_Puromycin,Colistin,Puromycin,2
Colistin_Reserpine,Colistin,Reserpine,2
Colistin_Rifampicin,Colistin,Rifampicin,2
Colistin_Spectinomycin,Colistin,Spectinomycin,1
Colistin_Spiramycin,Colistin,Spiramycin,2
Colistin_Sulfamonomethoxine,Colistin,Sulfamonomethoxine,2
Colistin_Teicoplanin,Colistin,Teicoplanin,4
Colistin_Theophylline,Colistin,Theophylline,2
Colistin_Tigecycline,Colistin,Tigecycline,2
Colistin_Tobramycin,Colistin,Tobramycin,1
Colistin_Trimethoprim,Colistin,Trimethoprim,3
Colistin_Vanillin,Colistin,Vanillin,2
Colistin_Verapamil,Colistin,Verapamil,2
Curcumin_Cycloserine D,Curcumin,Cycloserine D,1
Curcumin_Daptomycin,Curcumin,Daptomycin,2
Curcumin_Doxorubicin,Curcumin,Doxorubicin,1
Curcumin_Doxycycline,Curcumin,Doxycycline,1
Curcumin_EGCG,Curcumin,EGCG,1
Curcumin_Erythromycin,Curcumin,Erythromycin,2
Curcumin_Fosfomycin,Curcumin,Fosfomycin,1
Curcumin_Fusidic acid,Curcumin,Fusidic acid,1
Curcumin_Imipenem,Curcumin,Imipenem,4
Curcumin_Levofloxacin,Curcumin,Levofloxacin,1
Curcumin_Linezolid,Curcumin,Linezolid,2
Curcumin_Loperamide,Curcumin,Loperamide,1
Curcumin_Mecillinam,Curcumin,Mecillinam,1
Curcumin_Metronidazole,Curcumin,Metronidazole,4
Curcumin_Minocycline,Curcumin,Minocycline,2
Curcumin_Mitomycin C,Curcumin,Mitomycin C,1
Curcumin_Nisin,Curcumin,Nisin,4
Curcumin_Nitrofurantoin,Curcumin,Nitrofurantoin,4
Curcumin_Nonactin,Curcumin,Nonactin,2
Curcumin_Novobiocin,Curcumin,Novobiocin,1
Curcumin_Oxacillin,Curcumin,Oxacillin,1
Curcumin_Paraquat,Curcumin,Paraquat,4
Curcumin_Penicillin G,Curcumin,Penicillin G,3
Curcumin_Piperacillin,Curcumin,Piperacillin,1
Curcumin_Polymyxin B,Curcumin,Polymyxin B,2
Curcumin_Procaine,Curcumin,Procaine,2
Curcumin_Puromycin,Curcumin,Puromycin,1
Curcumin_Reserpine,Curcumin,Reserpine,2
Curcumin_Rifampicin,Curcumin,Rifampicin,2
Curcumin_Spectinomycin,Curcumin,Spectinomycin,1
Curcumin_Spiramycin,Curcumin,Spiramycin,4
Curcumin_Sulfamonomethoxine,Curcumin,Sulfamonomethoxine,2
Curcumin_Teicoplanin,Curcumin,Teicoplanin,2
Curcumin_Theophylline,Curcumin,Theophylline,1
Curcumin_Tigecycline,Curcumin,Tigecycline,1
Curcumin_Tobramycin,Curcumin,Tobramycin,2
Curcumin_Trimethoprim,Curcumin,Trimethoprim,1
Curcumin_Vanillin,Curcumin,Vanillin,2
Curcumin_Verapamil,Curcumin,Verapamil,1
Cycloserine D_Daptomycin,Cycloserine D,Daptomycin,1
Cycloserine D_Diclofenac,Cycloserine D,Diclofenac,2
Cycloserine D_Doxorubicin,Cycloserine D,Doxorubicin,3
Cycloserine D_Doxycycline,Cycloserine D,Doxycycline,1
Cycloserine D_EGCG,Cycloserine D,EGCG,4
Cycloserine D_Erythromycin,Cycloserine D,Erythromycin,4
Cycloserine D_Fosfomycin,Cycloserine D,Fosfomycin,4
Cycloserine D_Fusidic acid,Cycloserine D,Fusidic acid,2
Cycloserine D_Gentamicin,Cycloserine D,Gentamicin,1
Cycloserine D_Imipenem,Cycloserine D,Imipenem,2
Cycloserine D_Levofloxacin,Cycloserine D,Levofloxacin,1
Cycloserine D_Linezolid,Cycloserine D,Linezolid,4
Cycloserine D_Loperamide,Cycloserine D,Loperamide,2
Cycloserine D_Mecillinam,Cycloserine D,Mecillinam,2
Cycloserine D_Meropenem,Cycloserine D,Meropenem,2
Cycloserine D_Metformin,Cycloserine D,Metformin,4
Cycloserine D_Metronidazole,Cycloserine D,Metronidazole,3
Cycloserine D_Minocycline,Cycloserine D,Minocycline,3
Cycloserine D_Mitomycin C,Cycloserine D,Mitomycin C,4
Cycloserine D_Moxifloxacin,Cycloserine D,Moxifloxacin,1
Cycloserine D_Nisin,Cycloserine D,Nisin,2
Cycloserine D_Nitrofurantoin,Cycloserine D,Nitrofurantoin,3
Cycloserine D_Nonactin,Cycloserine D,Nonactin,4
Cycloserine D_Novobiocin,Cycloserine D,Novobiocin,4
Cycloserine D_Oxacillin,Cycloserine D,Oxacillin,2
Cycloserine D_Paraquat,Cycloserine D,Paraquat,2
Cycloserine D_Penicillin G,Cycloserine D,Penicillin G,2
Cycloserine D_Phenformin,Cycloserine D,Phenformin,2
Cycloserine D_Phleomycin,Cycloserine D,Phleomycin,1
Cycloserine D_Piperacillin,Cycloserine D,Piperacillin,2
Cycloserine D_Polymyxin B,Cycloserine D,Polymyxin B,3
Cycloserine D_Procaine,Cycloserine D,Procaine,4
Cycloserine D_Puromycin,Cycloserine D,Puromycin,2
Cycloserine D_Reserpine,Cycloserine D,Reserpine,1
Cycloserine D_Rifampicin,Cycloserine D,Rifampicin,1
Cycloserine D_Spectinomycin,Cycloserine D,Spectinomycin,1
Cycloserine D_Spiramycin,Cycloserine D,Spiramycin,4
Cycloserine D_Streptozotocin,Cycloserine D,Streptozotocin,3
Cycloserine D_Sulfamonomethoxine,Cycloserine D,Sulfamonomethoxine,2
Cycloserine D_Teicoplanin,Cycloserine D,Teicoplanin,2
Cycloserine D_Theophylline,Cycloserine D,Theophylline,2
Cycloserine D_Tigecycline,Cycloserine D,Tigecycline,2
Cycloserine D_Tobramycin,Cycloserine D,Tobramycin,1
Cycloserine D_Triclosan,Cycloserine D,Triclosan,2
Cycloserine D_Trimethoprim,Cycloserine D,Trimethoprim,3
Cycloserine D_Vanillin,Cycloserine D,Vanillin,2
Cycloserine D_Verapamil,Cycloserine D,Verapamil,4
Daptomycin_Diclofenac,Daptomycin,Diclofenac,1
Daptomycin_Doxorubicin,Daptomycin,Doxorubicin,1
Daptomycin_Doxycycline,Daptomycin,Doxycycline,4
Daptomycin_EGCG,Daptomycin,EGCG,3
Daptomycin_Erythromycin,Daptomycin,Erythromycin,2
Daptomycin_Fosfomycin,Daptomycin,Fosfomycin,4
Daptomycin_Fusidic acid,Daptomycin,Fusidic acid,1
Daptomycin_Gentamicin,Daptomycin,Gentamicin,4
Daptomycin_Imipenem,Daptomycin,Imipenem,4
Daptomycin_Levofloxacin,Daptomycin,Levofloxacin,2
Daptomycin_Linezolid,Daptomycin,Linezolid,3
Daptomycin_Loperamide,Daptomycin,Loperamide,1
Daptomycin_Mecillinam,Daptomycin,Mecillinam,3
Daptomycin_Meropenem,Daptomycin,Meropenem,2
Daptomycin_Metformin,Daptomycin,Metformin,3
Daptomycin_Metronidazole,Daptomycin,Metronidazole,3
Daptomycin_Minocycline,Daptomycin,Minocycline,3
Daptomycin_Mitomycin C,Daptomycin,Mitomycin C,2
Daptomycin_Moxifloxacin,Daptomycin,Moxifloxacin,2
Daptomycin_Nisin,Daptomycin,Nisin,3
Daptomycin_Nitrofurantoin,Daptomycin,Nitrofurantoin,1
Daptomycin_Nonactin,Daptomycin,Nonactin,2
Daptomycin_Novobiocin,Daptomycin,Novobiocin,3
Daptomycin_Oxacillin,Daptomycin,Oxacillin,1
Daptomycin_Paraquat,Daptomycin,Paraquat,2
Daptomycin_Penicillin G,Daptomycin,Penicillin G,1
Daptomycin_Phenformin,Daptomycin,Phenformin,1
Daptomycin_Phleomycin,Daptomycin,Phleomycin,3
Daptomycin_Piperacillin,Daptomycin,Piperacillin,1
Daptomycin_Polymyxin B,Daptomycin,Polymyxin B,1
Daptomycin_Procaine,Daptomycin,Procaine,3
Daptomycin_Puromycin,Daptomycin,Puromycin,3
Daptomycin_Reserpine,Daptomycin,Reserpine,2
Daptomycin_Rifampicin,Daptomycin,Rifampicin,2
Daptomycin_Spectinomycin,Daptomycin,Spectinomycin,1
Daptomycin_Spiramycin,Daptomycin,Spiramycin,3
Daptomycin_Streptozotocin,Daptomycin,Streptozotocin,1
Daptomycin_Sulfamonomethoxine,Daptomycin,Sulfamonomethoxine,2
Daptomycin_Teicoplanin,Daptomycin,Teicoplanin,3
Daptomycin_Theophylline,Daptomycin,Theophylline,1
Daptomycin_Tigecycline,Daptomycin,Tigecycline,3
Daptomycin_Tobramycin,Daptomycin,Tobramycin,3
Daptomycin_Triclosan,Daptomycin,Triclosan,4
Daptomycin_Trimethoprim,Daptomycin,Trimethoprim,2
Daptomycin_Vanillin,Daptomycin,Vanillin,3
Daptomycin_Verapamil,Daptomycin,Verapamil,3
Diclofenac_Doxorubicin,Diclofenac,Doxorubicin,1
Diclofenac_Doxycycline,Diclofenac,Doxycycline,4
Diclofenac_EGCG,Diclofenac,EGCG,1
Diclofenac_Erythromycin,Diclofenac,Erythromycin,2
Diclofenac_Fosfomycin,Diclofenac,Fosfomycin,2
Diclofenac_Fusidic acid,Diclofenac,Fusidic acid,1
Diclofenac_Imipenem,Diclofenac,Imipenem,4
Diclofenac_Levofloxacin,Diclofenac,Levofloxacin,4
Diclofenac_Linezolid,Diclofenac,Linezolid,4
Diclofenac_Loperamide,Diclofenac,Loperamide,1
Diclofenac_Mecillinam,Diclofenac,Mecillinam,2
Diclofenac_Metronidazole,Diclofenac,Metronidazole,1
Diclofenac_Minocycline,Diclofenac,Minocycline,4
Diclofenac_Mitomycin C,Diclofenac,Mitomycin C,4
Diclofenac_Nisin,Diclofenac,Nisin,1
Diclofenac_Nitrofurantoin,Diclofenac,Nitrofurantoin,4
Diclofenac_Nonactin,Diclofenac,Nonactin,4
Diclofenac_Novobiocin,Diclofenac,Novobiocin,1
Diclofenac_Oxacillin,Diclofenac,Oxacillin,1
Diclofenac_Paraquat,Diclofenac,Paraquat,4
Diclofenac_Penicillin G,Diclofenac,Penicillin G,4
Diclofenac_Piperacillin,Diclofenac,Piperacillin,4
Diclofenac_Polymyxin B,Diclofenac,Polymyxin B,1
Diclofenac_Procaine,Diclofenac,Procaine,1
Diclofenac_Puromycin,Diclofenac,Puromycin,4
Diclofenac_Reserpine,Diclofenac,Reserpine,1
Diclofenac_Rifampicin,Diclofenac,Rifampicin,2
Diclofenac_Spectinomycin,Diclofenac,Spectinomycin,2
Diclofenac_Spiramycin,Diclofenac,Spiramycin,2
Diclofenac_Sulfamonomethoxine,Diclofenac,Sulfamonomethoxine,2
Diclofenac_Teicoplanin,Diclofenac,Teicoplanin,2
Diclofenac_Theophylline,Diclofenac,Theophylline,1
Diclofenac_Tigecycline,Diclofenac,Tigecycline,1
Diclofenac_Tobramycin,Diclofenac,Tobramycin,2
Diclofenac_Trimethoprim,Diclofenac,Trimethoprim,1
Diclofenac_Vanillin,Diclofenac,Vanillin,1
Diclofenac_Verapamil,Diclofenac,Verapamil,3
Doxorubicin_Doxycycline,Doxorubicin,Doxycycline,1
Doxorubicin_EGCG,Doxorubicin,EGCG,3
Doxorubicin_Erythromycin,Doxorubicin,Erythromycin,3
Doxorubicin_Fosfomycin,Doxorubicin,Fosfomycin,2
Doxorubicin_Fusidic acid,Doxorubicin,Fusidic acid,3
Doxorubicin_Gentamicin,Doxorubicin,Gentamicin,4
Doxorubicin_Imipenem,Doxorubicin,Imipenem,3
Doxorubicin_Levofloxacin,Doxorubicin,Levofloxacin,2
Doxorubicin_Linezolid,Doxorubicin,Linezolid,1
Doxorubicin_Loperamide,Doxorubicin,Loperamide,2
Doxorubicin_Mecillinam,Doxorubicin,Mecillinam,2
Doxorubicin_Meropenem,Doxorubicin,Meropenem,2
Doxorubicin_Metformin,Doxorubicin,Metformin,1
Doxorubicin_Metronidazole,Doxorubicin,Metronidazole,1
Doxorubicin_Minocycline,Doxorubicin,Minocycline,2
Doxorubicin_Mitomycin C,Doxorubicin,Mitomycin C,2
Doxorubicin_Moxifloxacin,Doxorubicin,Moxifloxacin,2
Doxorubicin_Nisin,Doxorubicin,Nisin,1
Doxorubicin_Nitrofurantoin,Doxorubicin,Nitrofurantoin,1
Doxorubicin_Nonactin,Doxorubicin,Nonactin,1
Doxorubicin_Novobiocin,Doxorubicin,Novobiocin,2
Doxorubicin_Oxacillin,Doxorubicin,Oxacillin,3
Doxorubicin_Paraquat,Doxorubicin,Paraquat,2
Doxorubicin_Penicillin G,Doxorubicin,Penicillin G,1
Doxorubicin_Phenformin,Doxorubicin,Phenformin,2
Doxorubicin_Phleomycin,Doxorubicin,Phleomycin,2
Doxorubicin_Piperacillin,Doxorubicin,Piperacillin,3
Doxorubicin_Polymyxin B,Doxorubicin,Polymyxin B,1
Doxorubicin_Procaine,Doxorubicin,Procaine,1
Doxorubicin_Puromycin,Doxorubicin,Puromycin,3
Doxorubicin_Reserpine,Doxorubicin,Reserpine,1
Doxorubicin_Rifampicin,Doxorubicin,Rifampicin,2
Doxorubicin_Spectinomycin,Doxorubicin,Spectinomycin,1
Doxorubicin_Spiramycin,Doxorubicin,Spiramycin,3
Doxorubicin_Streptozotocin,Doxorubicin,Streptozotocin,4
Doxorubicin_Sulfamonomethoxine,Doxorubicin,Sulfamonomethoxine,4
Doxorubicin_Teicoplanin,Doxorubicin,Teicoplanin,1
Doxorubicin_Theophylline,Doxorubicin,Theophylline,3
Doxorubicin_Tigecycline,Doxorubicin,Tigecycline,4
Doxorubicin_Tobramycin,Doxorubicin,Tobramycin,1
Doxorubicin_Triclosan,Doxorubicin,Triclosan,2
Doxorubicin_Trimethoprim,Doxorubicin,Trimethoprim,2
Doxorubicin_Vanillin,Doxorubicin,Vanillin,1
Doxorubicin_Verapamil,Doxorubicin,Verapamil,3
Doxycycline_EGCG,Doxycycline,EGCG,2
Doxycycline_Erythromycin,Doxycycline,Erythromycin,2
Doxycycline_Fosfomycin,Doxycycline,Fosfomycin,1
Doxycycline_Fusidic acid,Doxycycline,Fusidic acid,2
Doxycycline_Gentamicin,Doxycycline,Gentamicin,2
Doxycycline_Imipenem,Doxycycline,Imipenem,1
Doxycycline_Levofloxacin,Doxycycline,Levofloxacin,1
Doxycycline_Linezolid,Doxycycline,Linezolid,1
Doxycycline_Loperamide,Doxycycline,Loperamide,2
Doxycycline_Mecillinam,Doxycycline,Mecillinam,1
Doxycycline_Meropenem,Doxycycline,Meropenem,1
Doxycycline_Metformin,Doxycycline,Metformin,2
Doxycycline_Metronidazole,Doxycycline,Metronidazole,1
Doxycycline_Minocycline,Doxycycline,Minocycline,2
Doxycycline_Mitomycin C,Doxycycline,Mitomycin C,1
Doxycycline_Moxifloxacin,Doxycycline,Moxifloxacin,1
Doxycycline_Nisin,Doxycycline,Nisin,3
Doxycycline_Nitrofurantoin,Doxycycline,Nitrofurantoin,1
Doxycycline_Nonactin,Doxycycline,Nonactin,4
Doxycycline_Novobiocin,Doxycycline,Novobiocin,4
Doxycycline_Oxacillin,Doxycycline,Oxacillin,1
Doxycycline_Paraquat,Doxycycline,Paraquat,1
Doxycycline_Penicillin G,Doxycycline,Penicillin G,1
Doxycycline_Phenformin,Doxycycline,Phenformin,2
Doxycycline_Phleomycin,Doxycycline,Phleomycin,1
Doxycycline_Piperacillin,Doxycycline,Piperacillin,2
Doxycycline_Polymyxin B,Doxycycline,Polymyxin B,2
Doxycycline_Procaine,Doxycycline,Procaine,2
Doxycycline_Puromycin,Doxycycline,Puromycin,3
Doxycycline_Reserpine,Doxycycline,Reserpine,1
Doxycycline_Rifampicin,Doxycycline,Rifampicin,2
Doxycycline_Spectinomycin,Doxycycline,Spectinomycin,2
Doxycycline_Spiramycin,Doxycycline,Spiramycin,1
Doxycycline_Streptozotocin,Doxycycline,Streptozotocin,3
Doxycycline_Sulfamonomethoxine,Doxycycline,Sulfamonomethoxine,2
Doxycycline_Teicoplanin,Doxycycline,Teicoplanin,3
Doxycycline_Theophylline,Doxycycline,Theophylline,3
Doxycycline_Tigecycline,Doxycycline,Tigecycline,4
Doxycycline_Tobramycin,Doxycycline,Tobramycin,2
Doxycycline_Triclosan,Doxycycline,Triclosan,2
Doxycycline_Trimethoprim,Doxycycline,Trimethoprim,1
Doxycycline_Vanillin,Doxycycline,Vanillin,1
Doxycycline_Verapamil,Doxycycline,Verapamil,2
EGCG_Erythromycin,EGCG,Erythromycin,2
EGCG_Fosfomycin,EGCG,Fosfomycin,1
EGCG_Fusidic acid,EGCG,Fusidic acid,4
EGCG_Gentamicin,EGCG,Gentamicin,1
EGCG_Imipenem,EGCG,Imipenem,4
EGCG_Levofloxacin,EGCG,Levofloxacin,2
EGCG_Linezolid,EGCG,Linezolid,2
EGCG_Loperamide,EGCG,Loperamide,2
EGCG_Mecillinam,EGCG,Mecillinam,1
EGCG_Meropenem,EGCG,Meropenem,4
EGCG_Metformin,EGCG,Metformin,4
EGCG_Metronidazole,EGCG,Metronidazole,3
EGCG_Minocycline,EGCG,Minocycline,2
EGCG_Mitomycin C,EGCG,Mitomycin C,1
EGCG_Moxifloxacin,EGCG,Moxifloxacin,1
EGCG_Nisin,EGCG,Nisin,3
EGCG_Nitrofurantoin,EGCG,Nitrofurantoin,1
EGCG_Nonactin,EGCG,Nonactin,2
EGCG_Novobiocin,EGCG,Novobiocin,1
EGCG_Oxacillin,EGCG,Oxacillin,1
EGCG_Paraquat,EGCG,Paraquat,1
EGCG_Penicillin G,EGCG,Penicillin G,1
EGCG_Phenformin,EGCG,Phenformin,2
EGCG_Phleomycin,EGCG,Phleomycin,1
EGCG_Piperacillin,EGCG,Piperacillin,3
EGCG_Polymyxin B,EGCG,Polymyxin B,1
EGCG_Procaine,EGCG,Procaine,4
EGCG_Puromycin,EGCG,Puromycin,3
EGCG_Reserpine,EGCG,Reserpine,2
EGCG_Rifampicin,EGCG,Rifampicin,2
EGCG_Spectinomycin,EGCG,Spectinomycin,3
EGCG_Spiramycin,EGCG,Spiramycin,2
EGCG_Streptozotocin,EGCG,Streptozotocin,1
EGCG_Sulfamonomethoxine,EGCG,Sulfamonomethoxine,3
EGCG_Teicoplanin,EGCG,Teicoplanin,3
EGCG_Theophylline,EGCG,Theophylline,1
EGCG_Tigecycline,EGCG,Tigecycline,2
EGCG_Tobramycin,EGCG,Tobramycin,3
EGCG_Triclosan,EGCG,Triclosan,4
EGCG_Trimethoprim,EGCG,Trimethoprim,4
EGCG_Vanillin,EGCG,Vanillin,2
EGCG_Verapamil,EGCG,Verapamil,2
Erythromycin_Fosfomycin,Erythromycin,Fosfomycin,1
Erythromycin_Fusidic acid,Erythromycin,Fusidic acid,2
Erythromycin_Gentamicin,Erythromycin,Gentamicin,1
Erythromycin_Imipenem,Erythromycin,Imipenem,1
Erythromycin_Levofloxacin,Erythromycin,Levofloxacin,3
Erythromycin_Linezolid,Erythromycin,Linezolid,4
Erythromycin_Loperamide,Erythromycin,Loperamide,3
Erythromycin_Mecillinam,Erythromycin,Mecillinam,4
Erythromycin_Meropenem,Erythromycin,Meropenem,4
Erythromycin_Metformin,Erythromycin,Metformin,1
Erythromycin_Metronidazole,Erythromycin,Metronidazole,3
Erythromycin_Minocycline,Erythromycin,Minocycline,3
Erythromycin_Mitomycin C,Erythromycin,Mitomycin C,1
Erythromycin_Moxifloxacin,Erythromycin,Moxifloxacin,1
Erythromycin_Nisin,Erythromycin,Nisin,2
Erythromycin_Nitrofurantoin,Erythromycin,Nitrofurantoin,2
Erythromycin_Nonactin,Erythromycin,Nonactin,2
Erythromycin_Novobiocin,Erythromycin,Novobiocin,3
