Species,Plate,Column,Row,Drug name,Prestwick,FLC+Prestwick,%Inhibition,Residuals,Hit?
S.cerevisiae,14,10,E,(S)-(-)-Cycloserine,78.08,1,98.72,77.08,yes
S.cerevisiae,14,2,E,(S)-propranolol hydrochloride,99,93.88,5.17,5.12,
S.cerevisiae,12,4,D,2-Aminobenzenesulfonamide,103.57,100.2,3.25,3.36,
S.cerevisiae,14,8,E,2-Chloropyrazine,101.91,99.09,2.77,2.82,
S.cerevisiae,13,10,A,3-Acetamidocoumarin,102.58,97.82,4.64,4.76,
S.cerevisiae,12,2,B,3-Acetylcoumarin,102.49,107.02,-4.42,-4.53,
S.cerevisiae,9,8,F,3-alpha-Hydroxy-5-beta-androstan-17-one,91.34,91.14,0.22,0.2,
S.cerevisiae,9,10,B,6-Furfurylaminopurine,105.87,92.94,12.22,12.93,
S.cerevisiae,13,8,A,6-Hydroxytropinone,100.35,102.6,-2.24,-2.25,
S.cerevisiae,9,6,F,Acacetin,82.13,92.32,-12.41,-10.19,
S.cerevisiae,1,10,G,Acebutolol hydrochloride,92.05,99.98,-8.62,-7.93,
S.cerevisiae,3,6,B,Aceclofenac,82.6,97.15,-17.62,-14.56,
S.cerevisiae,4,7,F,Acemetacin,96.97,96.92,0.05,0.05,
S.cerevisiae,2,11,C,Acenocoumarol,95.53,93.89,1.71,1.63,
S.cerevisiae,11,9,G,Acetaminophen,101.08,104.86,-3.74,-3.78,
S.cerevisiae,1,4,A,Acetazolamide,101.64,110.33,-8.55,-8.69,
S.cerevisiae,1,6,F,Acetohexamide,93.44,106.58,-14.07,-13.15,
S.cerevisiae,8,7,B,Acetopromazine maleate salt,92,104.59,-13.69,-12.59,
S.cerevisiae,2,9,B,Acetylsalicylsalicylic acid,108.74,97.25,10.56,11.49,
S.cerevisiae,8,8,A,Aconitine,94.7,106.69,-12.66,-11.99,
S.cerevisiae,2,7,A,Acyclovir,99.71,108.2,-8.52,-8.49,
S.cerevisiae,6,8,A,Adamantamine fumarate,108.64,109.38,-0.68,-0.74,
S.cerevisiae,5,7,D,Adenosine 5--monophosphate monohydrate,103.61,96.85,6.52,6.76,
S.cerevisiae,1,6,H,Adiphenine hydrochloride,70.16,101.25,-44.32,-31.09,
S.cerevisiae,12,10,B,Adrenosterone,103.12,101.41,1.66,1.71,
S.cerevisiae,8,3,D,Ajmalicine hydrochloride,96.88,91.74,5.3,5.14,
S.cerevisiae,8,3,E,Ajmaline,101.27,102.06,-0.78,-0.79,
S.cerevisiae,4,8,A,Albendazole,77.04,3.43,95.55,73.61,yes
S.cerevisiae,10,2,F,Alclometasone dipropionate,102.96,104.92,-1.9,-1.96,
S.cerevisiae,13,7,H,Alcuronium chloride,99.88,104.04,-4.17,-4.16,
S.cerevisiae,10,8,F,Alexidine dihydrochloride,3.08,3.61,NA,-0.53,
S.cerevisiae,13,2,E,Alfadolone acetate,102.36,99.43,2.86,2.93,
S.cerevisiae,13,3,E,Alfaxalone,100.72,99.59,1.12,1.13,
S.cerevisiae,5,3,A,Alfuzosin hydrochloride,98.87,100.96,-2.11,-2.08,
S.cerevisiae,1,3,A,Allantoin,99.34,106.78,-7.48,-7.44,
S.cerevisiae,14,11,C,alpha-Santonin,104.66,102.39,2.17,2.27,
S.cerevisiae,4,11,A,Alprenolol hydrochloride,92.98,92.03,1.02,0.95,
S.cerevisiae,13,9,F,Alprostadil,96.25,99.1,-2.96,-2.85,
S.cerevisiae,10,2,A,Althiazide,102.55,102.58,-0.03,-0.03,
S.cerevisiae,12,7,G,Altretamine,93.26,100.28,-7.52,-7.02,
S.cerevisiae,3,5,B,Alverine citrate salt,98.98,98.98,-0.01,-0.01,
S.cerevisiae,5,7,E,Ambroxol hydrochloride,104.63,100.22,4.22,4.42,
S.cerevisiae,5,4,F,"Amethopterin (R,S)",76.69,60.22,21.47,16.47,yes
S.cerevisiae,2,9,A,Amidopyrine,91.83,103.85,-13.09,-12.02,
S.cerevisiae,5,6,H,Amikacin hydrate,100.26,94.23,6.02,6.04,
S.cerevisiae,1,8,A,Amiloride hydrochloride dihydrate,109.17,107.81,1.25,1.37,
S.cerevisiae,12,11,H,Aminocaproic acid,103.89,105.4,-1.46,-1.51,
S.cerevisiae,12,6,B,Aminohippuric acid,103.5,97.62,5.68,5.88,
S.cerevisiae,11,11,B,Aminophylline,99.5,106.62,-7.16,-7.12,
S.cerevisiae,3,10,C,"Aminopurine, 6-benzyl",95.23,105.47,-10.75,-10.24,
S.cerevisiae,6,10,A,Amiodarone hydrochloride,8.73,8.92,-2.15,-0.19,
S.cerevisiae,11,6,E,Amiprilose hydrochloride,100.85,104.25,-3.37,-3.4,
S.cerevisiae,1,5,H,Amitryptiline hydrochloride,101.22,92.2,8.91,9.02,
S.cerevisiae,4,10,G,Amodiaquin dihydrochloride dihydrate,100.29,104.97,-4.67,-4.68,
S.cerevisiae,2,3,C,Amoxapine,91.59,98.82,-7.9,-7.23,
S.cerevisiae,5,8,D,Amoxicillin,100.29,100.99,-0.7,-0.7,
S.cerevisiae,6,11,A,Amphotericin B,7.89,8.48,-7.52,-0.59,
S.cerevisiae,2,5,D,Ampicillin trihydrate,104.06,95.26,8.46,8.8,
S.cerevisiae,1,9,A,Amprolium hydrochloride,102.3,106.34,-3.95,-4.04,
S.cerevisiae,3,2,C,Ampyrone,108.54,88.1,18.82,20.43,
S.cerevisiae,10,11,H,Amrinone,102.52,92.03,10.24,10.5,
S.cerevisiae,1,10,E,Amyleine hydrochloride,97.29,95.66,1.68,1.63,
S.cerevisiae,9,10,C,Anabasine,100.66,98.15,2.5,2.51,
S.cerevisiae,6,2,B,Androsterone,86.13,79.98,7.14,6.15,
S.cerevisiae,6,3,B,Anisomycin,101.05,106.96,-5.85,-5.91,
S.cerevisiae,4,9,B,Antazoline hydrochloride,98.96,98.88,0.08,0.08,
S.cerevisiae,3,3,G,Antimycin A,56.31,58.92,-4.63,-2.61,
S.cerevisiae,1,10,C,Antipyrine,107.46,96.6,10.11,10.86,
S.cerevisiae,1,11,C,"Antipyrine, 4-hydroxy",100.32,104.35,-4.01,-4.03,
S.cerevisiae,6,5,B,Apigenin,80.32,80.63,-0.39,-0.31,
S.cerevisiae,13,6,E,Apramycin,97.89,100.74,-2.91,-2.85,
S.cerevisiae,13,7,G,Arbutin,106.59,99.59,6.56,7,
S.cerevisiae,11,7,H,Arcaine sulfate,103.22,95.13,7.84,8.09,
S.cerevisiae,6,3,A,Arecoline hydrobromide,103.74,100.3,3.32,3.44,
S.cerevisiae,7,9,B,Artemisinin,24.03,2.09,91.31,21.94,yes
S.cerevisiae,13,3,H,Articaine hydrochloride,97.14,101.07,-4.04,-3.93,
S.cerevisiae,5,6,A,Ascorbic acid,100.1,100.21,-0.11,-0.11,
S.cerevisiae,13,10,C,Asiaticoside,100.12,103.21,-3.08,-3.08,
S.cerevisiae,6,6,B,"Aspartic acid, N-acetyl (R,S)",103.56,98.74,4.65,4.82,
S.cerevisiae,2,7,F,Astemizole,97.17,90.79,6.57,6.38,
S.cerevisiae,7,5,F,Atovaquone,74.19,76.6,-3.25,-2.41,
S.cerevisiae,10,8,B,Atractyloside potassium salt,99.9,106.15,-6.26,-6.25,
S.cerevisiae,1,6,A,Atracurium besylate,100.32,98.5,1.82,1.83,
S.cerevisiae,8,6,A,Atropine sulfate monohydrate,100.13,98.79,1.34,1.34,
S.cerevisiae,9,2,E,Austricine,106.88,96.71,9.51,10.17,
S.cerevisiae,9,11,B,Avermectin B1,89.93,85.61,4.8,4.32,
S.cerevisiae,2,4,B,Azacyclonol,112.35,105.11,6.44,7.24,
S.cerevisiae,11,7,G,Azacytidine-5,98.25,100.53,-2.33,-2.28,
S.cerevisiae,1,2,A,Azaguanine-8,115.08,101.24,12.02,13.83,
S.cerevisiae,14,8,H,Azaperone,101.76,6.07,94.03,95.69,yes
S.cerevisiae,13,4,E,Azapropazone,98.48,100.08,-1.62,-1.6,
S.cerevisiae,2,5,B,Azathioprine,95.61,98.68,-3.22,-3.08,
S.cerevisiae,7,4,A,"Azathymine, 6",106.16,104.91,1.17,1.25,
S.cerevisiae,11,2,C,Azlocillin sodium salt,97.28,93.17,4.23,4.12,
S.cerevisiae,3,6,C,Aztreonam,96.25,110.33,-14.63,-14.08,
S.cerevisiae,6,7,B,Bacampicillin hydrochloride,108.1,105.01,2.87,3.1,
S.cerevisiae,12,10,D,Bacitracin,105.03,87.93,16.29,17.11,
S.cerevisiae,2,6,A,"Baclofen (R,S)",88.88,105.99,-19.25,-17.11,
S.cerevisiae,5,2,E,Bambuterol hydrochloride,97.49,97.46,0.03,0.03,
S.cerevisiae,11,6,F,Beclomethasone dipropionate,98.81,90.02,8.9,8.79,
S.cerevisiae,12,3,A,Bemegride,106.64,114.71,-7.57,-8.07,
S.cerevisiae,10,5,G,Bendroflumethiazide,101.27,100.32,0.94,0.95,
S.cerevisiae,5,8,E,Benfluorex hydrochloride,102.67,103.26,-0.57,-0.59,
S.cerevisiae,9,5,B,Benfotiamine,101.3,101.8,-0.5,-0.51,
S.cerevisiae,1,8,F,Benoxinate hydrochloride,100,105.37,-5.37,-5.37,
S.cerevisiae,7,5,A,Benperidol,100.54,102.94,-2.38,-2.4,
S.cerevisiae,12,9,F,Benserazide hydrochloride,94.82,106.37,-12.18,-11.55,
S.cerevisiae,9,8,B,Benzamil hydrochloride,93.16,104.53,-12.2,-11.36,
S.cerevisiae,13,9,G,Benzathine benzylpenicillin,94.61,104.04,-9.96,-9.43,
S.cerevisiae,5,11,E,Benzbromarone,18.59,22.99,-23.71,-4.41,
S.cerevisiae,9,9,G,Benzethonium chloride,0.8,7.34,-812.93,-6.54,
S.cerevisiae,9,3,H,Benzocaine,95.45,96.35,-0.95,-0.9,
S.cerevisiae,1,3,B,Benzonatate,101.64,99.63,1.97,2.01,
S.cerevisiae,11,5,C,Benzthiazide,100.56,107.04,-6.44,-6.48,
S.cerevisiae,4,8,F,Benzydamine hydrochloride,95.64,101.38,-6.01,-5.75,
S.cerevisiae,14,9,D,Benzylpenicillin sodium,94.42,96.28,-1.97,-1.86,
S.cerevisiae,12,7,F,Bephenium hydroxynaphthoate,91.57,82.09,10.36,9.49,
S.cerevisiae,5,9,E,Bepridil hydrochloride,109.98,96.35,12.4,13.63,
S.cerevisiae,8,7,C,Berberine chloride,101.28,94.13,7.06,7.15,
S.cerevisiae,11,2,B,Bergenin monohydrate,104.46,102.9,1.49,1.56,
S.cerevisiae,9,3,E,beta- Belladonnine dichloroethylate,92.08,95.21,-3.41,-3.14,
S.cerevisiae,9,7,D,Beta-Escin,100.11,99.03,1.09,1.09,
S.cerevisiae,7,4,G,Betahistine mesylate,100.05,97.42,2.63,2.63,
S.cerevisiae,5,3,E,Betamethasone,100.83,95.97,4.82,4.86,
S.cerevisiae,13,6,C,Beta-sistosterol,86.56,82.46,4.73,4.09,
S.cerevisiae,5,3,G,Betaxolol hydrochloride,73.03,100.18,-37.17,-27.15,
S.cerevisiae,1,4,E,Betazole hydrochloride,96.71,101.5,-4.95,-4.79,
S.cerevisiae,14,4,D,Bethanechol chloride,98.85,99.74,-0.9,-0.89,
S.cerevisiae,9,9,A,Betonicine,104.62,100.49,3.94,4.13,
S.cerevisiae,13,11,C,Betulin,86.85,87.24,-0.44,-0.38,
S.cerevisiae,6,8,B,Betulinic acid,63.11,59.5,5.73,3.61,
S.cerevisiae,5,9,F,Bezafibrate,100.78,98.7,2.07,2.08,
S.cerevisiae,8,10,C,Bicuculline (+),98.93,99.53,-0.61,-0.6,
S.cerevisiae,6,9,B,Biotin,104.56,103.67,0.84,0.88,
S.cerevisiae,7,3,C,Biperiden hydrochloride,100.8,102.96,-2.14,-2.16,
S.cerevisiae,6,10,B,Bisacodyl,101.07,105.38,-4.27,-4.32,
S.cerevisiae,5,11,A,Bisoprolol fumarate,100.22,108.93,-8.68,-8.7,
S.cerevisiae,8,11,D,Boldine,91.43,108.33,-18.48,-16.9,
S.cerevisiae,12,3,G,Bretylium tosylate,100.75,97.1,3.62,3.65,
S.cerevisiae,5,6,E,Brinzolamide,97.87,101.61,-3.82,-3.73,
S.cerevisiae,2,2,E,Bromocryptine mesylate,102.75,95.37,7.18,7.38,
S.cerevisiae,9,5,G,Bromopride,96.67,99.7,-3.13,-3.03,
S.cerevisiae,7,10,C,Bromperidol,96,98.05,-2.13,-2.05,
S.cerevisiae,6,6,H,Brompheniramine maleate,104.62,112.27,-7.31,-7.65,
S.cerevisiae,11,4,B,Bucladesine sodium salt,100.79,99.15,1.62,1.64,
S.cerevisiae,7,9,D,Budesonide,104.86,108.14,-3.12,-3.27,
S.cerevisiae,4,4,A,Bufexamac,98.3,97.82,0.49,0.48,
S.cerevisiae,6,7,C,Buflomedil hydrochloride,104.45,100.3,3.98,4.16,
S.cerevisiae,4,7,D,Bumetanide,99.62,101.84,-2.22,-2.21,
S.cerevisiae,4,6,G,Bupivacaine hydrochloride,114.9,99.26,13.61,15.64,
S.cerevisiae,4,10,A,Bupropion hydrochloride,97.96,99.74,-1.82,-1.78,
S.cerevisiae,5,10,E,Buspirone hydrochloride,103.45,97.67,5.59,5.78,
S.cerevisiae,11,2,D,Butacaine,103.46,108.64,-5.01,-5.18,
S.cerevisiae,10,2,E,Butamben,98.75,97.34,1.43,1.41,
S.cerevisiae,9,11,A,Butirosin disulfate salt,104.68,102.5,2.08,2.18,
S.cerevisiae,6,9,A,Butoconazole nitrate,6.43,7.39,-14.88,-0.96,
S.cerevisiae,12,5,B,Butylparaben,72.34,83.83,-15.88,-11.49,
S.cerevisiae,12,3,C,Caffeic acid,98.38,102.1,-3.78,-3.72,
S.cerevisiae,6,11,B,Calciferol,108.48,113.45,-4.57,-4.96,
S.cerevisiae,8,6,D,Calycanthine,101.75,98.29,3.4,3.46,
S.cerevisiae,3,11,D,"Camptothecine (S,+)",53.25,58.75,-10.34,-5.51,
S.cerevisiae,8,10,E,"Canavanine sulfate monohydrate (L,+)",94.65,103.19,-9.02,-8.54,
S.cerevisiae,2,9,G,Canrenoic acid potassium salt,99.46,105.89,-6.46,-6.43,
S.cerevisiae,12,6,A,Cantharidin,6.53,16.85,-158.04,-10.32,
S.cerevisiae,11,10,H,Capsaicin,99.19,108.25,-9.13,-9.05,
S.cerevisiae,1,10,B,Captopril,113.03,102.4,9.4,10.63,
S.cerevisiae,11,11,H,Carbachol,104.95,106.63,-1.61,-1.69,
S.cerevisiae,1,3,F,Carbamazepine,80.66,98.01,-21.52,-17.36,
S.cerevisiae,6,4,B,Carbarsone,96.68,106.55,-10.22,-9.88,
S.cerevisiae,11,8,D,Carbenoxolone disodium salt,89.22,88.81,0.45,0.4,
S.cerevisiae,5,8,G,Carbetapentane citrate,106.86,97.46,8.8,9.4,
S.cerevisiae,6,10,D,Carbimazole,98.65,95.78,2.91,2.87,
S.cerevisiae,11,2,A,Carbinoxamine maleate salt,99.95,101.94,-1.99,-1.99,
S.cerevisiae,6,3,C,Carcinine,105.64,97.75,7.47,7.89,
S.cerevisiae,6,4,C,Carisoprodol,100.13,104.41,-4.28,-4.28,
S.cerevisiae,6,7,E,Carteolol hydrochloride,111.14,103.04,7.29,8.11,
S.cerevisiae,11,8,B,"Catechin-(+,-) hydrate",103.52,101.35,2.09,2.16,
S.cerevisiae,7,6,A,Cefaclor,101.02,93.72,7.22,7.3,
S.cerevisiae,6,5,D,Cefadroxil,103.88,101.65,2.14,2.22,
S.cerevisiae,13,7,D,Cefalonium,108.67,95.64,12,13.04,
S.cerevisiae,10,8,C,Cefamandole sodium salt,95.37,104.14,-9.19,-8.77,
S.cerevisiae,10,7,B,Cefazolin sodium salt,105.37,97.12,7.83,8.25,
S.cerevisiae,14,9,H,Cefepime hydrochloride,96.1,99.21,-3.23,-3.11,
S.cerevisiae,6,3,G,Cefixime,92.86,91.06,1.94,1.8,
S.cerevisiae,9,11,F,Cefmetazole sodium salt,106.36,103.4,2.78,2.96,
S.cerevisiae,5,8,A,Cefoperazone dihydrate,101.7,108.07,-6.26,-6.37,
S.cerevisiae,6,11,G,Ceforanide,96.35,105.08,-9.07,-8.74,
S.cerevisiae,2,10,F,Cefotaxime sodium salt,99.14,104.02,-4.92,-4.88,
S.cerevisiae,6,4,H,Cefotetan,97.97,104.73,-6.9,-6.76,
S.cerevisiae,7,3,A,Cefotiam hydrochloride,102.24,98.21,3.95,4.04,
S.cerevisiae,11,3,D,Cefoxitin sodium salt,101.22,100.12,1.08,1.1,
S.cerevisiae,11,5,B,Cefsulodin sodium salt,100.56,107.08,-6.48,-6.51,
S.cerevisiae,7,10,A,Ceftazidime pentahydrate,97.86,97.45,0.41,0.4,
S.cerevisiae,9,11,H,Cefuroxime sodium salt,99.4,97.8,1.6,1.59,
S.cerevisiae,6,9,C,Cephaeline dihydrochloride heptahydrate,95.3,102.93,-8.01,-7.63,
S.cerevisiae,5,9,D,Cephalexin monohydrate,97.81,108.74,-11.18,-10.94,
S.cerevisiae,6,5,C,"Cephalosporanic acid, 7-amino",107.26,105.83,1.33,1.43,
S.cerevisiae,9,10,H,Cephalothin sodium salt,100.6,101.1,-0.49,-0.49,
S.cerevisiae,7,4,C,Cetirizine dihydrochloride,94.34,102.75,-8.92,-8.41,
S.cerevisiae,8,8,C,Chelidonine (+),103.55,99.68,3.73,3.87,
S.cerevisiae,4,6,E,Chenodiol,99.29,102.69,-3.42,-3.39,
S.cerevisiae,6,6,C,Chicago sky blue 6B,94.3,92.17,2.25,2.12,
S.cerevisiae,14,10,D,Chlorambucil,99.15,103.87,-4.76,-4.72,
S.cerevisiae,1,2,D,Chloramphenicol,110.82,106.09,4.27,4.73,
S.cerevisiae,2,4,G,Chlorhexidine,1.97,3.7,NA,-1.73,
S.cerevisiae,5,7,B,Chlormezanone,96.18,98.6,-2.52,-2.42,
S.cerevisiae,6,8,C,Chlorogenic acid,98.38,95.49,2.94,2.89,
S.cerevisiae,11,8,A,Chloropyramine hydrochloride,93.21,88.34,5.22,4.87,
S.cerevisiae,7,9,G,Chloroquine diphosphate,99.91,104.84,-4.94,-4.93,
S.cerevisiae,4,2,B,Chlorothiazide,101.62,97.9,3.66,3.72,
S.cerevisiae,10,8,D,Chlorotrianisene,102.43,99.59,2.77,2.84,
S.cerevisiae,2,8,D,Chlorpheniramine maleate,100.78,99.54,1.23,1.24,
S.cerevisiae,3,5,H,Chlorphensin carbamate,101.37,98.32,3.01,3.05,
S.cerevisiae,1,5,G,Chlorpromazine hydrochloride,106.8,99.02,7.28,7.78,
S.cerevisiae,5,4,A,Chlorpropamide,83.53,103.45,-23.85,-19.92,
S.cerevisiae,5,9,C,Chlorprothixene hydrochloride,97.09,94,3.19,3.1,
S.cerevisiae,2,6,G,Chlortetracycline hydrochloride,106.03,97.11,8.41,8.92,
S.cerevisiae,5,2,D,Chlorthalidone,105.18,107.81,-2.5,-2.63,
S.cerevisiae,3,4,A,Chlorzoxazone,106.49,104.1,2.25,2.39,
S.cerevisiae,6,10,C,Cholecalciferol,99.19,105.59,-6.45,-6.4,
S.cerevisiae,8,6,F,"Chrysene-1,4-quinone",12.41,30.46,-145.51,-18.05,
S.cerevisiae,12,10,A,Chrysin,91.64,90.53,1.22,1.11,
S.cerevisiae,7,2,G,Ciclopirox ethanolamine,0,0,NA,0,
S.cerevisiae,1,7,C,Cimetidine,100.65,94.05,6.55,6.59,
S.cerevisiae,8,9,E,Cinchonine,97.82,99.65,-1.87,-1.83,
S.cerevisiae,4,9,D,Cinnarizine,92.98,103.33,-11.13,-10.35,
S.cerevisiae,10,11,F,Cinoxacin,97.86,95.78,2.12,2.07,
S.cerevisiae,14,7,D,Ciprofibrate,87.7,86.37,1.52,1.33,
S.cerevisiae,2,4,D,Ciprofloxacin hydrochloride,103.73,107.47,-3.61,-3.74,
S.cerevisiae,6,11,C,Cisapride,103.85,104.78,-0.9,-0.93,
S.cerevisiae,9,3,F,Citalopram Hydrobromide,104.04,93.43,10.2,10.61,
S.cerevisiae,5,11,F,Clebopride maleate,106.72,97.01,9.1,9.71,
S.cerevisiae,4,7,G,Clemastine fumarate,108.59,100.45,7.5,8.15,
S.cerevisiae,3,8,G,Clemizole hydrochloride,0,0,NA,0,
S.cerevisiae,5,6,C,Clenbuterol hydrochloride,100.5,101.24,-0.73,-0.74,
S.cerevisiae,11,3,C,Clidinium bromide,103.08,104.17,-1.06,-1.1,
S.cerevisiae,2,8,F,Clindamycin hydrochloride,100.12,103.17,-3.04,-3.04,
S.cerevisiae,12,7,A,Clioquinol,7.47,14.97,-100.35,-7.5,
S.cerevisiae,10,2,G,Clobetasol propionate,97.31,91.91,5.55,5.4,
S.cerevisiae,14,10,H,Clocortolone pivalate,84.5,93.93,-11.16,-9.43,
S.cerevisiae,5,7,F,Clofazimine,59.82,11.75,80.36,48.07,yes
S.cerevisiae,10,4,G,Clofibric acid,90.25,100.01,-10.81,-9.76,
S.cerevisiae,4,10,H,Clofilium tosylate,110.01,50.15,54.41,59.86,yes
S.cerevisiae,5,8,H,"Clomiphene citrate (Z,E)",92.75,1.07,98.84,91.67,yes
S.cerevisiae,4,10,C,Clomipramine hydrochloride,107.93,95.95,11.1,11.98,
S.cerevisiae,4,9,A,Clonidine hydrochloride,101.62,86.91,14.47,14.7,yes
S.cerevisiae,5,5,D,Clopamide,99.38,102.22,-2.85,-2.84,
S.cerevisiae,10,4,H,Cloperastine hydrochloride,104.24,105.6,-1.31,-1.36,
S.cerevisiae,5,5,C,Clorgyline hydrochloride,106.32,94.08,11.52,12.24,
S.cerevisiae,7,11,F,Clorsulon,100.89,102.58,-1.68,-1.69,
S.cerevisiae,4,8,C,Clotrimazole,2.98,1.12,NA,1.86,
S.cerevisiae,3,7,C,Cloxacillin sodium salt,94.88,99.5,-4.86,-4.62,
S.cerevisiae,5,11,C,Clozapine,100.47,107.59,-7.08,-7.11,
S.cerevisiae,5,4,E,Colchicine,88.72,100.86,-13.69,-12.14,
S.cerevisiae,7,7,A,Colistin sulfate,100.2,88.7,11.48,11.51,
S.cerevisiae,14,4,E,Condelphine,98.55,90.17,8.5,8.38,
S.cerevisiae,8,9,H,Conessine,99.98,101.86,-1.88,-1.88,
S.cerevisiae,8,7,D,Convolamine hydrochloride,101.04,105.86,-4.77,-4.82,
S.cerevisiae,6,2,D,Coralyne chloride hydrate,118.31,111.46,5.79,6.85,
S.cerevisiae,6,3,D,Corticosterone,99.59,105.04,-5.48,-5.45,
S.cerevisiae,4,4,D,Cortisone,101.62,103.24,-1.6,-1.62,
S.cerevisiae,8,9,B,Corynanthine hydrochloride,103.32,94.62,8.43,8.71,
S.cerevisiae,2,3,A,Cotinine (-),101.03,101.63,-0.6,-0.61,
S.cerevisiae,11,3,B,Cromolyn disodium salt,98.46,98.74,-0.29,-0.28,
S.cerevisiae,12,2,H,Crotamiton,103.01,104.61,-1.56,-1.6,
S.cerevisiae,6,4,D,Cyanocobalamin,107.92,99.69,7.63,8.24,
S.cerevisiae,14,11,H,Cyclacillin,109.7,107.96,1.59,1.74,
S.cerevisiae,7,11,C,Cyclizine hydrochloride,107.76,106.31,1.34,1.45,
S.cerevisiae,6,6,E,Cyclobenzaprine hydrochloride,106.87,104.84,1.9,2.03,
S.cerevisiae,10,11,G,Cycloheximide,0,0,NA,0,
S.cerevisiae,13,5,D,Cyclopenthiazide,97.29,100.25,-3.04,-2.96,
S.cerevisiae,14,6,F,Cyclopentolate hydrochloride,102.52,103.71,-1.16,-1.19,
S.cerevisiae,6,6,D,Cyclosporin A,91.34,89.89,1.59,1.46,
S.cerevisiae,2,4,C,Cyproheptadine hydrochloride,95.53,111.67,-16.9,-16.14,
S.cerevisiae,14,5,D,Cyproterone acetate,102.21,99.25,2.9,2.96,
S.cerevisiae,8,5,G,Cytisine (-),100.37,101.13,-0.76,-0.76,
S.cerevisiae,8,5,B,Dacarbazine,93.18,96.11,-3.14,-2.93,
S.cerevisiae,2,6,C,Danazol,67.95,86.44,-27.21,-18.49,
S.cerevisiae,4,2,F,Dantrolene sodium salt,92.99,93.97,-1.05,-0.98,
S.cerevisiae,1,6,D,Dapsone,91.14,92.56,-1.55,-1.42,
S.cerevisiae,7,8,A,Daunorubicin hydrochloride,31.39,7.76,75.3,23.64,yes
S.cerevisiae,14,7,E,D-cycloserine,102.67,98.1,4.45,4.57,
S.cerevisiae,5,3,F,Debrisoquin sulfate,98.48,103.57,-5.17,-5.09,
S.cerevisiae,13,9,A,Decamethonium bromide,98.71,101.44,-2.77,-2.73,
S.cerevisiae,10,6,A,Deferoxamine mesylate,95.07,101.68,-6.96,-6.61,
S.cerevisiae,2,4,E,Dehydrocholic acid,101.76,107.36,-5.5,-5.59,
S.cerevisiae,12,8,F,Dehydroisoandosterone 3-acetate,95.89,93.72,2.26,2.17,
S.cerevisiae,9,5,C,Delcorine,103.99,99.98,3.86,4.01,
S.cerevisiae,9,10,D,Delsoline,107.85,103.82,3.74,4.03,
S.cerevisiae,9,4,D,Deltaline,106.7,97.44,8.67,9.25,
S.cerevisiae,8,7,F,Demecarium bromide,70.86,76.87,-8.48,-6.01,
S.cerevisiae,10,4,D,Demeclocycline hydrochloride,105.98,106.19,-0.2,-0.21,
S.cerevisiae,13,2,A,Denatonium benzoate,97.07,98.64,-1.62,-1.58,
S.cerevisiae,12,8,H,Deoxycorticosterone,78.95,83.56,-5.83,-4.61,
S.cerevisiae,13,4,F,Deptropine citrate,97.58,99.75,-2.22,-2.17,
S.cerevisiae,5,9,G,Dequalinium dichloride,0.28,0.54,NA,-0.25,
S.cerevisiae,5,4,C,Desipramine hydrochloride,104.79,107.67,-2.75,-2.88,
S.cerevisiae,2,11,E,Dexamethasone acetate,105.38,95.03,9.82,10.35,
S.cerevisiae,5,10,D,Dextromethorphan hydrobromide monohydrate,102.75,99.77,2.9,2.98,
S.cerevisiae,2,8,A,Diazoxide,101.03,98.42,2.58,2.6,
S.cerevisiae,1,7,H,Dibucaine,83.28,95.32,-14.46,-12.05,
S.cerevisiae,11,10,A,Dichlorphenamide,96.2,105.32,-9.47,-9.11,
S.cerevisiae,8,5,D,Diclofenac sodium,76.09,79.14,-4.01,-3.05,
S.cerevisiae,6,11,E,Dicloxacillin sodium salt,100.16,104.72,-4.55,-4.56,
S.cerevisiae,10,6,G,Dicumarol,93.57,96.45,-3.08,-2.88,
S.cerevisiae,1,9,E,Dicyclomine hydrochloride,92.78,102.9,-10.91,-10.12,
S.cerevisiae,10,9,H,Dienestrol,88.2,96.04,-8.89,-7.84,
S.cerevisiae,4,5,E,Diethylcarbamazine citrate,99.29,103.45,-4.18,-4.15,
S.cerevisiae,10,7,D,Diethylstilbestrol,97.29,100.24,-3.04,-2.95,
S.cerevisiae,8,10,F,Diflorasone Diacetate,105.56,110.09,-4.29,-4.53,
S.cerevisiae,1,10,D,Diflunisal,65.48,66.22,-1.13,-0.74,
S.cerevisiae,6,7,D,Digitoxigenin,96.56,103.65,-7.34,-7.08,
S.cerevisiae,12,4,A,Digoxigenin,109.24,117.65,-7.7,-8.41,
S.cerevisiae,6,8,D,Digoxin,106.92,104.1,2.63,2.81,
S.cerevisiae,8,3,A,Dihydroergocristine mesylate,98.12,98.22,-0.1,-0.1,
S.cerevisiae,2,11,G,Dihydroergotamine tartrate,97.49,102.23,-4.86,-4.74,
S.cerevisiae,8,10,A,Dihydroergotoxine mesylate,0,7.05,#¿NOMBRE?,-7.05,
S.cerevisiae,2,10,H,Dihydrostreptomycin sulfate,104.39,104.2,0.18,0.19,
S.cerevisiae,3,7,H,Dilazep dihydrochloride,105.46,102.67,2.65,2.79,
S.cerevisiae,12,4,C,Diloxanide furoate,104.43,96.58,7.51,7.85,
S.cerevisiae,2,5,F,Diltiazem hydrochloride,108.66,100.05,7.92,8.61,
