Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
S.pombe,CCC0363D1,C,5,PAEONOL,102.15,104.51,104.53,103.21,102.54,100.91,100.44
S.pombe,CCC0362D1,D,9,PALMATINE,98.94,97.81,100.54,96.58,99.93,98.18,100.76
S.pombe,CCC0333D1,B,10,Palmatine chloride,100.2,99.91,101.31,101.72,99.97,100.53,101.28
S.pombe,CCC0352D1,H,8,Palmitoyl-DL-Carnitine chloride,-1.49,-1.34,-2.06,-6.23,-2.04,-1.16,5.74
S.pombe,CCC0352D1,F,6,Palmitoylethanolamide,98.07,99.13,98.28,99.76,100.59,100.49,99.58
S.pombe,CCC0344D1,B,9,p-Aminoclonidine hydrochloride,98,99.85,101.2,100.94,102.7,103.55,101.55
S.pombe,CCC0343D1,D,6,PANAXADIOL,101.9,98.96,100.7,105.18,98.73,101.9,104.97
S.pombe,CCC0343D1,A,7,PANAXATRIOL,100.55,100.04,100.5,99.5,98.76,98.97,101.37
S.pombe,CCC0338D1,H,5,Pancuronium bromide,101.8,98.89,96.19,101.39,102.19,98.98,99.37
S.pombe,CCC0326D1,C,3,Panthenol (D),100.48,101.16,99.77,98.84,100.97,99.34,99.21
S.pombe,CCC0358D1,D,10,PANTOPRAZOLE,103.55,101.25,101.64,106.2,103.2,100.25,100.01
S.pombe,CCC0331D1,H,3,Pantothenic acid calcium salt monohydrate,100.04,99.95,100.26,99.87,103.36,93.8,102.36
S.pombe,CCC0333D1,C,4,Papaverine hydrochloride,97.33,98.98,98.48,98.99,98.93,101.38,100.96
S.pombe,CCC0354D1,D,4,PAPP,99.94,102.16,99.21,95.98,100.52,102.24,101.53
S.pombe,CCC0360D1,B,2,PARACHLOROPHENOL,100.89,100.63,101.18,102.45,96.03,98.92,100.94
S.pombe,CCC0366D1,H,10,PARADICHLOROBENZENE,108.92,101.58,100.79,104.89,92.57,96.34,99.84
S.pombe,CCC0363D1,F,7,PARAROSANILINE PAMOATE,0.1,0.11,-2.86,-1.52,-0.47,-2.55,-2.29
S.pombe,CCC0339D1,G,11,Parbendazole,100.2,98.97,97.49,94.85,101.03,96.73,95.87
S.pombe,CCC0328D1,C,4,Pargyline hydrochloride,100.75,101.54,100.03,103.28,102.03,98.89,99.57
S.pombe,CCC0336D1,G,8,Paromomycin sulfate,100.05,99.68,100.74,102.58,98.34,98.48,99.26
S.pombe,CCC0352D1,G,11,Paromomycin sulfate,104.54,99.84,100.36,103.53,100.63,100.7,100.01
S.pombe,CCC0336D1,F,2,Paroxetine Hydrochloride,100.4,99.93,99.21,101.23,99.97,94.74,100.03
S.pombe,CCC0332D1,G,11,Parthenolide,99.63,100.94,100.84,99.26,99.13,101.15,95.84
S.pombe,CCC0369D1,G,6,PASINIAZID,101.54,100.16,98.26,102.19,109.79,100.07,101.38
S.pombe,CCC0342D1,H,7,PATULIN,95.9,95.76,93.38,96.85,94.47,100.47,95.53
S.pombe,CCC0346D1,A,2,p-Benzoquinone,102.9,101.11,99.5,101.19,100.01,97.65,99.4
S.pombe,CCC0353D1,A,5,"PD 168,077 maleate",99.17,100.67,97.14,97.49,99.04,100.32,101.23
S.pombe,CCC0352D1,B,8,"PD 404,182",100.02,99.03,101.7,99.44,100.68,99.45,100.67
S.pombe,CCC0353D1,G,4,"PD 98,059",98.98,99.48,95.95,55.23,98.78,86.1,103.17
S.pombe,CCC0364D1,B,7,PECTOLINARIN,99.77,100.18,100.6,102.26,100.79,99.74,99.46
S.pombe,CCC0362D1,D,11,PEFLOXACINE MESYLATE,98.53,98.02,98.38,101.19,107.68,99.58,97.45
S.pombe,CCC0343D1,H,7,PEGANINE,100.14,100.1,99.6,98.73,91.88,96.89,103.01
S.pombe,CCC0342D1,H,6,PEGANOLE,97.75,97.86,98,99.9,101.31,101.1,101.03
S.pombe,CCC0370D1,H,6,PELLETIERINE HYDROCHLORIDE,102.66,98.62,82.53,102.85,101.64,100.86,98.65
S.pombe,CCC0334D1,E,4,Pempidine tartrate,102.05,101.02,100.3,98.98,99.96,98.09,103.15
S.pombe,CCC0339D1,A,4,Penbutolol sulfate,99.9,99.74,100.26,99.42,98.92,93.6,99.27
S.pombe,CCC0360D1,C,2,PENICILLAMINE,100.14,101.73,98.4,101.85,97.29,100.19,99.84
S.pombe,CCC0341D1,B,7,"PENICILLAMINE, L-",99.19,102.35,99.53,97.79,99.48,101.01,96.79
S.pombe,CCC0368D1,D,3,PENICILLIC ACID,100.49,103.14,107.51,102.69,106.74,101.62,101.2
S.pombe,CCC0357D1,E,2,PENICILLIN V POTASSIUM,98.35,100.98,99.52,102.67,101.55,97.76,95.2
S.pombe,CCC0366D1,A,11,PENTACHLOROPHENOL,65.56,67.48,0.86,8.33,-0.51,-0.59,10.03
S.pombe,CCC0332D1,H,4,Pentamidine isethionate,97.92,87.88,33.73,10.61,96.23,0.67,89.01
S.pombe,CCC0352D1,G,6,Pentamidine isethionate,92.8,67.74,29.35,48.68,93.95,55.06,91.86
S.pombe,CCC0337D1,G,2,Pentetic acid,99.68,98.12,101.87,97.34,98.68,96.66,97.42
S.pombe,CCC0328D1,C,9,Pentolinium bitartrate,100.71,100.83,100.88,100.7,101.16,99.75,107.13
S.pombe,CCC0352D1,C,8,Pentolinium di[L(+)-tartrate],101.59,101.41,100.85,99.22,99.8,99.66,100.52
S.pombe,CCC0328D1,D,7,Pentoxifylline,101.55,100.23,102.38,104.12,98.67,100.43,100.38
S.pombe,CCC0328D1,A,3,Pentylenetetrazole,100.24,99.02,102.18,98.57,104.26,100.09,98.71
S.pombe,CCC0363D1,F,4,PEONIFLORIN,102.86,101.72,99.97,101.42,106.05,100.59,100.9
S.pombe,CCC0358D1,H,8,PEONOL METHYL ETHER,19.16,98.9,28.18,24.26,18.04,73.46,99.05
S.pombe,CCC0331D1,A,6,Pepstatin A,100.04,102.49,100.21,99.75,100.28,100.03,97.46
S.pombe,CCC0329D1,F,6,Pergolide mesylate,100.12,99.82,101.13,97.08,96.6,96.49,99.63
S.pombe,CCC0329D1,E,7,Perhexiline maleate,103.01,100.73,98.27,101.59,100.67,95.73,104.23
S.pombe,CCC0361D1,A,11,PERICIAZINE,95.93,98.1,106.32,99,83.64,85.94,98.07
S.pombe,CCC0340D1,G,10,PERILLIC ACID,86.67,92.22,88.28,88.6,87.3,93.57,92.65
S.pombe,CCC0362D1,G,10,PERILLYL ALCOHOL,101.88,101.86,100.51,101.35,100.07,107.32,102.24
S.pombe,CCC0362D1,H,7,PERINDOPRIL ERBUMINE,103.2,101.45,101.18,102.27,103.72,98.63,101.73
S.pombe,CCC0368D1,G,7,PERIPLOCYMARIN,101.55,100.68,100.95,102.97,104.76,104.46,101.46
S.pombe,CCC0327D1,E,6,Perphenazine,99.79,98.68,99.8,100.58,99.97,100.9,99.97
S.pombe,CCC0358D1,H,3,PERSITOL HEPTAACETATE,98.69,97.81,101.8,102.51,102.31,99.26,100.4
S.pombe,CCC0342D1,A,8,PERUVOSIDE,98.8,100.08,98,98.18,99.93,101.02,100.52
S.pombe,CCC0367D1,H,4,PEUCEDANIN,100.94,100.03,101.06,98.02,113.43,100.19,102.4
S.pombe,CCC0370D1,B,7,PEUCENIN,101.01,104.92,82.48,101.76,96.34,99.41,100.73
S.pombe,CCC0349D1,E,2,p-Fluoro-L-phenylalanine,98.87,101.66,100.12,99.75,100,97.28,98.37
S.pombe,CCC0353D1,C,3,Phaclofen,99.76,99.18,98.43,97.66,97.66,99.44,101.43
S.pombe,CCC0332D1,F,4,Phenacetin,102.13,100.54,104.79,100.47,100.45,99.87,102.51
S.pombe,CCC0353D1,D,4,Phenamil methanesulfonate,100.2,100.52,99.76,99.67,100.76,102.14,99.6
S.pombe,CCC0335D1,D,3,Phenazopyridine hydrochloride,99.7,99.95,100.52,100.86,97.88,-0.9,100.58
S.pombe,CCC0328D1,A,11,Phenelzine sulfate,99.33,99.34,99.72,98.46,96.91,94.05,100.21
S.pombe,CCC0335D1,A,4,Phenethicillin potassium salt,97.59,99.52,97.84,99.59,98.29,95.66,98.08
S.pombe,CCC0328D1,B,10,Phenformin hydrochloride,105.46,101.89,100.34,99.3,101.77,99.75,100.01
S.pombe,CCC0332D1,F,9,Phenindione,100.17,102.34,101.34,95.54,100.4,103.23,100.91
S.pombe,CCC0326D1,F,10,Pheniramine maleate,100.63,101,99.2,101.3,103,102.15,100.06
S.pombe,CCC0358D1,G,9,PHENOLPHTHALEIN,106.21,99.84,100.18,101.56,108.4,102.66,101.2
S.pombe,CCC0362D1,A,2,PHENOTHRIN,98.57,96.84,102.48,100.2,102.4,108.8,105.65
S.pombe,CCC0337D1,G,5,Phenoxybenzamine hydrochloride,98.98,98.89,99.09,100.81,99.55,100.77,98.78
S.pombe,CCC0339D1,C,2,Phensuximide,100.05,100.15,100.15,100.63,101.29,101.09,104.13
S.pombe,CCC0328D1,G,11,Phentolamine hydrochloride,99.5,102.01,99.87,100.14,98.96,99.68,98.27
S.pombe,CCC0352D1,B,10,Phentolamine mesylate,97.88,100.82,100.41,101.23,101.46,101.12,98.64
S.pombe,CCC0365D1,F,3,PHENYLACETOHYDROXAMIC ACID,100.2,100.8,99.27,101.74,100.19,100.75,100.53
S.pombe,CCC0361D1,C,5,PHENYLALANYLTYROSINE,100.83,105.16,73,103.06,107.28,102.44,104.07
S.pombe,CCC0353D1,E,4,Phenylbenzene-omega-phosphono-alpha-amino acid,101.26,101.41,100.66,100.22,98.15,100.27,100.74
S.pombe,CCC0352D1,H,10,Phenylbutazone,97.85,101.18,102.27,98.15,99.99,100.49,98.61
S.pombe,CCC0362D1,A,4,PHENYLBUTYRATE SODIUM,-0.31,-0.65,1.22,-2.3,-0.32,-1.85,-1.85
S.pombe,CCC0369D1,E,8,PHENYLBUTYRIC ACID,98.2,17.92,91.89,4.75,63.03,86.23,100
S.pombe,CCC0352D1,E,9,Phenylephrine hydrochloride,100.51,97.7,100.21,94.27,101.61,101.01,101.14
S.pombe,CCC0360D1,H,5,PHENYLMERCURIC ACETATE,-4.1,-2.87,-2.74,-2.84,-1.16,-3.22,-2.12
S.pombe,CCC0330D1,A,5,Phenylpropanolamine hydrochloride,99.13,98.21,99.62,99.8,100.41,101.77,98.51
S.pombe,CCC0360D1,F,2,PHENYTOIN SODIUM,102.47,102.82,104.49,99.78,102.03,101.8,101.77
S.pombe,CCC0347D1,A,11,Phenytoin sodium,100.44,100.4,98.77,98.44,101.39,98.89,101.44
S.pombe,CCC0365D1,F,7,PHLORACETOPHENONE,103.04,102.86,101.04,103.09,100.82,97.76,98.95
S.pombe,CCC0340D1,E,11,PHLORETIN,100.4,103.15,102.24,105.85,100.49,97.84,98.2
S.pombe,CCC0343D1,F,4,PHLORIZINE,100,99.7,102.41,100.23,103.35,101.8,105.32
S.pombe,CCC0370D1,H,9,PHORATE,102.25,102.63,105.6,101.98,96.85,104.93,104.19
S.pombe,CCC0343D1,B,5,PHORBOL,100.25,99.88,99.55,103.75,100.47,100.64,102.07
S.pombe,CCC0340D1,F,11,"PHORBOL 12,13-DIBUTYRATE",97.53,100.92,103.25,95.43,101.84,99.23,103.12
S.pombe,CCC0341D1,D,2,"PHORBOL 12,13-DIBUTYRATE, 4-alpha-",98.6,100,100.23,101.12,99.63,99.8,102.37
S.pombe,CCC0341D1,H,2,PHORBOL 12-MYRISTATE 13-ACETATE,102.33,52.03,100.23,65.15,101.29,93.16,99.82
S.pombe,CCC0341D1,D,3,"PHORBOL 12-MYRISTATE 13-ACETATE, 4-alpha -",100.51,68.57,100.28,28.59,102.16,97.7,99.97
S.pombe,CCC0366D1,E,7,PHOSALONE,100.57,101.51,109.62,97.84,73.47,100.7,103.9
S.pombe,CCC0352D1,C,9,Phosphomycin disodium,99.78,101.31,101.2,97.79,99.8,100.29,98.64
S.pombe,CCC0352D1,F,9,Phosphonoacetic acid,100.22,99.83,100.21,99.74,100,99.51,100.25
S.pombe,CCC0353D1,B,7,Phosphoramidon disodium,98.63,98.69,99.57,96.16,99.16,98.77,100.7
S.pombe,CCC0353D1,F,4,Phthalamoyl-L-glutamic acid trisodium,99.86,100.07,99.22,104.12,101.3,100.06,100.53
S.pombe,CCC0336D1,G,10,Phthalylsulfathiazole,98.9,97.85,99.77,100,100.88,100.29,101.28
S.pombe,CCC0366D1,B,6,p-HYDROXYCINNAMALDEHYDE,100.36,102.04,107.64,96.75,97.8,99.01,99.95
S.pombe,CCC0361D1,F,11,PHYSCION,102.07,104.18,103.6,106.95,106.26,97.84,100.43
S.pombe,CCC0342D1,F,8,PHYSOSTIGMINE,100.6,98.48,103.4,101.73,100.11,102.89,100.4
S.pombe,CCC0360D1,G,2,PHYSOSTIGMINE SALICYLATE,104.47,101.09,106.69,98.8,105.74,102.52,100
S.pombe,CCC0356D1,F,10,PHYTOL,107.21,99.86,100.17,104.22,101.93,99.89,106.33
S.pombe,CCC0341D1,A,4,PHYTOSPHINGOSINE,4.24,-13.48,-1.59,-2.08,17.24,18.48,67.82
S.pombe,CCC0341D1,H,4,PICEATANNOL,101.94,100.94,100.43,104.88,101.09,99.67,100.44
S.pombe,CCC0358D1,A,9,PICEID,100.61,100.47,103.01,100.61,89.78,100.56,100.96
S.pombe,CCC0327D1,D,10,Picotamide monohydrate,100.74,98.02,100.9,101.03,101.57,101.71,102.31
S.pombe,CCC0362D1,D,6,PICROPODOPHYLLOTOXIN,98.12,99.23,-3.2,95.88,99.73,-1.64,-3.07
S.pombe,CCC0367D1,E,5,PICROPODOPHYLLOTOXIN ACETATE,95.63,101.63,99.63,101.65,129.66,102.01,97.07
S.pombe,CCC0342D1,B,3,PICROTIN,100.3,99.66,100.14,100.35,100.76,101.59,95.86
S.pombe,CCC0352D1,B,7,Picrotoxin,101.49,99.23,100.36,101.85,101.41,100.6,100.2
S.pombe,CCC0334D1,B,3,Picrotoxinin,99.39,98.95,99.6,99.99,99.26,99.05,100.56
S.pombe,CCC0341D1,B,8,PILOCARPINE,100.32,103.24,101.44,99.97,102.06,100.8,99.87
S.pombe,CCC0331D1,E,10,Pilocarpine nitrate,99.31,106.09,100.46,99.92,101.04,99.75,98.54
S.pombe,CCC0329D1,F,5,Pimethixene maleate,100.02,99.47,98.77,101.31,100.62,100,99.3
S.pombe,CCC0329D1,G,9,Pimozide,98.83,103.1,97.52,96.8,96.96,98,93.47
S.pombe,CCC0363D1,C,6,PIMPINELLIN,101.95,100.66,102.98,102.78,102.54,99.46,99.33
S.pombe,CCC0329D1,A,7,Pinacidil,99.94,98.51,99.87,98.41,100.52,100.97,94.97
S.pombe,CCC0327D1,A,11,Pindolol,98.71,97.72,99.74,99.5,100.63,100.15,99.35
S.pombe,CCC0341D1,D,8,PINOCEMBRIN,99.49,96.88,99.13,99.59,98.54,85.57,96.69
S.pombe,CCC0342D1,D,9,PINOCEMBRIN-7-METHYLETHER,95.35,92.68,100.99,93.69,99.64,35.73,96.86
S.pombe,CCC0364D1,A,11,PINOSYLVIN,104.42,106.24,106.01,104.2,100.64,103.66,102.57
S.pombe,CCC0364D1,H,10,PINOSYLVIN METHYL ETHER,104.42,103.42,100.34,105.79,99.47,97.28,101.56
S.pombe,CCC0350D1,G,5,p-Iodoclonidine hydrochloride,101.41,100.6,99.63,102.81,100.98,100.98,100.52
S.pombe,CCC0362D1,C,6,PIOGLITAZONE HYDROCHLORIDE,101.47,98.77,103.03,100.5,101.87,98.04,103.31
S.pombe,CCC0337D1,B,8,Pipemidic acid,100.28,101.33,101.57,103.5,101.49,99.8,102.01
S.pombe,CCC0335D1,D,11,Pipenzolate bromide,99.7,102.37,100.92,100.52,100.35,102.34,99.95
S.pombe,CCC0339D1,A,9,Piperacetazine,101.13,96.98,99.85,94.52,98.46,94.82,100.84
S.pombe,CCC0335D1,D,6,Piperacillin sodium salt,97.29,100.83,99.86,99.81,99.9,100.13,100.84
S.pombe,CCC0360D1,A,6,PIPERAZINE,103.93,102.08,98.61,96.29,99.56,100.25,103.87
S.pombe,CCC0352D1,E,11,Piperidine-4-sulphonic acid,100.54,102.17,100.46,105.2,101.27,100.86,101.36
S.pombe,CCC0339D1,B,6,Piperidolate hydrochloride,98.87,100.1,100.53,101.13,100.51,98.91,98.24
S.pombe,CCC0331D1,H,5,Piperine,97.77,96.87,98.12,87.93,96.54,65.68,100.69
S.pombe,CCC0333D1,E,5,Piperlongumine,101.67,100.21,97.68,99.71,101.02,104.15,100.27
S.pombe,CCC0369D1,C,9,PIPERONYLIC ACID,102.54,75.78,101.86,96.94,102.09,99.41,99.8
S.pombe,CCC0367D1,H,11,PIPOBROMAN,101.74,100.18,98.03,98.78,95.37,102.01,99.69
S.pombe,CCC0332D1,F,8,Piracetam,101.44,102.03,103.52,99.86,105.08,102.27,97.92
S.pombe,CCC0332D1,F,2,Pirenperone,98.91,98.81,101.44,98.49,99.29,99.76,99.89
S.pombe,CCC0327D1,E,10,Pirenzepine dihydrochloride,100.44,100.41,101.86,100.31,100.54,98.62,99.6
S.pombe,CCC0339D1,A,8,Piretanide,100.89,101.33,100.86,103,98.41,99.92,99.38
S.pombe,CCC0352D1,F,7,Pirfenidone,100.61,101.91,100.41,99.59,100.88,101.43,99.42
S.pombe,CCC0338D1,B,11,Piribedil hydrochloride,99.48,98.67,102.56,101.06,98.78,96.97,101.04
S.pombe,CCC0352D1,F,11,Piribedil maleate,100.1,100.93,99.62,99.54,102.54,99.87,97.45
S.pombe,CCC0338D1,B,4,Pirlindole mesylate,101.45,98.97,97.34,95.67,100.32,97.72,98.02
S.pombe,CCC0336D1,A,6,Piromidic acid,100.85,96.31,99.16,97.53,99.98,98.44,99.97
S.pombe,CCC0328D1,F,2,Piroxicam,98.13,99.17,99.42,97.73,97.1,100.99,98.33
S.pombe,CCC0364D1,D,8,PISCIDIC ACID,101.64,100.86,98.71,99.09,97.98,101.48,98.99
S.pombe,CCC0338D1,E,10,Pivampicillin,101.9,101.16,101.91,100.22,99.36,101.76,99.18
S.pombe,CCC0339D1,B,4,Pivmecillinam hydrochloride,100.69,101.69,100.03,102.29,99.54,99.55,99.7
S.pombe,CCC0338D1,D,3,Pizotifen malate,99.43,101.92,100.75,100.11,99.21,101.71,100.85
S.pombe,CCC0346D1,F,7,PK 11195,97.16,101.38,100.3,99.51,99.28,102.13,98.59
S.pombe,CCC0342D1,G,3,PLUMBAGIN,-0.87,-4.41,-0.95,-1.22,10.27,-1.65,-1.98
S.pombe,CCC0351D1,D,10,p-MPPF dihydrochloride,98.77,102.82,101.21,96.48,101.29,99.37,100.87
S.pombe,CCC0351D1,A,10,p-MPPI hydrochloride,99.36,98.92,99.17,101.5,101.34,100.99,99.76
S.pombe,CCC0342D1,A,10,PODOCARPIC ACID,98,99.26,99.86,98.74,97.63,99.28,96.84
S.pombe,CCC0335D1,G,3,Podophyllotoxin,101.52,99.51,98.95,102.18,101.06,98.16,98.82
S.pombe,CCC0368D1,A,9,PODOPHYLLOTOXIN ACETATE,102.07,100,102,101.87,69.84,101.47,100.54
S.pombe,CCC0355D1,F,10,PODOTOTARIN,97.61,99.97,100.38,103.91,98.53,100.97,104.06
S.pombe,CCC0368D1,G,5,POLYMYXIN B SULFATE,97.29,99.58,104.05,102.14,104.24,102.23,101.2
S.pombe,CCC0363D1,A,7,POMIFERIN,101.64,102.78,97.08,107.68,100.48,101.45,100.14
S.pombe,CCC0342D1,F,4,PONCIRIN,100.05,100.94,99.79,102.45,103.31,99.84,100.19
S.pombe,CCC0359D1,F,2,POTASSIUM p-AMINOBENZOATE,96.52,96.35,90.91,105.06,103.11,95.1,97.58
S.pombe,CCC0353D1,B,4,PPADS,102.46,100.72,99.76,101.56,99.26,100.95,99.18
S.pombe,CCC0352D1,A,8,PPNDS tetrasodium,99.8,99.89,100.78,98.71,99.3,100.34,99.71
S.pombe,CCC0330D1,B,3,Practolol,99.16,99.65,99.48,99.97,98.24,101.07,97.93
S.pombe,CCC0337D1,G,4,Pralidoxime chloride,103.58,100.18,98.43,102.88,100.03,102.12,100.71
S.pombe,CCC0360D1,D,11,PRALIDOXIME MESYLATE,99.59,93.88,98.61,98.86,98.65,97.26,97.45
S.pombe,CCC0334D1,H,7,Pramoxine hydrochloride,99.27,100.36,97.54,100.71,100.2,100.29,100.1
S.pombe,CCC0365D1,C,9,PRASTERONE ACETATE,99.41,99.05,105.17,99.08,99.94,101.73,102.05
S.pombe,CCC0342D1,F,7,PRATOL,99.85,100.07,98.08,94.47,102.11,97.3,99.92
S.pombe,CCC0363D1,E,4,PRAVASTATIN SODIUM,100.11,101.04,100.8,101.36,101.48,98.87,100.46
S.pombe,CCC0329D1,B,11,Praziquantel,97.88,100.08,100.38,98.41,97.06,95.52,92.62
S.pombe,CCC0337D1,G,8,Prazosin hydrochloride,99.83,98.74,101.47,97.62,100.57,99.69,99.05
S.pombe,CCC0352D1,D,10,Prazosin hydrochloride,103.68,101.46,99.91,90.88,98.88,99.61,99.84
S.pombe,CCC0352D1,H,7,PRE-084,101.22,98.25,99.94,98.88,101.79,103.04,98.98
S.pombe,CCC0339D1,A,5,Prednicarbate,99.7,98.67,102.56,98.76,102.01,99.92,98.46
S.pombe,CCC0329D1,D,5,Prednisolone,99.98,101.28,100.73,100.97,100.17,98.33,100.32
S.pombe,CCC0357D1,F,2,PREDNISOLONE ACETATE,97.93,101.44,103.04,100.04,98.6,100,99.87
S.pombe,CCC0326D1,H,8,Prednisone,100.41,100,103.6,100.13,101.86,100.1,99.39
S.pombe,CCC0363D1,H,4,PREGABALIN,101.74,60.81,99.87,98.97,101.38,95.92,100.04
S.pombe,CCC0332D1,G,7,Pregnenolone,100.45,100.59,99.67,99.86,101.45,94.04,99.31
S.pombe,CCC0353D1,A,4,Pregnenolone sulfate sodium,99.47,99.83,99.17,97.44,99.58,99.29,101.07
S.pombe,CCC0332D1,H,11,Prenylamine lactate,99.63,99.44,98.05,97.01,100.13,99.06,99.25
S.pombe,CCC0363D1,D,10,PRENYLETIN,97.75,100.97,100.05,95.48,100.1,100.39,96.86
S.pombe,CCC0335D1,H,10,Pridinol methanesulfonate salt,99.85,98.74,100.73,102,99.42,102.5,100.58
S.pombe,CCC0363D1,E,9,PRIEURANIN ACETATE,103.07,100.48,97.75,94.44,99.04,92.59,100
S.pombe,CCC0363D1,F,9,PRIEURIANIN,100.22,100.91,103.8,105.39,105.47,101.02,99.33
S.pombe,CCC0328D1,D,10,Prilocaine hydrochloride,102.24,100.58,99.39,99.69,100.09,98.46,101.52
S.pombe,CCC0331D1,H,7,Primaquine diphosphate,100.48,100.8,99.22,102.54,99.27,97.56,99.28
S.pombe,CCC0337D1,F,4,Primidone,100.78,100.38,104.15,102.1,100.59,101.04,100.16
S.pombe,CCC0362D1,C,3,PRISTIMERIN,101.67,103.53,94.45,103.18,93.92,99.06,100
S.pombe,CCC0367D1,B,5,PRISTIMEROL,105.95,101.18,100.16,100.23,117.67,100.63,102.2
S.pombe,CCC0335D1,F,9,Proadifen hydrochloride,100.44,100.44,100.99,101.02,100.55,100.35,97.55
S.pombe,CCC0332D1,G,3,Probenecid,101.34,99.51,100.48,97.94,100.87,101.47,100.32
S.pombe,CCC0330D1,G,5,Probucol,100.95,100.17,96.1,98.91,98.49,100.6,101.75
S.pombe,CCC0330D1,B,8,Procainamide hydrochloride,99.76,99.35,99.83,102.04,102.01,99.54,99.92
S.pombe,CCC0326D1,E,2,Procaine hydrochloride,100.1,101.61,100.26,101.58,101.08,101.16,100.22
S.pombe,CCC0339D1,H,3,Procarbazine hydrochloride,99.43,100.05,99.8,99.92,99.88,99.69,99.62
S.pombe,CCC0330D1,H,10,Prochlorperazine dimaleate,98.36,98.76,98.63,99.58,97.36,103.22,101.16
S.pombe,CCC0360D1,H,2,PROCHLORPERAZINE EDISYLATE,101.49,99.84,91.76,103.11,103.89,98.65,99.53
S.pombe,CCC0336D1,E,5,Procyclidine hydrochloride,97.55,100.57,101.19,103.2,101.8,100.88,103.68
S.pombe,CCC0331D1,H,8,Progesterone,98.11,97.77,95.94,91.6,96.44,64.34,94.42
S.pombe,CCC0328D1,H,11,Proglumide,99.03,97.35,101.78,98.67,99.06,100.85,99.99
S.pombe,CCC0338D1,D,10,Proguanil hydrochloride,100.27,100.44,100.4,97.5,98.04,100.8,101.05
S.pombe,CCC0334D1,F,4,Promazine hydrochloride,100.05,101.07,99.5,101.65,100.3,100.37,103.57
S.pombe,CCC0337D1,A,9,Promethazine hydrochloride,102.32,100.26,99.8,97.98,98.88,99.26,100.92
S.pombe,CCC0366D1,G,8,PROMETON,102.25,108.05,103.44,101.94,107.31,100.62,102.18
S.pombe,CCC0366D1,B,9,PROMETRYN,98,101.47,102.7,106.8,101.83,100.79,103.84
S.pombe,CCC0357D1,D,8,PRONETALOL HYDROCHLORIDE,103.28,102.58,101.43,102.83,100.18,102.63,100.31
S.pombe,CCC0338D1,B,5,Pronethalol hydrochloride,97.02,99.63,100.25,99.94,96.61,100.64,99.78
S.pombe,CCC0366D1,F,10,PROPACHLOR,96.27,98.68,1.76,35.46,1.01,68.85,42.15
S.pombe,CCC0332D1,B,10,Propafenone hydrochloride,98.02,100.2,103.62,100.03,103.45,99.55,100.69
S.pombe,CCC0366D1,B,8,PROPANIL,101.57,105.72,96.77,101.99,106.11,103.34,100.88
S.pombe,CCC0336D1,C,8,Propantheline bromide,99.8,98.59,100.38,102.52,100.68,102.75,99.48
S.pombe,CCC0337D1,H,10,Proparacaine hydrochloride,101.37,100.76,100.28,99.86,99.1,98.47,99.92
S.pombe,CCC0366D1,F,11,PROPARGITE,101.99,97.96,94.28,100.52,118.77,97.57,94.86
S.pombe,CCC0366D1,A,8,PROPAZINE,96.69,92.99,2.18,19.63,4.96,83.96,27.05
S.pombe,CCC0353D1,A,2,Propentofylline,99.17,99.93,97.78,99.5,99.96,99.24,97.91
S.pombe,CCC0335D1,H,3,Propidium iodide,101.38,101.65,100.83,102.44,99.72,102.13,96.22
S.pombe,CCC0352D1,C,10,Propionylpromazine hydrochloride,101.24,102.2,102.29,99.55,101.66,101.32,102.18
S.pombe,CCC0337D1,F,2,Propofol,100.38,100.02,97.77,99.02,99.7,98.44,100.44
S.pombe,CCC0358D1,E,7,PROPOXUR,106.32,99.76,103.73,98.44,103.82,100.03,96.74
S.pombe,CCC0339D1,B,10,Propoxycaine hydrochloride,98.28,99.78,99.62,100.96,101.34,99.81,98.3
S.pombe,CCC0337D1,H,3,Propranolol hydrochloride,100.67,98.67,101.85,100.48,100.07,100.04,98.34
S.pombe,CCC0332D1,B,5,Propylthiouracil,99.41,98.81,97.85,101.89,98.24,99.44,99.09
S.pombe,CCC0338D1,C,7,Proscillaridin A,100.52,99.48,98.55,100,99.51,102.13,99.93
S.pombe,CCC0341D1,B,5,PROSTAGLANDIN A1,100.42,97.43,97.92,97.35,99.78,102.38,97.52
S.pombe,CCC0341D1,G,5,PROSTAGLANDIN B1,99.44,98.87,98.63,100.63,100.42,103.17,99.87
S.pombe,CCC0341D1,H,6,PROSTAGLANDIN E2,98.46,100.17,99.43,100.03,99.21,101.72,100.09
S.pombe,CCC0341D1,G,7,PROSTAGLANDIN J2,96.3,96.55,94.26,99.37,97,103.48,100.44
S.pombe,CCC0363D1,E,2,PROTHIONAMIDE,-0.77,0.11,-3.28,-2.94,-1.42,5.45,0.9
S.pombe,CCC0341D1,B,9,PROTOPINE,100.18,101.36,101.08,100.57,98.6,98.44,100.65
S.pombe,CCC0352D1,F,10,Protoporphyrin IX disodium,102.17,99.73,100.36,104.63,99.41,101.84,101.4
S.pombe,CCC0333D1,H,10,Protoveratrine A,101.22,100.79,100,100.04,96.05,96.76,100.48
