,EC BW,EC BW,EC BW,EC iAi1,EC iAi1,EC iAi1,ST LT2,ST LT2,ST LT2,ST 14028s,ST 14028s,ST 14028s,PAO1,PAO1,PAO1,PA14,PA14,PA14
Chlorhexidine_Curcumin,-0.007953187,-0.015463476,0.012087177,-0.04292631,-0.065879894,-0.026792115,-0.024798059,-0.07350963,0.029471897,0.010934423,-0.047389842,0.043538349,-0.004067242,-0.042156282,0.045730614,-0.009508461,-0.036549208,0.011160707
Chlorhexidine_Berberine,0.009898428,-0.006098018,0.028614096,-0.042994367,-0.058429431,0.006567122,-0.00174918,-0.041457106,0.04854503,0.029480442,-0.008120977,0.046136381,-0.018915667,-0.065141611,0.005780839,0.051026205,0.034122043,0.077541285
Chlorhexidine_Diclofenac,0.012446951,-0.006754588,0.026278377,-0.033410306,-0.056225691,0.016638892,-0.031511763,-0.065693121,-0.003210636,0.004996025,-0.01450975,0.036607119,0.054669181,0,0.131926213,0,0,0.03234035
Chlorhexidine_Acetylsalisylic acid,-0.04203482,-0.067272019,0.000185224,0.00396673,-0.036821761,0.06643779,-0.07248023,-0.085485285,-0.039868022,-0.061215618,-0.093529399,-0.020274265,-0.005833947,-0.065934821,0.04849998,-0.024154282,-0.034797233,0.011792236
Chlorhexidine_Ciclopirox,-0.019663294,-0.249862069,0.022365645,-0.075350469,-0.117350024,-0.054055653,-0.01596855,-0.129577789,0.014022902,0.000848115,-0.036020449,0.027778186,0.013199993,-0.008770282,0.090918135,-0.007461457,-0.025936096,0.015428716
Chlorhexidine_Triclosan,0.001657599,-0.038312416,0.012082721,-0.039352791,-0.059681791,-0.016581909,-0.054436606,-0.177762477,-0.023470232,-0.047590074,-0.167710064,0.008871212,0.107295783,0.064738656,0.182824755,0.034312938,0,0.086805786
Chlorhexidine_CHIR-90,0,0,0,-0.07675244,-0.172190896,-0.042087984,0,-0.217859961,0.000624687,-0.053690234,-0.15455514,-0.02227875,-0.055003829,-0.085113048,0.013781245,-0.016765303,-0.044613256,0.011071952
Chlorhexidine_Phleomycin,0.021243811,-0.042179996,0.062135985,0.0041733,-0.029572001,0.027177311,0,-0.109791395,0,0.012897294,-0.113170636,0.064093285,0.013047241,-0.004503422,0.027960627,-0.007562871,-0.049356942,0.005470778
Chlorhexidine_Moxifloxacin,-0.005245882,-0.022603151,0.093938524,0.046858535,0.009874974,0.075301657,-0.133038529,-0.327851963,0.023424072,0,-0.088525282,0.02155271,0.001664273,-0.022587084,0.027821423,-0.010778896,-0.038695193,0.022046903
Chlorhexidine_Gentamicin,-0.001577772,-0.031857971,0.040053366,0.04430147,0.027013098,0.055668664,0,0,0.048221389,0.02763037,0.013690563,0.058815347,0.040124706,0.01544651,0.054451397,0.016103583,-0.009096593,0.038526449
Chlorhexidine_Streptozotocin,-0.00944024,-0.043160187,0.006799546,0.05897118,0.042642333,0.079304084,0.031107878,0.013260851,0.067834475,0.019656422,-0.008683311,0.044952456,0.023163009,0.001906156,0.044616662,0.015988903,-0.01892415,0.04102424
Metronidazole_Nisin,-0.031312203,-0.051861051,-0.015900284,0.009820482,-0.019892435,0.034627643,-0.021620802,-0.055820319,0.005384789,-0.001416505,-0.031562333,0.033305881,0.049089654,0.027509717,0.085498551,0.003548997,-0.022430163,0.030916377
Metronidazole_EGCG,-0.024432215,-0.066053211,-0.004330292,-0.013584671,-0.047803533,0.018929759,0.019071798,-0.026895559,0.057991583,0.029947968,-0.025119899,0.062898325,-0.017205177,-0.038980044,0.015610398,-0.001320702,-0.033337296,0.034750104
Metronidazole_Rifampicin,-0.008501813,-0.044025098,0.012472825,-0.027823492,-0.110653629,0.007456966,-0.051530817,-0.14307843,-0.002807616,0,-0.008722578,0.038694736,0.00653627,-0.015909061,0.035240775,-0.049435387,-0.060301657,-0.025405251
Metronidazole_Aztreonam,-0.001632844,-0.072555919,0.004683856,-0.073125622,-0.13130949,-0.016652417,-0.022892803,-0.073707953,0,0,-0.000932766,0.032424229,0.004893489,-0.056963951,0.04649427,-0.010222983,-0.053090597,0
Metronidazole_Penicillin G,0.013175308,-0.053351221,0.041239112,0.020733352,-0.004560824,0.040501681,-0.006932594,-0.036709931,0.015423323,0.028508871,-0.000585438,0.054052228,-0.013734731,-0.043780772,0.006767344,-0.031886514,-0.056086788,0.001097695
Metronidazole_Theophylline,0.008827762,-0.027999964,0.034739478,0.011619284,-0.016285135,0.031083698,-0.013145515,-0.049280849,0.012000081,0.03552953,-0.005168063,0.056382683,-0.015164705,-0.065785619,0.028442463,-0.014423938,-0.041826765,0.014543728
Metronidazole_Clofazimine,-0.015659827,-0.059413076,0.030324255,-0.009909219,-0.052429071,0.010261941,0.020131106,-0.032082151,0.036648946,-0.001765854,-0.025530237,0.019325867,-0.020034851,-0.039374334,0.002085333,-0.000882274,-0.029593946,0.009933454
Metronidazole_Clarithromycin,-0.026419105,-0.062139781,0.004994713,-0.014932663,-0.031335198,0.002644096,-0.015674541,-0.03209984,0.026395181,-0.000698187,-0.032002078,0.021057945,-0.009883541,-0.040670165,0.001865502,-0.01421225,-0.028552503,0.006693935
Metronidazole_Caffeine,0.018875862,-0.016436724,0.051240052,0.002389511,-0.018195811,0.031926044,-0.008217092,-0.033786089,0.015241178,0.020567716,0.003823254,0.050450205,-0.007930741,-0.050750473,0.010446142,-0.016480729,-0.0463392,0.00227416
Metronidazole_Reserpine,-0.015152639,-0.034165389,0.042533211,0.006897544,-0.042524351,0.02271675,0.002303726,-0.041610394,0.032924698,-0.010210341,-0.051939768,0.035462416,0.005227216,-0.022659372,0.042056983,-0.000478326,-0.029471248,0.022030382
Metronidazole_Puromycin,-0.040888413,-0.086949252,-0.009030131,-0.040100935,-0.075331709,-0.014760921,-0.022181728,-0.040046177,0.019620529,0.02902776,-0.001721253,0.04725191,-0.088607999,-0.123808712,-0.038926091,-0.056008185,-0.116993791,0.057761207
Metronidazole_Pyocyanin,-0.074147757,-0.107992466,-0.018244515,-0.010885666,-0.065026882,0.010284092,0.021197979,-0.022824025,0.050198677,-0.001864943,-0.032804442,0.023691613,0.033417376,-0.003549588,0.091908901,-0.000251308,-0.022707374,0.022994622
Metronidazole_Pseudomonic acid,-0.015397605,-0.04020049,0.007021479,-0.01806701,-0.034348714,0.004608371,-0.000469163,-0.019830304,0.026043346,0.046383055,0.016657966,0.061319543,0.034778827,0,0.108979668,0,-0.016479497,0
Metronidazole_Nonactin,0.020134169,-0.022448074,0.054012433,0.012577678,-0.011159026,0.031926789,0.004215166,-0.018497264,0.06041886,0.015019649,0.000578076,0.034375682,0.044046875,0.012763817,0.07431471,-0.007534228,-0.04173911,0.023944213
Metronidazole_Imipenem,-0.011554729,-0.028456512,0.025745496,-0.004286967,-0.03456904,0.004494193,0.002773529,-0.051831613,0.04237097,-0.010861311,-0.044746237,0,-0.041674431,-0.068663303,-0.007472355,-0.00275952,-0.014861569,0.005767726
Metronidazole_Bleomycin,-0.032257998,-0.072755975,0.009834892,-0.011676491,-0.072923562,0.052815838,-0.001861461,-0.020622335,0.027267534,0.007909445,-0.020020569,0.029439162,0.025296063,-0.040450583,0.061703911,0.016168852,0.004907268,0.022368004
Metronidazole_Linezolid,0.02853581,-0.009057115,0.067618657,0.027360322,0.001756175,0.037720976,0.041487129,-0.012036134,0.055594459,0.007380402,-0.027321038,0.049923952,0.129648579,0.111592208,0.173419158,0.027606377,0.010879037,0.050383794
Metronidazole_Doxorubicin,0.000551882,-0.039542038,0.042551818,0.016427719,-0.008219544,0.033667336,0.011512982,-0.027167062,0.057604697,0.019085884,-0.008352014,0.042831591,-0.020718918,-0.034243587,-0.00554124,-0.033117457,-0.062112631,-0.019120036
Metronidazole_Daptomycin,0.003745385,-0.042374237,0.036769218,0.013400249,-0.001626412,0.051449437,0.005215849,-0.021691837,0.027408531,0.02111004,-0.007666251,0.044009143,-0.02048658,-0.034883539,0.002681821,0.002675604,-0.042312762,0.023852106
Metronidazole_Cerulenin,-0.011720267,-0.046452248,0.014120178,0.009896433,-0.006742944,0.033924929,-0.006240071,-0.033016197,0.032988521,-0.007486755,-0.07481701,0.02584249,0.013728953,-0.033881021,0.038870313,-0.000937947,-0.012434084,0.021557537
Metronidazole_Tigecycline,-0.004785555,-0.033542272,0.017234632,0.005299336,-0.015506163,0.037845528,-0.011339117,-0.037788041,0.019489187,-0.013483978,-0.037822222,0.014826324,0.047316018,-0.003902165,0.091708307,-0.010346212,-0.027243568,0.026168345
Metronidazole_Mitomycin C,-0.01148358,-0.090526141,0.032291977,-0.089370308,-0.112586829,-0.06390658,-0.076957744,-0.115071455,-0.041719398,0.008063385,-0.02754933,0.037630994,-0.037750137,-0.057534599,0.005204444,0.002773338,-0.008821045,0.02652356
Metronidazole_Meropenem,-0.024315902,-0.073923096,0.00605823,0.018983919,-0.108145882,0.036303739,0,-0.040423542,0,0,-0.01261946,0.00585584,0.006919307,-0.009929072,0.020275086,0,-0.078664929,0
Metronidazole_Colistin,-0.010016655,-0.064293032,0.026309692,-0.013782515,-0.031866683,0.002000071,-0.017163519,-0.061279152,-0.000393006,0.002898572,-0.042964271,0.021969362,-0.005327141,-0.018823533,0.013321018,0.009488013,-0.009165058,0.030972246
Metronidazole_Metformin,0.027012789,0.018075151,0.043032477,-0.008994975,-0.045210768,0.012939322,0.043613854,0.019238811,0.066708644,0.012388641,-0.011596974,0.030917443,-0.000786187,-0.010997298,0.029761687,-0.002323144,-0.061681408,0.020560891
Metronidazole_Phenformin,-0.022333294,-0.05079749,-0.009194321,0.003143112,-0.011723933,0.02817214,-0.043662327,-0.062777067,-0.021446108,-0.059577315,-0.082151542,-0.033082344,0,0,0.188547767,0,-0.000420419,0
Metronidazole_Azithromycin,0.013580908,-0.002044834,0.041607485,-0.001992156,-0.016846779,0.014337245,-0.011872984,-0.026516525,0.002444348,-0.047025503,-0.068964739,-0.036768896,-0.014724662,-0.039035693,0.020034545,-0.031294883,-0.054975356,-0.003636066
Metronidazole_Curcumin,0.021814406,0.013760614,0.043212837,-0.006466297,-0.024001819,0.010603648,0.008337717,-0.039364835,0.035746597,-0.044323962,-0.086611941,-0.01140964,0,-0.105225321,0.041747105,0,-0.033486602,0.023790302
Metronidazole_Berberine,0.033727736,-0.007068585,0.040046991,0.03414306,0.004310871,0.038384302,0.030413643,0.017861834,0.076103683,-0.005128047,-0.03062616,0.027006486,-0.025404402,-0.059158196,0,0.009828575,-0.004100347,0.022936913
Metronidazole_Diclofenac,0.028056226,0.010155862,0.03255195,0.017056713,-0.010229112,0.04724429,0.010035387,-0.010011736,0.020366856,0.023887552,0.012328906,0.041434024,-0.019885955,-0.043107353,0,-0.011404479,-0.036081764,0.026250251
Metronidazole_Acetylsalisylic acid,0.019645828,-0.015384098,0.039217257,0.01344861,-0.015889079,0.047031744,-0.022649404,-0.053824009,-0.00706557,-0.002085599,-0.017824067,0.022352886,-0.00591523,-0.054722228,0.007684205,0.017921177,-0.018123966,0.043094728
Metronidazole_Ciclopirox,-0.032850015,-0.235169008,0.004144298,-0.023490114,-0.125655676,0.011964003,-0.02525814,-0.254510523,0.010849012,-0.006406247,-0.028710014,0.009713329,-0.014316186,-0.044556848,0,0.017120525,-0.009441748,0.04517107
Metronidazole_Triclosan,-0.005592073,-0.026934065,0.014500857,-0.015158656,-0.028193335,-0.002438314,-0.022859281,-0.042493838,-0.006959471,-0.044833732,-0.065392907,-0.026705323,0,-0.024426617,0.043328373,0.019807772,-0.01529696,0.032551325
Metronidazole_CHIR-90,0,-0.055651162,0,-0.062670151,-0.157251301,0.021502859,-0.027290671,-0.11163948,0,-0.026005666,-0.063472864,-0.019311296,0,-0.021004256,0.026723938,-0.013867238,-0.030433022,0.020010822
Metronidazole_Phleomycin,-0.025037879,-0.145343309,0.030128788,-0.026571445,-0.136182385,-0.014868177,0.039483803,0,0.09074328,0.021370148,-0.002194972,0.031673121,0.074904921,0,0.242010533,0.014275663,-0.018512033,0.05055773
Metronidazole_Moxifloxacin,0,-0.017175226,0.001170479,-0.019146386,-0.034018498,-0.000712326,-0.044607081,-0.069684321,-0.013906116,0.024256856,0,0.060095081,0,-0.018866211,0.012604937,-0.017343102,-0.042884093,0.011517642
Metronidazole_Gentamicin,-0.005711585,-0.0139253,0.016535688,0.04902956,0.040028457,0.06674597,-0.060002122,-0.107961959,0,0.02802985,0.011737052,0.053840622,0,-0.079393266,0,0,-0.024204571,0.024862961
Metronidazole_Streptozotocin,0.024224722,0.008108086,0.048227027,0.055498719,0.033150044,0.070588665,-0.035981261,-0.054020126,-0.006412066,-0.019813623,-0.035978014,-0.004309713,0.015885837,-0.017560698,0.148204599,-0.002331298,-0.039791333,0.030875125
Nisin_EGCG,-0.029400524,-0.074035379,0.004563537,0.004145485,-0.013473664,0.026947813,0.02736572,-0.010153627,0.067861887,0.023896168,-0.022772971,0.0552217,0.027413957,-0.00146388,0.131733768,0.032393055,0.007753723,0.049089475
Nisin_Rifampicin,-0.018897749,-0.043139413,0.028792953,-0.043912546,-0.126549312,0.008522576,-0.008819003,-0.059007219,0.029481042,0.006901937,0,0.032586025,0.000726954,-0.009565031,0.034023574,-0.004519324,-0.036899106,0.015018323
Nisin_Aztreonam,-0.012431992,-0.100799031,0,-0.025914403,-0.129381775,0,-0.001445648,-0.060634865,0.030344447,0,-0.005674507,0.016271225,0.008129135,0,0.138183469,0.016373795,-0.014349495,0.043931291
Nisin_Penicillin G,-0.024540154,-0.075830277,0.021646874,0.002167768,-0.021251029,0.033619389,0.005138293,-0.018277861,0.042335507,-0.002981146,-0.025393983,0.025231582,0,-0.010301699,0.037387044,0.036848366,-0.004849749,0.062705428
Nisin_Theophylline,0.010742838,-0.028721789,0.032801608,-0.003052689,-0.023612482,0.029367676,-0.016517547,-0.036120011,0.004746535,0.022142219,0.004040328,0.039884889,-0.025409436,-0.09004899,0,0.016558193,-0.010774918,0.036510933
Nisin_Clofazimine,0.009166385,-0.048476637,0.047811017,-0.00452914,-0.043818637,0.017199358,0.006844194,-0.021551146,0.04918604,0.015132539,-0.031139813,0.045157556,0.074389121,0.025501058,0.107156818,0.037190838,-0.038258143,0.119969761
Nisin_Clarithromycin,-0.024405892,-0.062179392,0.010923603,-0.021455753,-0.048113717,0.000693796,0.020611847,-0.005994529,0.04846165,0.023172244,-0.019665638,0.050472517,0,-0.047064018,0,-0.000947613,-0.027586149,0.018785008
Nisin_Caffeine,0.016314481,-0.048942828,0.061203325,-0.004347915,-0.036278112,0.02467059,0.004296298,-0.028942213,0.035906541,0.024714359,-0.004293848,0.038103886,0,-0.191428456,0,0,-0.112968485,0
Nisin_Reserpine,-0.010322315,-0.049794954,0.051120593,-0.004806341,-0.023351427,0.012978978,0.027962596,-0.009617428,0.077269062,-0.002342748,-0.026181686,0.035774972,0.06798325,0,0.109205185,0.013386029,-0.014211492,0.027964713
Nisin_Puromycin,-0.034047181,-0.075097613,0.00974677,-0.048213677,-0.101472012,-0.01161594,0.023527321,0.006487948,0.064781513,0.042475768,0.010860667,0.074797315,-0.039727746,-0.069433716,0.001139308,0.009503091,-0.000577768,0.033337159
Nisin_Pyocyanin,-0.036182243,-0.094607694,-0.004039262,0.00879999,-0.066752523,0.039013638,0.037906054,0.005092945,0.076655737,0.019418147,-0.016853604,0.037702468,0.138802615,0.086301281,0.25224375,0.03983849,0.021946296,0.06037775
Nisin_Pseudomonic acid,0.000834924,-0.064753682,0.036258161,-0.015231315,-0.029720409,0.006494869,0.041724742,-0.001291747,0.113823938,0.028274229,0.002721435,0.04520457,0.001468403,0,0.027571981,0.020482656,0.001348225,0.0374646
Nisin_Nonactin,0.026476148,-0.01878933,0.059642802,-0.002758302,-0.019928511,0.01433139,0.030771766,0.007362375,0.058410543,-0.013249857,-0.034285926,0.017472423,0.07365601,0,0.126763326,0.041247215,0.020702912,0.06324293
Nisin_Imipenem,-0.020465163,-0.06341988,0.021097133,-0.018831021,-0.074514451,0.003210204,0.023806614,-0.040777897,0.047347666,0.01173376,-0.012661952,0.067063744,-0.050142009,-0.141671254,0,0.029102676,-0.00632514,0.062196982
Nisin_Bleomycin,-0.020063964,-0.063742168,0.007034485,0.00207849,-0.041118009,0.035474593,0.005616501,-0.026548205,0.042480326,0.018661836,-0.003902954,0.047623096,0,-0.041130952,0.014069278,1.26E-05,-0.026295446,0.030401116
Nisin_Linezolid,0.031683576,-0.008431178,0.06044399,0.005080495,-0.017969313,0.044047159,0.03191886,0.001193341,0.058244663,-0.000930066,-0.026656355,0.029370041,0.010988258,-0.020539071,0.051035687,0.030272855,0.000101214,0.0542104
Nisin_Doxorubicin,0.013400035,-0.027732968,0.039872972,0.016943765,-0.015539042,0.045346276,0.002556419,-0.0310303,0.04732046,0.014957293,-0.015027684,0.040535997,0,-0.05560506,0.00927533,0.014986723,0.003631596,0.033723707
Nisin_Daptomycin,0.003482012,-0.078493627,0.03243874,0.036660044,-0.001036308,0.058219483,0.011773315,-0.033055697,0.041275426,0.023583724,0.001995912,0.048219448,-0.038400479,-0.075737049,0,0,-0.004153221,0
Nisin_Cerulenin,-0.021077237,-0.055470668,0.013276173,0.015441029,-0.008395612,0.050147945,0.015570492,-0.002115194,0.042391163,0.025675791,-0.064779832,0.059845846,0.096143963,0.040805974,0.146173837,0.012955931,-0.007519658,0.028513862
Nisin_Tigecycline,-0.012124898,-0.038047296,0.020022145,0.021201013,-0.009469888,0.041340742,-0.011796284,-0.025798832,0.014699892,0.003292021,-0.026952749,0.032779569,0.02737767,0.007298213,0.062326765,0.01716364,-0.029805655,0.091712431
Nisin_Mitomycin C,-0.032082549,-0.072603259,0.022381245,-0.084981056,-0.108135087,-0.003565201,-0.044063779,-0.074765651,-0.006533965,0.005217457,-0.019312335,0.036402748,0,0,0,0,0,0.079533944
Nisin_Meropenem,-0.057755152,-0.079276963,-0.006641585,0.010962437,-0.10781427,0.050329166,0,-0.044380258,0.032854944,0,-0.015563966,0,0.021311657,0,0.084629897,-0.018325352,-0.037298519,-0.006979912
Nisin_Colistin,-0.016607506,-0.032275768,0.021668384,-0.033862893,-0.072119707,-0.024418414,-0.005859375,-0.026781683,0.019928494,-0.021499496,-0.059721005,0.005524668,-0.005787057,-0.071174783,0.045065016,0.004398649,-0.037717709,0.034202701
Nisin_Metformin,0.016065762,-0.025004922,0.049843804,-0.005785278,-0.029703154,0.021289227,0.034258451,0.01009206,0.055742247,0.003573102,-0.005640419,0.021812233,0.004131788,-0.020409564,0.050385197,-0.009794757,-0.051971151,0.090539727
Nisin_Phenformin,-0.008397858,-0.020317224,0.005369324,-0.028423491,-0.047414841,-0.006818809,-0.021369159,-0.042113592,-0.013160469,-0.065842107,-0.090349646,-0.042884899,-0.013681691,-0.067592106,0.023322717,0,-0.048145579,0.032722159
Nisin_Azithromycin,0.001463929,-0.024126927,0.042247041,0.000441287,-0.012685314,0.026006374,-0.00386433,-0.052578431,0.04306018,-0.021079939,-0.03664934,0.000291426,-0.05428497,-0.139609047,0.017116439,-0.034963787,-0.191145446,0.028020889
Nisin_Curcumin,0.020699654,0.005349628,0.056946298,0.003801068,-0.004392766,0.027198167,0.007578424,-0.026608446,0.016095924,-0.033219299,-0.068138726,0.0163327,0,-0.032177013,0.051421539,-4.10E-05,-0.047408699,0.02394125
Nisin_Berberine,0.030012655,0.011945193,0.075521515,0.003007795,-0.00409137,0.030171542,0.045654417,0.024628629,0.069477151,0.002406022,-0.033366729,0.020980459,0,-0.103973824,0.054465027,0.036918211,-0.004377005,0.060976212
Nisin_Diclofenac,0.00827226,-0.004398573,0.031240969,0.008270189,-0.003068114,0.01573789,0.01585975,-0.012623642,0.039205955,0.024202739,0.013326913,0.049834381,0.000470739,-0.01459707,0.077347935,0.054936878,0.010988148,0.116706413
Nisin_Acetylsalisylic acid,-0.012413439,-0.0376232,0.011458981,0.010086413,-0.007121984,0.035493413,-0.001942581,-0.046773552,0.044638016,-0.002033031,-0.020458065,0.012309838,0,-0.021611373,0.0484709,0,-0.046086646,0.046071693
Nisin_Ciclopirox,-0.011290256,-0.039870941,0.035996888,-0.017904973,-0.022093102,-0.003962622,-0.026046269,-0.060913341,0.020886898,-0.021058585,-0.037914458,0.018379939,0.251111988,0.210453572,0.41449373,0,-0.076059395,0.149609192
Nisin_Triclosan,-0.002569197,-0.010927515,0.015782524,-0.022723478,-0.041763131,-0.000802476,-0.021869808,-0.038437782,-0.006490896,-0.058521066,-0.07772817,-0.037366357,0.017030024,-0.025619449,0.094843857,0.026132048,-0.01381984,0.062504592
Nisin_CHIR-90,0,0,0.072753845,0.110637387,0.041494974,0.276570493,0,-0.067143727,3.03E-05,-0.018544887,-0.043447386,-0.009892115,0.009569636,-0.024612999,0.066576891,0.055130916,0.01563668,0.088213492
Nisin_Phleomycin,0.006296344,-0.014502581,0.033237562,-0.003157457,-0.040142185,0.02797825,0.033768478,0,0.093464855,0.011807841,0.002802641,0.031589257,-0.03078362,-0.077156435,0,-0.003038702,-0.035138006,0.024917951
Nisin_Moxifloxacin,0,-0.005157977,0.010541468,-0.003264081,-0.035958428,0.04400976,-0.049733946,-0.079508089,-0.023536464,0.024819474,0,0.062267738,0,-0.150976219,0.064242518,0.013692469,-0.011230119,0.049058615
Nisin_Gentamicin,0.008986415,-0.005801878,0.038800949,0.047340445,0.004869206,0.079731299,-0.039728572,-0.094699854,0,0.023680337,0.00324196,0.071789755,-0.025170565,-0.117534044,0,-0.023571596,-0.068577592,0
Nisin_Streptozotocin,0.004456373,-0.021940108,0.066180352,0.045695177,0.034189621,0.058094881,-0.026095361,-0.041162766,0.004118302,-0.023232447,-0.047696512,0.007943297,0,-0.041032291,0.05522977,0.010293692,-0.027538041,0.045625309
EGCG_Rifampicin,-0.070305762,-0.125430012,-0.026707041,-0.008215975,-0.049920065,0.034252642,-0.088461493,-0.151152922,0.016882861,0,-0.019273168,0.081728768,0.039062825,0,0.070557699,0.131032996,0.05658714,0.183709728
EGCG_Aztreonam,0.084936495,0,0.199263609,0.060768153,0.043063308,0.105041889,0.023869262,0.005803251,0.120629362,0.006485823,-0.030106796,0.083157476,0.004768256,-0.009335169,0.053407092,-0.01127135,-0.052100663,0.019545618
EGCG_Penicillin G,0.002267309,-0.032022999,0.043632664,0.015405465,-0.01967953,0.056442585,0.028434689,-0.005163788,0.080839874,-0.056196179,-0.144577059,-0.002666874,0.024073171,0,0.166329729,0,0,0.133118487
EGCG_Theophylline,0.004875163,-0.028603155,0.035931064,-0.016633206,-0.020070906,-0.001961515,0.02408906,-0.010536076,0.047203373,0.012331479,-0.022687299,0.053688917,-0.010700303,-0.214797764,0,-0.473370203,-0.672078815,0
EGCG_Clofazimine,-0.032681984,-0.074987723,0.026566016,-0.071447682,-0.100042629,-0.031873357,-0.061855389,-0.09874649,-0.014537456,-0.045692299,-0.099844064,-0.011686617,0,-0.043021416,0.02285701,0.055381315,0.022645653,0.27286348
EGCG_Clarithromycin,-0.072858556,-0.146684981,-0.001952516,-0.034675587,-0.048304605,-0.002529962,-0.033529823,-0.089792299,-0.003669897,-0.038309672,-0.067558297,-0.012142091,0,-0.002978328,0.037420565,0.001149855,0,0.106131896
EGCG_Caffeine,-0.047149492,-0.070448228,0.000522868,-0.012927896,-0.041876099,0.015067492,0.016677452,-0.014656236,0.043569407,0.021946068,-0.021435701,0.048842033,0,0,0.063901389,0,-0.029510838,0.011349884
EGCG_Reserpine,-0.032840519,-0.078287291,-0.014747118,-0.068063086,-0.101399708,-0.027922777,-0.040426825,-0.069427508,-0.00280891,-0.06778309,-0.107097571,-0.035887841,0,-0.041683112,0,0.02881057,0,0.062751878
EGCG_Puromycin,-0.024190958,-0.063061051,0.021741466,-0.002355464,-0.044001086,0.090418899,-0.001902686,-0.038690109,0.051437896,0.041892214,-0.006176058,0.070219154,0,-0.050457724,0,0,-0.022800171,0.019060474
EGCG_Pyocyanin,-0.021049228,-0.063391655,0.019832078,0.001667874,-0.037052332,0.037170668,-0.09639888,-0.134280917,-0.037218322,-0.058016183,-0.085707571,-0.017491547,0.110159432,0.001890467,0.228337998,0,0,0.004551294
EGCG_Pseudomonic acid,-0.050513509,-0.096795772,-0.016099807,-0.010294341,-0.04264242,0.011189268,-0.044408517,-0.092924451,-0.010415817,-0.01433263,-0.05787777,0.021069675,0.039799518,0,0.117033337,0.023509803,0,0.070235028
EGCG_Nonactin,-0.053866167,-0.09938244,-0.011083924,-0.032957528,-0.072931746,-0.011861956,-0.013523347,-0.042361024,0.015566985,-0.040253387,-0.07300544,0.002352283,-0.010155439,-0.055022251,0,0,0,0.02135433
EGCG_Imipenem,0.020772691,-0.015188386,0.050443011,0.001203936,-0.039929299,0.048745255,-0.001468092,-0.062227796,0.037872905,0.01338261,-0.059264852,0.084412444,0,-0.00644743,0.042683182,0,0,0
EGCG_Bleomycin,0.043783814,5.38E-05,0.086016259,0.040379701,0.004109048,0.071796241,0.028975178,-0.000550736,0.077556482,0.016810895,-0.029163261,0.037855977,0.041546043,0,0.156726673,0.019081386,0,0.039416402
EGCG_Linezolid,-0.009189994,-0.046069606,0.016894932,-0.038960681,-0.060250046,-0.007564415,-0.005411959,-0.034731326,0.027450113,-0.021189549,-0.053147003,0.033576954,0,-0.006961046,0.038096708,0.017095289,0,0.088265502
EGCG_Doxorubicin,-0.013383022,-0.032348623,0.006881269,-0.02936788,-0.051445398,-0.01108565,0.043303659,0.024415622,0.054213242,0.001911823,-0.042527597,0.050918288,0,0,0.220659235,0,0,0
EGCG_Daptomycin,-0.010042942,-0.070117418,0.003710699,-0.022569907,-0.047309576,0.003336716,0.01527332,-0.000640321,0.047790954,0.01734913,-0.02543955,0.033332333,0,-0.009317318,0.062334817,0.045612842,0.013259122,0.364342621
EGCG_Cerulenin,0.016236188,-0.011654601,0.038276035,0.008444356,-0.018537128,0.024194842,0.014888626,-0.026404085,0.047005911,0.002355923,-0.064446771,0.045040699,-0.019852601,-0.04830977,0.0048111,-0.002549485,-0.018526285,0.010846536
EGCG_Tigecycline,-0.01585776,-0.059408584,0.022632118,-0.012542066,-0.080430528,0.021109308,-0.015492172,-0.051885219,0.032591645,-0.008083296,-0.046830191,0.014609086,-0.031081143,-0.057188224,-0.01250991,0.007011413,-0.011205263,0.027213435
EGCG_Mitomycin C,0.023811221,-0.021627255,0.085495747,0.044643578,-0.025314228,0.066566337,0.018037587,-0.024961176,0.095633955,-0.020490765,-0.167411182,0.0342609,-0.010367525,-0.053235441,0.023421566,0.02067745,-0.002600527,0.035658144
EGCG_Meropenem,0.023691922,-0.047392781,0.078025115,0.103759031,0.069080969,0.150214472,-0.008540816,-0.136734249,0,-0.016529062,-0.036542646,0,-0.011951886,-0.041932278,0.016165681,0.002952845,-0.010007747,0.019732863
EGCG_Colistin,0.011284567,-0.007057754,0.087610935,-0.012637089,-0.026499807,-0.005190808,-0.003612782,-0.061421264,0.023130955,0.010377938,-0.009421615,0.026845167,-0.015762564,-0.053077944,0.010693692,0.001907841,-0.014034578,0.02708659
EGCG_Metformin,-0.002594467,-0.027149705,0.028949545,-0.007837745,-0.032407598,0.033639724,-0.006740221,-0.048759163,0.031638026,0.02080624,-0.010583961,0.036053275,-0.010368818,-0.043785837,0.005297268,0.018326474,0.006456296,0.033406719
EGCG_Phenformin,0.007100984,-0.003927319,0.018459316,-0.028630764,-0.042836735,-0.01600398,-0.031573798,-0.054444413,0.031639873,-0.073230694,-0.102667525,-0.023574945,-0.018483505,-0.061825244,0.007569853,0.00049105,-0.021975753,0.022781618
EGCG_Azithromycin,0.020641939,-0.007630304,0.032221492,-0.018660873,-0.038142912,-0.008404491,-0.014451345,-0.032285623,0.024434996,0.014240032,-0.017697022,0.040472405,-0.010717115,-0.040171339,0.003023802,0.006651537,0,0.074942716
