"drugdrug","drug_pair","clusters"
"Bleomycin-Meropenem","Bleomycin_Meropenem",2
"Bleomycin-Colistin","Bleomycin_Colistin",2
"Bleomycin-CHIR-90","Bleomycin_CHIR-90",2
"Bleomycin-Triclosan","Bleomycin_Triclosan",2
"Bleomycin-Gentamicin","Bleomycin_Gentamicin",2
"Azithromycin-Bleomycin","Bleomycin_Azithromycin",1
"Bleomycin-Curcumin","Bleomycin_Curcumin",4
"Berberine-Bleomycin","Bleomycin_Berberine",4
"Bleomycin-Metformin","Bleomycin_Metformin",1
"Bleomycin-Phenformin","Bleomycin_Phenformin",2
"Bleomycin-Streptozotocin","Bleomycin_Streptozotocin",2
"Bleomycin-Diclofenac","Bleomycin_Diclofenac",2
"Acetylsalisylic acid-Bleomycin","Bleomycin_Acetylsalisylic acid",1
"Bleomycin-Ciclopirox","Bleomycin_Ciclopirox",2
"Bleomycin-Moxifloxacin","Bleomycin_Moxifloxacin",2
"Bleomycin-Phleomycin","Bleomycin_Phleomycin",2
"Cefotaxime-Polymyxin B","Polymyxin B_Cefotaxime",1
"Cefaclor-Polymyxin B","Polymyxin B_Cefaclor",1
"Cefsulodin-Polymyxin B","Polymyxin B_Cefsulodin",1
"Piperacillin-Polymyxin B","Polymyxin B_Piperacillin",3
"Penicillin G-Polymyxin B","Polymyxin B_Penicillin G",3
"Imipenem-Polymyxin B","Polymyxin B_Imipenem",1
"Mecillinam-Polymyxin B","Polymyxin B_Mecillinam",1
"Aztreonam-Polymyxin B","Polymyxin B_Aztreonam",1
"Cephalexin-Polymyxin B","Polymyxin B_Cephalexin",3
"A22-Polymyxin B","Polymyxin B_A22",1
"Polymyxin B-Teicoplanin","Polymyxin B_Teicoplanin",3
"Metronidazole-Polymyxin B","Polymyxin B_Metronidazole",3
"Clofazimine-Polymyxin B","Polymyxin B_Clofazimine",3
"Doxorubicin-Polymyxin B","Polymyxin B_Doxorubicin",1
"Mitomycin C-Polymyxin B","Polymyxin B_Mitomycin C",2
"Polymyxin B-Rifampicin","Polymyxin B_Rifampicin",2
"Levofloxacin-Polymyxin B","Polymyxin B_Levofloxacin",3
"Polymyxin B-Trimethoprim","Polymyxin B_Trimethoprim",1
"Polymyxin B-Sulfamonomethoxine","Polymyxin B_Sulfamonomethoxine",3
"Nitrofurantoin-Polymyxin B","Polymyxin B_Nitrofurantoin",2
"Bleomycin-Polymyxin B","Polymyxin B_Bleomycin",2
"Chlorhexidine-Polymyxin B","Polymyxin B_Chlorhexidine",2
"Benzalkonium-Polymyxin B","Polymyxin B_Benzalkonium",2
"EGCG-Polymyxin B","Polymyxin B_EGCG",1
"Cerulenin-Polymyxin B","Polymyxin B_Cerulenin",2
"Nisin-Polymyxin B","Polymyxin B_Nisin",1
"Daptomycin-Polymyxin B","Polymyxin B_Daptomycin",1
"CCCP-Polymyxin B","Polymyxin B_CCCP",2
"Nonactin-Polymyxin B","Polymyxin B_Nonactin",1
"Paraquat-Polymyxin B","Polymyxin B_Paraquat",2
"Fusidic acid-Polymyxin B","Polymyxin B_Fusidic acid",2
"Polymyxin B-Puromycin","Polymyxin B_Puromycin",3
"Linezolid-Polymyxin B","Polymyxin B_Linezolid",1
"Clindamycin-Polymyxin B","Polymyxin B_Clindamycin",2
"Minocycline-Polymyxin B","Polymyxin B_Minocycline",2
"Polymyxin B-Tigecycline","Polymyxin B_Tigecycline",4
"Amikacin-Polymyxin B","Polymyxin B_Amikacin",1
"Polymyxin B-Tobramycin","Polymyxin B_Tobramycin",1
"Polymyxin B-Spiramycin","Polymyxin B_Spiramycin",2
"Erythromycin-Polymyxin B","Polymyxin B_Erythromycin",2
"Clarithromycin-Polymyxin B","Polymyxin B_Clarithromycin",2
"Caffeine-Polymyxin B","Polymyxin B_Caffeine",3
"Polymyxin B-Vanillin","Polymyxin B_Vanillin",1
"Polymyxin B-Reserpine","Polymyxin B_Reserpine",4
"Polymyxin B-Procaine","Polymyxin B_Procaine",1
"Polymyxin B-Theophylline","Polymyxin B_Theophylline",2
"Loperamide-Polymyxin B","Polymyxin B_Loperamide",2
"Polymyxin B-Verapamil","Polymyxin B_Verapamil",2
"Meropenem-Polymyxin B","Polymyxin B_Meropenem",4
"Colistin-Polymyxin B","Polymyxin B_Colistin",4
"CHIR-90-Polymyxin B","Polymyxin B_CHIR-90",1
"Polymyxin B-Triclosan","Polymyxin B_Triclosan",2
"Gentamicin-Polymyxin B","Polymyxin B_Gentamicin",1
"Azithromycin-Polymyxin B","Polymyxin B_Azithromycin",2
"Curcumin-Polymyxin B","Polymyxin B_Curcumin",2
"Berberine-Polymyxin B","Polymyxin B_Berberine",1
"Metformin-Polymyxin B","Polymyxin B_Metformin",1
"Phenformin-Polymyxin B","Polymyxin B_Phenformin",4
"Polymyxin B-Streptozotocin","Polymyxin B_Streptozotocin",2
"Diclofenac-Polymyxin B","Polymyxin B_Diclofenac",1
"Acetylsalisylic acid-Polymyxin B","Polymyxin B_Acetylsalisylic acid",2
"Ciclopirox-Polymyxin B","Polymyxin B_Ciclopirox",1
"Moxifloxacin-Polymyxin B","Polymyxin B_Moxifloxacin",4
"Phleomycin-Polymyxin B","Polymyxin B_Phleomycin",1
"Chlorhexidine-Penicillin G","Chlorhexidine_Penicillin G",3
"Chlorhexidine-Imipenem","Chlorhexidine_Imipenem",1
"Aztreonam-Chlorhexidine","Chlorhexidine_Aztreonam",1
"Chlorhexidine-Metronidazole","Chlorhexidine_Metronidazole",3
"Chlorhexidine-Clofazimine","Chlorhexidine_Clofazimine",3
"Chlorhexidine-Doxorubicin","Chlorhexidine_Doxorubicin",3
"Chlorhexidine-Mitomycin C","Chlorhexidine_Mitomycin C",2
"Chlorhexidine-Rifampicin","Chlorhexidine_Rifampicin",2
"Bleomycin-Chlorhexidine","Chlorhexidine_Bleomycin",4
"Chlorhexidine-EGCG","Chlorhexidine_EGCG",3
"Cerulenin-Chlorhexidine","Chlorhexidine_Cerulenin",2
"Chlorhexidine-Nisin","Chlorhexidine_Nisin",3
"Chlorhexidine-Daptomycin","Chlorhexidine_Daptomycin",3
"Chlorhexidine-Nonactin","Chlorhexidine_Nonactin",1
"Chlorhexidine-Puromycin","Chlorhexidine_Puromycin",2
"Chlorhexidine-Linezolid","Chlorhexidine_Linezolid",3
"Chlorhexidine-Tigecycline","Chlorhexidine_Tigecycline",3
"Chlorhexidine-Clarithromycin","Chlorhexidine_Clarithromycin",2
"Caffeine-Chlorhexidine","Chlorhexidine_Caffeine",3
"Chlorhexidine-Reserpine","Chlorhexidine_Reserpine",3
"Chlorhexidine-Theophylline","Chlorhexidine_Theophylline",3
"Chlorhexidine-Meropenem","Chlorhexidine_Meropenem",3
"Chlorhexidine-Colistin","Chlorhexidine_Colistin",2
"CHIR-90-Chlorhexidine","Chlorhexidine_CHIR-90",2
"Chlorhexidine-Triclosan","Chlorhexidine_Triclosan",2
"Chlorhexidine-Gentamicin","Chlorhexidine_Gentamicin",1
"Azithromycin-Chlorhexidine","Chlorhexidine_Azithromycin",2
"Chlorhexidine-Curcumin","Chlorhexidine_Curcumin",2
"Berberine-Chlorhexidine","Chlorhexidine_Berberine",1
"Chlorhexidine-Metformin","Chlorhexidine_Metformin",1
"Chlorhexidine-Phenformin","Chlorhexidine_Phenformin",2
"Chlorhexidine-Streptozotocin","Chlorhexidine_Streptozotocin",3
"Chlorhexidine-Diclofenac","Chlorhexidine_Diclofenac",4
"Acetylsalisylic acid-Chlorhexidine","Chlorhexidine_Acetylsalisylic acid",2
"Chlorhexidine-Ciclopirox","Chlorhexidine_Ciclopirox",2
"Chlorhexidine-Moxifloxacin","Chlorhexidine_Moxifloxacin",2
"Chlorhexidine-Phleomycin","Chlorhexidine_Phleomycin",2
"Benzalkonium-Cefaclor","Benzalkonium_Cefaclor",1
"Benzalkonium-Cefsulodin","Benzalkonium_Cefsulodin",4
"Benzalkonium-Piperacillin","Benzalkonium_Piperacillin",1
"Benzalkonium-Penicillin G","Benzalkonium_Penicillin G",1
"Benzalkonium-Imipenem","Benzalkonium_Imipenem",4
"Benzalkonium-Mecillinam","Benzalkonium_Mecillinam",1
"Aztreonam-Benzalkonium","Benzalkonium_Aztreonam",1
"Benzalkonium-Cephalexin","Benzalkonium_Cephalexin",4
"A22-Benzalkonium","Benzalkonium_A22",4
"Benzalkonium-Teicoplanin","Benzalkonium_Teicoplanin",2
"Benzalkonium-Metronidazole","Benzalkonium_Metronidazole",2
"Benzalkonium-Clofazimine","Benzalkonium_Clofazimine",2
"Benzalkonium-Doxorubicin","Benzalkonium_Doxorubicin",4
"Benzalkonium-Mitomycin C","Benzalkonium_Mitomycin C",2
"Benzalkonium-Rifampicin","Benzalkonium_Rifampicin",2
"Benzalkonium-Levofloxacin","Benzalkonium_Levofloxacin",1
"Benzalkonium-Trimethoprim","Benzalkonium_Trimethoprim",1
"Benzalkonium-Sulfamonomethoxine","Benzalkonium_Sulfamonomethoxine",2
"Benzalkonium-Nitrofurantoin","Benzalkonium_Nitrofurantoin",2
"Benzalkonium-Bleomycin","Benzalkonium_Bleomycin",1
"Benzalkonium-Chlorhexidine","Benzalkonium_Chlorhexidine",2
"Benzalkonium-EGCG","Benzalkonium_EGCG",3
"Benzalkonium-Cerulenin","Benzalkonium_Cerulenin",4
"Benzalkonium-Nisin","Benzalkonium_Nisin",2
"Benzalkonium-Daptomycin","Benzalkonium_Daptomycin",4
"Benzalkonium-CCCP","Benzalkonium_CCCP",2
"Benzalkonium-Nonactin","Benzalkonium_Nonactin",4
"Benzalkonium-Paraquat","Benzalkonium_Paraquat",2
"Benzalkonium-Puromycin","Benzalkonium_Puromycin",1
"Benzalkonium-Linezolid","Benzalkonium_Linezolid",1
"Benzalkonium-Clindamycin","Benzalkonium_Clindamycin",1
"Benzalkonium-Minocycline","Benzalkonium_Minocycline",3
"Benzalkonium-Tigecycline","Benzalkonium_Tigecycline",4
"Benzalkonium-Tobramycin","Benzalkonium_Tobramycin",1
"Benzalkonium-Spiramycin","Benzalkonium_Spiramycin",1
"Benzalkonium-Erythromycin","Benzalkonium_Erythromycin",1
"Benzalkonium-Clarithromycin","Benzalkonium_Clarithromycin",1
"Benzalkonium-Caffeine","Benzalkonium_Caffeine",4
"Benzalkonium-Vanillin","Benzalkonium_Vanillin",2
"Benzalkonium-Reserpine","Benzalkonium_Reserpine",3
"Benzalkonium-Procaine","Benzalkonium_Procaine",2
"Benzalkonium-Theophylline","Benzalkonium_Theophylline",4
"Benzalkonium-Loperamide","Benzalkonium_Loperamide",2
"Benzalkonium-Verapamil","Benzalkonium_Verapamil",2
"Benzalkonium-Meropenem","Benzalkonium_Meropenem",4
"Benzalkonium-Colistin","Benzalkonium_Colistin",2
"Benzalkonium-CHIR-90","Benzalkonium_CHIR-90",1
"Benzalkonium-Triclosan","Benzalkonium_Triclosan",3
"Benzalkonium-Gentamicin","Benzalkonium_Gentamicin",1
"Azithromycin-Benzalkonium","Benzalkonium_Azithromycin",1
"Benzalkonium-Curcumin","Benzalkonium_Curcumin",1
"Benzalkonium-Berberine","Benzalkonium_Berberine",1
"Benzalkonium-Metformin","Benzalkonium_Metformin",4
"Benzalkonium-Phenformin","Benzalkonium_Phenformin",2
"Benzalkonium-Streptozotocin","Benzalkonium_Streptozotocin",1
"Benzalkonium-Diclofenac","Benzalkonium_Diclofenac",1
"Acetylsalisylic acid-Benzalkonium","Benzalkonium_Acetylsalisylic acid",2
"Benzalkonium-Ciclopirox","Benzalkonium_Ciclopirox",2
"Benzalkonium-Moxifloxacin","Benzalkonium_Moxifloxacin",2
"Benzalkonium-Phleomycin","Benzalkonium_Phleomycin",1
"EGCG-Penicillin G","EGCG_Penicillin G",1
"EGCG-Imipenem","EGCG_Imipenem",4
"Aztreonam-EGCG","EGCG_Aztreonam",1
"Clofazimine-EGCG","EGCG_Clofazimine",2
"Doxorubicin-EGCG","EGCG_Doxorubicin",3
"EGCG-Mitomycin C","EGCG_Mitomycin C",1
"EGCG-Rifampicin","EGCG_Rifampicin",2
"Bleomycin-EGCG","EGCG_Bleomycin",1
"Cerulenin-EGCG","EGCG_Cerulenin",1
"Daptomycin-EGCG","EGCG_Daptomycin",3
"EGCG-Nonactin","EGCG_Nonactin",2
"EGCG-Puromycin","EGCG_Puromycin",3
"EGCG-Linezolid","EGCG_Linezolid",2
"EGCG-Tigecycline","EGCG_Tigecycline",2
"Clarithromycin-EGCG","EGCG_Clarithromycin",2
"Caffeine-EGCG","EGCG_Caffeine",3
"EGCG-Reserpine","EGCG_Reserpine",2
"EGCG-Theophylline","EGCG_Theophylline",1
"EGCG-Meropenem","EGCG_Meropenem",4
"Colistin-EGCG","EGCG_Colistin",1
"CHIR-90-EGCG","EGCG_CHIR-90",4
"EGCG-Triclosan","EGCG_Triclosan",4
"EGCG-Gentamicin","EGCG_Gentamicin",1
"Azithromycin-EGCG","EGCG_Azithromycin",4
"Curcumin-EGCG","EGCG_Curcumin",1
"Berberine-EGCG","EGCG_Berberine",4
"EGCG-Metformin","EGCG_Metformin",4
"EGCG-Phenformin","EGCG_Phenformin",2
"EGCG-Streptozotocin","EGCG_Streptozotocin",1
"Diclofenac-EGCG","EGCG_Diclofenac",1
"Acetylsalisylic acid-EGCG","EGCG_Acetylsalisylic acid",2
"Ciclopirox-EGCG","EGCG_Ciclopirox",2
"EGCG-Moxifloxacin","EGCG_Moxifloxacin",1
"EGCG-Phleomycin","EGCG_Phleomycin",1
"Cerulenin-Mitomycin C","Cerulenin_Mitomycin C",1
"Cerulenin-Tigecycline","Cerulenin_Tigecycline",3
"Cerulenin-Meropenem","Cerulenin_Meropenem",2
"Cerulenin-Colistin","Cerulenin_Colistin",2
"Cerulenin-CHIR-90","Cerulenin_CHIR-90",1
"Cerulenin-Triclosan","Cerulenin_Triclosan",4
"Cerulenin-Gentamicin","Cerulenin_Gentamicin",4
"Azithromycin-Cerulenin","Cerulenin_Azithromycin",1
"Cerulenin-Curcumin","Cerulenin_Curcumin",1
"Berberine-Cerulenin","Cerulenin_Berberine",1
"Cerulenin-Metformin","Cerulenin_Metformin",2
"Cerulenin-Phenformin","Cerulenin_Phenformin",2
"Cerulenin-Streptozotocin","Cerulenin_Streptozotocin",4
"Cerulenin-Diclofenac","Cerulenin_Diclofenac",1
"Acetylsalisylic acid-Cerulenin","Cerulenin_Acetylsalisylic acid",4
"Cerulenin-Ciclopirox","Cerulenin_Ciclopirox",4
"Cerulenin-Moxifloxacin","Cerulenin_Moxifloxacin",1
"Cerulenin-Phleomycin","Cerulenin_Phleomycin",2
"Nisin-Penicillin G","Nisin_Penicillin G",3
"Imipenem-Nisin","Nisin_Imipenem",3
"Aztreonam-Nisin","Nisin_Aztreonam",2
"Clofazimine-Nisin","Nisin_Clofazimine",3
"Doxorubicin-Nisin","Nisin_Doxorubicin",1
"Mitomycin C-Nisin","Nisin_Mitomycin C",2
"Nisin-Rifampicin","Nisin_Rifampicin",2
"Bleomycin-Nisin","Nisin_Bleomycin",3
"EGCG-Nisin","Nisin_EGCG",3
"Cerulenin-Nisin","Nisin_Cerulenin",3
"Daptomycin-Nisin","Nisin_Daptomycin",3
"Nisin-Nonactin","Nisin_Nonactin",1
"Nisin-Puromycin","Nisin_Puromycin",3
"Linezolid-Nisin","Nisin_Linezolid",1
"Nisin-Tigecycline","Nisin_Tigecycline",2
"Clarithromycin-Nisin","Nisin_Clarithromycin",3
"Caffeine-Nisin","Nisin_Caffeine",1
"Nisin-Reserpine","Nisin_Reserpine",1
"Nisin-Theophylline","Nisin_Theophylline",4
"Meropenem-Nisin","Nisin_Meropenem",2
"Colistin-Nisin","Nisin_Colistin",2
"CHIR-90-Nisin","Nisin_CHIR-90",1
"Nisin-Triclosan","Nisin_Triclosan",2
"Gentamicin-Nisin","Nisin_Gentamicin",4
"Azithromycin-Nisin","Nisin_Azithromycin",4
"Curcumin-Nisin","Nisin_Curcumin",4
"Berberine-Nisin","Nisin_Berberine",1
"Metformin-Nisin","Nisin_Metformin",1
"Nisin-Phenformin","Nisin_Phenformin",2
"Nisin-Streptozotocin","Nisin_Streptozotocin",4
"Diclofenac-Nisin","Nisin_Diclofenac",1
"Acetylsalisylic acid-Nisin","Nisin_Acetylsalisylic acid",2
"Ciclopirox-Nisin","Nisin_Ciclopirox",2
"Moxifloxacin-Nisin","Nisin_Moxifloxacin",4
"Nisin-Phleomycin","Nisin_Phleomycin",1
"Daptomycin-Mitomycin C","Daptomycin_Mitomycin C",2
"Cerulenin-Daptomycin","Daptomycin_Cerulenin",3
"Daptomycin-Tigecycline","Daptomycin_Tigecycline",3
"Daptomycin-Meropenem","Daptomycin_Meropenem",2
"Colistin-Daptomycin","Daptomycin_Colistin",4
"CHIR-90-Daptomycin","Daptomycin_CHIR-90",4
"Daptomycin-Triclosan","Daptomycin_Triclosan",4
"Daptomycin-Gentamicin","Daptomycin_Gentamicin",4
"Azithromycin-Daptomycin","Daptomycin_Azithromycin",2
"Curcumin-Daptomycin","Daptomycin_Curcumin",2
"Berberine-Daptomycin","Daptomycin_Berberine",1
"Daptomycin-Metformin","Daptomycin_Metformin",3
"Daptomycin-Phenformin","Daptomycin_Phenformin",1
"Daptomycin-Streptozotocin","Daptomycin_Streptozotocin",1
"Daptomycin-Diclofenac","Daptomycin_Diclofenac",1
"Acetylsalisylic acid-Daptomycin","Daptomycin_Acetylsalisylic acid",4
"Ciclopirox-Daptomycin","Daptomycin_Ciclopirox",2
"Daptomycin-Moxifloxacin","Daptomycin_Moxifloxacin",2
"Daptomycin-Phleomycin","Daptomycin_Phleomycin",3
"CCCP-Penicillin G","CCCP_Penicillin G",1
"CCCP-Imipenem","CCCP_Imipenem",1
"CCCP-Mecillinam","CCCP_Mecillinam",2
"Aztreonam-CCCP","CCCP_Aztreonam",3
"CCCP-Cephalexin","CCCP_Cephalexin",4
"A22-CCCP","CCCP_A22",2
"CCCP-Teicoplanin","CCCP_Teicoplanin",1
"CCCP-Metronidazole","CCCP_Metronidazole",3
"CCCP-Clofazimine","CCCP_Clofazimine",3
"CCCP-Doxorubicin","CCCP_Doxorubicin",1
"CCCP-Mitomycin C","CCCP_Mitomycin C",2
"CCCP-Rifampicin","CCCP_Rifampicin",2
"Bleomycin-CCCP","CCCP_Bleomycin",1
"CCCP-Chlorhexidine","CCCP_Chlorhexidine",2
"CCCP-EGCG","CCCP_EGCG",2
"CCCP-Cerulenin","CCCP_Cerulenin",3
"CCCP-Nisin","CCCP_Nisin",3
"CCCP-Daptomycin","CCCP_Daptomycin",3
"CCCP-Nonactin","CCCP_Nonactin",1
"CCCP-Puromycin","CCCP_Puromycin",2
"CCCP-Linezolid","CCCP_Linezolid",2
"CCCP-Minocycline","CCCP_Minocycline",1
"CCCP-Tigecycline","CCCP_Tigecycline",3
"CCCP-Tobramycin","CCCP_Tobramycin",4
"CCCP-Clarithromycin","CCCP_Clarithromycin",2
"Caffeine-CCCP","CCCP_Caffeine",1
"CCCP-Reserpine","CCCP_Reserpine",1
"CCCP-Theophylline","CCCP_Theophylline",1
"CCCP-Loperamide","CCCP_Loperamide",2
"CCCP-Meropenem","CCCP_Meropenem",2
"CCCP-Colistin","CCCP_Colistin",2
"CCCP-CHIR-90","CCCP_CHIR-90",4
"CCCP-Triclosan","CCCP_Triclosan",4
"CCCP-Gentamicin","CCCP_Gentamicin",2
"Azithromycin-CCCP","CCCP_Azithromycin",4
"CCCP-Curcumin","CCCP_Curcumin",2
"Berberine-CCCP","CCCP_Berberine",1
"CCCP-Metformin","CCCP_Metformin",3
"CCCP-Phenformin","CCCP_Phenformin",4
"CCCP-Streptozotocin","CCCP_Streptozotocin",4
"CCCP-Diclofenac","CCCP_Diclofenac",1
"Acetylsalisylic acid-CCCP","CCCP_Acetylsalisylic acid",4
"CCCP-Ciclopirox","CCCP_Ciclopirox",2
"CCCP-Moxifloxacin","CCCP_Moxifloxacin",4
"CCCP-Phleomycin","CCCP_Phleomycin",3
"Imipenem-Nonactin","Nonactin_Imipenem",1
"Doxorubicin-Nonactin","Nonactin_Doxorubicin",1
"Mitomycin C-Nonactin","Nonactin_Mitomycin C",2
"Bleomycin-Nonactin","Nonactin_Bleomycin",1
"Cerulenin-Nonactin","Nonactin_Cerulenin",1
"Daptomycin-Nonactin","Nonactin_Daptomycin",2
"Linezolid-Nonactin","Nonactin_Linezolid",1
"Nonactin-Tigecycline","Nonactin_Tigecycline",2
"Meropenem-Nonactin","Nonactin_Meropenem",1
"Colistin-Nonactin","Nonactin_Colistin",2
"CHIR-90-Nonactin","Nonactin_CHIR-90",2
"Nonactin-Triclosan","Nonactin_Triclosan",2
"Gentamicin-Nonactin","Nonactin_Gentamicin",3
"Azithromycin-Nonactin","Nonactin_Azithromycin",2
"Curcumin-Nonactin","Nonactin_Curcumin",2
"Berberine-Nonactin","Nonactin_Berberine",2
"Metformin-Nonactin","Nonactin_Metformin",2
"Nonactin-Phenformin","Nonactin_Phenformin",4
"Nonactin-Streptozotocin","Nonactin_Streptozotocin",3
"Diclofenac-Nonactin","Nonactin_Diclofenac",4
"Acetylsalisylic acid-Nonactin","Nonactin_Acetylsalisylic acid",2
"Ciclopirox-Nonactin","Nonactin_Ciclopirox",2
"Moxifloxacin-Nonactin","Nonactin_Moxifloxacin",1
"Nonactin-Phleomycin","Nonactin_Phleomycin",4
"Paraquat-Piperacillin","Paraquat_Piperacillin",1
"Paraquat-Penicillin G","Paraquat_Penicillin G",2
"Imipenem-Paraquat","Paraquat_Imipenem",2
"Mecillinam-Paraquat","Paraquat_Mecillinam",4
"Aztreonam-Paraquat","Paraquat_Aztreonam",1
"Cephalexin-Paraquat","Paraquat_Cephalexin",2
"A22-Paraquat","Paraquat_A22",4
"Paraquat-Teicoplanin","Paraquat_Teicoplanin",2
"Metronidazole-Paraquat","Paraquat_Metronidazole",2
"Clofazimine-Paraquat","Paraquat_Clofazimine",4
"Doxorubicin-Paraquat","Paraquat_Doxorubicin",2
"Mitomycin C-Paraquat","Paraquat_Mitomycin C",1
"Paraquat-Rifampicin","Paraquat_Rifampicin",2
"Levofloxacin-Paraquat","Paraquat_Levofloxacin",1
"Nitrofurantoin-Paraquat","Paraquat_Nitrofurantoin",2
"Bleomycin-Paraquat","Paraquat_Bleomycin",1
"Chlorhexidine-Paraquat","Paraquat_Chlorhexidine",2
"EGCG-Paraquat","Paraquat_EGCG",1
"Cerulenin-Paraquat","Paraquat_Cerulenin",2
"Nisin-Paraquat","Paraquat_Nisin",2
"Daptomycin-Paraquat","Paraquat_Daptomycin",2
"CCCP-Paraquat","Paraquat_CCCP",3
"Nonactin-Paraquat","Paraquat_Nonactin",2
"Paraquat-Puromycin","Paraquat_Puromycin",1
"Linezolid-Paraquat","Paraquat_Linezolid",2
"Minocycline-Paraquat","Paraquat_Minocycline",2
"Paraquat-Tigecycline","Paraquat_Tigecycline",2
"Paraquat-Tobramycin","Paraquat_Tobramycin",2
"Clarithromycin-Paraquat","Paraquat_Clarithromycin",1
"Caffeine-Paraquat","Paraquat_Caffeine",2
"Paraquat-Vanillin","Paraquat_Vanillin",2
"Paraquat-Reserpine","Paraquat_Reserpine",3
"Paraquat-Procaine","Paraquat_Procaine",2
"Paraquat-Theophylline","Paraquat_Theophylline",2
"Loperamide-Paraquat","Paraquat_Loperamide",3
"Paraquat-Verapamil","Paraquat_Verapamil",2
"Meropenem-Paraquat","Paraquat_Meropenem",2
"Colistin-Paraquat","Paraquat_Colistin",2
"CHIR-90-Paraquat","Paraquat_CHIR-90",1
"Paraquat-Triclosan","Paraquat_Triclosan",3
"Gentamicin-Paraquat","Paraquat_Gentamicin",4
"Azithromycin-Paraquat","Paraquat_Azithromycin",1
"Curcumin-Paraquat","Paraquat_Curcumin",4
"Berberine-Paraquat","Paraquat_Berberine",1
"Metformin-Paraquat","Paraquat_Metformin",1
"Paraquat-Phenformin","Paraquat_Phenformin",2
"Paraquat-Streptozotocin","Paraquat_Streptozotocin",2
"Diclofenac-Paraquat","Paraquat_Diclofenac",4
"Acetylsalisylic acid-Paraquat","Paraquat_Acetylsalisylic acid",4
"Ciclopirox-Paraquat","Paraquat_Ciclopirox",1
"Moxifloxacin-Paraquat","Paraquat_Moxifloxacin",1
"Paraquat-Phleomycin","Paraquat_Phleomycin",1
"Cefotaxime-Fusidic acid","Fusidic acid_Cefotaxime",2
"Cefaclor-Fusidic acid","Fusidic acid_Cefaclor",3
"Cefsulodin-Fusidic acid","Fusidic acid_Cefsulodin",3
"Fusidic acid-Piperacillin","Fusidic acid_Piperacillin",2
"Fusidic acid-Penicillin G","Fusidic acid_Penicillin G",1
"Fusidic acid-Imipenem","Fusidic acid_Imipenem",2
"Fusidic acid-Mecillinam","Fusidic acid_Mecillinam",1
"Aztreonam-Fusidic acid","Fusidic acid_Aztreonam",4
"Cephalexin-Fusidic acid","Fusidic acid_Cephalexin",3
"A22-Fusidic acid","Fusidic acid_A22",2
"Fusidic acid-Teicoplanin","Fusidic acid_Teicoplanin",3
"Fusidic acid-Metronidazole","Fusidic acid_Metronidazole",3
"Clofazimine-Fusidic acid","Fusidic acid_Clofazimine",1
"Doxorubicin-Fusidic acid","Fusidic acid_Doxorubicin",3
"Fusidic acid-Mitomycin C","Fusidic acid_Mitomycin C",3
"Fusidic acid-Rifampicin","Fusidic acid_Rifampicin",4
"Fusidic acid-Levofloxacin","Fusidic acid_Levofloxacin",3
"Fusidic acid-Trimethoprim","Fusidic acid_Trimethoprim",1
"Fusidic acid-Sulfamonomethoxine","Fusidic acid_Sulfamonomethoxine",1
"Fusidic acid-Nitrofurantoin","Fusidic acid_Nitrofurantoin",1
"Bleomycin-Fusidic acid","Fusidic acid_Bleomycin",3
"Chlorhexidine-Fusidic acid","Fusidic acid_Chlorhexidine",2
"Benzalkonium-Fusidic acid","Fusidic acid_Benzalkonium",4
"EGCG-Fusidic acid","Fusidic acid_EGCG",4
"Cerulenin-Fusidic acid","Fusidic acid_Cerulenin",1
"Fusidic acid-Nisin","Fusidic acid_Nisin",3
"Daptomycin-Fusidic acid","Fusidic acid_Daptomycin",1
"CCCP-Fusidic acid","Fusidic acid_CCCP",2
"Fusidic acid-Nonactin","Fusidic acid_Nonactin",1
"Fusidic acid-Paraquat","Fusidic acid_Paraquat",1
"Fusidic acid-Puromycin","Fusidic acid_Puromycin",2
"Fusidic acid-Linezolid","Fusidic acid_Linezolid",3
"Clindamycin-Fusidic acid","Fusidic acid_Clindamycin",2
"Fusidic acid-Minocycline","Fusidic acid_Minocycline",2
"Fusidic acid-Tigecycline","Fusidic acid_Tigecycline",3
"Amikacin-Fusidic acid","Fusidic acid_Amikacin",2
"Fusidic acid-Tobramycin","Fusidic acid_Tobramycin",2
"Fusidic acid-Spiramycin","Fusidic acid_Spiramycin",3
"Erythromycin-Fusidic acid","Fusidic acid_Erythromycin",2
"Clarithromycin-Fusidic acid","Fusidic acid_Clarithromycin",2
"Caffeine-Fusidic acid","Fusidic acid_Caffeine",4
"Fusidic acid-Vanillin","Fusidic acid_Vanillin",1
"Fusidic acid-Reserpine","Fusidic acid_Reserpine",3
"Fusidic acid-Procaine","Fusidic acid_Procaine",2
"Fusidic acid-Theophylline","Fusidic acid_Theophylline",3
"Fusidic acid-Loperamide","Fusidic acid_Loperamide",3
"Fusidic acid-Verapamil","Fusidic acid_Verapamil",2
"Fusidic acid-Meropenem","Fusidic acid_Meropenem",4
"Colistin-Fusidic acid","Fusidic acid_Colistin",2
"CHIR-90-Fusidic acid","Fusidic acid_CHIR-90",2
"Fusidic acid-Triclosan","Fusidic acid_Triclosan",2
"Fusidic acid-Gentamicin","Fusidic acid_Gentamicin",2
"Azithromycin-Fusidic acid","Fusidic acid_Azithromycin",2
"Curcumin-Fusidic acid","Fusidic acid_Curcumin",1
"Berberine-Fusidic acid","Fusidic acid_Berberine",1
