drug_pair,Drug1,Drug2,clusters
Clarithromycin_Polymyxin B,Clarithromycin,Polymyxin B,13
Clarithromycin_Procaine,Clarithromycin,Procaine,13
Clarithromycin_Puromycin,Clarithromycin,Puromycin,2
Clarithromycin_Reserpine,Clarithromycin,Reserpine,3
Clarithromycin_Rifampicin,Clarithromycin,Rifampicin,12
Clarithromycin_Spectinomycin,Clarithromycin,Spectinomycin,2
Clarithromycin_Spiramycin,Clarithromycin,Spiramycin,1
Clarithromycin_Streptozotocin,Clarithromycin,Streptozotocin,8
Clarithromycin_Sulfamonomethoxine,Clarithromycin,Sulfamonomethoxine,4
Clarithromycin_Teicoplanin,Clarithromycin,Teicoplanin,5
Clarithromycin_Theophylline,Clarithromycin,Theophylline,4
Clarithromycin_Tigecycline,Clarithromycin,Tigecycline,1
Clarithromycin_Tobramycin,Clarithromycin,Tobramycin,2
Clarithromycin_Triclosan,Clarithromycin,Triclosan,3
Clarithromycin_Trimethoprim,Clarithromycin,Trimethoprim,9
Clarithromycin_Vanillin,Clarithromycin,Vanillin,2
Clarithromycin_Verapamil,Clarithromycin,Verapamil,4
Clindamycin_Clofazimine,Clindamycin,Clofazimine,9
Clindamycin_Colistin,Clindamycin,Colistin,3
Clindamycin_Curcumin,Clindamycin,Curcumin,6
Clindamycin_Cycloserine D,Clindamycin,Cycloserine D,7
Clindamycin_Daptomycin,Clindamycin,Daptomycin,8
Clindamycin_Diclofenac,Clindamycin,Diclofenac,6
Clindamycin_Doxorubicin,Clindamycin,Doxorubicin,4
Clindamycin_Doxycycline,Clindamycin,Doxycycline,5
Clindamycin_EGCG,Clindamycin,EGCG,5
Clindamycin_Erythromycin,Clindamycin,Erythromycin,4
Clindamycin_Fosfomycin,Clindamycin,Fosfomycin,12
Clindamycin_Fusidic acid,Clindamycin,Fusidic acid,5
Clindamycin_Gentamicin,Clindamycin,Gentamicin,12
Clindamycin_Imipenem,Clindamycin,Imipenem,12
Clindamycin_Levofloxacin,Clindamycin,Levofloxacin,8
Clindamycin_Linezolid,Clindamycin,Linezolid,5
Clindamycin_Loperamide,Clindamycin,Loperamide,9
Clindamycin_Mecillinam,Clindamycin,Mecillinam,5
Clindamycin_Meropenem,Clindamycin,Meropenem,8
Clindamycin_Metformin,Clindamycin,Metformin,2
Clindamycin_Metronidazole,Clindamycin,Metronidazole,5
Clindamycin_Minocycline,Clindamycin,Minocycline,4
Clindamycin_Mitomycin C,Clindamycin,Mitomycin C,2
Clindamycin_Moxifloxacin,Clindamycin,Moxifloxacin,5
Clindamycin_Nisin,Clindamycin,Nisin,4
Clindamycin_Nitrofurantoin,Clindamycin,Nitrofurantoin,6
Clindamycin_Nonactin,Clindamycin,Nonactin,3
Clindamycin_Novobiocin,Clindamycin,Novobiocin,5
Clindamycin_Oxacillin,Clindamycin,Oxacillin,8
Clindamycin_Paraquat,Clindamycin,Paraquat,1
Clindamycin_Penicillin G,Clindamycin,Penicillin G,1
Clindamycin_Phenformin,Clindamycin,Phenformin,3
Clindamycin_Phleomycin,Clindamycin,Phleomycin,1
Clindamycin_Piperacillin,Clindamycin,Piperacillin,4
Clindamycin_Polymyxin B,Clindamycin,Polymyxin B,13
Clindamycin_Procaine,Clindamycin,Procaine,13
Clindamycin_Puromycin,Clindamycin,Puromycin,9
Clindamycin_Reserpine,Clindamycin,Reserpine,3
Clindamycin_Rifampicin,Clindamycin,Rifampicin,5
Clindamycin_Spectinomycin,Clindamycin,Spectinomycin,1
Clindamycin_Spiramycin,Clindamycin,Spiramycin,4
Clindamycin_Streptozotocin,Clindamycin,Streptozotocin,12
Clindamycin_Sulfamonomethoxine,Clindamycin,Sulfamonomethoxine,8
Clindamycin_Teicoplanin,Clindamycin,Teicoplanin,5
Clindamycin_Theophylline,Clindamycin,Theophylline,5
Clindamycin_Tigecycline,Clindamycin,Tigecycline,4
Clindamycin_Tobramycin,Clindamycin,Tobramycin,12
Clindamycin_Triclosan,Clindamycin,Triclosan,3
Clindamycin_Trimethoprim,Clindamycin,Trimethoprim,5
Clindamycin_Vanillin,Clindamycin,Vanillin,9
Clindamycin_Verapamil,Clindamycin,Verapamil,5
Clofazimine_Colistin,Clofazimine,Colistin,7
Clofazimine_Curcumin,Clofazimine,Curcumin,3
Clofazimine_Cycloserine D,Clofazimine,Cycloserine D,9
Clofazimine_Daptomycin,Clofazimine,Daptomycin,6
Clofazimine_Diclofenac,Clofazimine,Diclofenac,6
Clofazimine_Doxorubicin,Clofazimine,Doxorubicin,9
Clofazimine_Doxycycline,Clofazimine,Doxycycline,1
Clofazimine_EGCG,Clofazimine,EGCG,3
Clofazimine_Erythromycin,Clofazimine,Erythromycin,1
Clofazimine_Fosfomycin,Clofazimine,Fosfomycin,12
Clofazimine_Fusidic acid,Clofazimine,Fusidic acid,9
Clofazimine_Gentamicin,Clofazimine,Gentamicin,5
Clofazimine_Imipenem,Clofazimine,Imipenem,5
Clofazimine_Levofloxacin,Clofazimine,Levofloxacin,4
Clofazimine_Linezolid,Clofazimine,Linezolid,4
Clofazimine_Loperamide,Clofazimine,Loperamide,1
Clofazimine_Mecillinam,Clofazimine,Mecillinam,2
Clofazimine_Meropenem,Clofazimine,Meropenem,3
Clofazimine_Metformin,Clofazimine,Metformin,4
Clofazimine_Metronidazole,Clofazimine,Metronidazole,4
Clofazimine_Minocycline,Clofazimine,Minocycline,8
Clofazimine_Mitomycin C,Clofazimine,Mitomycin C,9
Clofazimine_Moxifloxacin,Clofazimine,Moxifloxacin,12
Clofazimine_Nisin,Clofazimine,Nisin,4
Clofazimine_Nitrofurantoin,Clofazimine,Nitrofurantoin,6
Clofazimine_Nonactin,Clofazimine,Nonactin,6
Clofazimine_Novobiocin,Clofazimine,Novobiocin,1
Clofazimine_Oxacillin,Clofazimine,Oxacillin,1
Clofazimine_Paraquat,Clofazimine,Paraquat,10
Clofazimine_Penicillin G,Clofazimine,Penicillin G,1
Clofazimine_Phenformin,Clofazimine,Phenformin,11
Clofazimine_Phleomycin,Clofazimine,Phleomycin,4
Clofazimine_Piperacillin,Clofazimine,Piperacillin,9
Clofazimine_Polymyxin B,Clofazimine,Polymyxin B,4
Clofazimine_Procaine,Clofazimine,Procaine,3
Clofazimine_Puromycin,Clofazimine,Puromycin,1
Clofazimine_Reserpine,Clofazimine,Reserpine,3
Clofazimine_Rifampicin,Clofazimine,Rifampicin,5
Clofazimine_Spectinomycin,Clofazimine,Spectinomycin,1
Clofazimine_Spiramycin,Clofazimine,Spiramycin,8
Clofazimine_Streptozotocin,Clofazimine,Streptozotocin,7
Clofazimine_Sulfamonomethoxine,Clofazimine,Sulfamonomethoxine,8
Clofazimine_Teicoplanin,Clofazimine,Teicoplanin,8
Clofazimine_Theophylline,Clofazimine,Theophylline,10
Clofazimine_Tigecycline,Clofazimine,Tigecycline,6
Clofazimine_Tobramycin,Clofazimine,Tobramycin,1
Clofazimine_Triclosan,Clofazimine,Triclosan,7
Clofazimine_Trimethoprim,Clofazimine,Trimethoprim,4
Clofazimine_Vanillin,Clofazimine,Vanillin,3
Clofazimine_Verapamil,Clofazimine,Verapamil,8
Colistin_Cycloserine D,Colistin,Cycloserine D,10
Colistin_Daptomycin,Colistin,Daptomycin,10
Colistin_Doxorubicin,Colistin,Doxorubicin,10
Colistin_Doxycycline,Colistin,Doxycycline,13
Colistin_EGCG,Colistin,EGCG,12
Colistin_Erythromycin,Colistin,Erythromycin,13
Colistin_Fosfomycin,Colistin,Fosfomycin,12
Colistin_Fusidic acid,Colistin,Fusidic acid,13
Colistin_Imipenem,Colistin,Imipenem,2
Colistin_Levofloxacin,Colistin,Levofloxacin,2
Colistin_Linezolid,Colistin,Linezolid,5
Colistin_Loperamide,Colistin,Loperamide,13
Colistin_Mecillinam,Colistin,Mecillinam,2
Colistin_Metronidazole,Colistin,Metronidazole,3
Colistin_Minocycline,Colistin,Minocycline,5
Colistin_Mitomycin C,Colistin,Mitomycin C,8
Colistin_Nisin,Colistin,Nisin,3
Colistin_Nitrofurantoin,Colistin,Nitrofurantoin,13
Colistin_Nonactin,Colistin,Nonactin,5
Colistin_Novobiocin,Colistin,Novobiocin,13
Colistin_Oxacillin,Colistin,Oxacillin,10
Colistin_Paraquat,Colistin,Paraquat,5
Colistin_Penicillin G,Colistin,Penicillin G,4
Colistin_Piperacillin,Colistin,Piperacillin,3
Colistin_Polymyxin B,Colistin,Polymyxin B,10
Colistin_Procaine,Colistin,Procaine,13
Colistin_Puromycin,Colistin,Puromycin,3
Colistin_Reserpine,Colistin,Reserpine,11
Colistin_Rifampicin,Colistin,Rifampicin,13
Colistin_Spectinomycin,Colistin,Spectinomycin,2
Colistin_Spiramycin,Colistin,Spiramycin,13
Colistin_Sulfamonomethoxine,Colistin,Sulfamonomethoxine,5
Colistin_Teicoplanin,Colistin,Teicoplanin,10
Colistin_Theophylline,Colistin,Theophylline,5
Colistin_Tigecycline,Colistin,Tigecycline,5
Colistin_Tobramycin,Colistin,Tobramycin,9
Colistin_Trimethoprim,Colistin,Trimethoprim,8
Colistin_Vanillin,Colistin,Vanillin,3
Colistin_Verapamil,Colistin,Verapamil,13
Curcumin_Cycloserine D,Curcumin,Cycloserine D,2
Curcumin_Daptomycin,Curcumin,Daptomycin,4
Curcumin_Doxorubicin,Curcumin,Doxorubicin,6
Curcumin_Doxycycline,Curcumin,Doxycycline,2
Curcumin_EGCG,Curcumin,EGCG,12
Curcumin_Erythromycin,Curcumin,Erythromycin,3
Curcumin_Fosfomycin,Curcumin,Fosfomycin,2
Curcumin_Fusidic acid,Curcumin,Fusidic acid,9
Curcumin_Imipenem,Curcumin,Imipenem,10
Curcumin_Levofloxacin,Curcumin,Levofloxacin,2
Curcumin_Linezolid,Curcumin,Linezolid,3
Curcumin_Loperamide,Curcumin,Loperamide,2
Curcumin_Mecillinam,Curcumin,Mecillinam,2
Curcumin_Metronidazole,Curcumin,Metronidazole,10
Curcumin_Minocycline,Curcumin,Minocycline,13
Curcumin_Mitomycin C,Curcumin,Mitomycin C,6
Curcumin_Nisin,Curcumin,Nisin,7
Curcumin_Nitrofurantoin,Curcumin,Nitrofurantoin,7
Curcumin_Nonactin,Curcumin,Nonactin,3
Curcumin_Novobiocin,Curcumin,Novobiocin,2
Curcumin_Oxacillin,Curcumin,Oxacillin,1
Curcumin_Paraquat,Curcumin,Paraquat,7
Curcumin_Penicillin G,Curcumin,Penicillin G,8
Curcumin_Piperacillin,Curcumin,Piperacillin,12
Curcumin_Polymyxin B,Curcumin,Polymyxin B,13
Curcumin_Procaine,Curcumin,Procaine,13
Curcumin_Puromycin,Curcumin,Puromycin,2
Curcumin_Reserpine,Curcumin,Reserpine,3
Curcumin_Rifampicin,Curcumin,Rifampicin,5
Curcumin_Spectinomycin,Curcumin,Spectinomycin,2
Curcumin_Spiramycin,Curcumin,Spiramycin,10
Curcumin_Sulfamonomethoxine,Curcumin,Sulfamonomethoxine,3
Curcumin_Teicoplanin,Curcumin,Teicoplanin,3
Curcumin_Theophylline,Curcumin,Theophylline,6
Curcumin_Tigecycline,Curcumin,Tigecycline,6
Curcumin_Tobramycin,Curcumin,Tobramycin,5
Curcumin_Trimethoprim,Curcumin,Trimethoprim,2
Curcumin_Vanillin,Curcumin,Vanillin,13
Curcumin_Verapamil,Curcumin,Verapamil,2
Cycloserine D_Daptomycin,Cycloserine D,Daptomycin,9
Cycloserine D_Diclofenac,Cycloserine D,Diclofenac,5
Cycloserine D_Doxorubicin,Cycloserine D,Doxorubicin,4
Cycloserine D_Doxycycline,Cycloserine D,Doxycycline,2
Cycloserine D_EGCG,Cycloserine D,EGCG,7
Cycloserine D_Erythromycin,Cycloserine D,Erythromycin,12
Cycloserine D_Fosfomycin,Cycloserine D,Fosfomycin,12
Cycloserine D_Fusidic acid,Cycloserine D,Fusidic acid,3
Cycloserine D_Gentamicin,Cycloserine D,Gentamicin,2
Cycloserine D_Imipenem,Cycloserine D,Imipenem,13
Cycloserine D_Levofloxacin,Cycloserine D,Levofloxacin,1
Cycloserine D_Linezolid,Cycloserine D,Linezolid,10
Cycloserine D_Loperamide,Cycloserine D,Loperamide,5
Cycloserine D_Mecillinam,Cycloserine D,Mecillinam,13
Cycloserine D_Meropenem,Cycloserine D,Meropenem,13
Cycloserine D_Metformin,Cycloserine D,Metformin,12
Cycloserine D_Metronidazole,Cycloserine D,Metronidazole,4
Cycloserine D_Minocycline,Cycloserine D,Minocycline,8
Cycloserine D_Mitomycin C,Cycloserine D,Mitomycin C,10
Cycloserine D_Moxifloxacin,Cycloserine D,Moxifloxacin,2
Cycloserine D_Nisin,Cycloserine D,Nisin,3
Cycloserine D_Nitrofurantoin,Cycloserine D,Nitrofurantoin,4
Cycloserine D_Nonactin,Cycloserine D,Nonactin,10
Cycloserine D_Novobiocin,Cycloserine D,Novobiocin,7
Cycloserine D_Oxacillin,Cycloserine D,Oxacillin,3
Cycloserine D_Paraquat,Cycloserine D,Paraquat,13
Cycloserine D_Penicillin G,Cycloserine D,Penicillin G,3
Cycloserine D_Phenformin,Cycloserine D,Phenformin,3
Cycloserine D_Phleomycin,Cycloserine D,Phleomycin,2
Cycloserine D_Piperacillin,Cycloserine D,Piperacillin,13
Cycloserine D_Polymyxin B,Cycloserine D,Polymyxin B,4
Cycloserine D_Procaine,Cycloserine D,Procaine,7
Cycloserine D_Puromycin,Cycloserine D,Puromycin,3
Cycloserine D_Reserpine,Cycloserine D,Reserpine,9
Cycloserine D_Rifampicin,Cycloserine D,Rifampicin,2
Cycloserine D_Spectinomycin,Cycloserine D,Spectinomycin,2
Cycloserine D_Spiramycin,Cycloserine D,Spiramycin,7
Cycloserine D_Streptozotocin,Cycloserine D,Streptozotocin,4
Cycloserine D_Sulfamonomethoxine,Cycloserine D,Sulfamonomethoxine,5
Cycloserine D_Teicoplanin,Cycloserine D,Teicoplanin,3
Cycloserine D_Theophylline,Cycloserine D,Theophylline,5
Cycloserine D_Tigecycline,Cycloserine D,Tigecycline,5
Cycloserine D_Tobramycin,Cycloserine D,Tobramycin,6
Cycloserine D_Triclosan,Cycloserine D,Triclosan,3
Cycloserine D_Trimethoprim,Cycloserine D,Trimethoprim,8
Cycloserine D_Vanillin,Cycloserine D,Vanillin,11
Cycloserine D_Verapamil,Cycloserine D,Verapamil,7
Daptomycin_Diclofenac,Daptomycin,Diclofenac,6
Daptomycin_Doxorubicin,Daptomycin,Doxorubicin,2
Daptomycin_Doxycycline,Daptomycin,Doxycycline,7
Daptomycin_EGCG,Daptomycin,EGCG,4
Daptomycin_Erythromycin,Daptomycin,Erythromycin,11
Daptomycin_Fosfomycin,Daptomycin,Fosfomycin,10
Daptomycin_Fusidic acid,Daptomycin,Fusidic acid,6
Daptomycin_Gentamicin,Daptomycin,Gentamicin,12
Daptomycin_Imipenem,Daptomycin,Imipenem,12
Daptomycin_Levofloxacin,Daptomycin,Levofloxacin,11
Daptomycin_Linezolid,Daptomycin,Linezolid,4
Daptomycin_Loperamide,Daptomycin,Loperamide,2
Daptomycin_Mecillinam,Daptomycin,Mecillinam,8
Daptomycin_Meropenem,Daptomycin,Meropenem,3
Daptomycin_Metformin,Daptomycin,Metformin,8
Daptomycin_Metronidazole,Daptomycin,Metronidazole,8
Daptomycin_Minocycline,Daptomycin,Minocycline,8
Daptomycin_Mitomycin C,Daptomycin,Mitomycin C,3
Daptomycin_Moxifloxacin,Daptomycin,Moxifloxacin,5
Daptomycin_Nisin,Daptomycin,Nisin,8
Daptomycin_Nitrofurantoin,Daptomycin,Nitrofurantoin,2
Daptomycin_Nonactin,Daptomycin,Nonactin,3
Daptomycin_Novobiocin,Daptomycin,Novobiocin,8
Daptomycin_Oxacillin,Daptomycin,Oxacillin,2
Daptomycin_Paraquat,Daptomycin,Paraquat,5
Daptomycin_Penicillin G,Daptomycin,Penicillin G,1
Daptomycin_Phenformin,Daptomycin,Phenformin,6
Daptomycin_Phleomycin,Daptomycin,Phleomycin,4
Daptomycin_Piperacillin,Daptomycin,Piperacillin,9
Daptomycin_Polymyxin B,Daptomycin,Polymyxin B,1
Daptomycin_Procaine,Daptomycin,Procaine,4
Daptomycin_Puromycin,Daptomycin,Puromycin,4
Daptomycin_Reserpine,Daptomycin,Reserpine,3
Daptomycin_Rifampicin,Daptomycin,Rifampicin,5
Daptomycin_Spectinomycin,Daptomycin,Spectinomycin,2
Daptomycin_Spiramycin,Daptomycin,Spiramycin,8
Daptomycin_Streptozotocin,Daptomycin,Streptozotocin,12
Daptomycin_Sulfamonomethoxine,Daptomycin,Sulfamonomethoxine,5
Daptomycin_Teicoplanin,Daptomycin,Teicoplanin,8
Daptomycin_Theophylline,Daptomycin,Theophylline,9
Daptomycin_Tigecycline,Daptomycin,Tigecycline,8
Daptomycin_Tobramycin,Daptomycin,Tobramycin,4
Daptomycin_Triclosan,Daptomycin,Triclosan,7
Daptomycin_Trimethoprim,Daptomycin,Trimethoprim,3
Daptomycin_Vanillin,Daptomycin,Vanillin,4
Daptomycin_Verapamil,Daptomycin,Verapamil,8
Diclofenac_Doxorubicin,Diclofenac,Doxorubicin,2
Diclofenac_Doxycycline,Diclofenac,Doxycycline,10
Diclofenac_EGCG,Diclofenac,EGCG,6
Diclofenac_Erythromycin,Diclofenac,Erythromycin,4
Diclofenac_Fosfomycin,Diclofenac,Fosfomycin,3
Diclofenac_Fusidic acid,Diclofenac,Fusidic acid,1
Diclofenac_Imipenem,Diclofenac,Imipenem,12
Diclofenac_Levofloxacin,Diclofenac,Levofloxacin,12
Diclofenac_Linezolid,Diclofenac,Linezolid,7
Diclofenac_Loperamide,Diclofenac,Loperamide,2
Diclofenac_Mecillinam,Diclofenac,Mecillinam,5
Diclofenac_Metronidazole,Diclofenac,Metronidazole,2
Diclofenac_Minocycline,Diclofenac,Minocycline,10
Diclofenac_Mitomycin C,Diclofenac,Mitomycin C,6
Diclofenac_Nisin,Diclofenac,Nisin,1
Diclofenac_Nitrofurantoin,Diclofenac,Nitrofurantoin,12
Diclofenac_Nonactin,Diclofenac,Nonactin,7
Diclofenac_Novobiocin,Diclofenac,Novobiocin,2
Diclofenac_Oxacillin,Diclofenac,Oxacillin,2
Diclofenac_Paraquat,Diclofenac,Paraquat,7
Diclofenac_Penicillin G,Diclofenac,Penicillin G,7
Diclofenac_Piperacillin,Diclofenac,Piperacillin,7
Diclofenac_Polymyxin B,Diclofenac,Polymyxin B,2
Diclofenac_Procaine,Diclofenac,Procaine,6
Diclofenac_Puromycin,Diclofenac,Puromycin,7
Diclofenac_Reserpine,Diclofenac,Reserpine,6
Diclofenac_Rifampicin,Diclofenac,Rifampicin,4
Diclofenac_Spectinomycin,Diclofenac,Spectinomycin,3
Diclofenac_Spiramycin,Diclofenac,Spiramycin,3
Diclofenac_Sulfamonomethoxine,Diclofenac,Sulfamonomethoxine,5
Diclofenac_Teicoplanin,Diclofenac,Teicoplanin,5
Diclofenac_Theophylline,Diclofenac,Theophylline,6
Diclofenac_Tigecycline,Diclofenac,Tigecycline,2
Diclofenac_Tobramycin,Diclofenac,Tobramycin,3
Diclofenac_Trimethoprim,Diclofenac,Trimethoprim,2
Diclofenac_Vanillin,Diclofenac,Vanillin,6
Diclofenac_Verapamil,Diclofenac,Verapamil,4
Doxorubicin_Doxycycline,Doxorubicin,Doxycycline,6
Doxorubicin_EGCG,Doxorubicin,EGCG,4
Doxorubicin_Erythromycin,Doxorubicin,Erythromycin,8
Doxorubicin_Fosfomycin,Doxorubicin,Fosfomycin,11
Doxorubicin_Fusidic acid,Doxorubicin,Fusidic acid,4
Doxorubicin_Gentamicin,Doxorubicin,Gentamicin,5
Doxorubicin_Imipenem,Doxorubicin,Imipenem,4
Doxorubicin_Levofloxacin,Doxorubicin,Levofloxacin,3
Doxorubicin_Linezolid,Doxorubicin,Linezolid,1
Doxorubicin_Loperamide,Doxorubicin,Loperamide,5
Doxorubicin_Mecillinam,Doxorubicin,Mecillinam,4
Doxorubicin_Meropenem,Doxorubicin,Meropenem,3
Doxorubicin_Metformin,Doxorubicin,Metformin,2
Doxorubicin_Metronidazole,Doxorubicin,Metronidazole,2
Doxorubicin_Minocycline,Doxorubicin,Minocycline,11
Doxorubicin_Mitomycin C,Doxorubicin,Mitomycin C,13
Doxorubicin_Moxifloxacin,Doxorubicin,Moxifloxacin,5
Doxorubicin_Nisin,Doxorubicin,Nisin,1
Doxorubicin_Nitrofurantoin,Doxorubicin,Nitrofurantoin,6
Doxorubicin_Nonactin,Doxorubicin,Nonactin,2
Doxorubicin_Novobiocin,Doxorubicin,Novobiocin,4
Doxorubicin_Oxacillin,Doxorubicin,Oxacillin,8
Doxorubicin_Paraquat,Doxorubicin,Paraquat,5
Doxorubicin_Penicillin G,Doxorubicin,Penicillin G,1
Doxorubicin_Phenformin,Doxorubicin,Phenformin,3
Doxorubicin_Phleomycin,Doxorubicin,Phleomycin,3
Doxorubicin_Piperacillin,Doxorubicin,Piperacillin,4
Doxorubicin_Polymyxin B,Doxorubicin,Polymyxin B,9
Doxorubicin_Procaine,Doxorubicin,Procaine,9
Doxorubicin_Puromycin,Doxorubicin,Puromycin,4
Doxorubicin_Reserpine,Doxorubicin,Reserpine,1
Doxorubicin_Rifampicin,Doxorubicin,Rifampicin,3
Doxorubicin_Spectinomycin,Doxorubicin,Spectinomycin,6
Doxorubicin_Spiramycin,Doxorubicin,Spiramycin,8
Doxorubicin_Streptozotocin,Doxorubicin,Streptozotocin,7
Doxorubicin_Sulfamonomethoxine,Doxorubicin,Sulfamonomethoxine,12
Doxorubicin_Teicoplanin,Doxorubicin,Teicoplanin,2
Doxorubicin_Theophylline,Doxorubicin,Theophylline,4
Doxorubicin_Tigecycline,Doxorubicin,Tigecycline,12
Doxorubicin_Tobramycin,Doxorubicin,Tobramycin,9
Doxorubicin_Triclosan,Doxorubicin,Triclosan,10
Doxorubicin_Trimethoprim,Doxorubicin,Trimethoprim,3
Doxorubicin_Vanillin,Doxorubicin,Vanillin,9
Doxorubicin_Verapamil,Doxorubicin,Verapamil,8
Doxycycline_EGCG,Doxycycline,EGCG,5
Doxycycline_Erythromycin,Doxycycline,Erythromycin,3
Doxycycline_Fosfomycin,Doxycycline,Fosfomycin,2
Doxycycline_Fusidic acid,Doxycycline,Fusidic acid,13
Doxycycline_Gentamicin,Doxycycline,Gentamicin,3
Doxycycline_Imipenem,Doxycycline,Imipenem,2
Doxycycline_Levofloxacin,Doxycycline,Levofloxacin,2
Doxycycline_Linezolid,Doxycycline,Linezolid,9
Doxycycline_Loperamide,Doxycycline,Loperamide,13
Doxycycline_Mecillinam,Doxycycline,Mecillinam,2
Doxycycline_Meropenem,Doxycycline,Meropenem,2
Doxycycline_Metformin,Doxycycline,Metformin,13
Doxycycline_Metronidazole,Doxycycline,Metronidazole,2
Doxycycline_Minocycline,Doxycycline,Minocycline,11
Doxycycline_Mitomycin C,Doxycycline,Mitomycin C,2
Doxycycline_Moxifloxacin,Doxycycline,Moxifloxacin,2
Doxycycline_Nisin,Doxycycline,Nisin,4
Doxycycline_Nitrofurantoin,Doxycycline,Nitrofurantoin,1
Doxycycline_Nonactin,Doxycycline,Nonactin,10
Doxycycline_Novobiocin,Doxycycline,Novobiocin,10
Doxycycline_Oxacillin,Doxycycline,Oxacillin,6
Doxycycline_Paraquat,Doxycycline,Paraquat,2
Doxycycline_Penicillin G,Doxycycline,Penicillin G,1
Doxycycline_Phenformin,Doxycycline,Phenformin,3
Doxycycline_Phleomycin,Doxycycline,Phleomycin,2
Doxycycline_Piperacillin,Doxycycline,Piperacillin,4
Doxycycline_Polymyxin B,Doxycycline,Polymyxin B,3
Doxycycline_Procaine,Doxycycline,Procaine,13
Doxycycline_Puromycin,Doxycycline,Puromycin,4
Doxycycline_Reserpine,Doxycycline,Reserpine,6
Doxycycline_Rifampicin,Doxycycline,Rifampicin,13
Doxycycline_Spectinomycin,Doxycycline,Spectinomycin,3
Doxycycline_Spiramycin,Doxycycline,Spiramycin,9
Doxycycline_Streptozotocin,Doxycycline,Streptozotocin,4
Doxycycline_Sulfamonomethoxine,Doxycycline,Sulfamonomethoxine,5
Doxycycline_Teicoplanin,Doxycycline,Teicoplanin,8
Doxycycline_Theophylline,Doxycycline,Theophylline,4
Doxycycline_Tigecycline,Doxycycline,Tigecycline,10
Doxycycline_Tobramycin,Doxycycline,Tobramycin,3
Doxycycline_Triclosan,Doxycycline,Triclosan,3
Doxycycline_Trimethoprim,Doxycycline,Trimethoprim,2
Doxycycline_Vanillin,Doxycycline,Vanillin,2
Doxycycline_Verapamil,Doxycycline,Verapamil,13
EGCG_Erythromycin,EGCG,Erythromycin,11
EGCG_Fosfomycin,EGCG,Fosfomycin,1
EGCG_Fusidic acid,EGCG,Fusidic acid,12
EGCG_Gentamicin,EGCG,Gentamicin,2
EGCG_Imipenem,EGCG,Imipenem,12
EGCG_Levofloxacin,EGCG,Levofloxacin,4
EGCG_Linezolid,EGCG,Linezolid,3
EGCG_Loperamide,EGCG,Loperamide,3
EGCG_Mecillinam,EGCG,Mecillinam,12
EGCG_Meropenem,EGCG,Meropenem,7
EGCG_Metformin,EGCG,Metformin,12
EGCG_Metronidazole,EGCG,Metronidazole,4
EGCG_Minocycline,EGCG,Minocycline,3
EGCG_Mitomycin C,EGCG,Mitomycin C,6
EGCG_Moxifloxacin,EGCG,Moxifloxacin,2
EGCG_Nisin,EGCG,Nisin,8
EGCG_Nitrofurantoin,EGCG,Nitrofurantoin,6
EGCG_Nonactin,EGCG,Nonactin,3
EGCG_Novobiocin,EGCG,Novobiocin,5
EGCG_Oxacillin,EGCG,Oxacillin,6
EGCG_Paraquat,EGCG,Paraquat,1
EGCG_Penicillin G,EGCG,Penicillin G,6
EGCG_Phenformin,EGCG,Phenformin,10
EGCG_Phleomycin,EGCG,Phleomycin,2
EGCG_Piperacillin,EGCG,Piperacillin,4
EGCG_Polymyxin B,EGCG,Polymyxin B,6
EGCG_Procaine,EGCG,Procaine,7
EGCG_Puromycin,EGCG,Puromycin,8
EGCG_Reserpine,EGCG,Reserpine,3
EGCG_Rifampicin,EGCG,Rifampicin,5
EGCG_Spectinomycin,EGCG,Spectinomycin,8
EGCG_Spiramycin,EGCG,Spiramycin,3
EGCG_Streptozotocin,EGCG,Streptozotocin,6
EGCG_Sulfamonomethoxine,EGCG,Sulfamonomethoxine,8
EGCG_Teicoplanin,EGCG,Teicoplanin,4
EGCG_Theophylline,EGCG,Theophylline,9
EGCG_Tigecycline,EGCG,Tigecycline,3
EGCG_Tobramycin,EGCG,Tobramycin,8
EGCG_Triclosan,EGCG,Triclosan,10
EGCG_Trimethoprim,EGCG,Trimethoprim,7
EGCG_Vanillin,EGCG,Vanillin,3
EGCG_Verapamil,EGCG,Verapamil,5
Erythromycin_Fosfomycin,Erythromycin,Fosfomycin,2
Erythromycin_Fusidic acid,Erythromycin,Fusidic acid,3
Erythromycin_Gentamicin,Erythromycin,Gentamicin,2
Erythromycin_Imipenem,Erythromycin,Imipenem,12
Erythromycin_Levofloxacin,Erythromycin,Levofloxacin,8
Erythromycin_Linezolid,Erythromycin,Linezolid,7
Erythromycin_Loperamide,Erythromycin,Loperamide,4
Erythromycin_Mecillinam,Erythromycin,Mecillinam,10
Erythromycin_Meropenem,Erythromycin,Meropenem,10
Erythromycin_Metformin,Erythromycin,Metformin,6
Erythromycin_Metronidazole,Erythromycin,Metronidazole,4
Erythromycin_Minocycline,Erythromycin,Minocycline,4
Erythromycin_Mitomycin C,Erythromycin,Mitomycin C,2
Erythromycin_Moxifloxacin,Erythromycin,Moxifloxacin,2
Erythromycin_Nisin,Erythromycin,Nisin,5
Erythromycin_Nitrofurantoin,Erythromycin,Nitrofurantoin,10
Erythromycin_Nonactin,Erythromycin,Nonactin,5
Erythromycin_Novobiocin,Erythromycin,Novobiocin,8
