"compound","cal","cne","sce","spo"
"tetrahydrosappanone a trimethyl ether_Ben",101.82,96.16,111.03,102.32
"tetrahydrosappanone a trimethyl ether_CF",89.35,100.02,103.05,107.26
"tetrahydrosappanone a trimethyl ether_Cyp",100.26,97.68,101.74,99.77
"tetrahydrosappanone a trimethyl ether_DMSO",98.55,102.34,107.66,101.89
"tetrahydrosappanone a trimethyl ether_FL",110.37,109.41,101.19,96.69
"tetrahydrosappanone a trimethyl ether_TB",103.5,103.47,108.23,101.3
"tetrahydroxy-1,4-quinone monohydrate_AmpB",100.88,99.11,97.16,100.57
"tetrahydroxy-1,4-quinone monohydrate_Ben",87.77,95.4,101.9,100.99
"tetrahydroxy-1,4-quinone monohydrate_CF",101.96,99.66,99.81,104.6
"tetrahydroxy-1,4-quinone monohydrate_Cyp",100.74,101.28,103.05,101.04
"tetrahydroxy-1,4-quinone monohydrate_DMSO",99.11,100.73,99.66,99.75
"tetrahydroxy-1,4-quinone monohydrate_FL",96.95,77.05,100.31,103.39
"tetrahydroxy-1,4-quinone monohydrate_TB",97.12,98.7,104.16,97.96
"tetrahydrozoline hydrochloride_AmpB",103.976666666667,101.503333333333,96.06,100.04
"tetrahydrozoline hydrochloride_Ben",102.073333333333,98.86,102.27,103.47
"tetrahydrozoline hydrochloride_CF",101.846666666667,102.786666666667,95.4,96.23
"tetrahydrozoline hydrochloride_Cyp",101.513333333333,103.54,102.12,100.7
"tetrahydrozoline hydrochloride_DMSO",100.22,100.54,107.17,102.76
"tetrahydrozoline hydrochloride_FL",95.58,103.473333333333,99.64,101.17
"tetrahydrozoline hydrochloride_TB",100.796666666667,101.513333333333,101.38,103.15
"tetraisopropyl pyrophosphoramide_AmpB",101.97,101.15,99.98,100.89
"tetraisopropyl pyrophosphoramide_Ben",98.69,112.8,101.08,102.28
"tetraisopropyl pyrophosphoramide_CF",101.21,100.06,94.31,100.74
"tetraisopropyl pyrophosphoramide_Cyp",99.03,99.04,92.55,98.65
"tetraisopropyl pyrophosphoramide_DMSO",101.5,102.09,100,99.68
"tetraisopropyl pyrophosphoramide_FL",101.15,93.95,99.82,99.33
"tetraisopropyl pyrophosphoramide_TB",99.63,100.79,97.24,100.46
"tetramisole hydrochloride_AmpB",97.75,108.175,99.08,101.24
"tetramisole hydrochloride_Ben",103.085,102.265,100.08,97.39
"tetramisole hydrochloride_CF",102.02,101.315,101.28,98.76
"tetramisole hydrochloride_Cyp",98.695,78.71,99.28,101.03
"tetramisole hydrochloride_DMSO",102.16,102.45,103.23,102.97
"tetramisole hydrochloride_FL",95.305,103.3,101.85,98.06
"tetramisole hydrochloride_TB",99.735,101.52,97.78,100.16
"tetrandrine_AmpB",101.723333333333,95.1166666666667,99.56,102.08
"tetrandrine_Ben",102.013333333333,78.2633333333333,103.1,105.68
"tetrandrine_CF",17.1733333333333,101.71,82.8,99.16
"tetrandrine_Cyp",102.843333333333,105.51,99.01,104.66
"tetrandrine_DMSO",101.526666666667,100.066666666667,94.7,104.03
"tetrandrine_FL",84.89,98.7133333333333,96.71,101.92
"tetrandrine_TB",99.5133333333333,100.216666666667,105.8,100.91
"thalidomide_AmpB",102.23,100.275,102.68,99.17
"thalidomide_Ben",102.315,105.06,102.99,99.82
"thalidomide_CF",100.53,102.755,102.45,100.08
"thalidomide_Cyp",103.235,96.38,102.1,100.19
"thalidomide_DMSO",99.7,100.8,99.83,99.96
"thalidomide_FL",96.185,105.73,98.07,100.4
"thalidomide_TB",97.015,101.51,100.63,103.62
"theaflavin digallate_AmpB",-1.9,2.42,97.31,100.33
"theaflavin digallate_Ben",101.66,83.19,95.36,87.8
"theaflavin digallate_CF",100.93,96.34,107.19,107.02
"theaflavin digallate_Cyp",100.36,100.49,103.93,98.63
"theaflavin digallate_DMSO",98.5,99.99,100.48,94.76
"theaflavin digallate_FL",92.47,107.35,104.93,102.83
"theaflavin digallate_TB",101.23,100.67,102.36,102.69
"theaflavin monogallates_AmpB",-1.5,0.84,98.2,106.42
"theaflavin monogallates_Ben",98.7,101.57,96.04,100.08
"theaflavin monogallates_CF",102.01,52.6,99.74,102.47
"theaflavin monogallates_Cyp",99.9,106,101.42,95.53
"theaflavin monogallates_DMSO",101.24,103.27,96.7,99.92
"theaflavin monogallates_FL",95.67,89.82,94.23,101.91
"theaflavin monogallates_TB",95.99,99.36,103.31,99.59
"theanine_AmpB",98.99,108.17,102.87,101.78
"theanine_Ben",99.21,98.21,107.45,105.96
"theanine_CF",102.77,98.25,106.21,101.18
"theanine_Cyp",99.04,105.58,113.16,112.42
"theanine_DMSO",100.2,84.93,103.22,101.68
"theanine_FL",103,103.19,102.48,103.21
"theanine_TB",98.13,98.96,97.04,102.3
"theobromine_AmpB",100.39,98.865,97.57,99.7
"theobromine_Ben",101.3025,98.525,100.94,96.63
"theobromine_CF",100.305,104.6225,99.87,100.71
"theobromine_Cyp",99.155,96.54,98.92,99.71
"theobromine_DMSO",99.005,98.6575,95.24,99.55
"theobromine_FL",97.595,102.3775,100.6,99.93
"theobromine_TB",99.6175,105.03,96.8,98.77
"theophylline monohydrate_AmpB",102.5,103.88,95.81,99.9
"theophylline monohydrate_Ben",96.72,102.93,100.49,100.79
"theophylline monohydrate_CF",100.83,100.9,100.65,98.64
"theophylline monohydrate_Cyp",100.9,101.84,98.45,100.93
"theophylline monohydrate_DMSO",100.39,86.42,97.76,99.75
"theophylline monohydrate_FL",101.7,86.87,98.49,100.2
"theophylline monohydrate_TB",101.04,100.55,101.68,97.3
"theophylline_AmpB",97.36,100.93,101.03,101.25
"theophylline_Ben",100.5,94.89,99.73,94.33
"theophylline_CF",99.79,98.825,106.29,101.18
"theophylline_Cyp",99.09,90.265,96.38,98.14
"theophylline_DMSO",100.725,90.565,98.75,95.15
"theophylline_FL",98.645,97.045,97.26,97.87
"theophylline_TB",102.54,80.435,100.06,97.53
"thermopsine perchlorate_AmpB",99.86,105.05,98.6,-0.09
"thermopsine perchlorate_Ben",99.66,102.49,93.06,-1.26
"thermopsine perchlorate_CF",100.97,101.56,99.65,-0.29
"thermopsine perchlorate_Cyp",98.69,80.63,90.64,4.55
"thermopsine perchlorate_DMSO",99.78,99.87,99.61,-2.54
"thermopsine perchlorate_FL",101.2,92.49,98.59,2.22
"thermopsine perchlorate_TB",97.43,109.18,101.9,1.55
"thiamine hydrochloride_AmpB",104.38,100.12,100.09,100.74
"thiamine hydrochloride_Ben",105.32,104.71,96.21,101.92
"thiamine hydrochloride_CF",99.35,97.85,103.88,101.63
"thiamine hydrochloride_Cyp",98.27,113.52,101.63,101.28
"thiamine hydrochloride_DMSO",99.35,99.56,105.81,100.83
"thiamine hydrochloride_FL",96.41,94.67,99.4,97.87
"thiamine hydrochloride_TB",100.29,94.86,101.26,100.75
"thiamphenicol_AmpB",101.45,101.38,106.95,98.98
"thiamphenicol_Ben",100.73,92.905,103.3,97.99
"thiamphenicol_CF",103.315,99.44,101.36,102.58
"thiamphenicol_Cyp",102.55,95.115,103.66,100.09
"thiamphenicol_DMSO",102.15,104.395,95.16,101.68
"thiamphenicol_FL",101.76,105.515,97.66,101.98
"thiamphenicol_TB",100.425,67.505,99.68,99.31
"thiamylal sodium_AmpB",100.86,102.61,107.96,102.98
"thiamylal sodium_Ben",98.47,103.6,113.77,104.25
"thiamylal sodium_CF",99.82,99.67,105.41,105.31
"thiamylal sodium_Cyp",101.82,73.21,103.68,96.18
"thiamylal sodium_DMSO",104.6,106.83,101.59,101.95
"thiamylal sodium_FL",97.62,119.5,104.4,104.24
"thiamylal sodium_TB",100.19,88.51,99.58,102.64
"thiethylperazine malate_AmpB",7.42,-1.2,102.18,94.46
"thiethylperazine malate_Ben",99.48,89.83,101.87,100.66
"thiethylperazine malate_CF",0.57,83.25,-1.23,100.3
"thiethylperazine malate_Cyp",99.51,109.06,95.68,100
"thiethylperazine malate_DMSO",100.23,102.4,101.14,99.46
"thiethylperazine malate_FL",82.37,100.43,98.45,100.98
"thiethylperazine malate_TB",96.87,99.1,103.12,99.92
"thimerosal_AmpB",-4.37,0.14,-2.22,-3.08
"thimerosal_Ben",-0.24,-0.83,-2.52,-2.15
"thimerosal_CF",3.72,0.94,-1.61,-3.28
"thimerosal_Cyp",-0.25,-2.33,-1.63,-1.1
"thimerosal_DMSO",-5.13,-3.9,-2.66,-4.42
"thimerosal_FL",-8.12,-15.95,-0.75,-3.44
"thimerosal_TB",-0.03,-15.55,-2.45,-2.48
"thio-nadp sodium_AmpB",100.94,100.29,97.94,97.02
"thio-nadp sodium_Ben",105.18,68.42,99.47,102.69
"thio-nadp sodium_CF",101.21,99.91,106.29,100.36
"thio-nadp sodium_Cyp",99.03,81.07,93.12,97.73
"thio-nadp sodium_DMSO",105.34,104.94,100.68,99.78
"thio-nadp sodium_FL",98.74,107.72,99.92,101.12
"thio-nadp sodium_TB",103.53,106.1,102.26,99.9
"thiocitrulline_AmpB",102.71,92.765,97.78,99.1
"thiocitrulline_Ben",84.97,102.645,97.48,101.67
"thiocitrulline_CF",88.44,106.315,100.43,94.34
"thiocitrulline_Cyp",98.02,107.645,100.18,100.71
"thiocitrulline_DMSO",99.73,64.97,100.16,102.67
"thiocitrulline_FL",103.745,90.675,101.04,100.03
"thiocitrulline_TB",93.02,92.56,100.03,96.95
"thiocolchicoside_AmpB",104.5,105.09,97.92,102.22
"thiocolchicoside_Ben",104.06,103.3,103.72,101.85
"thiocolchicoside_CF",100.64,102.98,98.88,100.25
"thiocolchicoside_Cyp",103.12,94.1,99.9,99.76
"thiocolchicoside_DMSO",101.05,101.01,98.83,98.61
"thiocolchicoside_FL",100.07,98.6,93.86,98
"thiocolchicoside_TB",101.51,103.07,100.5,100
"thioctic acid_AmpB",105.71,100.03,98.8,99.28
"thioctic acid_Ben",97.63,100.52,104.49,100.19
"thioctic acid_CF",97.54,103.22,95.42,104.17
"thioctic acid_Cyp",99.08,39.37,91.74,97.13
"thioctic acid_DMSO",98.61,105.31,99.19,96.09
"thioctic acid_FL",108.87,96.96,102.75,97.48
"thioctic acid_TB",102.38,98.63,93.77,99.26
"thiodiglycol_AmpB",99.9,99.33,103.24,96.29
"thiodiglycol_Ben",104.73,105.22,87.33,96.26
"thiodiglycol_CF",102.51,101.5,100.25,105.87
"thiodiglycol_Cyp",106.36,104.1,88.24,91.48
"thiodiglycol_DMSO",102.82,102.74,107.38,100.92
"thiodiglycol_FL",100.77,103.98,102.72,99.02
"thiodiglycol_TB",98.07,101.71,101.93,98.42
"thioguanine_AmpB",100.47,102,100.44,97.33
"thioguanine_Ben",98.69,103.84,63.63,65.02
"thioguanine_CF",100.35,101.15,99.8,102.34
"thioguanine_Cyp",101.15,80.99,101.71,100.27
"thioguanine_DMSO",103.09,103.55,98.93,100.24
"thioguanine_FL",96.81,102.75,100.18,96.16
"thioguanine_TB",100.52,99.62,105.13,102.29
"thioguanosine_AmpB",101.36,100.94,100.67,99.49
"thioguanosine_Ben",103.31,99.12,101.33,100.27
"thioguanosine_CF",98.84,99.57,96.98,103.88
"thioguanosine_Cyp",98.6,101.2,98.29,100.05
"thioguanosine_DMSO",95.73,95.7,99.98,100.65
"thioguanosine_FL",92.7,100.48,98.64,101.34
"thioguanosine_TB",100.67,100.34,100.52,98.68
"thiolactomycin_AmpB",105.03,101.02,100,100.02
"thiolactomycin_Ben",102.41,98,101.78,101.3
"thiolactomycin_CF",101.54,111.77,104.95,102.13
"thiolactomycin_Cyp",99.82,96.52,100.31,99.02
"thiolactomycin_DMSO",98.33,98.9,101.42,97.78
"thiolactomycin_FL",99.78,76.54,103.02,103.04
"thiolactomycin_TB",101.33,104.08,102.25,100.98
"thiopental sodium_AmpB",101.37,101.67,101.71,101.84
"thiopental sodium_Ben",101.24,89.96,108.44,102.93
"thiopental sodium_CF",100.77,105.31,101.03,101.41
"thiopental sodium_Cyp",100.09,104.54,99.22,109.93
"thiopental sodium_DMSO",102.51,100.33,99.72,99.88
"thiopental sodium_FL",100.78,105.76,104.86,101.83
"thiopental sodium_TB",101.71,101.69,100.41,103.57
"thioperamide maleate_AmpB",100.66,99.385,101.77,100.335
"thioperamide maleate_Ben",99.665,90.32,102.615,97.035
"thioperamide maleate_CF",100.45,102.485,102.23,102.02
"thioperamide maleate_Cyp",98.135,96.995,101.585,93.53
"thioperamide maleate_DMSO",99.7,93.5,102.42,100.8
"thioperamide maleate_FL",92.705,98.965,102.79,101.895
"thioperamide maleate_TB",100.065,92.915,101.545,100.95
"thioproperazine dimesylate_AmpB",102.92,3.96,102.94,100.36
"thioproperazine dimesylate_Ben",99.64,66.96,101.91,99.96
"thioproperazine dimesylate_CF",6.77,101,101.33,93.9
"thioproperazine dimesylate_Cyp",101.38,104.6,99.86,98.88
"thioproperazine dimesylate_DMSO",101.51,101.6,98.69,97.05
"thioproperazine dimesylate_FL",99.4,110.97,98.53,98.55
"thioproperazine dimesylate_TB",103.24,98.12,96.59,99.5
"thioridazine hydrochloride_AmpB",35.61,26.2575,99.14,100
"thioridazine hydrochloride_Ben",102.0775,93.375,93.45,100.62
"thioridazine hydrochloride_CF",25.93,93.3725,73.47,100.85
"thioridazine hydrochloride_Cyp",100.31,99.6175,100.22,100.51
"thioridazine hydrochloride_DMSO",100.7925,99.56,98.74,101.17
"thioridazine hydrochloride_FL",105.835,99.94,98.25,98.88
"thioridazine hydrochloride_TB",100.055,102.1225,88.43,97.12
"thiorphan_AmpB",103.4,115.05,103.26,99.65
"thiorphan_Ben",99.33,99.01,101.77,100.76
"thiorphan_CF",98.75,96.86,99.5,101.95
"thiorphan_Cyp",100.29,108.13,102.71,99.29
"thiorphan_DMSO",97.39,97.61,102.13,99.88
"thiorphan_FL",98.9,100,102.29,100.32
"thiorphan_TB",101.5,101.16,100.52,98.3
"thiostrepton_AmpB",-2.545,-0.665,-1.41,100.59
"thiostrepton_Ben",100.795,99.47,104.26,101.39
"thiostrepton_CF",0.18,65.355,-1.6,74.43
"thiostrepton_Cyp",102.355,89.68,99.18,102.77
"thiostrepton_DMSO",99.48,99.705,96.88,100.25
"thiostrepton_FL",89.78,95.62,99.84,100.19
"thiostrepton_TB",100.65,101.35,100.83,101.87
"thiotepa_AmpB",100,100.3,99.87,47.51
"thiotepa_Ben",98.51,99.38,99.94,95.7
"thiotepa_CF",100.2,100.89,93.24,91.86
"thiotepa_Cyp",99.96,110.75,97.52,71.66
"thiotepa_DMSO",99.95,101.39,102.24,75.85
"thiotepa_FL",88.81,116.28,104.16,85.61
"thiotepa_TB",101.89,103.7,99.92,76.93
"thiothixene hydrochloride_AmpB",95.23,94.96,97.26,101.2
"thiothixene hydrochloride_Ben",81.57,98.26,101.7,100.95
"thiothixene hydrochloride_CF",30.42,97.5,72.83,98.99
"thiothixene hydrochloride_Cyp",93.9,110.54,106.26,100.67
"thiothixene hydrochloride_DMSO",93.97,94.51,100.21,99.27
"thiothixene hydrochloride_FL",107.39,99.86,97.26,102.01
"thiothixene hydrochloride_TB",92.96,88.61,102.98,100.77
"thiothixene_AmpB",103.08,92.36,101.3,99.85
"thiothixene_Ben",100.4,89.17,95.33,91.56
"thiothixene_CF",10.24,99.74,24.47,89.04
"thiothixene_Cyp",99.25,110.31,93.49,96.42
"thiothixene_DMSO",102.4,102.86,94.45,92.68
"thiothixene_FL",81.81,92.88,100.38,95.52
"thiothixene_TB",101.67,100.61,99.53,101.87
"thip hydrochloride_AmpB",100.023333333333,101.583333333333,102.05,99.89
"thip hydrochloride_Ben",100.97,104.343333333333,100.41,98.3
"thip hydrochloride_CF",101.513333333333,101.823333333333,101.33,97.5
"thip hydrochloride_Cyp",102.793333333333,95.1933333333333,95.24,100.07
"thip hydrochloride_DMSO",100.776666666667,102.853333333333,103.01,99.09
"thip hydrochloride_FL",106.73,100.303333333333,98.72,101.6
"thip hydrochloride_TB",102.233333333333,101.296666666667,96.91,98.18
"thiram_AmpB",-2.19,-1.74,94.28,98.78
"thiram_Ben",-0.19,-0.34,99.15,100.16
"thiram_CF",0.12,0.74,102.09,100.98
"thiram_Cyp",-1.29,1.89,97.82,59.87
"thiram_DMSO",-4.86,6.97,90.79,101.03
"thiram_FL",-8.14,-7.68,99.49,98.61
"thiram_TB",0.12,-0.01,89,102.3
"thonzonium bromide_AmpB",-2.11,4.19,-2.52,-1.38
"thonzonium bromide_Ben",-0.24,-0.63,-1.75,-1.48
"thonzonium bromide_CF",2.57,1.13,-1.43,-3.28
"thonzonium bromide_Cyp",-0.15,-0.19,-1.02,-1.86
"thonzonium bromide_DMSO",-5.59,92.88,-2,-1.33
"thonzonium bromide_FL",-8.43,0.18,-1.71,-2.11
"thonzonium bromide_TB",0.22,10.85,-2.36,-3.11
"thonzylamine hydrochloride_AmpB",102.39,100.6,104.66,99.78
"thonzylamine hydrochloride_Ben",102.27,105.45,105.02,100.63
"thonzylamine hydrochloride_CF",104.93,80.86,103.43,101.54
"thonzylamine hydrochloride_Cyp",99.85,99.35,102.28,101.78
"thonzylamine hydrochloride_DMSO",100.13,104.51,99.3,100.37
"thonzylamine hydrochloride_FL",99.98,111.04,101.81,100.49
"thonzylamine hydrochloride_TB",99.73,101.53,103.02,99.74
"thyroxine (l)_AmpB",99.46,100.09,96.73,99.9
"thyroxine (l)_Ben",108.83,96.32,96.27,99.76
"thyroxine (l)_CF",98.68,123.52,98.82,99.69
"thyroxine (l)_Cyp",100.3,89.46,100.56,97.95
"thyroxine (l)_DMSO",101.13,100.08,97.54,99.79
"thyroxine (l)_FL",120.38,98.1,98.93,101.37
"thyroxine (l)_TB",104.94,100.05,98.98,95.63
"tiabendazole_AmpB",103.8,108.44,101.65,100.79
"tiabendazole_Ben",95.68,107.89,100.78,99.72
"tiabendazole_CF",101.65,101.48,95.9,98.93
"tiabendazole_Cyp",101.67,97.8,103.44,100.45
"tiabendazole_DMSO",98.74,98.7,102.39,101.48
"tiabendazole_FL",117.7,104.07,98.62,97.84
"tiabendazole_TB",102.16,103.4,97.6,102.29
"tiapride hydrochloride_AmpB",100.663333333333,97.95,100.71,99.92
"tiapride hydrochloride_Ben",98.1333333333333,91.7633333333333,99.25,101.63
"tiapride hydrochloride_CF",102.463333333333,102.21,103.2,99.02
"tiapride hydrochloride_Cyp",99.2666666666667,93.21,100.79,103.05
"tiapride hydrochloride_DMSO",100.536666666667,94.34,101.65,98.18
"tiapride hydrochloride_FL",101.03,96.53,99.18,99.57
"tiapride hydrochloride_TB",100.603333333333,100.476666666667,101.04,99.68
"tiaprofenic acid_AmpB",92.07,100.16,102.04,99.26
"tiaprofenic acid_Ben",99.49,102.23,98.98,99.72
"tiaprofenic acid_CF",99.19,92.98,97.34,96.73
"tiaprofenic acid_Cyp",94.49,97.06,99.33,99.82
"tiaprofenic acid_DMSO",98.55,98.51,97.72,100.35
"tiaprofenic acid_FL",93.61,92.32,99.74,86.88
"tiaprofenic acid_TB",99.79,94.56,98.07,99.57
"ticarcillin sodium_AmpB",100.51,105.33,99.85,99.28
"ticarcillin sodium_Ben",101.29,128.81,101.18,100.21
"ticarcillin sodium_CF",100,100.39,101.08,97.99
"ticarcillin sodium_Cyp",98.36,104.01,99.48,99.02
"ticarcillin sodium_DMSO",94.31,96.34,98.31,101.87
"ticarcillin sodium_FL",65.61,97.93,103.38,100.08
"ticarcillin sodium_TB",100.34,101.68,102.89,99.97
"ticlopidine hydrochloride_AmpB",101.225,98.375,99.77,97.61
"ticlopidine hydrochloride_Ben",102.695,97.31,100.37,100.06
"ticlopidine hydrochloride_CF",101.065,102.05,103.17,98.62
"ticlopidine hydrochloride_Cyp",102.61,78.82,101.88,103.68
"ticlopidine hydrochloride_DMSO",100.16,106.835,102.76,101.03
"ticlopidine hydrochloride_FL",73.35,103.56,101.52,99.94
"ticlopidine hydrochloride_TB",98.405,104.495,105.93,101.65
"tiletamine hydrochloride_AmpB",101.41,74.91,100.22,100.85
"tiletamine hydrochloride_Ben",102.59,101.52,98.38,100.85
"tiletamine hydrochloride_CF",101.19,99.74,101.43,100.06
"tiletamine hydrochloride_Cyp",99.13,97.88,99.49,102.56
"tiletamine hydrochloride_DMSO",97.65,99.64,102.3,99.88
"tiletamine hydrochloride_FL",84.01,101.63,102.21,100.17
"tiletamine hydrochloride_TB",103.88,107.29,97.59,101.06
"tilorone_AmpB",101.3,100.72,102.3,100.57
"tilorone_Ben",98.74,96.48,97.52,100.6
"tilorone_CF",102.72,97.15,101.47,102.68
"tilorone_Cyp",97.71,110.84,100,105.22
"tilorone_DMSO",99.86,99.94,101.46,103.28
"tilorone_FL",98.31,92.91,103.77,101.67
"tilorone_TB",103.34,103.13,101.22,98.29
"timolol maleate salt_AmpB",101.22,97.59,100.77,99.54
"timolol maleate salt_Ben",101.59,90.37,89.35,99.95
"timolol maleate salt_CF",102.71,101.72,102,100.22
"timolol maleate salt_Cyp",100.27,105.24,99.62,101.19
"timolol maleate salt_DMSO",100.13,99.9,97.13,96.48
"timolol maleate salt_FL",91.01,103.75,94.81,97.42
"timolol maleate salt_TB",103.9,101.68,104.28,93.3
"tinidazole_AmpB",101.295,105.75,97.97,100.53
"tinidazole_Ben",100.535,105.07,96.41,100.21
"tinidazole_CF",101.165,100.14,101.68,102.23
"tinidazole_Cyp",98.39,100.855,101.77,101.26
"tinidazole_DMSO",101.54,100.74,101.59,101.48
"tinidazole_FL",97.95,101.725,98.67,101.41
"tinidazole_TB",100.825,100.465,98.42,100.26
"tmb-8 hydrochloride_AmpB",98.32,87.85,104.69,101.39
"tmb-8 hydrochloride_Ben",96.48,99.17,100.7,101.26
"tmb-8 hydrochloride_CF",50.22,99.36,99.35,101.49
"tmb-8 hydrochloride_Cyp",100.3,109.09,101.97,100.31
"tmb-8 hydrochloride_DMSO",100.14,81.86,100.15,101.36
"tmb-8 hydrochloride_FL",119.76,103.1,102.06,103.29
"tmb-8 hydrochloride_TB",102.3,98.31,100.12,100.21
"tobramycin_AmpB",102.265,102.84,97.45,100.15
"tobramycin_Ben",105.465,104.715,105.46,100.08
"tobramycin_CF",96.33,102.41,103.73,99.26
"tobramycin_Cyp",102.675,94.83,100.21,99.92
"tobramycin_DMSO",101.52,101.47,100.17,99.95
"tobramycin_FL",94.81,90.605,94.5,100.19
"tobramycin_TB",99.95,107.875,104.68,101.01
"tocainide hydrochloride_AmpB",99.875,98.925,92.75,99.12
"tocainide hydrochloride_Ben",96.53,105.5,98.91,97.54
"tocainide hydrochloride_CF",101.095,114.46,99.82,98.22
"tocainide hydrochloride_Cyp",100.755,104.8,97.29,98.9
"tocainide hydrochloride_DMSO",100.665,104.39,98.85,100.42
"tocainide hydrochloride_FL",99.29,111.225,97.77,105.7
"tocainide hydrochloride_TB",98.12,108.335,104.01,95.24
"tocopherol (r,s)_AmpB",85.69,112.98,97.07,100.65
"tocopherol (r,s)_Ben",98.56,86.15,95.67,101.5
"tocopherol (r,s)_CF",100.43,117.97,97.76,98.47
"tocopherol (r,s)_Cyp",98.44,94.69,100.71,99.22
"tocopherol (r,s)_DMSO",99.64,98.59,101.04,99.99
"tocopherol (r,s)_FL",88.33,93.86,97.49,99.98
"tocopherol (r,s)_TB",99.64,118.19,99.56,97.68
"todralazine hydrochloride_AmpB",102.675,96.72,101.03,100.86
"todralazine hydrochloride_Ben",100.345,105.815,103.42,98.96
"todralazine hydrochloride_CF",100.76,98.59,96.22,99.4
"todralazine hydrochloride_Cyp",99.095,103.6,91.45,98.95
"todralazine hydrochloride_DMSO",99.215,101.425,97.26,99.99
"todralazine hydrochloride_FL",104.975,90.41,100.26,103.4
"todralazine hydrochloride_TB",101.535,103.89,100.21,102.53
"tolazamide_AmpB",100.13,101.67,92.81,101.32
"tolazamide_Ben",100.723333333333,108.59,101.29,96.93
"tolazamide_CF",100.27,97.38,99.68,99.26
"tolazamide_Cyp",101.003333333333,98.6666666666667,98.29,99.87
"tolazamide_DMSO",101.36,103.02,102.02,100.79
"tolazamide_FL",102.273333333333,103.3,102.09,96.82
"tolazamide_TB",100.253333333333,105.173333333333,101.17,102.61
"tolazoline hydrochloride_AmpB",101.47,99.205,99.25,100.58
"tolazoline hydrochloride_Ben",103.45,97.205,94.12,99.75
"tolazoline hydrochloride_CF",99.76,100.755,97.76,101.82
"tolazoline hydrochloride_Cyp",100.465,85.545,96.08,99.75
"tolazoline hydrochloride_DMSO",99.655,99.48,97.65,98.37
"tolazoline hydrochloride_FL",98.085,95.925,99.36,97.63
"tolazoline hydrochloride_TB",98.925,101.79,102.57,97
"tolbutamide_AmpB",100.22,100.66,102.32,99.69
"tolbutamide_Ben",100.183333333333,99.24,102.84,100.33
"tolbutamide_CF",101.606666666667,98.1566666666667,99.22,97.4
"tolbutamide_Cyp",98.6666666666667,100.34,101.03,107.56
"tolbutamide_DMSO",99.2333333333333,99.6066666666667,103.63,102.12
"tolbutamide_FL",102.686666666667,109.63,100.77,102.74
"tolbutamide_TB",96.9766666666667,97.53,95.33,101.45
"tolfenamic acid_AmpB",89.5,-0.77,83.05,85.61
"tolfenamic acid_Ben",50.82,-0.245,82.02,85.77
"tolfenamic acid_CF",92.635,0.175,88.93,94.93
"tolfenamic acid_Cyp",77.54,-0.495,90.53,85.17
"tolfenamic acid_DMSO",85.31,8.115,72.54,91.79
"tolfenamic acid_FL",100.65,-5.365,83.85,42.99
"tolfenamic acid_TB",72.54,0.065,73.29,85.91
"tolmetin sodium salt dihydrate_AmpB",97.14,101.69,99.75,100.72
"tolmetin sodium salt dihydrate_Ben",96.82,90.31,100.12,100.28
"tolmetin sodium salt dihydrate_CF",99.65,96.82,100.86,98.88
"tolmetin sodium salt dihydrate_Cyp",98.18,97.61,100.39,99.92
"tolmetin sodium salt dihydrate_DMSO",100.81,100.58,98.76,99.85
"tolmetin sodium salt dihydrate_FL",118.49,79.76,98.98,95.22
"tolmetin sodium salt dihydrate_TB",97.91,16.98,102.5,100.41
"tolnaftate_AmpB",98.58,-4.245,102.64,79.58
"tolnaftate_Ben",97.84,1.25,95.73,79.05
"tolnaftate_CF",101.385,0.525,100.11,83.27
"tolnaftate_Cyp",98.32,8.79,100.24,79.79
"tolnaftate_DMSO",98.24,7.49,91.79,82.49
"tolnaftate_FL",82.73,-9,100.6,-2.71
"tolnaftate_TB",95.865,0.13,99.27,87.16
"tolperisone hydrochloride_AmpB",98.47,100.88,99.58,99.15
"tolperisone hydrochloride_Ben",103.9,103.89,94.35,107.25
"tolperisone hydrochloride_CF",99.18,98.89,100.45,101.72
"tolperisone hydrochloride_Cyp",100.34,77.06,101.95,94.9
"tolperisone hydrochloride_DMSO",99.08,99.24,95.87,103.98
"tolperisone hydrochloride_FL",104.47,106.98,102.29,100.9
"tolperisone hydrochloride_TB",102.18,90.8,102.43,97.67
"tomatidine hydrochloride_AmpB",88.75,90.38,101.98,100.78
"tomatidine hydrochloride_Ben",37.11,72.91,102.08,106.95
"tomatidine hydrochloride_CF",5.43,88,108.03,99.73
"tomatidine hydrochloride_Cyp",77.09,84.11,100.31,103.43
"tomatidine hydrochloride_DMSO",99.41,102.74,107.97,98.82
"tomatidine hydrochloride_FL",21.2,42.96,99.97,99.02
"tomatidine hydrochloride_TB",25.19,73.2,100.03,99.33
"tomatidine_AmpB",71.27,92.125,64.27,98.83
"tomatidine_Ben",1.79,48.54,24.59,97.83
"tomatidine_CF",5.685,95.02,-1.43,96.53
"tomatidine_Cyp",16.19,75.75,-0.49,101.02
"tomatidine_DMSO",55.25,65.765,99,99.8
"tomatidine_FL",-0.305,-1.1,-0.41,-2.68
"tomatidine_TB",0.705,43.65,-0.27,-2.94
"tomatine_AmpB",74.45,66.585,103.17,98.73
"tomatine_Ben",100.19,81.14,101.72,99.37
"tomatine_CF",9.875,95.95,67.27,99.35
"tomatine_Cyp",98.99,107,99.68,96.92
"tomatine_DMSO",99.155,103.825,104.38,95.76
"tomatine_FL",101.15,100.245,102.45,102.69
