"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2"
"Pseudomonic acid_Puromycin","Pseudomonic acid","Puromycin","Pseudomonic acid-Puromycin","PSA","PUR",0,"oxidative stress","other protein synthesis inhibitor","other protein synthesis inhibitor-oxidative stress",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.066554292,-0.099971469,0.065834706,0.093363787,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","S","S","R","R","R","R","RS","SS","RR","RR","RR","RR",0,-1,1,1,1,1,3,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,25,25,25,25,25,25,0.63,0,0.78,0.72,0.78,0.77
"Pseudomonic acid_Tigecycline","Pseudomonic acid","Tigecycline","Pseudomonic acid-Tigecycline","PSA","TGC",0,"oxidative stress","tetracycline","oxidative stress-tetracycline",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.051755356,0.026093941,-0.033824826,0.046149595,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87
"Pseudomonic acid_Spectinomycin","Pseudomonic acid","Spectinomycin","Pseudomonic acid-Spectinomycin","PSA","SPT",0,"oxidative stress","aminoglycoside","aminoglycoside-oxidative stress",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.101357229,0.056072419,0.081329109,0.1206861,NA,NA,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity",0,0,0,1,0,0,1,"R","S","R","R","R","R","S","S","S","S","R","S","RS","SS","RS","RS","RR","RS",0,-1,0,0,1,0,0,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,6,6,16,16,32,32,0.51,0.53,0.58,0.66,0.72,0.67
"Pseudomonic acid_Tobramycin","Pseudomonic acid","Tobramycin","Pseudomonic acid-Tobramycin","PSA","TOB",0,"oxidative stress","aminoglycoside","aminoglycoside-oxidative stress",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.088489288,0.050116434,-0.109674923,0.042200611,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","S","R","S","R","S","S","RS","SR","RS","RR","RS","RS",0,0,0,1,0,0,1,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,1,1,2,2,1,1,0,0.83,0,0.85,0,0
"Pseudomonic acid_Spiramycin","Pseudomonic acid","Spiramycin","Pseudomonic acid-Spiramycin","PSA","SPM",0,"oxidative stress","macrolide","macrolide-oxidative stress",0,"oxidative stress","protein synthesis inhibitor","oxidative stress-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.062335592,0.044179662,-0.034546594,-0.053007361,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88
"Pseudomonic acid_Vanillin","Pseudomonic acid","Vanillin","Pseudomonic acid-Vanillin","PSA","VNL",0,"oxidative stress","food additive","food additive-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","food additive","food additive-research used drug",-0.036910248,-0.079464156,-0.04954953,-0.146422833,NA,NA,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"R","S","R","R","R","R","R","R","R","R","S","R","RR","SR","RR","RR","RS","RR",1,0,1,1,0,1,4,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,200,200,200,200,200,200,0.85,0.85,0.86,0.79,0.69,0.75
"Pseudomonic acid_Reserpine","Pseudomonic acid","Reserpine","Pseudomonic acid-Reserpine","PSA","RSP",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.07543075,-0.10339034,-0.077897399,-0.055960358,NA,NA,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84
"Pseudomonic acid_Theophylline","Pseudomonic acid","Theophylline","Pseudomonic acid-Theophylline","PSA","TPH",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",0.048321158,-0.029982707,0.048671413,-0.036590877,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91
"Pseudomonic acid_Verapamil","Pseudomonic acid","Verapamil","Pseudomonic acid-Verapamil","PSA","VPM",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",-0.037916185,-0.040374161,-0.095102748,-0.151194998,NA,NA,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83
"Pseudomonic acid_Pyocyanin","Pseudomonic acid","Pyocyanin","Pseudomonic acid-Pyocyanin","PSA","PYO",1,"oxidative stress","oxidative stress","oxidative stress-oxidative stress",1,"oxidative stress","oxidative stress","oxidative stress-oxidative stress",1,"research used drug","research used drug","research used drug-research used drug",0.108779856,0.0748054,0.035744239,0.107661667,NA,NA,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity",0,0,0,1,0,0,1,"R","S","R","R","R","R","S","S","S","R","R","R","RS","SS","RS","RR","RR","RR",0,-1,0,1,1,1,2,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,10,10,10,10,NA,NA,0.25,0,0.69,0.81,NA,NA
"Pseudomonic acid_Triclosan","Pseudomonic acid","Triclosan","Pseudomonic acid-Triclosan","PSA","TRI",0,"oxidative stress","other membrane","other membrane-oxidative stress",0,"oxidative stress","membrane","membrane-oxidative stress",0,"research used drug","anti-infective","anti-infective-research used drug",0.041447759,-0.026362725,0.031190805,-0.086405491,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","R","R","R","R","R","R","R","R","R","R","RR","SR","RR","RR","RR","RR",1,0,1,1,1,1,5,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99
"Pseudomonic acid_Streptozotocin","Pseudomonic acid","Streptozotocin","Pseudomonic acid-Streptozotocin","PSA","STZ",0,"oxidative stress","human drug","human drug-oxidative stress",0,"oxidative stress","human","human-oxidative stress",0,"research used drug","human-targeted drug","human-targeted drug-research used drug",0.046960982,0.048668655,0.087872476,0.17974369,NA,NA,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity",0,0,0,1,0,0,1,"R","S","R","R","R","R","R","R","S","R","R","R","RR","SR","RS","RR","RR","RR",1,0,0,1,1,1,4,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA,10,10,10,10,10,10,0.84,0.79,0.55,0.7,1,0.98
"Meropenem_Oxacillin","Meropenem","Oxacillin","Meropenem-Oxacillin","MEM","OXA",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.076666087,-0.11121523,-0.264541385,-0.141661278,0.055637497,0.037221436,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,5,5,2,2,0.78,0.83,0.85,0.86,0.88,0.93
"Meropenem_Piperacillin","Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.073097917,-0.161554188,-0.442742427,-0.296475539,0.029460805,-0.084089138,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0
"Meropenem_Penicillin G","Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.022390979,-0.111268039,-0.328360003,-0.271991515,-0.049163666,0.025804088,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91
"Meropenem_Teicoplanin","Meropenem","Teicoplanin","Meropenem-Teicoplanin","MEM","TEC",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.042736916,-0.094958638,0.006060465,-0.144259657,-0.022280015,-0.026178908,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83
"Meropenem_Metronidazole","Meropenem","Metronidazole","Meropenem-Metronidazole","MEM","MTZ",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.073923096,-0.108145882,-0.01261946,-0.040423542,0.037330198,-0.017762994,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85
"Meropenem_Mitomycin C","Meropenem","Mitomycin C","Meropenem-Mitomycin C","MEM","MMC",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","research used drug","antibiotic-research used drug",-0.067814883,0.078826036,-0.070858761,0.151544976,0.050851008,0.120462369,"Additivity","Additivity","Additivity","Antagonism","Additivity","Antagonism",0,0,0,1,0,1,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0
"Meropenem_Rifampicin","Meropenem","Rifampicin","Meropenem-Rifampicin","MEM","RIF",0,"beta-lactam","RNA polymerase","beta-lactam-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.063167273,0.317823057,0.158610793,-0.038737913,-0.047064018,-0.027586149,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87
"Meropenem_Novobiocin","Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.074089429,-0.100042714,-0.162022549,-0.025125262,0.04914106,-0.035827295,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91
"Meropenem_Trimethoprim","Meropenem","Trimethoprim","Meropenem-Trimethoprim","MEM","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.26189979,-0.095179138,-0.083575084,-0.067121067,0.054825356,0.059001928,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85
"Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine","Meropenem-Sulfamonomethoxine","MEM","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02821452,-0.105417466,0.015901437,-0.040127076,-0.065655478,0.046812545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81
"Meropenem_Nitrofurantoin","Meropenem","Nitrofurantoin","Meropenem-Nitrofurantoin","MEM","NIT",0,"beta-lactam","multiple","beta-lactam-multiple",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.178061231,-0.089408306,-0.123037986,-0.05473975,0.058009202,0.071491896,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","R","S","R","SS","SS","SR","SR","SS","SR",-1,-1,0,0,-1,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,4,4,4,4,32,32,0.55,0.4,0.75,0.81,0.35,0.71
"Meropenem_Polymyxin B","Meropenem","Polymyxin B","Meropenem-Polymyxin B","MEM","PMB",0,"beta-lactam","LPS","beta-lactam-LPS",0,"cell wall","membrane","cell wall-membrane",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.058245078,0.066049012,-0.131668386,-0.085993769,0.057124649,-0.066648061,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","R","R","R","R","S","SS","SR","SR","SR","SR","SS",-1,0,0,0,0,-1,-2,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,0.3,0.3,0.5,0.5,0.29,0.79,0.84,0.85,0.76,0.08
"Meropenem_Nisin","Meropenem","Nisin","Meropenem-Nisin","MEM","NSN",0,"beta-lactam","PMF","beta-lactam-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.079276963,-0.10781427,-0.015563966,-0.044380258,-0.036610715,0.026183283,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88
"Meropenem_Nonactin","Meropenem","Nonactin","Meropenem-Nonactin","MEM","NON",0,"beta-lactam","PMF","beta-lactam-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.035933474,0.018963451,0.030499815,0.028762055,0.031163937,0.033378118,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83
"Meropenem_Paraquat","Meropenem","Paraquat","Meropenem-Paraquat","MEM","PQ",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",-0.081365272,-0.110623577,-0.215120676,-0.614687426,0.082615389,0.033239086,"Additivity","Additivity","Additivity","Synergy","Additivity","Additivity",0,0,0,-1,0,0,-1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86
"Meropenem_Puromycin","Meropenem","Puromycin","Meropenem-Puromycin","MEM","PUR",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.080645621,0.077558566,-0.031662579,-0.107631148,0.036454614,0.041958241,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","R","R","R","SS","SS","SR","SR","SR","SR",-1,-1,0,0,0,0,-2,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,25,25,25,25,25,25,0.63,0,0.78,0.72,0.78,0.77
"Meropenem_Minocycline","Meropenem","Minocycline","Meropenem-Minocycline","MEM","MIN",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.042821486,0.044202048,-0.008584722,-0.075292747,0.070763098,0.068385323,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","R","S","S","SS","SS","SR","SR","SS","SS",-1,-1,0,0,-1,-1,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,1,1,40,20,0.7,0.66,0.82,0.71,0,0
"Meropenem_Tigecycline","Meropenem","Tigecycline","Meropenem-Tigecycline","MEM","TGC",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.077482279,-0.091886444,-0.022764342,0.040563831,-0.026477097,0.063898036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87
"Meropenem_Spectinomycin","Meropenem","Spectinomycin","Meropenem-Spectinomycin","MEM","SPT",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.069643327,-0.03671163,-0.027299727,0.067475348,0.071631078,0.035275208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","R","S","SS","SS","SS","SS","SR","SS",-1,-1,-1,-1,0,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,6,6,16,16,32,32,0.51,0.53,0.58,0.66,0.72,0.67
"Meropenem_Tobramycin","Meropenem","Tobramycin","Meropenem-Tobramycin","MEM","TOB",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.117321796,0.037478793,0.018101262,-0.14530982,-0.020796851,0.042659767,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","R","S","R","S","S","SS","SR","SS","SR","SS","SS",-1,0,-1,0,-1,-1,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,1,1,2,2,1,1,0,0.83,0,0.85,0,0
"Meropenem_Spiramycin","Meropenem","Spiramycin","Meropenem-Spiramycin","MEM","SPM",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.083008717,0.037134926,-0.028368921,-0.051360866,0.064280096,0.056549628,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88
"Meropenem_Vanillin","Meropenem","Vanillin","Meropenem-Vanillin","MEM","VNL",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",-0.085240986,-0.107421412,0.023222188,-0.119732798,0.053137283,0.06409588,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","S","R","SR","SR","SR","SR","SS","SR",0,0,0,0,-1,0,-1,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,200,200,200,200,200,200,0.85,0.85,0.86,0.79,0.69,0.75
"Meropenem_Reserpine","Meropenem","Reserpine","Meropenem-Reserpine","MEM","RSP",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.10540045,0.093088947,0.06580358,-0.148914089,0.040786792,0.062809169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84
"Meropenem_Procaine","Meropenem","Procaine","Meropenem-Procaine","MEM","PRC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.197816666,0.138011177,0.030866881,0.217279956,0.100119943,0.079522247,"Additivity","Antagonism","Additivity","Additivity","Antagonism","Additivity",0,1,0,0,1,0,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38
"Meropenem_Theophylline","Meropenem","Theophylline","Meropenem-Theophylline","MEM","TPH",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.079445012,-0.035225554,-0.037761609,-0.06824269,-0.02269378,0.038457357,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91
"Meropenem_Verapamil","Meropenem","Verapamil","Meropenem-Verapamil","MEM","VPM",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.076211745,-0.115737945,-0.045526099,-0.153092155,0.073078184,0.064097404,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83
